time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,Setpoint_heightRate,height_PID_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19201000,-5366,5,145,171,1442,-33843,-12103,-3233,-31813,-1363,240,-10840,-240,622,811,221,87,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19250000,-5921,185,93,90,1318,-48735,-11554,-2867,-19985,-1249,359,-9360,-399,622,821,293,87,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19301000,-6205,31,192,167,1637,-31524,-16071,-2867,-12522,-1678,359,-8360,-319,621,821,22,83,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19350000,-6073,190,76,91,1428,-32744,-3986,-2440,2052,-751,359,-5720,-319,624,804,26,96,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19401000,-6050,163,33,-229,419,-19744,-14301,-3477,34702,-442,240,-80,-240,638,818,-123,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19450000,-5149,207,261,-268,295,-90,591,-3050,29466,-1116,240,-80,-399,640,820,-2,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19501000,-4214,481,215,-156,1056,-7476,-6671,-2989,23799,-15569,240,-119,-3159,640,809,-43,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19550000,-3364,625,107,-126,1072,7599,6145,-2073,19090,-27053,240,-80,-5279,640,789,-136,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19601000,-2331,1693,-233,-202,609,5585,22442,-3721,12856,-29217,240,-119,-6720,640,777,-266,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19650000,-1724,2383,-53,-132,1321,4425,17864,-3782,9559,-30788,240,-80,-7680,639,769,34,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19701000,-880,3432,-168,46,1934,16876,36174,-4698,4654,-28408,240,-80,-8320,638,750,-223,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19750000,-233,4331,-325,36,611,11200,26714,-4515,894,-23183,240,-80,-8320,639,757,-186,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801000,235,5015,87,150,1146,13825,38738,-5736,-1835,-20372,240,-80,-8520,639,735,-135,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19850000,566,5638,183,201,1787,14191,30559,-5675,-10965,-10705,240,-1319,-7480,638,764,-52,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19901000,797,5699,-87,-3,1934,6622,22136,-5125,-8357,5226,240,-640,-4800,638,738,-164,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950000,424,5817,-225,-69,1007,-4058,27263,-5675,-2931,18006,240,-80,-2719,638,733,-165,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001000,361,5381,-35,309,1579,14130,1812,-6956,-2566,25699,240,-80,-959,639,741,62,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050000,488,4505,15,-16,694,7965,2788,-4637,-3306,22931,240,-80,-559,639,727,-301,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101000,302,3932,-26,2,1524,-4119,3582,-5614,-2458,18903,240,-119,-679,639,717,-120,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150000,177,3177,-169,180,1934,4608,-5573,-5369,-1497,8471,240,-80,-1720,640,688,-161,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201000,317,2723,54,184,1934,5036,6328,-6468,-2080,-11374,240,-39,-4680,639,700,81,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250000,207,2497,45,-90,823,3876,1873,-5919,-1438,-15012,119,-39,-5080,640,698,-334,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301000,76,2544,19,24,1020,31,15850,-5247,-911,-15433,-3479,-80,-5200,639,698,-84,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20350000,-36,2883,46,182,1934,1618,9441,-2928,-486,-13467,-3359,-119,-5200,640,682,-38,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401000,-81,2862,144,112,1378,5341,11333,-3172,5356,-14516,-4800,840,-5360,638,654,-169,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20450000,47,3094,127,-95,643,7782,12798,-2684,23207,-15260,-7319,4040,-5720,639,673,-237,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501000,249,3170,42,38,995,9308,13775,-426,59238,-14820,-20280,10439,-5720,639,652,-205,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550000,1047,3379,140,126,1733,32868,15667,6409,57154,-8254,-28559,10880,-4800,638,651,-110,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601000,2320,3390,-48,-117,1156,44342,7915,15870,26735,-2146,-34079,6919,-3760,638,640,-89,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20650000,3260,3390,-27,247,1548,38910,10173,20020,-1748,1338,-42479,2960,-3159,638,629,-142,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20701000,3778,3015,96,-59,614,26825,-385,26246,-22661,6832,-45000,-119,-1840,637,618,-365,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20750000,3545,2673,-84,-113,933,9308,3948,30152,-20842,5772,-47160,-39,-1679,637,619,-246,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20801000,2864,2150,-208,-194,885,9491,-7587,33692,-16880,3202,-49679,-39,-1599,638,614,-149,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20850000,2477,1749,-78,116,1375,12299,4192,36317,-14865,1103,-46680,-80,-1560,636,618,-134,143,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20901000,2025,1607,-128,78,1281,1190,-6000,31251,-12240,508,-13080,-80,-1519,542,584,-104,0,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20950000,1403,857,19,234,1689,-2105,-18695,18677,-19784,-1991,-1919,-2000,-1200,542,581,-13,0,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21001000,862,-17,-152,116,1504,-9917,-17108,7874,-33613,-5911,240,-4920,-1000,543,575,-27,0,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21050000,-12,-476,-218,-61,778,-24382,-12958,3358,-35734,-8580,119,-6160,-1000,557,572,-23,0,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21101000,-1019,-591,-346,-54,836,-16570,-11127,1160,-44296,-9251,240,-8639,-1000,597,558,-91,0,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21150000,-1746,-608,24,-64,1709,-20232,-8869,1221,-43324,-9347,240,-9200,-1000,604,519,-332,15,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21201000,-2455,-388,4,-41,105,-28777,-873,916,-38972,-11324,119,-9160,-1560,604,503,-718,15,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21250000,-3540,8,123,70,768,-48308,5291,367,-32664,-13667,240,-9160,-2359,606,487,-373,24,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21301000,-4745,497,152,25,779,-42449,3460,-2562,-25661,-21987,240,-9160,-4279,607,478,-607,27,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21350000,-5254,951,96,46,816,-42327,10296,-1951,-22703,-20741,359,-9160,-4520,623,440,-489,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21401000,-6094,1677,-121,-142,-45,-37993,12554,-3843,-17818,-17453,119,-9160,-4680,665,433,-684,260,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21450000,-6211,2100,-68,-64,300,-25115,15606,-120,-13420,-13131,359,-8520,-4359,672,399,-556,287,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21501000,-6582,2725,362,-78,738,-40801,15606,-2867,7105,-9266,359,-5360,-4320,671,350,-497,284,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21550000,-6744,2899,-301,-348,88,-16509,8464,-3416,18741,-7328,240,-3520,-4160,670,287,-646,280,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21601000,-5869,3019,-93,-150,-25,-396,8587,-1402,33884,-584,240,-39,-3120,669,275,-730,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21650000,-4889,3116,-88,-14,709,7355,3276,-3111,27725,4628,240,-119,-2320,668,233,-438,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701000,-3724,2927,-199,171,1592,14374,-2582,-3050,20950,12136,240,-119,-839,669,214,-553,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21750000,-2855,2611,-144,-182,848,9369,-4718,-4210,16135,14016,240,-80,-199,669,178,-520,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21801000,-2003,1879,-88,151,1503,15473,-14789,-3050,33735,10689,240,3800,-39,669,191,-161,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21850000,-1206,1461,-103,-351,900,21698,-10516,-5064,44911,12914,119,6519,759,669,172,-383,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21901000,-6,740,19,61,1148,31830,-21869,-2501,52585,19187,119,9040,2560,668,150,-169,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21950000,976,396,125,166,444,33234,-9296,-2135,55009,22763,240,10439,3520,669,126,-294,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22001000,2197,28,390,140,981,47272,-20648,-2318,47447,19232,240,10360,3280,669,119,-155,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22050000,3259,-344,12,81,428,43121,-15643,-792,41038,12414,240,10320,2479,669,79,-287,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22101000,3867,-484,-145,-37,1934,35431,-17352,-1524,38669,208,240,10520,520,669,125,70,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22150000,4558,-328,-139,92,979,50202,347,-853,32790,-2375,119,10200,-80,668,189,283,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22201000,5280,106,27,-177,1273,38727,-6000,-1524,8137,155,119,6680,-80,668,145,273,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22250000,5252,246,316,214,1250,33600,8953,245,-4955,967,119,4400,-80,667,129,-3,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22301000,5087,851,-111,-288,1003,22614,1323,-303,-30039,4483,119,-80,-80,667,162,222,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22350000,4177,587,253,91,1527,2289,-8258,1,-24980,2487,240,-119,-160,668,146,305,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22401000,3144,1115,-135,46,823,13764,13408,-2135,-18977,5554,119,-119,-160,667,213,395,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22450000,2720,1366,-114,-95,635,6317,-4657,-2379,-21856,5848,119,-1039,-360,668,206,520,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22501000,1564,1315,80,-374,1103,-6011,4009,-1707,-57225,7415,119,-8280,-39,668,263,631,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22550000,630,1422,-241,84,390,-20415,-8197,-2318,-53888,7801,0,-8639,-80,669,273,568,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22601000,-1276,808,51,134,1303,-39702,-12531,-1036,-52102,4232,0,-10240,-80,658,309,718,231,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22650000,-2387,929,11,-19,1873,-17241,1690,-2318,-45642,5172,0,-10240,-39,653,382,633,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22701000,-3105,744,236,-129,242,-33660,-16254,-1951,-41473,4097,0,-10240,-39,652,380,625,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22750000,-4525,509,-55,0,1321,-52276,-263,-3050,-33913,2494,119,-10360,-80,653,431,745,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22801000,-5370,757,-189,5,1333,-25054,-6671,-3599,-30629,3936,119,-10640,-80,653,467,725,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22850000,-5708,314,-373,-192,1310,-34575,-16681,-1524,-28199,1362,119,-10559,-80,653,480,647,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22901000,-6634,401,-182,-41,1489,-46843,-629,-1158,-23284,6517,119,-10640,720,653,518,559,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22950000,-7216,253,-87,-107,290,-34087,-22418,-2012,-16647,11236,119,-10080,1679,653,567,518,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23001000,-7425,-367,-50,261,697,-38848,-16071,-3355,36188,16695,240,-1200,3239,652,581,446,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23050000,-7100,-369,-383,-60,1269,-15471,-14667,-6285,35926,24356,240,-920,4560,653,605,340,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23101000,-5895,-1173,-108,-187,526,-3386,-38593,-3538,33803,21081,240,-80,4800,653,659,616,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23150000,-5139,-1651,-309,-374,913,-5034,-17597,-4271,29177,18302,119,-119,4800,653,683,602,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23201000,-4246,-1652,-220,-107,337,2045,-26203,-3782,23989,15038,119,-119,4240,652,740,581,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23250000,-3474,-2391,-240,-64,1263,2777,-33038,1588,19500,-2505,119,-119,1960,652,744,743,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23301000,-2795,-1959,-335,-192,937,1984,-1911,672,15783,-11623,240,-80,-39,652,763,476,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23350000,-2310,-1639,-365,-12,1876,-90,-29498,977,12732,-15810,240,-119,-1080,652,787,529,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23401000,-1667,-2100,-27,-126,642,13397,-19733,3419,9225,-29184,240,-80,-2920,651,828,478,204,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23450000,-970,-1388,-234,-99,945,9613,8526,2564,5178,-30854,119,-80,-3919,652,830,611,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23501000,-239,-741,-440,-246,58,24262,-6488,2442,925,-33838,119,-80,-5080,652,872,598,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23550000,511,-192,192,15,520,13275,17681,5067,-3435,-32040,119,-80,-5319,652,878,445,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23601000,446,1419,206,125,1267,5280,27813,4517,-3291,-26392,240,-119,-5959,652,884,509,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23650000,606,2181,-231,5,493,17365,8403,2320,-966,-25915,119,439,-6640,652,917,491,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23701000,689,3250,-80,84,1684,702,43560,3052,24356,-26213,240,4879,-7760,637,936,499,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23750000,518,5021,-274,-153,704,16144,43987,1221,25582,-20338,119,4920,-8520,629,937,253,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23801000,1175,6073,282,130,783,23224,35503,-1463,8515,-17941,119,2639,-9160,625,949,211,100,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850000,1467,6850,103,184,931,9064,45391,-1097,-8760,-13889,119,-39,-9240,624,973,318,96,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23901000,1150,7584,-24,160,343,2045,33794,-1524,-7153,-5436,119,-80,-8520,624,988,60,96,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23950000,773,7574,183,-67,264,-3447,32268,-2012,-4958,2643,119,-80,-7120,623,992,314,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24001000,226,7647,156,45,855,-3447,33123,-2562,-1780,18409,119,-80,-4479,623,991,112,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24050000,54,7167,88,-65,1027,1434,13897,-4210,-784,25388,119,-80,-2799,623,1007,234,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24101000,-156,6325,129,-403,-201,763,16399,-3233,445,27934,240,-80,-1519,622,1010,-156,87,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24150000,-256,5490,-200,-255,139,-3142,7915,-4271,1255,25634,240,-39,-1080,623,1020,220,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24201000,-544,4362,-51,-80,328,-3020,-1178,-3660,18511,23964,240,2639,-240,623,1029,40,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24250000,-258,3485,180,100,616,16815,1140,-5125,28936,14909,119,4719,-920,623,1032,20,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24301000,192,2712,-262,-88,945,11139,-5573,-4027,39105,8095,240,6919,-1319,623,1046,34,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24350000,568,2108,-8,195,1403,20844,4802,-3416,36688,4813,119,6879,-1280,623,1031,80,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24401000,1345,2031,59,272,1528,29633,5535,-4271,16128,4137,240,4119,-1319,631,1035,0,123,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24450000,1733,1667,51,35,1504,18646,-3558,-4515,-10543,2486,240,-80,-1239,631,1044,-7,123,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24501000,1561,1543,53,83,1074,3937,10845,-4271,-9772,1298,240,-119,-1319,632,1019,-223,128,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24550000,1064,1697,82,-34,1037,-5339,1629,-4393,-7349,1727,240,-199,-1399,632,1030,6,128,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24601000,588,1478,-63,-95,1070,1251,6939,-3905,-14579,6501,240,-1920,-360,631,1020,-113,123,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24650000,209,1626,96,140,626,-6743,9502,-3233,-13771,9454,240,-2159,0,631,1016,-119,123,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24701000,-578,1192,-171,-21,812,-10955,-7587,-2867,-9190,15998,240,-2159,1559,631,1003,-141,123,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24750000,-1108,910,-140,-95,14,-4851,1629,-2745,-1461,25751,119,-1360,3520,632,1002,-309,128,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24801000,-1706,787,4,-173,-104,-18401,-10516,-2989,9220,44105,119,-119,6800,636,975,-278,143,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24850000,-1990,-79,-44,-202,558,-1433,-30231,-3782,10873,40229,119,-119,7000,641,976,-317,163,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24901000,-1872,-746,-313,-27,1286,-9368,-16498,-3172,10187,31469,240,-119,6159,642,957,-285,168,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24950000,-2052,-1215,-234,103,1551,-8574,-31452,-3172,11463,18042,240,-80,4319,642,952,-206,168,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25001000,-1685,-1903,136,96,1639,8576,-25653,-3966,9567,-833,240,-39,1760,641,932,-356,163,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25050000,-1409,-1752,-153,-209,805,-4058,-10028,-5064,7727,-6930,119,-80,559,641,907,-350,163,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101000,-1431,-1778,9,-180,32,2106,-19672,-3966,7856,-10570,119,-80,-39,641,920,-389,163,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25150000,-1085,-1598,35,-9,272,2350,-4047,-5491,5844,-9524,240,-80,-39,641,919,-65,163,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25201000,-1050,-1149,196,-42,1671,-5706,-11188,-6285,5407,-9009,240,-119,-399,641,906,-161,163,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25250000,-1079,-1045,103,32,780,1495,-7892,-5491,5810,-21192,240,-80,-2600,640,908,-211,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25301000,-881,-624,-434,-108,912,4669,1201,-7017,4891,-28045,119,-39,-4200,640,892,-113,159,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25350000,-769,-177,10,237,1293,5280,9624,-5797,4007,-24980,119,-80,-4119,641,863,-176,163,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25401000,-512,566,-139,42,1114,9125,9807,-6529,2512,-13445,119,-80,-2879,639,867,-83,155,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25450000,-545,573,3,-45,535,3571,-5023,-7078,2708,-6896,119,-80,-1760,614,853,-234,56,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25501000,-444,643,132,-82,387,4547,12859,-7811,1887,-4397,359,-119,-1399,610,808,-539,40,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25550000,-397,942,11,-172,690,-1921,-1422,-8055,2077,-1963,240,-39,-1280,611,797,-392,44,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25601000,-490,691,-66,-347,272,5280,-629,-7811,2386,-3185,119,-80,-1239,610,765,-386,40,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25650000,-132,894,-8,61,1441,15411,5413,-9276,73,-615,119,-119,-1000,609,763,-427,36,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25701000,226,760,117,-147,603,4547,-11310,-8177,-2011,-928,-6839,-119,-920,611,721,-697,44,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25750000,101,591,-59,-74,1136,-5584,3521,-3416,-1286,-1442,-13439,-119,-839,626,708,-439,103,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25801000,-147,751,-2,-4,203,-274,-4901,2991,391,415,-26040,-80,-679,629,677,-573,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25850000,-164,460,44,372,1934,4486,-2216,11536,493,1283,-30960,-80,-240,632,671,-532,128,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25901000,-262,918,-219,15,973,3021,7122,16053,1063,3712,-34800,-80,-279,638,635,-594,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25950000,-374,600,56,16,1258,-1921,-11188,20264,1709,2095,-38039,-80,-240,637,623,-457,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26001000,-320,819,-27,179,1323,1312,18352,24049,1167,3367,-37680,-119,-240,638,598,-483,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26050000,-314,1201,-263,-300,574,1251,-3131,24720,1131,5824,-34320,-119,-199,638,574,-563,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26101000,-372,751,3,-230,288,-3386,103,24781,1470,3207,-34320,-119,-199,662,546,-678,248,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26150000,-617,1265,-194,136,1142,-6743,11699,25574,3123,5960,-31440,-80,-240,689,537,-444,356,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26201000,-623,1167,220,-141,390,9552,-15949,23011,2929,-423,-27479,-119,-1239,694,491,-368,376,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26250000,-225,1065,-131,-128,1265,8453,8587,23316,613,-5434,-26160,-119,-2000,694,466,-494,376,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26301000,-263,1544,-435,-54,1699,-2471,-1849,20753,-16837,-9393,-19679,-3159,-3159,693,404,-495,372,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350000,-285,1216,366,179,1899,2960,3460,19532,-22055,-12226,-15480,-4080,-3320,694,402,-525,376,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26401000,-462,1726,119,-86,223,-10222,18352,16602,-27539,-8796,-2040,-5200,-3240,691,373,-386,363,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26450000,-1025,1731,4,82,1867,-14617,-3925,6776,-27519,-8301,-119,-5759,-3159,683,369,-266,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26501000,-1422,1741,31,-68,1479,-9185,13897,4395,-33582,-10106,119,-7200,-3480,684,377,-77,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26550000,-1930,1978,-51,77,11,-20293,-202,3480,-30630,-10820,0,-7200,-3839,683,371,-83,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26601000,-2794,1721,-219,69,1077,-25420,7061,5372,-25607,-19058,0,-7200,-5000,683,392,110,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26650000,-3152,2103,240,134,1934,-18523,15972,2930,-23756,-16605,119,-7240,-4960,683,365,105,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26701000,-3907,1947,15,188,1813,-40068,713,4212,-18903,-10765,240,-7160,-3800,683,386,215,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26750000,-4592,2110,142,203,1934,-28045,15239,2564,-13299,-4238,0,-6879,-2840,683,432,133,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26801000,-4797,2187,-398,-72,98,-24382,-568,3602,-12569,5276,119,-6960,-1280,685,462,420,340,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26850000,-5116,1852,22,-65,829,-31218,5779,3785,-12342,9607,240,-7240,-199,685,464,348,340,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26901000,-5284,2161,47,81,1170,-24138,6755,2503,-11365,11865,119,-7240,-119,684,471,329,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26950000,-5171,1775,313,-32,1588,-23162,-8624,2625,766,9857,240,-5039,-80,685,507,256,340,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
