time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,Setpoint_heightRate,height_PID_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27001000,-5164,1501,-121,24,635,-15960,7671,1527,29554,8262,119,-80,-80,684,520,327,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27050000,-4162,1247,-74,204,1934,9918,-9723,1466,23732,6785,240,-80,-80,684,537,451,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27101000,-3028,704,-98,41,1934,3632,-2582,2015,17140,4096,240,-80,0,684,539,401,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27150000,-2234,874,-17,-304,1307,13825,-140,1649,19032,4617,240,1040,-80,684,541,-34,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27201000,-1410,647,365,-18,-63,11871,-6061,2015,44240,3997,0,6199,39,684,576,217,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27250000,-600,596,-252,179,1367,25177,-1605,794,40229,4860,240,6319,239,684,566,223,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27301000,547,418,-203,121,926,28107,-9052,3114,24021,2665,240,4679,39,683,602,232,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27350000,1281,435,-238,-19,1724,24628,-2033,1649,-7449,1831,240,0,-119,685,623,396,340,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27401000,1713,306,124,-113,1520,18280,-5573,916,-10427,1551,240,-80,-39,683,630,316,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27450000,1499,346,-106,-188,1363,6073,652,1,-9415,1784,119,-119,-39,684,650,370,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27501000,1510,445,-133,-54,1934,16998,-10211,-2012,-9243,2122,119,-80,-80,683,642,425,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27550000,1385,357,48,-57,1662,6012,-2704,-1646,-8751,1846,240,-119,-39,684,683,383,336,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27601000,1005,579,423,66,703,6073,-5634,-3233,-6543,2906,240,-119,-80,683,720,587,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27650000,826,446,222,8,950,4974,-6671,-2806,-5271,2131,359,-80,-80,683,744,610,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27701000,428,526,43,17,1411,-2410,-6061,-4942,-3186,2828,359,-119,-39,683,799,640,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27750000,46,322,-143,-16,1758,-4180,-8991,-2623,-734,1642,240,-80,-39,683,807,497,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27801000,-326,391,129,-83,1468,1007,-6610,-5430,1434,2042,359,-80,-39,683,843,697,332,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27850000,-455,136,-12,-60,1294,3204,-16986,-2806,1719,560,1920,-160,-39,670,872,645,280,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27901000,-516,51,-207,-81,1577,2777,-5695,-5797,2536,68,4920,-80,-39,637,883,657,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27950000,-617,44,3,-23,1346,6195,-10944,-6407,2892,-208,4799,-119,-80,636,908,421,143,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28001000,-584,7,11,87,-109,7050,-7526,-4820,2931,-186,3000,-80,-39,638,935,443,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28050000,-468,154,-26,18,910,4852,-5634,-4149,18996,198,3119,2799,-119,638,960,472,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28101000,-376,321,141,87,1309,15839,-7098,-4454,43574,-3012,3119,7119,-839,637,989,568,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28150000,425,460,75,17,1410,39887,-4413,-3294,37983,-2204,1920,6960,-839,638,990,125,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28201000,1350,695,138,18,365,27863,-3436,-2257,-2035,3810,359,999,-39,637,1014,367,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28250000,1605,666,154,57,723,16876,-8136,-975,-10028,3175,359,-119,-119,637,1008,300,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28301000,1618,591,102,-51,216,13336,-4718,-548,-9870,2973,240,-80,-80,637,1027,83,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28350000,1504,626,118,164,1489,9186,-6915,-914,-9211,3173,240,-80,-80,637,1043,214,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28401000,975,638,-123,161,1720,-3569,-6610,-120,-6132,3245,359,-80,-80,637,1065,161,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28450000,508,632,-171,-13,1046,4364,-7526,-1646,-3651,3444,359,-119,-39,637,1070,227,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28501000,658,532,-109,-204,1,7782,-8563,-670,-11732,1933,359,-1360,-199,638,1085,-62,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28550000,477,554,110,-57,631,-9551,-4962,916,-21843,-5612,240,-3279,-1519,637,1082,189,148,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28601000,-217,768,122,46,1580,-9734,-812,-1524,-18498,-18085,119,-3400,-3880,636,1091,-28,143,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28650000,-468,983,-110,-14,1457,-3508,591,-59,-12852,-31250,119,-2680,-6360,636,1114,90,143,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28701000,-841,1450,-138,84,1754,-8086,15789,977,-7663,-37372,119,-2159,-7880,618,1099,223,71,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28750000,-1059,2145,39,63,1187,-213,16521,306,-6629,-40773,119,-2200,-9160,616,1120,-56,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28801000,-1173,2648,-108,48,1339,-12420,22930,489,-13407,-38316,119,-3480,-9240,616,1110,-136,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28850000,-1580,3569,-74,-144,771,-13884,34771,428,-12203,-32032,359,-3680,-9080,616,1119,30,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28901000,-1536,4373,-17,285,1778,2350,25493,-426,-12460,-28754,359,-3680,-9320,616,1115,184,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28950000,-1401,4795,-7,222,1882,-1555,28789,1221,-13013,-26764,359,-3639,-9400,617,1116,38,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29001000,-1796,5436,-185,167,1650,-20781,35198,1282,-10486,-23039,240,-3600,-9400,616,1092,-158,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29050000,-2465,5821,-35,-22,1213,-14556,28972,-1097,-6592,-20801,359,-3600,-9400,616,1099,-219,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29101000,-2662,5974,-33,146,1370,-10222,30742,428,-5449,-19445,240,-3600,-9320,616,1101,-150,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29150000,-3049,6224,-49,196,1608,-16387,31353,1,-11568,-17991,359,-5039,-9320,617,1079,-181,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29201000,-3271,6105,28,255,1397,-19500,25249,62,-17256,-17522,240,-6240,-9119,617,1081,-236,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250000,-3692,6242,-90,295,1895,-25847,37578,-731,-18296,-14631,359,-6840,-8760,617,1063,-305,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29301000,-4090,6479,74,-172,375,-23711,23967,-1097,-17840,-6746,359,-7160,-7640,617,1066,-554,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29350000,-4672,6089,95,-188,253,-35552,18169,-1036,-14458,-1339,240,-7160,-6319,616,1060,-109,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29401000,-4988,5842,176,-120,630,-16326,19329,-1585,5050,11408,240,-4119,-3880,616,1035,-490,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29450000,-4683,5156,-37,-179,212,-20659,1018,-1829,26525,21604,359,-119,-1440,616,1008,-460,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29501000,-4529,4101,-20,-64,835,-7109,-5084,-3905,25630,23607,359,-119,-39,617,1002,-312,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29550000,-3390,3210,50,247,1424,20416,-11371,-2745,19244,27727,359,-80,1559,616,974,-391,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29601000,-2463,2104,-67,218,1781,-3386,-20953,428,13853,42689,359,-80,5239,616,950,-549,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29650000,-2297,1097,-81,107,1760,1923,-25958,-2440,18937,45207,359,959,6680,617,921,-583,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29701000,-1393,-28,-248,91,1701,20538,-40180,-1768,22517,41219,359,2479,7119,616,883,-765,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29750000,-665,-1143,-36,114,1934,9308,-40302,-548,17585,31255,359,2360,6519,617,831,-779,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29801000,-297,-1801,90,-7,1070,12970,-31146,-487,1032,8828,359,-119,3320,617,792,-868,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29850000,198,-2196,93,71,775,12238,-31940,-853,-1618,-13230,240,-80,-80,617,724,-1071,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29901000,95,-2176,-119,-63,563,1801,-11432,977,-1021,-13114,240,-80,-80,617,682,-965,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29950000,112,-1325,73,-147,596,11261,-2155,367,-1350,-8168,119,-119,-80,617,638,-1027,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001000,356,-786,-199,-233,133,12421,-10761,1405,-2768,-5038,240,-119,-80,618,626,-1023,71,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30050000,411,-224,-12,-64,89,10407,7061,17730101000,244,718,151,24,738,-823,5718,611,-2116,3944,240,-119,-39,617,534,-875,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,
30150000,141,1138,150,29,856,9003,2483,245,-1290,7780,240,-80,199,617,495,-873,67,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201000,360,1701,-242,-8,644,5951,6084,611,-2558,10585,359,-80,120,546,420,-1070,0,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30250000,163,1886,23,-65,1041,-2349,-202,977,-1650,10500,359,-119,-80,462,380,-1148,0,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301000,-282,1908,-202,-23,937,-5339,-3681,-792,947,10860,359,-119,-39,289,250,-1401,-443,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30350000,-496,1798,-45,-107,841,214,-8930,-2196,2423,10221,240,-80,-39,35,223,-1549,-1460,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401000,-532,1466,32,-51,779,5585,-17902,-1890,2628,8059,480,-80,-80,0,128,-1769,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30450000,533,445,1025,-749,1934,35980,-31940,-5308,-3565,2356,0,-80,-39,0,71,-1589,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501000,-519,-571,-124,184,922,-39214,-8624,-56883,2553,-3552,359,-80,-39,0,123,-873,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30550000,-1931,-854,-339,-193,658,-20232,-14972,-23192,10762,-5434,5639,-80,-80,0,162,-633,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30601000,-2892,-1225,152,-188,-280,-11809,-25165,-23863,16115,-7588,5399,-119,-80,0,163,-799,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30650000,-3219,-1431,-43,116,946,-4119,-22601,-20628,18249,-8788,5399,-80,-80,0,200,-571,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30701000,-3506,-1487,1597,-740,1310,1373,-6793,-25450,19920,-9108,5399,-80,-80,0,161,-640,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30750000,-3714,4227,1076,-1613,1934,-68572,162517,7630,21128,24110,5520,-80,-80,0,118,-1070,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801000,-5206,5531,235,-588,115,31525,-8685,8973,29797,31687,5520,-80,-80,0,158,-853,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30850000,-5129,4123,-106,-124,-490,-42083,-59528,-48399,29349,23503,5520,-80,-80,0,168,-705,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901000,-5232,1786,940,-208,997,18768,-89496,-20506,29715,10151,4440,-119,-39,0,103,-613,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950000,-5171,2729,-559,188,1441,14130,77495,-22093,29598,15399,2640,-80,-80,0,109,-540,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001000,-4683,4166,192,-40,1434,-17424,-57147,3602,26761,23752,119,-80,-80,0,105,-297,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31050000,-4202,2243,-202,-232,717,-5339,9319,5738,23729,12578,0,-119,-80,0,147,-193,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101000,-3740,3921,136,166,791,3265,26592,10377,21277,23258,0,-80,79,0,80,-485,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31150000,-3333,2568,-120,-279,553,-5217,-33710,-5552,18912,14463,-119,-80,-80,0,126,-171,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201000,-2929,2402,79,94,1143,4364,29277,3236,16560,13500,0,-80,-80,0,148,55,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31250000,-2556,2636,157,-61,1227,1862,-14850,-3355,14394,15092,0,-80,-39,0,144,100,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301000,-2249,1493,-66,-58,445,92,-1666,-1341,12378,8450,0,-119,-39,0,135,-230,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31350000,-1958,1952,-74,20,1081,946,14446,2808,10917,10886,240,-80,-80,0,127,-174,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31401000,-1743,1292,-91,190,1110,1068,-14240,-2745,9437,7050,359,-119,-80,0,122,-128,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31450000,-1575,1081,32,-11,1062,3449,13836,2503,8461,6053,240,-119,-39,0,74,-319,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31501000,-1405,1165,87,-37,1037,702,-6549,855,7707,6312,240,-80,-80,0,139,97,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31550000,-1279,596,-13,26,1041,4974,-2399,-487,6742,3001,240,-119,-80,0,99,-142,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31601000,-1181,800,82,-77,1043,-1067,3948,2381,6399,4187,240,-80,-80,0,173,155,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31650000,-1088,455,26,54,895,2411,-6854,-1158,5863,2183,359,-80,-80,0,138,-16,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31701000,-1025,404,65,-101,964,-2044,5230,2442,5497,1883,240,-80,-80,0,102,-138,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31750000,-984,398,11,12,1092,702,-3314,-1341,5259,1849,240,-80,-80,0,139,43,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31801000,-923,122,-61,-37,1083,397,2361,1160,4670,479,240,-119,-39,0,145,117,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31850000,-887,235,20,31,957,-2166,2361,-303,4696,901,240,-80,-80,0,128,59,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31901000,-830,33,-17,5,1170,885,-3253,123,4596,-269,240,-39,-80,0,125,62,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31950000,-816,29,7,39,947,-1067,3093,611,4283,-62,240,-80,-39,0,90,-90,-1600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32001000,-778,0,-32,-13,1043,-90,-2216,-731,4058,-233,240,-80,-39,10,121,68,-1560,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32050000,-757,-108,3,-20,996,336,957,367,3937,-1094,240,-80,-80,42,125,59,-1432,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32101000,-739,-49,38,-19,971,458,-446,794,3831,-752,359,-80,-80,77,145,178,-1292,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32150000,-714,-148,-9,-57,1043,458,-2643,367,3687,-1325,359,-80,-80,82,153,211,-1272,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32201000,-710,-86,-15,-10,968,214,2178,-181,3434,-735,359,-119,-39,92,52,-287,-1232,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32250000,-680,-98,16,-11,1015,-640,-629,-1280,3488,-804,359,-80,-39,128,151,167,-1088,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32301000,-680,-138,38,-17,1056,-518,408,-609,3259,-1038,359,-119,-39,180,125,5,-880,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32350000,-689,-86,44,-80,872,-1067,-995,367,3313,-967,359,-119,-80,191,142,109,-836,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32401000,-695,-139,8,-9,981,1007,286,855,3345,-1275,240,-119,-80,226,101,-165,-696,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32450000,-698,-66,10,22,990,-579,835,-181,3594,-848,240,-80,-80,241,87,-176,-636,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32501000,-716,-120,-19,-110,1108,153,-1300,-487,3469,-935,359,-119,-39,249,111,84,-604,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32550000,-696,-139,4,-24,1023,-1128,-934,977,3585,-1273,240,-80,-80,250,176,273,-596,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32601000,-706,-142,-167,-87,823,1557,-324,-2440,3411,-1295,359,-119,-80,254,122,-91,-584,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32650000,-750,-175,42,246,1785,-640,103,1832,3899,-1487,240,-80,-80,265,213,38,-540,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32701000,-773,-132,43,196,1934,-213,-1178,1343,4031,-1003,240,-80,-39,272,122,-242,-511,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32750000,-793,-116,-186,-161,1040,-579,-3314,-6773,4147,-1141,240,-80,-80,274,162,-18,-504,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32801000,-800,-8,-9,-133,844,92,896,-3966,4185,-516,359,-80,-80,288,150,-124,-448,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32850000,-783,47,-144,-191,964,1557,-1361,-1402,3855,-187,240,-119,-80,294,78,-233,-424,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32901000,-745,32,88,-134,1098,-151,-1178,-3050,3870,-275,240,-80,-80,307,146,145,-371,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32950000,-771,69,122,-128,394,641,-812,-1402,4017,171,240,-80,-39,319,132,76,-323,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33001000,-764,61,-78,78,1587,-945,469,-2928,3978,125,359,-80,-39,333,119,168,-267,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33050000,-745,54,22,-69,1044,-151,-507,2381,3869,-146,240,-80,-80,347,103,3,-211,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33101000,-751,62,41,5,1088,1557,-812,-2745,3905,-103,240,-80,-80,363,90,13,-147,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33150000,-782,98,-174,-89,519,519,1751,2930,3853,104,240,-119,-80,373,115,105,-108,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33201000,-788,85,-149,-16,752,1618,3582,-2012,3888,263,240,-119,-39,383,93,16,-68,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33250000,-808,146,75,8,831,-29,-446,1282,4233,621,240,-80,-39,386,112,20,-55,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33301000,-789,47,-46,-55,924,-5645,-1666,-3416,4124,44,240,-80,-39,394,119,66,-24,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33350000,-834,88,-43,-14,1409,-1799,-568,2015,4383,47,240,-80,-80,405,153,126,0,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33401000,-910,200,-127,-44,619,-4485,2239,-853,4826,700,119,-80,-80,418,152,238,0,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33450000,-1004,227,-116,39,809,-4668,8587,-1158,5605,622,240,-39,-119,431,135,119,0,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33501000,-1120,310,-76,74,1183,-640,-140,184,6048,1336,240,-80,-80,434,122,-27,0,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33550000,-1188,336,-31,192,1044,7416,7427,-853,6444,1488,240,-80,-80,436,140,50,0,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33601000,-1224,280,-119,-25,1072,-9307,-385,-1707,6420,1165,359,-119,-80,449,128,37,0,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33650000,-1222,302,112,44,694,-6438,6511,1038,6641,1295,359,-80,-80,465,94,-97,0,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33701000,-1181,484,47,-64,940,-2776,-7953,794,6167,2585,359,-119,-39,505,140,12,0,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33750000,-1108,353,-109,11,1254,3265,-79,794,5979,1825,240,-80,-39,523,131,49,0,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33801000,-1088,664,-160,15,986,-823,-1300,-792,5630,3629,240,-119,-39,525,80,-100,0,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33850000,-1069,448,114,15,1398,7111,347,1405,5518,2376,359,-119,-39,527,116,-44,0,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33901000,-937,504,-64,196,1101,-8696,-1972,-1402,4987,2467,359,-80,-80,526,91,-218,0,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33950000,-850,461,-227,-237,470,-90,5413,489,4713,2216,359,-39,-80,528,67,-526,0,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34001000,-794,573,347,-28,833,-4546,-2338,-364,4387,2870,359,-39,-80,529,132,-197,0,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34050000,-721,576,8,-146,141,-3814,2605,1832,3730,3119,240,-80,-39,530,48,-271,0,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34101000,-584,578,136,13,1570,8698,-3253,-1707,2702,3128,240,-119,-39,536,123,397,0,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34150000,-562,451,-45,45,769,-4058,2666,-59,2804,2157,240,-80,-80,536,85,389,0,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34201000,-476,417,-61,100,1383,1129,1873,1893,2302,1962,240,-80,-80,537,106,612,0,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34250000,-437,324,-9,77,1159,1923,-2887,-120,1847,1423,240,-119,-80,538,118,552,0,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34301000,-477,134,14,-263,202,-1616,42,245,2312,313,240,-80,-80,538,111,97,0,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34350000,-515,124,-53,175,1646,4303,-629,-2379,2532,257,240,-80,-80,538,111,-121,0,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34401000,-579,40,-72,-144,918,-6987,3093,794,2901,-227,240,-80,-80,547,117,-165,0,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450000,-567,105,7,276,1437,4364,-3681,245,2833,148,119,-80,-80,569,141,-231,0,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34501000,-620,18,97,-117,810,-1983,1873,977,3144,-360,119,-80,-80,581,96,-442,0,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34550000,-683,0,-225,-214,44,824,408,-1036,3508,-461,359,-80,-80,583,55,-484,0,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34601000,-565,-99,-230,110,1451,7721,-568,1,2590,-1043,240,-119,-80,597,88,-45,0,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34650000,-395,64,-175,-161,305,7721,1995,-120,1602,-90,240,-119,-80,599,127,386,0,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34701000,-139,33,-81,-247,331,10101,-202,3419,344,-272,359,-80,-80,602,126,162,7,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34750000,66,339,-67,28,637,5646,10234,4639,-852,1510,240,-80,-80,604,118,-6,15,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34801000,3,286,308,55,1586,3510,-3681,6409,-484,1432,240,-80,-39,613,169,426,51,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34850000,286,78,189,-31,1518,16693,3704,4395,-2132,221,240,-80,-39,618,52,-153,71,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34901000,592,263,32,58,1324,1312,225,4151,-4139,1067,240,-119,-80,619,119,-86,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
