time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,"set_pitchRate,",Setpoint_yawRate,Setpoint_roll,Setpoint_pitch
2949000,3252,-1583,-277,-29,910,466,460,-4355,-31593,-4893,480,-7280,-39
3001000,3236,-1481,-123,-40,730,-876,6807,-12717,-57828,-4443,480,-16040,0
3049000,3264,-1586,62,-97,912,-3379,-7962,17311,-66304,-4559,359,-18840,0
3101000,3247,-1661,173,153,1584,832,6319,6386,-68781,-4984,480,-19680,0
3149000,3211,-1513,63,150,756,-1670,-821,-11923,-57302,-4646,480,-15880,-39
3201000,3211,-1629,125,147,1536,2907,-3568,-12045,-10593,-5009,480,-319,-39
3249000,3236,-1493,-136,-156,632,-1120,5159,-327,-9713,-4736,480,0,-39
3301000,3226,-1488,127,69,1408,1869,-3751,12612,-9680,-4585,480,0,-39
3349000,3216,-1568,45,331,931,-3012,-1065,-6918,-9689,-4970,359,0,-80
3401000,3264,-1429,46,436,1606,2846,277,-4416,-9913,-4289,359,-39,0
3449000,3330,-1536,-84,136,1235,282,-2591,-9787,-9991,-4500,359,0,0
3501000,3360,-1511,-70,-61,1300,-449,3817,7607,-10081,-4533,480,0,0
3549000,3365,-1402,-63,-109,1953,-1242,-882,4006,-10018,-4444,480,39,-80
3601000,3339,-1516,30,123,494,-83,-577,3212,-10019,-4668,480,0,-39
3649000,3265,-1423,-1,74,328,-1426,1070,-6735,-9852,-4576,359,0,-80
3701000,3256,-1461,78,247,1551,1381,-2225,1259,-9768,-4503,480,0,-39
3749000,3225,-1601,96,119,1381,-2646,-516,-4050,-9603,-4910,480,39,-39
3801000,3218,-1424,-31,83,952,-1303,-1248,3701,-9656,-4272,359,0,0
3849000,3221,-1466,-87,-32,902,588,643,222,-9692,-4401,480,0,0
3901000,3181,-1259,42,237,1041,-1120,2657,-1853,-9423,-3899,480,39,-39
3949000,3184,-1291,175,38,1629,-1120,-5765,-2707,-9701,-3636,480,-39,39
4001000,3143,-1228,-17,167,452,-327,4549,-327,-9430,-3684,480,0,0
4049000,3152,-1133,90,-38,1184,2114,-760,-1425,-9438,-3340,359,0,0
4101000,3138,-1339,-121,39,1068,160,-2469,2602,-4255,-4017,359,1719,0
4149000,3143,-1145,-9,156,959,-327,4549,-571,6302,-3659,480,5239,-39
4201000,3174,-1302,-12,23,1115,954,-4849,1137,18195,-4027,359,9240,-39
4249000,3144,-1329,19,161,638,-632,2291,-1364,22230,-4051,599,10559,0
4301000,3136,-1266,86,-3,1394,771,948,161,23470,-3919,480,10959,-39
4349000,3154,-1400,0,109,983,1320,-1737,1015,28377,-4181,480,12600,0
4401000,3167,-1211,-65,-84,558,343,32,-998,30216,-3753,480,13239,-39
4449000,3126,-1277,16,24,1035,2724,-2591,771,34860,-3770,480,14760,0
4501000,3058,-1306,337,132,1281,-1059,2962,-1486,38465,-4040,480,15880,-39
4549000,3046,-1210,-136,17,771,-510,-638,1320,39692,-3621,480,16280,0
4601000,3176,-1340,124,53,931,-83,-1370,-2280,39671,-4141,599,16400,-39
4649000,3238,-1132,13,75,1265,1137,887,39,39039,-3587,480,16240,-39
4701000,3409,-1219,-181,131,1087,4799,-3690,1015,38492,-3657,480,16240,0
4749000,3546,-1087,28,-86,861,1137,4732,-1731,38285,-3415,359,16280,0
465,-693,-23892,-239,1679,-8400,3359,,,,,,,
8101000,-372,-3779,222,-15,1186,-15647,704,-937,-24203,-1137,3000,-8440,3399
8149000,-382,-3898,406,106,701,-14304,-150,-937,-24077,-1442,3719,-8400,3399
8201000,-367,-3999,70,120,1927,-11740,2962,-1669,-17136,601,3719,-6080,4200
8249000,-314,-3778,19,-13,964,-9665,3633,-1669,-1871,-785,3480,-959,3559
8301000,18,-3742,104,40,-307,893,-2530,-1669,-56,3051,3719,0,4760
8349000,741,-3463,263,-101,912,10658,3206,-1486,-1790,10758,3719,0,7119
8401000,1598,-3379,180,-4,1521,11696,-13944,-2524,-4794,16381,3959,0,8840
8449000,2100,-3960,174,72,1227,9377,-22000,-2585,-6112,16627,4080,0,9400
8501000,2488,-4204,365,-94,1924,9682,-10648,-2219,-7465,15705,3840,0,9440
8549000,2724,-4284,245,48,1894,8339,-15347,-2036,-8073,15573,3959,0,9440
8601000,2934,-4661,125,123,1663,10048,-16995,-2951,-8803,14336,3959,0,9440
8649000,3028,-4924,-78,25,916,9377,-16629,-2280,-9064,15101,3840,0,9920
8701000,2909,-5193,155,140,1913,2541,-21451,-3378,-8848,17059,3840,-39,10880
8749000,2689,-5519,-7,-44,2201,7179,-20474,-2951,-8250,16833,3959,-39,11080
8801000,2707,-5747,18,-173,861,15053,-17606,-2768,-8002,15878,3959,39,11040
8849000,2919,-5921,-36,-44,1765,13893,-19132,-2951,-1977,12561,3840,2239,10079
8901000,2924,-5827,-198,-115,1154,13588,-6680,-1914,7427,8917,3000,5399,8800
8949000,2987,-5567,95,-132,731,17922,-8634,-937,12364,7557,3119,7079,8120
9001000,3544,-5348,141,64,245,31410,-3385,-876,16485,3994,2640,9040,6680
9049000,4378,-4885,308,53,2201,40627,2657,-449,14430,4910,2160,9040,6600
9101000,5414,-4608,145,-6,1258,45082,-6253,344,12675,4774,1679,9639,6199
9149000,6082,-4440,329,163,1308,36659,-1065,588,13639,4269,1920,10559,5920
9201000,6331,-4171,64,-65,2201,34523,154,1442,13645,3085,1799,10880,5200
9249000,6489,-3966,112,-86,557,38185,5465,649,14284,2169,1799,11199,4719
9301000,6969,-3646,-78,-22,1628,46852,9310,-327,12691,2380,1799,11199,4440
9349000,7405,-3339,36,-122,334,42214,4549,-449,10206,553,2039,10760,3559
9401000,7523,-3244,187,139,1176,36049,4000,466,5389,-2772,2640,9320,2320
9449000,7349,-3035,248,-16,1911,30495,8394,1381,1333,-4916,2879,7839,1440
9501000,6932,-2711,30,175,815,21462,10775,1442,-2678,-4774,6239,6040,1119
9549000,6452,-2355,79,56,164,16762,11263,-1608,-4399,-6048,7440,5079,399
9601000,5728,-2002,-63,-15,1251,8888,11263,-1059,-4464,-6008,7200,4240,0
9649000,4919,-1661,-58,51,72,6447,14437,-2097,-11035,-5173,7079,1359,0
9701000,4363,-1300,-86,-1,1389,11391,14559,-2219,-13089,-4021,6479,0,-39
9749000,3986,-1044,-107,-1,407,8827,13521,-1669,-12156,-3460,6360,0,-80
9801000,3316,-832,-69,28,248,-2768,11690,-1853,-10070,-2497,6120,-39,0
9849000,2576,-772,-107,199,-768,-9787,11202,-2402,-8675,-2367,5879,-199,0
9901000,2038,-719,194,45,-221,-1364,9981,-3623,-19194,-2159,6120,-4359,0
9949000,1832,-835,1,190,2097,-3379,8272,-4233,-21441,-2471,3719,-5279,0
10001000,1328,-1002,-48,-138,679,-15158,6807,1320,-29426,-3007,1320,-8480,0
10049000,330,-1109,-229,-48,1296,-28342,4183,2602,-28180,-3405,839,-8880,-39
10101000,-756,-1225,-1,-56,1246,-25656,2413,1503,-18970,-6797,359,-7079,-1039
10149000,-1297,-1189,17,177,-255,-23948,5159,2419,-17229,-6836,359,-6960,-1080
10201000,-1657,-1259,-259,-79,1764,-25107,-638,1564,-14827,-6777,359,-6599,-1000
10249000,-1887,-1250,287,10,2201,-18332,4976,1259,-14041,-6933,480,-6560,-1039
10301000,-1843,-1161,13,67,1215,-13755,2901,710,-14868,-4324,599,-6799,-279
10349000,-1934,-1386,-363,-11,880,-20713,-5033,-998,-15655,-4025,2640,-7120,0
10401000,-2585,-1651,24,64,1927,-37986,-6070,-5454,-13483,-4955,2879,-7079,0
10449000,-3348,-1824,-11,92,2201,-37192,-821,-6552,-11281,-5417,2760,-7000,0
10501000,-3658,-1892,211,43,2088,-29135,3206,-8505,-9904,-5678,2760,-6960,0
10549000,-3463,-1930,-89,-92,825,-17600,2901,-5454,-10281,-5854,3000,-6960,-39
10601000,-2852,-2330,-30,202,-95,-12229,-8206,-4843,-12441,-6391,3000,-7000,199
10649000,-2575,-2553,38,62,1963,-25168,-2164,-2524,-13402,-6623,2879,-7040,360
10701000,-2795,-2107,39,127,1181,-27365,5648,-2890,-12973,-5241,2879,-7120,360
10749000,-2579,-1989,-138,-80,294,-17417,-3018,-1669,-13182,-4108,3480,-7040,599
10801000,-2187,-2208,-47,175,272,-19858,-4422,-3317,-15278,-3265,3719,-7280,1119
10849000,-2148,-2301,133,0,1465,-29868,-4483,-4233,-15590,-2033,3480,-7319,1600
10901000,-2385,-2475,58,-75,2022,-32004,-5948,-3439,-14802,1213,3000,-7319,2880
10949000,-2626,-2615,79,-93,2082,-27915,-5521,-1120,-13203,5446,3000,-7000,4400
11001000,-2693,-2926,68,24,1308,-24863,-11319,-2280,-11359,10419,3000,-6480,6400
11049000,-2793,-3285,-141,68,533,-27793,-10831,-1669,-10894,12716,3000,-6399,7479
11101000,-2632,-3581,-88,45,997,-16989,-15347,-1486,-6142,13495,3119,-4680,8080
11149000,-2174,-4047,-92,105,522,-13633,-20169,-1181,-1805,13564,3240,-2840,8480
11201000,-1440,-4178,273,251,535,3578,-8939,-2158,1920,14104,3119,-800,8880
11249000,-334,-4287,100,36,1715,11513,-23526,-2585,1407,13856,3000,-39,8840
11301000,763,-4793,-164,1,2167,10964,-15836,-2951,-2529,11900,3119,-80,8759
11349000,1369,-4301,81,161,523,11147,-638,-1486,-4054,12670,4080,-80,8640
11401000,1986,-4086,-69,158,1717,14809,-17056,-1669,-6078,11260,7319,-39,7839
11449000,2587,-4276,161,-122,1944,20119,-25235,-3684,-7443,9919,7680,0,7520
11501000,3142,-4757,24,74,1183,17189,-19681,-3195,-9427,8168,7920,0,7479
11549000,3253,-4555,246,-77,1121,9377,-2774,-2768,-9828,8549,7200,0,7479
11601000,3081,-3742,-56,-83,889,1991,6929,-937,-8525,9893,7440,239,7040
11649000,2777,-3378,-48,139,-599,-571,-7657,-3073,-4182,10947,8040,1440,7040
11701000,2423,-3645,-37,-41,1475,-2158,-14615,-3928,-1390,8744,8639,1960,6559
11749000,2126,-3805,37,38,1716,2175,-3018,-4599,6718,3558,8639,4400,5000
11801000,2253,-3421,48,106,441,17433,5831,-4904,13640,1736,8760,6800,4000
11849000,2856,-3034,271,-109,1869,25978,3572,-6674,13629,1545,8999,7279,3599
11901000,3602,-2729,234,130,1584,29396,7296,-6552,12112,2971,10079,7639,3719
11949000,4129,-2423,214,-39,596,27992,8821,-6857,10620,4704,11160,7600,4040
12001000,4553,-2195,81,-96,999,25368,6868,-6491,9139,6132,11519,7600,4240
12049000,4767,-2126,77,125,893,23354,5159,-6125,8562,6215,11160,7600,4200
12101000,4764,-2267,76,-64,1731,19692,1009,-6003,8505,5558,10200,7600,4119
12149000,4728,-2400,254,131,1676,22926,4732,-5576,8747,3896,10079,7639,3680
12201000,4770,-2463,124,10,646,23415,6868,-5271,7529,529,9120,7279,2639
12249000,4779,-2381,5,59,1471,25734,9249,-5026,6796,-1696,9120,7040,1840
12301000,4739,-2209,155,-125,1100,23781,13094,-5637,6782,-3147,8999,7000,1159
12349000,4594,-2025,-170,129,-544,20241,14986,-4904,7399,-3798,9239,7079,799
12401000,4479,-1801,61,-102,419,18715,16024,-4721,6842,-4084,9239,6760,439
12449000,4421,-1614,-18,73,90,18532,11995,-45312501000,4269,-1546,151,74,820
12549000,3824,-1143,-16,-15,2201,3761,18892,-6247,-4907,-3674,11640,2279,0
12601000,3232,-799,-49,64,905,-632,19320,-8200,-5496,-2397,12359,1400,0
12649000,2920,-428,101,42,2201,4250,21700,-8139,-4543,-1540,12480,1440,-39
12701000,2648,-357,-62,-85,600,4311,12300,-8261,-3866,-1071,12359,1359,0
12749000,2420,-608,97,-75,384,-2097,6868,-9482,-3350,-1656,12359,1359,0
12801000,2066,-798,-320,-166,441,-2097,9554,-8200,-2120,-2394,12480,1359,0
12849000,1803,-788,31,42,941,-2463,12850,-8811,-1471,-2375,12240,1359,0
12901000,1547,-710,-26,108,1455,-5027,12972,-7529,-562,-2131,12359,1359,0
12949000,1248,-799,-12,-118,555,-6919,8883,-8689,64,-2325,12480,1319,0
13001000,821,-790,0,28,817,-15342,12239,-9116,1254,-2370,12120,1240,0
13049000,368,-916,148,-13,334,-18210,2779,-9604,1787,-2635,12240,1040,0
13101000,-25,-1493,79,251,-482,-17722,-5033,-10764,2237,-4480,23400,720,0
13149000,-240,-1927,-136,97,-198,-20285,-394,-12961,2373,-5687,21960,599,0
13201000,-593,-1818,-2102,649,2201,-72593,-14615,-24191,2019,-5455,16080,79,0
13249000,-9233,-7823,506,-679,1265,-197348,-132047,-103903,24000,-21284,-1440,39,-39
13301000,-15280,-7423,-201,210,1113,-169455,25850,-56723,45841,-22271,359,0,0
13349000,-19393,-4365,474,-281,221,-164817,57650,-43112,56345,-14535,359,0,0
13401000,-23617,-1253,735,-2085,906,-171347,85665,-26694,70852,-3761,359,0,0
13449000,-24103,-504,-95,57,-45,23720,60396,-69541,72626,-1583,480,0,0
13501000,-25216,-1062,375,-2085,-350,-102011,21273,-84799,75769,-3306,480,39,-39
13549000,-27021,-1996,-1029,1914,2201,11574,-6741,-18088,81278,-5584,480,0,0
13601000,-28085,-3692,220,-614,254,-16318,-9244,-3256,84135,-10956,480,-39,39
13649000,-28710,-5416,507,-845,773,7240,277,8950,85949,-15403,359,0,0
13701000,-29299,-6442,141,-808,884,13710,21700,31838,87897,-19327,480,0,0
13749000,-29767,-7112,-73,-425,596,17128,-16751,9194,89248,-21008,480,0,-39
13801000,-30057,-7506,426,-551,419,3456,-6314,-7285,90172,-22638,240,0,-39
13849000,-30507,-6420,11,-404,826,2358,38668,-24191,91382,-20077,119,0,0
13901000,-31025,-5950,-3,-616,1084,4067,-12113,6630,93075,-17851,359,0,0
13949000,-31293,-7537,136,-432,883,160,-30911,11269,93748,-21903,480,0,0
14001000,-31571,-7415,-182,-435,822,-5027,18648,1320,94715,-22245,359,0,0
14049000,-31820,-6280,162,-498,772,-1609,6929,-15158,95288,-19125,480,-39,39
14101000,-32130,-5996,208,-614,801,-2341,1192,-2768,96391,-17990,480,0,0
14149000,-32250,-6098,-60,-610,690,2114,-1981,9804,96668,-18179,359,0,0
14201000,-32443,-6761,151,-454,934,5959,-16629,1931,97449,-20404,359,39,-39
14249000,-32618,-6751,96,-557,948,2785,11080,-8017,97745,-20561,480,0,0
14301000,-32655,-5678,39,-533,813,7240,16939,-3806,97847,-17035,480,-39,0
14349000,-32678,-5760,2,-526,692,11269,-4605,-12778,98012,-16979,359,-39,0
14401000,-32521,-6475,-36,-502,427,15114,-8389,13039,97565,-19425,480,0,0
14449000,-32094,-6461,91,-497,613,16945,4549,161,96509,-19545,480,0,0
14501000,-31345,-5958,-9,-536,614,24452,5526,-8383,94035,-17874,480,0,0
14549000,-30447,-5616,178,-579,939,35011,8821,283,91766,-16961,599,-39,0
14601000,-29313,-5749,1,-478,742,44716,-8634,1809,87820,-17248,480,-39,0
14649000,-27819,-6077,130,-435,975,55397,-394,2724,84254,-18197,359,0,0
14701000,-25647,-5486,-11,-441,901,69863,17550,-9055,76942,-16459,359,0,0
14749000,-22921,-4781,128,-372,904,97573,12911,-11130,70319,-14632,480,0,0
14801000,-18674,-4130,-126,-422,1051,135475,24202,-22910,56024,-12392,480,0,0
14849000,-13677,-3655,-698,783,2201,153664,8760,-24375,43673,-11263,359,-39,0
14901000,-11667,-5327,41,518,610,15968,-79740,-14182,34881,-15862,359,-39,39
14949000,-9884,-5332,19,65,841,12551,61007,-2280,30593,-17246,359,0,0
15001000,-8566,-3429,-95,237,1539,-52146,12667,19875,25699,-10287,359,0,0
15049000,-8294,-4508,277,-550,1740,-37802,-6741,-3623,24909,-13125,480,0,-39
15101000,-7576,-3650,-273,-261,934,-3196,30184,1992,22608,-10950,359,-39,0
15149000,-6728,-3048,14,16,1150,9743,-22183,-4843,20686,-8899,480,0,0
15201000,-5425,-4102,217,69,1103,-2280,-9366,-5759,16276,-12306,359,0,0
15249000,-4681,-3772,218,43,1304,-11740,14620,-3378,14371,-11733,480,39,-39
15301000,-4419,-3306,-136,-155,799,-8872,2596,3701,13257,-9919,480,0,0
15349000,-4123,-3737,31,-104,948,9560,-13699,5165,12705,-10958,480,0,0
15401000,-3466,-3570,130,12,999,-1731,10042,-4233,10399,-10710,359,0,0
15449000,-3236,-3119,63,-155,1009,-2219,1741,-3073,9930,-9526,359,39,-39
15501000,-2910,-3500,76,21,931,1320,-6986,4738,8731,-10501,359,0,0
15549000,-2690,-3293,91,-32,1022,-1975,7845,-1425,8139,-10094,480,0,0
15601000,-2562,-3068,52,10,843,2907,-3385,-144,7688,-9324,480,0,-39
15649000,-2363,-3351,70,-44,1168,-632,-2774,2297,7060,-9863,359,-39,39
15701000,-2308,-3145,71,-96,1025,588,4488,2602,6804,-9317,480,-39,39
15749000,-2170,-3187,44,-5,1012,1808,-4544,-2341,6605,-9448,359,0,0
15801000,-2077,-3311,30,-36,1091,710,1925,4250,6353,-10053,480,39,-39
15849000,-2050,-3167,39,-30,1091,1564,-150,832,6092,-9514,359,-39,0
15901000,-1988,-3274,42,25,988,771,-2042,-2707,5964,-9943,240,0,-39
15949000,-1936,-3173,-6,59,803,-815,2535,954,5835,-9610,240,0,0
16001000,-1880,-3109,151,-36,1157,771,-3140,-4355,5641,-9327,240,0,0
16049000,-1823,-3170,91,-9,871,527,887,-1303,5500,-9554,480,0,0
16101000,-1833,-3040,42,-59,1150,-2951,154,-1303,5501,-9242,480,0,-39
16149000,-1821,-3153,37,-57,826,-693,-2591,-1608,5457,-9516,359,0,-39
16201000,-1813,-3119,9,-37,998,-2158,3695,-83,5319,-9238,359,-39,39
16249000,-1806,-3085,26,-66,1063,-205,-1431,-388,5416,-9202,359,0,0
16301000,-1772,-3210,39,-56,1016,-22,277,1137,5316,-9630,480,0,0
16349000,-1780,-3102,12,0,1136,649,2230,1137,5364,-9474,480,0,-39
16401000,-1756,-3143,0,-29,840,832,-2164,-22,5148,-9430,359,-39,0
16449000,-1763,-3130,57,-42,802,-83,2840,893,5298,-9456,599,0,0
16501000,-1791,-3054,114,-121,1069,1503,-1859,-3439,5374,-9163,2760,0,0
16549000,-1838,-3130,-79,-197,760,-2280,3572,1137,5492,-9413,2279,0,0
16601000,-1987,-2930,106,-164,1174,-2463,1131,18044,5962,-8912,480,0,-39
16649000,-2179,-2980,17,25,885,-7773,-333,-9360,6252,-8769,480,-39,39
16701000,-2458,-2775,150,-77,1296,-6186,12606,12429,7374,-8325,480,0,0
16749000,-2713,-2448,-162,-136,-54,-10947,1192,-7529,7989,-7358,359,0,0
16801000,-3049,-2673,47,108,1037,-12839,3389,-2585,9147,-8020,359,0,0
16849000,-3377,-2137,-131,27,779,-16806,17855,-2280,10027,-6700,599,0,0
16901000,-3162,-1915,120,-31,1776,-4477,3084,2907,9367,-3345,480,-39,799
16949000,-2696,-2111,260,127,885,-4538,4793,-205,8321,1557,480,0,2600
17001000,-2391,-2233,-31,105,1216,-8384,-150,1686,7053,8058,1439,-39,4920
17049000,-2458,-2264,100,-94,1121,-17966,-5155,344,7257,10799,1080,0,5840
17101000,-2641,-2698,76,18,820,-14914,-17362,527,7925,10263,599,0,6120
17149000,-2569,-3358,187,45,1046,-13694,-12052,1259,7743,9476,480,0,6440
17201000,-2620,-3512,-120,5,1524,-16684,-6497,1137,7742,10221,599,-39,6919
17249000,-2821,-3522,-178,-176,982,-16196,-8817,-2280,8377,10433,480,0,7000
17301000,-2956,-3557,-228,36,-421,-12168,-9976,-1914,8868,13807,480,0,8160
17349000,-2974,-3540,-270,-197,850,-11863,-17484,222,8912,15945,599,0,8840
17401000,-3041,-3777,-46,-70,1731,-6430,-20352,1320,9125,16508,480,0,9280
17449000,-2741,-3728,248,17,1489,588,-14920,3151,8389,16148,599,0,9119
17501000,-2551,-3874,-46,54,798,-9421,-15164,3334,7653,13697,839,0,8440
17549000,-2626,-4090,187,-64,1218,-6980,-15775,5410,7899,7876,599,0,6680
17601000,-2202,-4126,509,9,192,4189,-1676,4250,6607,-2418,599,0,3320
17649000,-1547,-3619,258,134,750,8217,11385,4189,4860,-8752,2160,-39,799
17701000,-1007,-2904,345,76,802,-144,12423,2236,2901,-5713,3000,-39,999
17749000,-685,-2447,372,41,1710,2602,10042,2846,2261,276,3719,0,2600
17801000,-64,-2350,292,-119,1359,8888,4183,1686,192,7469,3600,0,4839
17849000,369,-2357,227,120,657,2541,2596,1259,-961,9049,3240,0,5360
17901000,729,-2752,-11,-55,1160,7240,-7108,832,-2189,8421,3119,0,5560
17949000,1036,-3155,223,84,1100,7729,-3446,1931,-2971,9241,3000,0,6199
18001000,1335,-3292,-40,24,1289,8827,-2591,2419,-4125,9682,2519,-39,6519
18049000,1492,-3657,178,18,1708,5226,-8512,2297,-4473,9647,1920,0,6800
18101000,1436,-3946,320,136,1117,2175,-2286,4250,-4310,9519,1320,0,7119
18149000,1379,-3989,-51,43,1244,8766,-3324,3456,-4145,10043,1320,0,7320
18201000,1432,-4146,157,146,621,11391,-7230,4311,-4298,13481,1320,0,8640
4,1199,39,8840,,,,,,,,,,
18301000,1329,-4152,2,-129,813,11696,-8573,4372,-3987,14542,1199,0,9000
18349000,1319,-4389,63,134,2201,5531,-13638,4189,-4031,13976,1080,0,9000
18401000,1160,-4581,-192,-61,403,8095,-6741,5104,-3361,13134,1080,39,8959
18449000,1189,-4483,146,-110,872,10658,-2103,4311,-3415,13859,959,39,9119
18501000,1310,-4523,47,123,-534,14321,-5277,4555,-3932,14148,480,0,9240
18549000,1566,-4649,-20,56,1288,14626,-8450,3884,-4451,13709,480,39,9200
18601000,1818,-4645,17,-30,456,11757,-6436,3518,-2934,13543,480,840,9159
18649000,1879,-4624,-182,2,1086,11574,-7230,5349,-1908,12285,480,1240,8719
18701000,1787,-4638,-63,-113,1539,11635,-6192,4799,3517,10445,599,2960,8120
18749000,1799,-4610,-183,50,665,15053,-2713,5593,7353,9774,480,4240,7880
18801000,2111,-4496,123,-125,570,22133,-1981,4799,6505,10389,599,4279,7960
18849000,2581,-4446,96,121,2145,26589,1253,4799,5463,10489,599,4319,7960
18901000,3080,-4294,-88,68,278,26772,2291,4677,5398,11836,599,4879,8239
18949000,3328,-4072,123,-52,454,22804,-272,4738,5836,12917,480,5239,8400
19001000,3474,-4085,113,-24,488,22438,-211,4311,5537,11863,599,5320,8039
19049000,3512,-4184,-76,-102,668,22072,-211,3823,9394,9804,480,6640,7439
19101000,3641,-4200,165,33,647,25917,582,2968,9234,8758,599,6719,7119
19149000,3896,-4211,43,71,1643,30861,-394,4372,6605,7893,480,6040,6840
19201000,4199,-4341,104,72,1338,26344,-2774,3090,5640,7136,599,6080,6719
1251,23354,2901,3640,8423,5056,599,7079,5959,,,,,
19349000,4331,-4126,221,12,1190,25307,2962,2297,9246,2499,599,7400,5000
19401000,4528,-3918,-35,48,639,29518,5587,649,12694,-356,599,8759,3800
