time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,"set_pitchRate,",Setpoint_yawRate,Setpoint_roll,Setpoint_pitch
6849000,3573,-2892,234,158,1308,588,-12540,-2341,-10807,-5168,599,-39,1080
6901000,3617,-2637,31,-191,1794,-2036,15596,2968,-10972,-4073,599,-39,1280
6949000,3568,-2647,-20,-49,1429,466,-15347,2663,-10811,-3063,599,-39,1519
7001000,3670,-2828,183,91,1800,2358,11324,-2341,-11132,-3324,599,-39,1719
7049000,3482,-2301,-1,-6,2201,-3928,154,2297,-10602,-1510,480,0,1760
7101000,3316,-3319,-45,0,404,3029,-11380,283,-9949,-4078,480,0,1960
7149000,3258,-2505,78,158,2008,1015,23775,-1364,-9930,-1768,599,-39,2119
7201000,2971,-2767,188,46,2088,38,-31583,6813,-9034,456,599,-39,2920
7249000,2858,-3500,-1,67,815,1808,16024,527,-8762,-1296,599,-39,3199
7301000,2631,-2301,207,103,2201,-3623,-4788,4433,-8013,5575,599,-39,4159
7349000,2595,-3982,-99,4,165,12062,-24075,-1303,-7548,1421,480,0,4200
7401000,2515,-3214,-373,106,1595,-13449,43367,1381,-7546,2957,480,0,4200
7449000,2520,-2864,182,39,1510,3822,-17789,6691,-7566,4390,599,-39,4159
7501000,2304,-4217,179,35,2150,-16074,-16690,1564,-7032,-173,599,-39,4159
7549000,2324,-3604,183,104,586,3700,33297,-13144,-6800,930,599,-39,4159
7601000,2332,-3545,13,42,1308,-11069,-28592,-3989,-7116,1963,599,-39,4200
7649000,2306,-4533,147,105,-487,3212,-1187,5043,-6721,-1148,480,0,4159
7701000,2681,-2794,68,220,1525,8278,25362,8889,-8045,4455,480,0,4279
7749000,2785,-2996,14,-219,1954,-10031,-21146,1747,-8582,4727,599,-39,4440
7801000,2241,-3648,-68,32,1843,3822,-9366,9255,-6844,2615,599,-39,4519
7849000,2547,-2941,130,-13,1226,-815,22493,9560,-7776,4197,599,-39,4519
7901000,2498,-2496,-105,11,1091,-4599,1192,5288,-7614,5951,599,-39,4479
7949000,2337,-2617,173,57,899,6874,-14127,5593,-6911,5682,480,0,4440
8001000,2502,-2826,260,71,352,2114,-943,4006,-7507,4961,480,0,4479
8049000,2547,-2182,-85,-15,887,2175,10347,4860,-7658,6312,599,-39,4400
8101000,2569,-2308,245,-7,2201,3700,-17850,1625,-7827,6033,599,-39,4319
8149000,2529,-2441,49,6,1195,-2524,17550,2358,-7774,5315,599,-39,4319
8201000,2340,-2006,170,32,1012,-3928,-1370,1564,-7140,6939,599,-39,4319
8249000,2354,-2796,-3,15,826,3578,-20413,2541,-6956,4969,480,0,4319
8301000,2455,-2454,128,-65,277,-2158,21212,4311,-7367,5357,480,0,4240
8349000,2451,-2076,-18,213,-76,3273,-2652,161,-7436,6674,599,-39,4240
8401000,2547,-3252,16,-29,1631,-4905,-15347,588,-7761,3082,599,-39,4279
8449000,2606,-3247,-42,-143,2169,-3073,21944,8461,-8004,2937,599,-39,4360
8501000,2471,-2821,-5,-65,397,-510,1314,2480,-7535,5336,599,-39,4600
8549000,2442,-3229,28,77,1515,-3928,-7535,771,-7390,5004,480,0,4800
8601000,2551,-3233,104,2,1029,832,8516,5532,-7653,5419,480,0,5039
8649000,2476,-2759,-167,4,756,-2158,7967,7668,-7539,6777,599,-39,5079
8701000,2455,-2816,-190,-24,1678,2175,-7413,7119,-7485,6790,599,-39,5079
8749000,2302,-2951,60,165,793,-1181,-638,9987,-7146,6355,599,-39,5079
8801000,1993,-2418,98,79,860,-6980,12667,10170,-6099,9425,599,-39,5560
8849000,1677,-2156,-98,-71,2201,-2646,-1431,9011,-5155,12327,480,0,6240
8901000,1399,-2644,-13,104,1218,-5454,-11807,9926,-4197,11625,480,0,6519
8949000,1163,-2620,117,114,1273,-5027,-760,11452,-3747,12060,599,-39,6680
9001000,878,-2473,186,71,1426,-9421,-2896,8400,-2756,12860,599,-39,6760
9049000,531,-2492,-37,18,901,-11802,-8389,7973,-1925,13054,599,-39,6840
9101000,-111,-2329,-5,46,448,-17356,-2469,7424,213,14132,599,-39,7040
9149000,-437,-2316,-225,-63,541,-9177,-6009,3701,1256,14323,480,0,7079
9201000,-335,-2574,-91,32,-62,-5881,-18765,3334,1006,13396,480,0,7040
9249000,-412,-2793,-30,-109,941,-8139,-8084,6142,1146,12200,599,0,6879
9301000,-385,-2261,62,59,1200,-4843,6380,7180,6556,8934,599,1800,5239
9349000,-350,-2317,183,128,359,-7346,-17728,2236,8146,7551,599,2360,4760
9401000,-156,-3123,166,-98,2201,-5759,-13150,2541,13070,3829,240,4200,4400
9449000,114,-3118,-27,67,351,405,7112,2541,12705,3780,359,4279,4440
9501000,744,-2741,-43,118,905,10109,9798,6874,9646,5096,480,3959,4440
9549000,907,-2434,29,0,1666,5348,-2286,5654,9215,6222,599,3959,4519
9601000,1027,-2823,18,240,233,7607,-9915,2297,9637,4849,480,4240,4440
9649000,903,-2961,254,-58,2201,-2585,3572,2663,11078,4197,359,4640,4360
9701000,860,-2995,-124,-68,819,5715,1436,-22,11459,3853,-119,4679,4279
9749000,1101,-3238,-76,2,-182,9499,-4727,2297,10760,3263,359,4640,4279
9801000,1440,-3491,-280,-143,2201,13283,154,3640,9719,2245,240,4679,4240
9849000,1723,-3960,153,21,1116,9621,-12418,2480,8816,1263,480,4640,4279
9901000,1799,-4208,162,112,417,2297,4854,4006,8521,333,119,4640,4319
9949000,1704,-3746,70,-14,2201,1625,2962,6691,9019,1424,480,4719,4279
10001000,1726,-3543,80,-43,1371,5531,-3079,2480,9220,2208,480,4800,4279
10049000,2012,-3698,199,-160,387,8217,-4361,2175,8311,1912,480,4760,4319
10101000,2214,-2872,8,-38,1742,7240,10286,7607,7997,4221,599,4879,4279
10149000,2280,-2885,-98,24,1356,10170,-11624,5043,8585,4282,599,5120,4240
10201000,2478,-3281,-84,48,1475,13100,-4849,771,10443,715,599,5959,3520
10249000,2710,-3123,91,-10,712,14198,5037,161,9779,1054,480,5920,3520
10301000,3027,-2945,47,168,-327,16152,-1798,1625,8438,1722,480,5840,3520
10349000,3267,-3049,73,-48,1273,14748,-7352,-449,7625,1867,480,5759,3640
10401000,3370,-3108,147,-87,1035,10109,2779,-327,6568,1594,480,5560,3640
10449000,3543,-2908,-18,26,2039,17494,3756,-144,4988,2390,480,5160,3719
10501000,3653,-3126,228,12,1796,8766,-10892,-144,4038,2380,359,5000,3919
10549000,3421,-3269,201,264,856,2541,5098,-693,4731,2084,480,5039,4000
10601000,3182,-2719,26,62,259,3212,15291,-22,5332,3840,240,4960,4000
10649000,3326,-2336,53,-38,1782,13405,4427,1015,4572,5028,599,4800,4040
10701000,3646,-2676,-16,179,34,13039,-10037,-693,2379,3971,240,4440,4000
10749000,3728,-2800,-106,40,822,3212,3756,283,1995,3645,480,4400,4040
10801000,3619,-2343,12,-25,1189,466,9188,832,1742,5090,480,4200,4040
10849000,3489,-2144,52,-93,1174,-205,-394,405,2117,5441,240,4240,3959
10901000,3162,-2301,-244,-103,88,-4660,-2469,-22,-486,4976,480,2999,3959
10949000,2880,-2224,39,-122,1238,-3623,3695,-144,-1764,5143,599,2320,3959
11001000,2816,-2222,35,89,674,2785,-333,-327,-4488,4852,599,1319,3840
11049000,2939,-2493,-141,152,1061,2785,-3140,39,-6249,4298,599,840,3880
11101000,2807,-2735,142,215,-41,-11252,2230,161,-8303,3312,599,39,3840
11149000,2592,-2762,271,168,1110,-15219,460,1564,-7661,2243,480,79,3520
11201000,2216,-2966,266,-50,1590,-14182,-3201,832,-6408,-259,480,79,2880
11249000,1795,-3179,276,92,546,-13083,1863,-327,-5569,-1445,599,0,2679
11301000,1563,-3112,-21,-105,906,-6797,4000,832,-4689,-1178,599,0,2720
11349000,1692,-3069,39,-2,1050,-1487,277,-388,-5099,-1018,599,-39,2720
11401000,1830,-3124,-172,36,1449,-2890,1314,588,-5611,-1212,599,-39,2720
11449000,1711,-3061,-54,-55,193,-9726,1497,1198,-5253,-1295,480,0,2639
11501000,1429,-3056,262,35,1876,-13877,2108,1747,-4408,-1849,480,-39,2439
11549000,1166,-2916,329,40,2018,-11252,4183,1259,-3696,-1609,599,-39,2400
11601000,1086,-2851,153,113,664,-7651,2657,1931,-3379,-1593,599,-39,2320
11649000,1276,-2936,308,-69,-214,-571,-1920,1747,-3662,-1758,599,0,2320
11701000,1635,-3133,13,34,364,893,-1615,2053,-4906,-2440,599,0,2320
11749000,1754,-3264,6,58,1152,-5637,1497,2114,-5395,-2637,480,-39,2360
11801000,1615,-3407,88,46,802,-9360,-4178,2541,-4965,-3261,480,-39,2320
11849000,1448,-3531,-86,-143,354,-7773,-882,832,-4525,-3524,599,-39,2360
11901000,1435,-3277,-57,-22,1394,-3135,7540,588,-4426,-2633,599,-39,2400
11949000,1616,-3121,75,-36,1193,4860,-3873,39,-4696,-2091,480,0,2400
12001000,2017,-3525,142,64,1922,8034,-5033,-1975,-6051,-3375,480,0,2400
12049000,2267,-3458,-275,21,497,2114,9188,-1975,-6836,-3274,599,-39,2439
12101000,2237,-2947,-100,145,1193,-4843,4976,-1547,-6831,-1762,599,-39,2360
12149000,1985,-3267,139,180,1030,-8017,-10770,-3134,-6235,-2795,599,-39,2239
12201000,1760,-3530,-50,-28,1317,-9970,2535,-2890,-5402,-3871,599,-39,2239
12249000,1654,-3166,131,22,265,-12168,8638,-1914,-5019,-2993,480,0,2239
12301000,1602,-3012,270,141,1126,-6552,-6192,-3134,-4807,-2197,480,0,2279
12349000,1777,-3247,-6,161,100,527,-2286,-3623,-5311,-2768,599,-39,2320
12401000,1950,-2628,34,23,2138,-8567,17611,-1975,-5970,-924,599,-39,2320
12449000,1638,-2359,337,-52,1544,-15708,-4666,-1975,-5246,252,599,-39,2400
12501000,1057,-3007,-44,65,716,-18637,-9915,-3867,-3293,-1823,599,-39,2400
12549000,860,-2738,187,99,993,-9787,21273,-4355,-2594,-2006,480,0,2200
12601000,1170,-1868,-72,217,301,4677,13277,-2280,-3392,393,480,39,2000
12649000,1575,-2359,171,85,335,1259,-20596,-4355,-4600,-322,599,0,2079
12701000,1543,-3208,-43,127,563,-10031,1070,-1731,290,-3384,599,1640,2079
12749000,1218,-2500,54,126,657,-10520,32198,-876,2474,-1776,599,2079,2079
12801000,1278,-1901,147,-88,2201,5348,2596,-22,2523,656,599,2119,2119
12849000,1751,-2482,181,115,1312,12551,-7962,-998,1610,-1014,480,2200,2040
12901000,2187,-2565,218,43,1323,10781,14315,-1059,37,-1575,480,2200,2040
12949000,2334,-2023,131,-62,1363,6935,11812,1015,-494,24,599,2160,2079
13001000,2375,-2315,175,99,471,160,-7779,-266,-646,-706,599,2160,2079
13049000,2227,-2685,126,185,2086,-510,4976,-693,297,-1780,599,2360,2079
13101000,2169,-2450,111,63,1305,5715,10347,649,932,-1110,599,2479,2079
13149000,2352,-2480,88,67,2201,12306,582,-815,544,-865,480,2479,2160
13201000,2658,-2780,110,76,1580,13283,4061,-1486,3784,-1741,480,3919,2200
13249000,3013,-2680,271,233,1222,18654,8455,-1425,3882,-1177,599,4240,2320
13301000,3545,-2740,37,147,400,24025,-1554,-2951,2082,-542,480,4240,2560
13349000,3843,-2977,-37,-40,973,19081,2169,-2951,1420,-1488,359,4279,2479
13401000,3844,-2665,-14,97,1588,11696,11873,-1486,1306,164,359,4279,2720
13449000,3839,-2412,176,100,568,16640,1802,-1242,1218,1800,599,4240,2999
13501000,3996,-2932,102,0,1240,20180,-6925,-1731,730,323,599,4240,3039
13549000,4151,-3110,-183,-76,1254,16274,6807,-83,308,382,599,4240,3280
13601000,4051,-2765,205,175,495,13954,5281,1809,-5195,5262,599,2320,4519
13649000,3986,-3285,-358,33,1637,14382,-18277,466,-5742,4361,480,2079,4600
13701000,3752,-3976,-48,-95,-119,4128,-10404,2541,-5017,1870,359,2079,4600
13749000,3330,-3665,250,15,-154,-5393,8211,1992,-4107,3401,480,2040,4879
13801000,3197,-3444,-279,53,-29,9499,-9488,1931,-3352,4427,480,2079,4920
13849000,3369,-3804,78,15,925,9621,-18460,710,-3781,5496,480,2079,5560
13901000,3313,-3792,162,82,2201,2236,-3690,771,-3939,5542,480,2000,5639
13949000,2951,-3632,-52,-6,553,2602,-6314,2114,-3259,6734,359,1919,5880
14001000,2642,-4028,78,-41,488,3822,-21634,954,-2168,5553,359,1919,5880
14049000,2465,-4452,-279,78,408,4860,-14188,1747,-3053,4546,480,1480,5920
14101000,2216,-4367,-153,-122,1015,38,-7596,1747,-6650,4778,480,0,5959
14149000,1944,-4360,81,49,931,-4172,-15042,1809,-5972,5359,480,0,6120
14201000,1637,-4627,-8,-58,1427,-7163,-17423,1931,-4913,4478,480,0,6120
14249000,1303,-4751,-189,102,1396,-9665,-12479,2724,-4174,4018,359,-39,6080
14301000,1087,-4668,-66,-9,1391,-7407,-10282,2663,-3382,4113,359,-39,6040
14349000,1054,-4511,-170,-26,2201,-4538,-9793,3579,-3258,4478,480,-39,6040
14401000,909,-4459,47,70,235,-12656,-12906,2663,-2849,4861,480,-39,6080
14449000,478,-4556,234,138,1501,-18393,-10465,1809,-1692,4460,359,0,6040
14501000,44,-4550,-101,17,985,-15403,-9000,1015,-253,4348,359,-39,5999
14549000,62,-4339,111,126,859,-6491,-10037,527,-475,4160,480,-119,5759
14601000,227,-4339,47,177,95,-4966,-7596,100,-1042,3422,480,-119,5480
14649000,381,-4411,-75,-66,1489,-4599,-6619,-510,-1429,3192,480,-119,5480
14701000,594,-4251,108,206,405,-3196,-6864,39,-2144,3325,359,-119,5360
14749000,809,-4264,170,56,843,-6552,-7352,344,-2578,2802,240,-80,5200
14801000,821,-4135,183,-17,1961,-12961,-150,1076,-2703,2594,240,-80,5000
14849000,607,-3907,-71,-125,2011,-13816,-1187,1015,-2288,3310,359,-119,5039
14901000,418,-3769,-71,90,381,-10276,-3751,832,-1975,3812,359,-240,5039
14949000,495,-3648,-219,93,444,-6430,-150,1503,-2231,4178,359,-279,5079
15001000,800,-3239,65,78,1703,-4355,1314,1259,-3240,5280,359,-279,5000
15049000,1170,-2931,111,177,1479,-2829,-2713,1809,-3922,5606,240,-199,4839
15101000,1496,-2716,123,116,2119,-4660,-455,2053,-4490,5530,240,0,4560
15149000,1522,-2540,-5,-65,1560,-5210,-150,1381,-4477,5737,359,39,4479
15201000,1409,-2562,202,191,-457,-6552,-4544,2053,-4107,5633,0,39,4440
15249000,1346,-2790,-46,34,1263,-5515,-2103,2297,-4054,4765,-239,0,4360
15301000,1346,-2755,256,-37,1142,-4477,4244,2663,-4040,4574,-239,0,4279
15349000,1447,-2737,64,-72,1204,-1670,338,2541,-4425,3214,-360,-39,3800
15401000,1440,-3089,-29,203,514,-6919,-1065,2480,-4321,330,-119,0,3199
15449000,1254,-3039,-4,-22,1457,-10886,10897,1809,-3887,-1710,-119,0,2520
15501000,1082,-2586,-144,-75,1385,-7102,11507,1809,-3486,-2478,0,-80,1760
15549000,1203,-2434,-45,74,125,-327,5770,1320,-3727,-2299,-239,-80,1679
15601000,1422,-2339,286,-52,1503,-2219,8821,1137,-4267,-2699,-119,0,1440
15649000,1459,-2057,355,99,1950,-5149,12423,2358,-4387,-3088,0,0,1080
15701000,1329,-1887,1,172,1806,-7224,10225,2541,-3868,-3501,0,39,720
15749000,1264,-1830,-28,60,871,-5942,10042,2541,-2229,-4225,0,520,439
15801000,1291,-1747,110,136,-74,-2524,11568,2114,-514,-4522,0,1119,239
15849000,1549,-1725,63,101,497,5837,9127,1442,86,-4321,-119,1519,280
15901000,1908,-1761,-41,-17,21,5959,8760,588,1354,-4445,-119,2360,280
15949000,2076,-1796,203,-3,210,2114,9188,-22,1104,-4742,0,2439,199
16001000,2066,-1841,97,11,736,-693,10897,283,2201,-4445,0,2799,360
16049000,2034,-1809,57,-71,1567,2419,10775,-632,2228,-4089,0,2760,439
16101000,2132,-1915,226,-193,2100,1930,6685,-937,1881,-4665,0,2760,360
16149000,2070,-2277,-65,-158,1645,-327,6563,-937,1856,-5590,-119,2720,360
16201000,2093,-2272,-48,-16,504,7057,13460,-1975,1999,-6218,-239,2760,199
16249000,2138,-2074,20,27,913,4189,11812,-1242,1870,-5547,-119,2760,239
16301000,2084,-2182,-195,-91,925,2175,4793,-571,2026,-5108,-119,2760,480
16349000,2215,-2160,-210,-55,1825,9499,13338,-1853,1767,-4313,-360,2760,759
16401000,2475,-1917,-162,-165,692,11452,11629,-3684,852,-2272,-360,2760,1159
16449000,2605,-1916,-104,-119,1465,10170,6624,-3623,1338,-928,-239,3039,1600
16501000,2651,-1900,-90,-78,230,8888,7601,-3745,4644,-62,-239,4200,1879
16549000,2842,-1938,-35,-162,896,17983,-89,-4782,4372,-99,-239,4240,1879
16601000,3505,-2462,39,-8,841,24635,-11563,-6430,2083,-1746,-239,4200,1879
16649000,3979,-3074,-52,90,756,18105,-2530,-6735,664,-3443,-360,4159,1879
16701000,4110,-2866,93,87,591,12734,10530,-4416,28,-2960,-360,4119,1879
16749000,4084,-2927,177,217,1338,13527,-9732,-4721,-2623,-2802,-119,3199,1919
16801000,3879,-3582,133,-91,1228,5226,-6070,-5515,-4439,-3906,-119,2400,2279
16849000,3210,-3065,-160,-51,624,-9665,24691,-4904,-3936,-2401,0,2040,2439
16901000,2408,-2443,-72,-186,1713,-4599,-2469,-5454,-2424,589,119,1600,2639
16949000,2422,-3186,34,-85,2201,13466,-12357,-5210,-2679,-1123,0,1480,2679
17001000,2879,-3034,149,146,845,15419,20235,-5026,-4318,-1063,0,1440,2679
17049000,2995,-2428,-54,87,245,5898,6380,-266,-4620,668,119,1480,2679
17101000,2624,-2950,-110,-64,803,-4782,-16568,-1425,-3433,-92,119,1480,2920
17149000,2015,-3137,81,174,438,-9848,7296,-22,-1942,-417,0,1480,3039
17201000,1634,-2754,331,-79,1050,221,-882,1259,-1064,1336,0,1280,3199
17249000,1780,-3182,16,32,1613,9682,-16507,-83,-1830,570,119,1119,3280
17301000,1891,-3298,269,87,908,2785,6624,344,-2794,-175,119,959,3239
17349000,1754,-2499,-142,-121,793,893,14742,3151,-3317,2032,119,680,3320
17401000,1635,-2292,359,153,784,2846,-6253,2053,-3107,2963,119,599,3280
17449000,1539,-2845,-41,134,273,-1975,-8573,1809,-2737,1787,0,639,3359
17501000,1358,-2782,-81,-17,604,-3806,9737,1809,-4074,2331,0,0,3559
17549000,1319,-2363,57,-73,277,-2036,2596,2236,-3747,3654,119,79,3640
17601000,1296,-2521,85,32,1251,-2646,-10037,527,-3768,4316,119,39,3959
17649000,1122,-2863,151,71,1559,-7163,-4422,2236,-3460,3773,119,0,4080
17701000,701,-2953,241,59,1349,-10459,3450,2236,-2104,3378,119,0,4080
17749000,397,-3090,143,63,1665,-7590,-3140,2053,-1411,3078,0,-39,4080
17801000,307,-3387,75,32,1129,-6736,-6253,1564,-1042,2198,0,-39,4119
17849000,388,-3577,130,26,265,-6125,-6009,954,-1092,1688,119,0,4119
17901000,566,-3686,94,-46,1594,-3867,-7108,1259,-1700,1899,119,0,4319
17949000,794,-3626,61,45,1619,-2768,-4056,-83,-2638,3100,119,-119,4679
18001000,918,-3637,215,145,2201,-3379,-11319,893,-3236,4087,0,-160,5000
18049000,835,-4011,133,118,1412,-3806,-16873,1259,-2924,3907,119,-119,5239
18101000,685,-4284,154,87,751,-8384,-9915,2724,-2055,3346,119,0,5399
18149000,438,-4313,186,-55,1234,-11191,-10098,2236,-1427,3505,119,0,5480
18201000,340,-4439,385,109,976,-6797,-13272,2114,-1020,2880,119,0,5399
18249000,576,-4305,16,109,1107,-571,-1065,1137,-1560,2945,0,0,5360
18301000,919,-3704,198,29,421,588,-455,649,-2877,4727,0,-39,5280
18349000,1298,-3668,278,118,1493,3578,-19742,-754,-3717,5022,119,0,5280
18401000,1592,-4123,128,155,1289,-2707,-16568,-83,-4656,3590,119,39,5320
18449000,1311,-3821,5,-144,1031,-17234,2779,39,-4204,4320,119,0,5360
18501000,745,-3388,13,165,897,-15036,-8389,1809,-2237,6034,119,0,5399
18549000,754,-3638,-49,112,1152,1015,-21390,1747,-2209,5380,0,-39,5360
18601000,1139,-3811,102,65,964,-754,-7718,893,-3417,4644,0,0,5360
18649000,1093,-3605,10,98,2201,-8750,-6497,2541,-3398,3982,119,0,4960
18701000,582,-3865,277,17,742,-18271,-17484,1747,-1746,2202,119,0,4600
18749000,299,-3927,38,202,748,-7468,-1065,649,-804,1449,0,39,4440
18801000,640,-3430,-173,119,253,3029,4061,893,-1562,1348,0,120,3880
18849000,1022,-3298,274,28,1531,-2036,-11380,-1303,168,667,119,1040,3480
18901000,1082,-3442,56,155,315,-9970,-943,405,232,-366,119,1159,3320
18949000,1239,-2836,241,-172,1334,-5027,9554,-22,151,1124,119,1240,3320
19001000,1639,-2563,139,-41,213,4006,-7047,-449,-958,1788,119,1319,3159
19049000,2085,-2927,163,56,1311,1686,-8328,-327,-1552,509,0,1519,3039
19101000,1993,-2877,-230,-41,-371,-7956,9066,1442,-339,-112,0,1879,2839
19149000,1899,-2569,-126,-114,803,2907,7357,1442,1566,-371,119,2400,2479
19201000,2392,-2533,-45,-60,865,14809,1192,-388,982,-1239,119,2720,2119
19249000,2872,-2634,-47,89,296,12612,6197,527,-188,-1685,119,2760,2079
19301000,2976,-2450,47,-205,702,7057,5953,1259,-530,-1230,119,2799,2040
19349000,2883,-2461,78,-8,410,466,5465,222,-227,-1621,119,2839,1919
19401000,2582,-2357,299,56,1765,-4538,5648,1137,651,-1433,119,2799,1879
19449000,2285,-2437,229,97,2078,-205,1497,2236,1601,-1558,119,2839,1879
19501000,2304,-2638,74,7,2,8827,2413,1442,1607,-2034,119,2839,1960
19549000,2426,-2618,-102,7,662,8400,6685,2175,1290,-2000,0,2839,1960
19601000,2576,-2588,30,-57,1005,8339,2718,2053,2590,-2004,0,3440,1919
19649000,2581,-2811,267,-87,675,4372,887,1015,5018,-2524,119,4279,1919
19701000,2382,-2955,39,-71,1238,4982,8455,1381,5811,-3106,119,4319,1919
19749000,2234,-3014,-39,-92,465,5776,4366,954,6085,-3081,119,4279,1960
19801000,2252,-3263,176,17,2022,8156,2596,161,6083,-3911,119,4279,1960
19849000,2235,-3233,176,31,2135,8522,9493,893,6012,-3891,0,4240,1960
19901000,2326,-3011,-32,67,850,12123,9066,-83,5859,-3153,0,4279,1960
19949000,2461,-3042,-130,117,368,12306,1802,-327,5500,-3288,119,4279,1919
20001000,2570,-3078,-119,-44,274,10842,8272,161,5129,-3596,119,4279,1879
20049000,2593,-2864,-195,-131,1061,8278,10714,-266,4909,-2839,0,4240,1960
