time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,"set_pitchRate,",Setpoint_yawRate,Setpoint_roll,Setpoint_pitch
7649000,3480,-1551,182,125,1529,22316,-3690,-1486,10820,3381,480,7000,2679
7701000,3390,-1581,74,178,93,-1303,-4178,588,10828,3416,480,7000,2720
7749000,2551,-1600,-54,-1,1437,-6614,-3812,-144,12948,3222,599,7000,2679
7801000,2213,-1413,-156,-187,938,2358,-2713,39,14480,2358,480,7040,2200
7849000,2082,-1221,-58,136,-29,-388,-699,4128,12182,-1273,480,6159,840
7901000,2351,-720,-55,-167,1043,15663,9371,10476,5664,-2160,1799,4240,0
7949000,3844,-343,80,32,2050,65224,4549,11269,-7112,-991,2160,1080,39
8001000,7430,-1055,438,104,2201,116738,-29508,14565,-22410,-3165,1679,-39,0
8049000,11186,-2994,102,260,1629,125099,-61978,18776,-31893,-7692,720,-39,39
8101000,14297,-5544,519,53,2201,112831,-63626,16762,-43011,-16513,720,-39,39
8149000,16172,-6916,190,200,1841,105751,-44400,19326,-47726,-20291,480,0,0
8201000,17359,-7515,373,44,1335,90614,-33353,24758,-52079,-22545,359,0,0
8249000,17613,-7455,203,41,1110,71999,-11014,26772,-53067,-22582,480,-39,0
8301000,16292,-5814,152,390,1341,17922,35372,23354,-49356,-17443,1679,-160,0
8349000,12475,-3145,344,317,1336,-59775,62410,14626,-46683,-10859,6600,-2280,0
8401000,6597,-3,-13,134,1097,-107810,81209,7119,-40193,-3491,6600,-6799,-1160
8449000,1455,2676,26,44,155,-115866,87313,4738,-36750,3570,4680,-10000,-1080
8501000,-2882,4558,-42,130,605,-112143,70894,3884,-36952,13554,3000,-15200,-39
8549000,-5550,4770,-8,95,-121,-105979,39278,2297,-30100,14595,2279,-15240,39
8601000,-7110,3916,176,70,149,-101218,17183,-266,-19109,11630,2279,-13480,-39
8649000,-7717,2693,155,27,1299,-91269,13643,-937,-6194,8722,2160,-9720,0
8701000,-8036,1521,0,47,283,-80222,18465,-2158,15349,4564,599,-2920,0
8749000,-7683,862,-59,95,333,-66428,27559,-2463,14946,2709,599,-2799,-39
8801000,-6467,443,67,108,1855,-39817,30672,-1059,11961,1211,599,-2480,-39
8849000,-5052,78,213,17,2197,-29990,23470,3456,8353,474,720,-2480,0
8901000,-3868,-299,396,59,1776,-25351,29818,2846,4644,-898,-119,-2320,0
8949000,-2877,-71,-128,73,1348,-26755,41658,1442,7326,-515,480,-559,-39
9001000,-2442,314,214,302,1896,-38657,34334,-510,7326,822,480,0,-39
9049000,-2320,313,371,150,1208,-40305,34090,-3073,6816,945,599,-39,0
9101000,-2629,633,171,15,-65,-45615,44710,-2768,7769,1899,599,-39,0
9149000,-2887,912,111,65,579,-43723,42391,-2463,8417,2502,599,-39,-39
9201000,-2787,838,145,151,447,-34385,31404,-3317,8242,2516,599,-39,0
9249000,-2531,435,276,88,898,-31699,25545,-3684,7724,1424,599,0,-39
9301000,-2049,-66,26,136,-168,-16440,26033,-3378,6147,-200,599,0,0
9349000,-1221,-346,86,43,1240,-6369,26888,161,3967,-926,2160,-39,0
9401000,-260,-656,24,-122,231,1259,23226,405,1622,-1850,8400,280,39
9449000,592,-865,179,-60,1430,2236,26522,-4172,2653,-2413,12240,1359,39
9501000,1076,-826,183,31,635,-815,27925,-6980,5651,-2358,14759,2960,39
9549000,1526,-1077,262,126,1197,2968,16146,-8017,9042,-3024,13920,4479,0
9601000,2192,-1484,254,-74,1994,14260,17977,-7102,14541,-1454,6960,7040,999
9649000,3058,-1762,175,31,2201,31166,8150,-2768,12632,1050,6479,7079,2040
9701000,4126,-2420,-146,-136,799,34462,1497,-2890,9219,4139,5399,7200,3800
9749000,4555,-2705,-90,-146,91,20485,3450,-1059,9199,6139,4680,7600,4719
9801000,4767,-3194,189,33,150,32509,-2347,-327,13298,8176,2519,9200,5920
9849000,4983,-3553,-127,-58,61,20607,-1859,1992,14175,7231,2519,9719,5920
9901000,5108,-3723,246,37,2084,25429,-3262,2907,12755,4670,2640,9360,5280
9949000,5261,-3955,401,177,2201,25429,-5887,1992,11411,3766,2760,9040,5160
10001000,5049,-4162,75,-198,2201,19264,-2408,3029,11851,3113,2640,9000,5200
10049000,5151,-4135,194,8,1096,32448,-1492,161,10559,2236,2640,8599,4879
10101000,5458,-4165,27,-187,1455,31716,-4910,222,9065,584,2640,8480,4360
10149000,5743,-4155,46,-58,1095,34645,-3934,-754,7770,8,2640,8280,4159
10201000,5731,-4021,-72,-39,707,20973,-5887,2968,7526,295,2760,8239,4119
10249000,5097,-3920,-55,-51,48,10414,-5460,1809,8716,684,2640,8120,4159
10301000,4583,-3717,149,20,60,14321,-516,1259,10249,1448,2760,7999,4200
10349000,4513,-3335,-3,-60,301,21095,154,2114,10558,3483,2519,8039,4560
10401000,4498,-3223,73,103,465,18349,-16141,-388,10383,5810,1679,7960,5160
10449000,4372,-3657,50,24,469,16701,-21207,2724,10676,6610,599,7960,5799
10501000,4120,-3765,-135,185,660,16152,-16202,3456,11517,7183,480,7960,6159
10549000,4099,-3846,107,-11,692,16518,-24198,3151,11587,7314,599,7960,6280
10601000,4030,-3994,321,38,1428,12978,-18460,3579,11789,7575,599,7960,6519
10649000,4012,-4115,2,50,1399,19814,-22061,4250,12006,7290,599,7999,6519
10701000,3995,-4509,-161,-5,1425,13283,-26456,3029,12013,6391,599,7999,6640
10749000,3883,-4805,-16,43,1101,12978,-24930,4189,12202,5635,480,7960,6640
10801000,3802,-4998,-283,81,182,10781,-24686,4128,12473,4924,480,7960,6640
10849000,3648,-5035,16,-39,676,6874,-18460,4921,12805,4880,480,7960,6680
10901000,3288,-4958,-111,-23,1938,9804,-21817,4799,14134,5045,480,7999,6640
10949000,3420,-5192,-112,-27,1476,18349,-35062,3456,13749,4554,480,7960,6640
11001000,3416,-5439,270,-69,1282,3578,-24381,3395,13511,2762,480,7920,6359
11049000,2756,-5244,-189,-12,613,-5393,-22855,1259,14416,1943,480,7679,5920
11101000,2463,-5377,89,55,952,11879,-40677,222,15409,1386,599,7600,5840
11149000,2862,-5428,110,29,1027,17433,-22122,-2585,14587,615,480,7639,5680
11201000,3389,-4946,215,-289,1126,15114,-20474,-3439,12150,1121,480,7439,5320
11249000,3483,-5159,272,42,1648,9499,-32865,-2951,11373,-1514,599,7279,4600
11301000,3275,-5059,164,61,2201,1381,-13944,-3439,11293,-5337,480,7040,3280
11349000,3011,-4488,405,-43,1048,4067,-15042,-3684,11492,-8733,599,6879,1640
11401000,2851,-4425,-138,-61,880,4433,-19376,-4172,8966,-13155,599,5840,39
11449000,2867,-3917,-92,52,594,7790,2962,-3195,6984,-12197,480,5200,0
11501000,2693,-3007,-32,73,864,2114,-5704,-2524,7519,-8903,480,5200,39
11549000,2458,-3038,-121,-46,1654,-1548,-23709,-1914,7987,-9021,599,5160,0
11601000,2232,-2821,-141,105,506,-4905,-4788,-1914,8783,-8464,599,5160,0
11649000,1940,-2271,-77,-84,1279,-8078,-5277,-2280,9454,-6829,599,5160,39
11701000,1497,-2609,-95,226,1189,-13083,-13455,-2890,10986,-7709,599,5160,39
11749000,985,-2669,-115,62,918,-13022,-760,-2219,12424,-7987,480,5200,39
11801000,690,-2534,300,111,135,-10764,-89,-2585,13409,-7603,480,5160,0
11849000,552,-2698,-29,136,975,-13510,-4117,-2158,13761,-7899,599,5160,39
11901000,580,-2578,-9,-54,1458,-6919,-2896,-1059,13738,-7734,599,5160,0
11949000,695,-2408,-25,171,625,-1792,-4239,-937,13471,-7305,480,5160,0
12001000,994,-2214,-17,47,1021,4372,-1065,588,12495,-6644,480,5160,0
12049000,1267,-1767,-33,-14,1699,2114,8211,-205,11640,-5444,599,5120,39
12101000,1219,-1590,139,-180,693,-5088,-2774,1259,11700,-4770,599,5120,0
12149000,1046,-1617,215,6,2009,-7224,1192,893,12043,-4762,599,5079,39
12201000,1073,-1424,-85,42,1615,-3196,2657,588,12020,-4152,599,5079,39
12249000,1273,-1436,24,-147,938,-4172,-1859,161,11618,-4286,480,5120,0
12301000,1348,-1351,224,-23,1730,-6980,6136,161,11314,-4053,480,5120,0
12349000,1362,-1483,180,45,497,-6003,-28,-1547,9515,-4226,599,4519,39
12401000,1514,-1655,130,214,1361,-8506,3206,-1303,-4663,-4845,599,-39,39
12449000,1491,-1541,179,92,1319,-11863,11202,-754,-4681,-4593,599,-39,39
12501000,1139,-1614,-54,101,722,-18943,3756,-1059,-3537,-4722,599,-39,39
12549000,772,-1507,-51,117,1426,-21201,13521,-571,-2566,-4671,480,-39,0
12601000,547,-1077,-276,111,1360,-16623,12606,-754,-1761,-3111,480,-39,39
12649000,498,-1034,-194,-7,318,-14121,4915,-1486,-1613,-3106,599,-39,0
12701000,443,-842,95,188,1821,-16989,15657,-1547,-1449,-2408,599,-39,39
12749000,434,-468,-33,140,140,-13266,12362,-1547,-1282,-1437,480,0,39
12801000,551,-358,-57,43,1720,-11435,11751,-693,-1654,-1075,480,0,0
12849000,546,-102,-62,-22,1313,-13816,17183,-1486,-1757,-422,599,-39,0
12901000,478,-8,223,85,999,-13083,10530,-1547,-1555,93,599,-39,39
12949000,576,-155,211,171,199,-11802,13765,-1181,-1692,-336,599,0,39
13001000,618,-106,226,110,667,-13388,17366,-815,-175,-318,599,559,0
13049000,704,-111,62,136,204,-9543,14193,-937,7536,-558,480,3199,-80
13101000,1016,-180,-44,-47,755,466,15718,-83,12309,-782,480,5120,-80
13149000,1436,-185,-140,11,815,6935,13521,-693,17558,-787,480,7200,-80
13201000,2143,-268,41,-41,1275,14015,14498,222,15530,-805,480,7320,0
13249000,2822,-338,267,-36,1311,14870,15169,1931,13763,-836,480,7320,39
13301000,3277,-626,-59,113,803,10536,9920,3212,12368,-1878,480,7400,0
13349000,3735,-763,134,-78,1330,13344,11934,3395,11020,-2278,359,7320,0
13401000,4206,-780,248,-10,300,15663,10469,4067,9461,-2341,359,7360,0
13449000,4547,-864,41,180,674,14076,12056,4616,8620,-2562,480,7360,0
13501000,4913,-767,234,-20,206,15602,12117,5043,7699,-2183,480,7479,39
13549000,5161,-835,131,11,526,15602,10225,4860,7860,-2318,359,7760,39
13601000,5284,-897,-37,8,1170,15663,13826,4189,9347,-2572,359,8400,39
13649000,5282,-940,168,1,1663,15541,10469,4006,15930,-2881,599,10599,-39
13701000,5335,-1157,-34,-57,1000,22011,10347,4738,17592,-3592,599,11199,-39
13749000,5625,-1107,353,70,-15,26283,14620,4555,19310,-3523,480,12000,-39
13801000,6091,-1048,142,210,528,25917,11202,4921,17365,-3264,480,11879,-39
13849000,6243,-1051,20,91,1745,17250,10591,4799,16789,-3185,480,11840,0
13901000,6133,-1046,234,108,2201,13649,11690,4555,15678,-3139,359,11359,0
13949000,5953,-1180,248,81,1902,16701,7418,3701,9534,-3458,599,9159,0
14001000,5694,-1358,77,122,678,9926,9249,3579,10155,-4195,480,9080,-39
14049000,5391,-1347,99,150,1730,8949,8699,4921,10904,-3791,480,9080,79
14101000,5034,-1496,286,111,342,6386,7051,4311,10937,-4250,599,8680,79
14149000,4876,-1517,185,187,1336,10536,7784,5593,3568,-4556,720,6080,0
14201000,4774,-1605,114,53,1856,7057,7051,5288,3555,-4817,599,5959,0
14249000,4519,-1670,201,102,2184,1198,7784,6447,4015,-5014,599,5920,0
14301000,4022,-1762,80,41,1922,-1059,8760,6264,6293,-5287,599,6120,0
14349000,3755,-1752,-74,172,1191,1564,8638,7119,6920,-5262,480,6080,0
14401000,3551,-1821,103,-59,876,-1364,5220,6752,7466,-5463,480,6040,0
14449000,3289,-1893,29,126,962,-3928,6319,7180,8110,-5676,599,6040,0
14501000,2903,-1902,177,69,877,-9482,6868,6997,9408,-5826,599,6040,-39
14549000,2551,-1929,96,99,1023,-9726,4671,7058,10293,-5783,599,6040,0
14601000,2201,-1847,119,41,376,-11679,7723,4799,11515,-5542,599,6040,0
14649000,2079,-1794,-4,176,528,-5515,5404,4921,11926,-5374,599,6040,0
14701000,2236,-1823,38,99,597,160,5770,3151,11409,-5590,599,6040,-39
14749000,2263,-1656,-46,201,1568,-6369,5770,1809,11156,-5058,720,5999,0
14801000,2160,-1440,-76,-41,974,-9482,460,-1425,-3361,-3000,720,1040,439
14849000,2180,-1293,59,248,659,-11374,-2835,-1547,-6543,-1487,599,0,799
14901000,2112,-1481,-151,12,287,-19431,-8389,-2768,-6338,2754,599,0,2400
14949000,2000,-1559,139,107,182,-23764,-11502,-4599,-6079,4110,720,0,2920
15001000,1930,-1758,-76,182,971,-20285,-16141,-4233,-5672,5644,720,39,3640
15049000,1991,-1939,-149,6,1147,-18210,-16263,-4355,-5866,5294,720,39,3680
15101000,1838,-2159,48,214,1355,-21689,-17484,-4660,-5395,4680,720,39,3719
15149000,1614,-2441,120,26,1698,-20346,-17179,-4782,-4829,4079,599,39,3759
15201000,1301,-2666,-59,14,1085,-18454,-14798,-5026,-3904,3520,599,0,3840
15249000,1122,-2796,-8,187,679,-15525,-13761,-4599,-3265,6989,720,39,5120
15301000,1255,-2943,-108,2,716,-13205,-18765,-4538,-646,7970,720,1040,5599
15349000,1218,-3174,234,268,1954,-17051,-22000,-4050,-365,7538,720,1119,5639
15401000,1221,-3310,-27,126,928,-15586,-18216,-3623,2336,4348,480,2000,4760
15449000,1411,-3283,71,-134,1414,-12046,-20719,-3623,4705,239,720,2960,3359
15501000,1559,-3286,54,-13,1016,-8872,-14920,-3256,10920,-2780,599,5200,2360
15549000,1899,-3105,-217,-60,374,-266,-15286,-3073,13290,-2561,-119,6240,2279
15601000,2556,-2975,-243,31,474,3761,-16324,-2341,13449,-1965,-360,7040,2320
15649000,3011,-2829,-143,147,2201,3884,-11685,-2158,12262,-1662,480,7040,2320
15701000,3198,-2797,176,142,1776,3639,-14066,-2158,12484,-473,599,7360,2639
15749000,3272,-2921,12,9,1789,2541,-13516,-1975,12391,46,720,7400,2920
15801000,3180,-2945,118,-34,1273,-449,-11258,-1853,12778,1723,0,7439,3520
15849000,3086,-2990,-37,234,1349,343,-10037,-3073,13281,3060,599,7520,4000
15901000,3146,-3053,150,9,815,3151,-14127,-3745,14441,4038,959,7960,4400
15949000,3310,-3227,-239,168,1403,4677,-16080,-5698,16427,5058,1799,8759,4879
16001000,3558,-3292,57,26,1290,6691,-13028,-6674,17885,6561,1679,9519,5480
16049000,3878,-3311,-77,57,738,9010,-16812,-4721,17928,6545,1799,9800,5480
16101000,4190,-3601,69,0,998,9255,-19498,-4660,18267,6836,1679,10280,5880
16149000,4328,-3865,-130,177,-572,8095,-17728,-3989,18134,6029,1320,10360,5840
16201000,4571,-3994,-18,-35,1203,10536,-17056,-3317,18444,5537,599,10720,5840
16249000,4775,-4112,-85,84,797,12428,-16446,-3134,18057,4846,599,10760,5720
16301000,5060,-4141,-53,32,2201,13771,-13638,-3439,18658,1976,480,11280,4800
16349000,5480,-4029,33,39,976,21584,-8878,-2524,19444,-303,480,11879,3959
