time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,"set_pitchRate,",Setpoint_yawRate,Setpoint_roll,Setpoint_pitch
8701000,2735,-3541,-3,-195,837,-693,1802,1686,7154,9416,480,5120,6680
8749000,2568,-3354,119,24,-168,21523,-1248,39,7540,9884,599,5039,6680
8801000,3403,-3223,-299,16,555,42336,-2713,-754,3230,10488,480,4479,6719
8849000,4361,-3057,-93,-130,700,35805,-4605,-510,209,12030,480,4319,7079
8901000,4298,-3265,-77,-186,1646,9133,-9427,1320,-534,13722,480,4119,7839
8949000,3447,-3506,-127,71,-969,4677,-4361,2419,424,14884,359,3719,8440
9001000,3158,-3753,-180,-52,927,20119,-12174,1747,-476,14298,359,2999,8520
9049000,3307,-4256,-7,75,834,17067,-15408,710,-1373,13632,480,2839,8719
9101000,3004,-4488,12,27,195,5348,-8756,2968,-1693,13174,480,2439,8880
9149000,2639,-4612,-119,58,758,2846,-13455,3395,-1141,13718,480,2320,9159
9201000,2249,-4532,-136,-145,-52,-266,-12235,2602,212,15562,480,2320,9719
9249000,1948,-4472,48,-143,-80,1076,-13394,1625,-596,15876,480,1800,9760
9301000,1787,-4482,-212,-14,1360,4128,-20658,1076,-3802,16433,480,520,9960
9349000,1950,-4542,-28,-144,659,11574,-22794,-22,-5822,16445,599,-39,10000
9401000,2336,-5034,125,52,304,13893,-29386,-388,-8449,13457,240,-479,9519
9449000,2514,-5427,194,-1,834,4189,-19010,-510,-9473,12371,480,-640,9519
9501000,2344,-5383,-134,-33,-62,-3745,-16141,832,-9313,12408,-360,-759,9519
9549000,2027,-5455,121,29,1669,-7407,-22000,-510,-9165,12322,599,-959,9519
9601000,1642,-5563,-48,-61,1334,-10154,-16629,-693,-8287,10069,240,-1119,8920
9649000,1336,-5641,132,-17,-332,-7285,-19010,-1181,-8175,9092,119,-1360,8640
9701000,1370,-5675,-94,17,813,-4294,-14920,-1914,-10591,4692,599,-2159,7240
9749000,1358,-5481,21,82,1158,-8017,-9305,-1425,-11118,3282,480,-2320,6600
9801000,1218,-5202,-92,132,1203,-10031,-9305,-876,-12174,2752,480,-2840,6120
9849000,1103,-5167,-235,-25,23,-9665,-14188,-1731,-25395,2773,599,-7359,6080
9901000,890,-5245,-84,157,1414,-19187,-10098,-2829,-31231,-4936,599,-9520,3599
9949000,242,-5031,-119,-37,897,-32553,-5948,-2280,-29701,-6293,599,-9520,2960
10001000,-687,-4718,87,-136,705,-36460,-3507,-2890,-26498,-3955,599,-9520,3399
10049000,-1475,-4501,22,131,845,-34934,-2469,-3256,-23655,-513,480,-9240,4360
10101000,-2070,-4364,-56,62,1591,-31821,-8389,-3623,-21388,3585,480,-9200,5560
10149000,-2377,-4263,263,56,1304,-30967,-7657,-4294,-20735,5902,599,-9240,6240
10201000,-2534,-4176,55,289,-100,-29013,-8878,-3867,-17716,9070,599,-8440,7200
10249000,-2441,-4277,95,119,1903,-24253,-12845,-3562,-15752,11229,599,-7719,7999
10301000,-2252,-4415,119,44,1772,-21872,-13333,-4843,6636,13752,480,-39,9000
10349000,-1900,-4783,8,127,1006,-11679,-19925,-5454,5969,18252,480,0,10799
10401000,-1116,-5184,89,-84,1134,-3257,-21451,-5698,3349,21407,359,0,12320
10449000,-329,-5546,236,96,-73,-4294,-24686,-5332,1230,23651,599,-39,13360
10501000,327,-5899,116,52,251,-9421,-28470,-3745,-983,28140,599,0,15280
10549000,732,-6081,256,132,-271,-13144,-30301,-4355,-2009,28159,480,0,15439
10601000,1069,-6354,366,49,2108,-15036,-31461,-3623,-3088,27017,480,39,15360
10649000,969,-6795,-219,-39,1336,-14792,-32315,-3684,-2762,25694,480,79,15320
10701000,905,-6968,386,48,1254,-15525,-28043,-3989,-2475,25535,480,79,15480
10749000,771,-7169,53,4,1292,-14243,-27066,-2829,-1475,25136,480,280,15520
10801000,714,-7249,155,-141,1271,-13327,-24442,-2524,1816,23372,480,1319,15039
10849000,611,-7173,-193,-106,256,-9299,-19498,-3684,8078,20610,240,3320,14080
10901000,683,-6864,87,143,1399,-2890,-19864,-3378,15228,20567,-1440,5759,13719
10949000,999,-6448,49,120,1340,5837,-12906,-2585,18460,18375,-1440,7079,12679
11001000,1560,-5429,-47,107,399,11025,-3079,-1914,16558,19352,-1440,7079,11879
11049000,2134,-4586,61,108,683,15602,-7352,-2707,17296,20264,-1319,7799,11440
11101000,2761,-4390,80,140,412,15114,-6009,-3073,16675,20307,-1319,8320,11160
11149000,3084,-4350,75,194,1321,9865,1375,-1792,16322,20424,-1319,8480,11160
11201000,3206,-4521,158,32,1558,6142,-4056,-1669,14979,20155,-1319,8199,11240
11249000,3162,-4765,-96,-18,758,6569,-4910,-1853,13652,20240,-960,7720,11480
11301000,3265,-5010,95,-33,2193,12123,-8023,-2402,13123,20248,-960,7639,11760
11349000,3412,-5253,-29,13,1177,8095,-2896,-4294,12671,19515,-840,7639,11760
11401000,3139,-5025,125,-9,626,-1914,6929,-1792,14462,19842,-840,7960,11640
11449000,2796,-4836,16,-81,1197,-2524,5526,-4782,18580,20202,-960,9040,11600
11501000,2641,-4864,61,-46,963,-693,216,-5454,23755,19366,-840,10559,11320
11549000,2894,-5244,192,-97,926,8217,-7108,-4477,23653,18208,-480,10720,11240
11601000,3466,-5479,240,50,1448,16640,2596,-5332,22120,17401,-239,10840,11280
11649000,4198,-5751,111,73,489,24941,-1492,-4782,20358,16843,-239,10840,11280
11701000,4974,-6202,319,-124,1031,17922,-1798,-4111,18436,14511,-360,11120,11040
11749000,5163,-6141,-53,-107,1485,12123,12362,-2829,18633,12351,-360,11359,10320
11801000,5150,-5747,224,-45,911,11696,7906,-3195,19229,10356,-360,11559,9200
11849000,5276,-5698,461,59,1637,16030,13094,-2219,18830,9381,-360,11519,8840
11901000,5172,-5646,43,142,2091,13893,19075,-1853,18682,7899,-239,11400,8280
11949000,5171,-5561,225,61,123,15663,18038,-1425,18817,5183,0,11440,7279
12001000,5342,-5447,41,5,976,23964,25667,-2707,17811,4897,0,11280,7079
12049000,5513,-5228,316,182,379,19875,23958,-1975,17477,4770,119,11320,6840
12101000,5716,-5311,227,21,990,17006,21151,-2402,16810,4584,119,11320,6840
12149000,5736,-5395,354,30,-23,13527,19808,-1547,16560,4544,240,11280,6879
12201000,5679,-5323,148,235,178,13405,24813,-1792,16800,4548,359,11280,6840
12249000,5576,-5165,435,105,1508,9865,27254,283,16976,5019,240,11280,6879
12301000,5503,-5234,140,-80,-1100,14748,21395,2602,17328,4697,240,11280,6800
12349000,5793,-5498,178,-83,512,18654,23104,39,16692,3532,240,11320,6640
12401000,5894,-5465,202,127,945,19020,26522,1686,16157,3043,240,11280,6480
12449000,5926,-5541,69,115,-64,18593,22860,954,15462,2648,240,11080,6400
12501000,6012,-5675,91,134,-169,11574,23897,1076,13881,1333,240,10639,6120
12549000,5713,-5625,23,60,2016,2480,29329,954,13348,1474,240,10240,6159
12601000,5478,-5457,176,-22,630,7851,22860,527,11283,2108,240,9240,6159
12649000,5688,-5239,172,-131,-582,16823,22310,1320,6510,2753,240,7799,6199
12701000,6248,-5099,-77,-131,1366,25795,23836,1931,-3144,4020,119,5200,6440
12749000,6254,-4909,471,-18,1876,9010,19869,4494,-6011,6789,240,4319,7200
12801000,5571,-4731,-30,-29,-394,-6308,17366,3395,-8915,10886,-599,2600,8360
12849000,4587,-4887,221,-94,1361,-17112,10530,2114,-6941,10873,119,2439,8480
12901000,3683,-5052,-102,-148,77,-11679,12178,954,-4931,11241,0,2040,8800
12949000,3355,-5100,-100,-18,538,-8811,8760,588,-6533,12090,359,1199,9119
13001000,3355,-5288,192,77,1693,-7834,4305,-3073,-10065,13655,480,0,9840
13049000,3283,-5641,226,164,2201,-11557,3389,-2402,-10051,13030,359,-39,9920
13101000,2787,-5850,143,122,952,-21872,3878,-2402,-8483,11967,240,-39,9840
13149000,2214,-6068,229,197,1685,-20957,3572,-1242,-6869,10333,240,0,9480
13201000,1957,-6007,-35,26,975,-693,12484,-3073,-5992,11138,-360,-39,9719
13249000,2358,-5634,75,7,844,6813,13033,-2097,-6853,13414,359,0,10160
13301000,2625,-5583,215,-110,614,-3562,4793,-1975,-7996,16009,240,-39,10920
13349000,2259,-5637,240,193,2201,-19370,7906,-3623,-6949,15962,240,39,10959
13401000,1260,-5820,238,96,1407,-29868,-1981,-3684,-3662,15417,240,39,10959
13449000,697,-6291,264,273,1215,-24497,-6131,-3501,-2208,14420,240,39,10999
13501000,280,-6817,235,-89,792,-22239,-7169,-3684,-722,12308,-239,39,10920
13549000,143,-7173,139,273,1599,-14426,-4849,-4843,-278,10601,-719,39,10680
13601000,199,-7239,234,-50,1654,-21994,-2713,-4721,-598,10322,-840,0,10680
13649000,21,-7432,239,184,1309,-24131,-6986,-4111,-206,9607,-960,0,10599
13701000,-289,-7625,282,108,1191,-26267,-5216,-4599,869,9044,-960,0,10639
13749000,-336,-7673,181,52,1461,-24009,-2286,-3684,1000,8395,-960,0,10480
13801000,-180,-7814,-243,137,-308,-21506,-11685,-2402,420,5356,-1799,-39,9600
13849000,-253,-7968,226,-2,967,-37253,-5155,-2219,708,2718,-1319,39,8880
13901000,-542,-7731,113,-37,2028,-31577,5587,-2219,1747,2364,-840,39,8520
13949000,-498,-7480,32,53,1542,-20285,1314,-1120,1778,2328,-960,39,8280
14001000,-142,-7306,140,31,1247,-15036,8028,-2463,787,279,-960,120,7400
14049000,332,-7109,41,206,2201,-13633,-1187,-815,1906,303,-840,880,7200
14101000,552,-7234,111,177,1224,-22788,-3324,-2219,5421,-224,-1560,2360,7160
14149000,831,-7167,-1,92,124,-14121,-5155,-1486,10570,203,-960,4279,7240
14201000,1528,-7406,117,220,280,-14487,-12723,-632,8495,-380,-960,4360,7279
14249000,1603,-7184,202,254,-561,-29807,3633,-693,8120,3368,-960,4360,8400
14301000,1386,-6646,-78,-42,383,-24680,277,100,9161,6221,-960,4440,8719
14349000,1806,-6642,184,147,2060,-6675,-10709,-1120,10338,6201,-840,5160,8680
14401000,2526,-6878,218,-79,979,221,-3018,-937,12459,4925,-960,6680,8520
14449000,3523,-6846,6,-282,2038,24513,-5643,-388,12314,2371,-960,7400,7600
14501000,5086,-7625,9,18,784,40138,-13883,-327,11981,-4876,-960,9080,5999
14549000,6145,-7509,-62,24,1120,26833,12300,1992,10924,-6395,-960,9639,5480
14601000,6351,-6751,37,-9,2088,15541,13338,3640,12506,-6094,-960,10520,4719
14649000,6408,-6292,106,90,1300,17189,12545,5593,12840,-5151,-599,10680,4640
14701000,6655,-5890,-12,143,906,28725,11019,4738,12074,-3630,-719,10680,4679
14749000,7254,-5590,-110,117,-239,35134,9310,3701,8837,-2402,-599,10079,4839
14801000,7908,-5258,5,275,420,30678,4427,3212,4714,-774,-480,9480,5000
14849000,7815,-5247,-78,110,532,12489,-455,3762,5139,-1079,-360,9600,4879
14901000,7244,-5137,-3,190,569,10353,-333,4494,7666,-1013,-360,9800,4800
14949000,7004,-5323,70,91,120,15602,-10648,4555,8306,-1481,-480,9800,4760
15001000,6893,-5581,69,45,1485,17677,-5826,5165,8478,-2465,-360,9719,4760
15049000,6743,-5446,-11,-60,1330,14809,1253,5410,7158,-1585,-480,9159,4960
15101000,6625,-5414,26,-156,706,18654,-13944,5165,6524,315,-360,8800,5520
15149000,6513,-5800,17,-111,295,13588,-11624,3456,6985,-943,-239,8880,5439
15201000,6245,-5645,51,33,1411,13283,-821,3823,8144,-735,0,8959,5399
15249000,6095,-5655,42,106,1754,16640,-12723,3395,9337,-636,119,9240,5399
15301000,5840,-5757,31,-1,1364,6813,-5033,2968,11038,-1553,119,9519,5239
15349000,5134,-5454,-91,-57,2201,-1548,-2591,2846,15878,-1839,119,10559,4879
15401000,4633,-5357,266,41,1427,12673,-5521,2419,18380,-2151,0,10760,4640
15449000,4980,-5139,227,132,1101,26344,-272,4616,18806,-2693,240,11160,4279
15501000,5335,-5145,376,120,422,17800,-8512,6508,17354,-4397,359,11120,3680
15549000,5416,-5425,110,279,1743,16457,-3812,9377,17034,-5644,240,11080,3520
15601000,5541,-5144,13,-30,-58,17555,9554,12551,16375,-4872,359,10999,3520
15649000,5631,-4657,332,132,386,15053,9371,14443,15858,-3751,480,10920,3480
15701000,5596,-4461,191,178,1258,13466,399,15175,14889,-3064,480,10559,3440
15749000,5670,-4638,308,56,1911,16518,-5887,13955,13515,-3715,359,10160,3359
15801000,5508,-4948,165,-39,345,7851,-6741,16213,10473,-4284,119,9000,3520
15849000,5103,-5052,197,183,1241,1381,-3079,16640,8019,-3178,359,7839,4000
15901000,4972,-5102,193,65,1332,5470,-5826,16091,3203,-1746,359,6040,4519
15949000,4848,-5080,-153,85,1200,-1303,1925,18898,-727,-1201,480,4640,4719
16001000,4600,-4777,-90,228,825,2175,-89,23415,-1081,1148,480,4240,5160
16049000,4453,-4681,155,93,718,-4233,-2225,25368,-1637,1434,480,3959,5160
16101000,3691,-4552,172,-15,801,-19736,2230,29335,-633,1461,480,3480,5039
