c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26550,733,1229,131,-11,1124,4413,2598,-1076,-8,61,-2,11,-9,0,13458,1283,-25,148,13458,1506,1473,1679,1663,-238,-76,-305,-98,-310,-198,173,11,-7,12,17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26603,956,1215,-20,82,705,-1995,-3260,-527,-34,95,-2,9,-2,0,13458,1284,-10,148,13458,1496,1491,1669,1668,-289,-112,-371,-144,-232,-77,183,9,-7,16,22,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26650,688,722,248,-26,856,79,-6922,205,-21,56,0,7,-1,0,13374,1275,-11,139,13374,1509,1488,1652,1674,-146,-129,-187,-165,-59,-185,214,23,2,-24,-3,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26703,500,303,-112,-43,1080,202,-5396,144,-5,19,0,7,-1,0,13374,1276,-28,139,13374,1508,1489,1662,1666,-152,-160,-194,-204,-57,-164,224,20,6,-21,-13,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26750,446,359,-145,43,757,-3948,2049,-466,-11,24,0,5,-1,0,13416,1269,-40,143,13416,1497,1489,1677,1656,-24,-52,-31,-67,-67,0,234,8,-3,8,11,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26803,258,270,40,12,1009,-3154,35,1120,-1,27,0,4,0,0,13416,1262,-69,143,13416,1515,1494,1661,1655,-7,-63,-9,-80,-8,-8,224,11,0,0,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26850,-6,175,-117,-83,1090,-5108,2354,632,18,18,0,3,0,0,13416,1258,-82,143,13416,1506,1497,1676,1645,-136,-105,-171,-132,-141,0,255,10,0,2,-4,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26903,-211,289,150,136,978,-2056,1378,937,35,25,0,3,0,0,13416,1262,-9,143,13416,1513,1494,1663,1654,-113,-35,-143,-45,-138,0,234,9,-4,5,4,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26950,-81,98,133,131,920,1239,-6739,2524,17,15,-2,2,1,0,13416,1267,-11,143,13416,1527,1504,1644,1655,-13,-98,-17,-125,115,-165,255,11,-11,-2,24,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27003,0,-225,-24,-61,1147,-591,-4359,1791,6,-19,-2,1,0,0,13458,1257,-42,148,13458,1519,1502,1654,1652,0,-76,0,-96,76,-66,234,11,-3,-8,3,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27050,-77,-159,-78,-57,1114,-1140,279,2646,17,-13,-2,2,0,0,13416,1255,-39,143,13416,1530,1507,1650,1647,40,-110,50,-138,0,-53,224,3,0,13,-4,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27103,-3,-227,52,-97,1192,4840,1134,2402,38,-19,0,7,0,0,13458,1258,-30,148,13458,1542,1494,1649,1648,78,-132,98,-166,58,-217,234,11,-2,-9,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27150,183,-378,60,-54,1153,6061,2659,1181,127,-33,0,28,0,0,13500,1239,-42,152,13500,1524,1499,1668,1644,9,-19,11,-23,28,-96,214,13,0,-15,-2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27203,373,-136,-36,-178,1106,7709,2843,1975,169,-15,-2,40,0,0,13416,1231,-79,143,13416,1521,1510,1659,1640,-75,-198,-92,-244,-124,-332,234,4,10,8,-25,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27250,627,-126,49,-120,770,10272,-697,1730,221,-17,0,55,-1,0,13458,1229,-86,148,13458,1521,1509,1642,1657,-18,-209,-23,-257,-67,-378,244,11,13,-8,-26,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27303,1028,-170,178,30,1116,16620,-2222,2585,178,-21,0,53,-1,0,13416,1236,-116,143,13416,1549,1493,1638,1650,12,-214,15,-265,51,-504,204,13,10,-14,-5,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27350,1692,-444,21,140,955,11981,-3504,1608,128,-45,2,55,-1,0,13416,1213,-130,143,13416,1532,1500,1644,1653,37,-224,46,-272,117,-450,234,12,-1,-17,38,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27403,1696,-915,179,-120,1059,7770,-3382,2463,54,-86,-4,40,-1,0,13500,1216,-150,152,13500,1544,1499,1632,1660,-30,-170,-36,-207,28,-306,224,23,14,-50,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27450,1979,-668,63,14,914,3375,706,1975,-29,-51,0,28,1,0,13500,1201,-154,152,13500,1541,1504,1644,1653,68,-264,81,-317,9,-366,173,14,3,-23,34,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27503,1638,-364,-133,-80,1042,-2056,5650,1059,-27,-31,0,23,0,0,13458,1196,-182,148,13458,1522,1507,1666,1637,90,-152,107,-182,-8,-116,214,1,15,12,1,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27550,1507,-20,-173,154,969,-530,7603,2402,-51,1,2,16,0,0,13500,1189,-191,152,13500,1542,1512,1667,1619,75,-53,89,-63,9,-58,193,-6,6,38,27,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27603,1312,-45,132,52,1204,-1567,3819,3623,-69,2,2,9,1,0,13500,1164,-203,152,13500,1554,1519,1636,1635,116,-43,135,-51,49,-16,204,12,11,-9,11,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27650,1170,-25,108,5,847,-6511,5772,2280,-56,1,0,9,0,0,13458,1166,-221,148,13458,1522,1531,1658,1626,69,-15,81,-18,43,43,224,18,8,-23,14,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27703,631,652,-96,-99,1125,-3460,5894,2219,-13,60,0,8,0,0,13458,1155,-252,148,13458,1539,1513,1660,1624,112,-12,129,-14,9,48,214,1,15,28,-8,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27750,570,624,-218,-21,1022,1788,1134,2036,-18,54,2,6,0,0,13500,1125,-314,152,13500,1552,1502,1643,1642,52,9,59,11,-17,-17,193,8,7,11,10,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27803,868,169,45,58,881,812,35,1853,-44,18,0,6,0,0,13500,1123,-318,152,13500,1541,1509,1648,1639,217,-27,243,-30,216,-41,224,19,3,-19,23,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27850,807,-141,93,-55,839,-2849,645,2646,-49,-5,0,4,1,0,13543,1091,-309,155,13543,1542,1526,1641,1638,121,-17,132,-19,68,19,214,24,8,-30,6,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27903,429,233,-140,-67,1043,-2300,5955,2707,-16,51,2,4,6,0,13500,1084,-311,152,13500,1548,1521,1661,1612,179,10,195,11,75,50,234,7,15,17,-14,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27950,546,266,13,100,582,-530,-2406,1914,-33,176,-2,2,30,0,13500,1054,-359,152,13500,1543,1512,1658,1626,292,67,308,71,290,33,234,16,0,-5,26,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28003,622,-149,-60,-15,1017,1056,-10340,2341,-5,346,-2,9,71,0,13543,1029,-427,155,13543,1544,1519,1674,1603,267,-32,275,-33,448,-50,204,11,4,0,14,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28050,507,-448,-92,-65,1076,263,-16322,754,36,421,2,16,92,0,13458,1016,-415,148,13458,1535,1508,1664,1628,182,95,185,97,464,134,234,1,9,16,1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28103,650,-1022,117,88,1038,8624,-29383,1486,86,402,4,28,98,0,13884,1013,-359,188,13884,1568,1509,1640,1660,390,106,396,107,903,-44,214,-4,5,11,15,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28150,1025,-2542,51,6,988,7892,-28223,998,78,284,0,33,101,0,14317,1003,-361,228,14317,1560,1531,1658,1668,386,47,387,48,924,-134,193,7,8,-45,14,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28203,1334,-3257,76,-16,1152,7343,-26087,2768,51,-25,-2,33,51,0,14404,972,-381,235,14404,1579,1537,1614,1692,304,186,295,181,759,58,214,-10,9,-20,17,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28250,1432,-3433,-16,-220,1435,5878,-5823,2036,-34,-149,0,18,30,0,14317,971,-299,228,14317,1584,1522,1661,1652,377,95,366,92,550,-8,193,-13,14,-25,7,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28303,1610,-2579,-177,60,1124,-1751,5345,632,-56,-179,-2,16,9,0,14448,952,-253,240,14448,1558,1536,1677,1657,169,188,161,179,75,219,204,-29,7,18,29,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28350,1429,-1626,-49,74,1161,-5718,7725,2097,-79,-131,-2,9,2,0,14448,925,-291,240,14448,1573,1542,1671,1645,193,266,178,246,68,361,173,-31,4,30,32,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28403,991,-1079,-48,-107,1308,-1934,6932,2402,-41,-83,-2,9,2,0,14448,924,-278,240,14448,1582,1538,1659,1653,140,241,129,223,19,275,234,-20,16,8,-4,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28450,793,-538,125,-6,995,-3765,4613,1059,-27,-36,0,8,2,0,14933,921,-192,284,14933,1576,1553,1680,1665,64,134,59,123,16,203,214,-11,11,-8,6,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28503,704,157,-139,23,1189,-7061,8641,327,-58,27,0,0,2,0,14978,890,-195,287,14978,1574,1548,1699,1656,150,245,134,218,0,368,173,-20,4,22,21,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28550,471,458,12,162,1023,-1384,4857,693,-65,46,0,-4,1,0,14978,908,-148,287,14978,1596,1528,1681,1668,128,289,116,263,8,345,234,-15,3,14,18,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28603,406,386,-44,-3,904,-4802,6810,-466,-87,5,0,-10,-5,0,14933,901,-108,284,14933,1571,1539,1700,1661,93,312,84,281,-25,395,214,-5,5,-7,11,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28650,292,872,-138,-47,1216,-896,10960,-39,-77,51,0,-10,-4,0,14933,889,-92,284,14933,1585,1530,1700,1656,2,175,2,156,-201,209,234,-13,7,23,3,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28703,474,1079,-192,52,1138,629,2171,-771,-128,66,0,-17,-5,0,14933,875,-55,284,14933,1578,1527,1695,1670,87,441,76,386,50,430,224,-14,4,30,13,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28750,485,926,42,75,972,-4009,1134,-405,-140,80,-4,-19,0,0,14933,852,-100,284,14933,1576,1530,1695,1669,6,276,5,235,-34,392,204,-5,0,6,19,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28803,159,875,-143,-148,1578,-4497,-1795,-283,-115,76,0,-20,0,0,14978,851,-70,287,14978,1577,1534,1690,1670,82,404,70,344,113,483,234,-10,8,19,-4,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28850,-7,381,217,-17,917,-11821,-635,-100,-100,36,-2,-20,0,0,14978,827,-92,287,14978,1561,1553,1692,1669,55,456,46,377,82,640,234,6,3,-26,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28903,-163,329,-73,-4,1141,-7427,-941,-466,-59,32,-2,-14,0,0,14978,854,-16,287,14978,1572,1536,1691,1675,12,402,10,343,28,531,204,-6,-4,8,14,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28950,-317,-14,307,16,824,-3399,-574,-1503,-10,-1,-2,-7,0,0,15022,838,-28,291,15022,1562,1533,1700,1681,-19,341,-16,286,19,431,193,12,-1,-45,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29003,-152,-44,-155,-14,1014,2277,-5762,632,-28,62,-4,-8,13,0,14933,838,-26,284,14933,1592,1529,1681,1678,-34,334,-29,280,65,295,224,-8,-7,9,16,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29050,255,-327,100,81,750,1605,-7105,-1381,-57,65,0,-6,18,0,15022,845,33,291,15022,1576,1520,1697,1682,-55,298,-46,251,77,283,193,-3,-14,-9,35,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29103,526,-597,105,81,868,-5230,-7471,-161,-220,83,-2,-34,27,0,15022,835,48,291,15022,1584,1525,1687,1678,37,354,31,295,168,445,153,-5,-14,-8,3629150,223,-1048,173,51,996,-16155,-12293,-1870,-218,-25,2,-39,13,0,14978,849,58,287,14978,1548,1544,1671,1713,0,280,0,237,194,494,214,1,-11,-36,20,147,,,,,,,,,,,,,,,,,,,
29203,-576,-1347,-102,-38,1055,-12554,-7838,-161,-110,-107,14,-32,2,0,14889,871,100,280,14889,1569,19,1667,1684,-2,387,-1,337,134,606,214,-13,-2,-5,-17,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29250,-694,-1091,-21,69,1029,-1262,-1429,-2358,-72,-84,75,-26,2,0,14933,882,135,284,14933,1599,1538,1670,1668,-5,-20,-10,12,0,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29303,-378,-781,-137,-96,1370,2338,-208,-4372,-43,-57,85,-15,2,0,14933,859,128,284,14933,1586,1535,1675,1680,-108,266,-92,229,-104,226,244,-14,-11,-1,3,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29350,-151,-433,-36,36,1006,995,3148,-4616,-28,-27,111,-8,2,0,14978,870,162,287,14978,1587,1549,1678,1662,-90,209,-78,182,-152,190,244,-18,-9,11,2,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29403,-70,-68,130,1,745,629,6138,-8278,-35,0,134,-8,1,0,14978,889,189,287,14978,1580,1526,1698,1669,-204,95,-181,84,-311,84,244,-7,-7,-13,-4,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29450,108,326,-95,-58,1202,1849,-1490,-7973,-54,35,150,-9,1,0,14933,896,245,284,14933,1585,1536,1678,1673,-229,212,-205,190,-191,130,255,-16,-8,13,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29503,477,44,15,31,1160,1239,1256,-11147,-66,10,255,-4,1,0,14800,899,233,271,14800,1606,1550,1666,1647,-183,60,-165,54,-205,39,234,-8,-16,-9,25,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29550,313,213,19,-67,1016,1666,767,-14443,-51,29,284,-4,2,0,14404,919,262,235,14404,1599,1535,1671,1658,-180,202,-166,186,-202,211,244,-15,-3,10,-8,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603,433,168,-49,43,750,812,-5152,-15664,-62,25,324,-4,2,0,13798,920,247,179,13798,1580,1521,1630,1641,-266,173,-245,159,-176,159,244,-12,-8,1,5,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29650,345,-263,82,20,1096,690,-1429,-19020,-47,-12,305,-3,2,0,13713,943,243,172,13713,1543,1491,1667,1654,-205,187,-193,176,-157,147,214,-6,-3,-18,-4,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29703,502,-232,49,-15,584,-1201,3331,-15969,-57,-9,102,-2,2,0,13628,965,241,163,13628,1481,1408,1714,1703,-272,156,-262,151,-330,177,244,-5,-10,-17,14,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29750,232,-246,175,-64,656,-2544,4490,-7790,-34,-14,0,-2,1,0,13585,966,208,159,13585,1484,1435,1707,1688,-312,66,-302,64,-353,77,255,8,-2,-53,-9,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29803,365,111,46,93,836,-2788,8458,-2846,-35,16,2,0,1,0,13585,970,165,159,13585,1523,1471,1686,1654,-406,56,-394,54,-554,105,255,-3,-15,-10,24,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29850,416,648,-195,52,1081,-4253,5162,-2602,-43,67,0,-1,2,0,13585,980,145,159,13585,1526,1467,1685,1656,-377,4,-370,4,-514,109,244,-17,-15,34,22,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29903,81,713,-39,7,889,-7244,462,-1198,-14,72,-2,-1,2,0,13543,980,147,155,13543,1523,1487,1672,1654,-356,81,-349,80,-364,208,244,-7,-14,8,14,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29950,-89,699,-227,96,1047,-5108,6260,-405,0,33,0,-1,-5,0,13458,1008,167,148,13458,1535,1483,1681,1630,-344,59,-347,60,-423,192,244,-8,-17,12,16,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,-371,698,122,-48,946,-1018,401,754,32,5,0,0,-11,0,13500,996,146,152,13500,1547,1490,1650,1650,-342,59,-341,58,-349,76,214,-3,-11,2,-1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30050,-319,693,-131,30,941,-3765,-3748,1486,27,-51,0,0,-22,0,13543,1013,171,155,13543,1540,1506,1636,1653,-372,-66,-377,-67,-350,8,244,-6,-17,9,11,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103,-310,268,-114,207,862,-4619,2904,510,27,-133,0,0,-31,0,13416,1008,128,143,13416,1529,1497,1653,1642,-291,-3,-293,-3,-342,76,224,-2,-25,-2,30,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30150,-221,-216,11,9,970,-2849,2965,1975,29,-238,-2,2,-43,0,13374,1029,124,139,13374,1544,1506,1638,1641,-368,-49,-379,-51,-384,8,255,5,-24,-24,25,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203,-177,-265,46,-63,887,-4985,9556,3378,19,-281,-2,0,-51,0,13332,1024,86,136,13332,1548,1522,1630,1629,-421,-122,-431,-125,-588,-35,234,11,-20,-34,9,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30250,-271,247,-45,0,957,-1934,13951,3195,201,-285,-2,35,-61,0,13248,1035,123,128,13248,1515,1549,1640,1616,-344,-44,-356,-45,-550,-8,214,3,-15,-2,-5,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30303,-178,737,-125,-29,934,13141,11326,3684,284,-249,0,53,-62,0,13290,1026,58,132,13290,1569,1509,1628,1622,-412,-211,-423,-216,-610,-440,224,6,-10,2,-12,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30350,452,1099,-40,-296,1270,25958,11876,3989,292,-281,0,66,-75,0,13290,1037,54,132,13290,1588,1493,1617,1626,-343,-187,-356,-194,-569,-552,234,14,1,-9,-27,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403,1916,1228,101,92,849,24555,14866,2890,276,-304,-2,88,-82,0,13332,1031,58,136,13332,1556,1513,1638,1616,-215,-171,-222,-176,-474,-599,224,20,-11,-16,32,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30450,2503,1497,-81,-191,927,22174,23411,4355,322,-253,0,108,-76,0,13374,1029,39,139,13374,1572,1524,1647,1587,-225,-279,-231,-287,-624,-607,244,21,9,-3,-6,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503,3319,1904,-29,239,760,26630,14622,4599,247,-102,0,107,-53,0,13290,1031,3,132,13290,1594,1504,1625,1602,-294,-173,-303,-178,-549,-638,224,25,0,2,43,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30550,3862,2027,-77,71,1040,20587,8641,5209,224,23,-2,112,-30,0,13248,1047,-17,128,13248,1577,1530,1628,1589,-236,-219,-248,-229,-417,-659,234,24,11,14,31,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30603,4321,1631,-103,-97,1324,20648,3514,5148,125,62,0,100,-16,0,13248,1060,55,128,13248,1601,1508,1620,1593,-131,-255,-138,-270,-192,-615,224,23,17,17,35,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30650,4573,1101,110,174,891,10455,950,3378,23,85,0,84,-2,0,13248,1047,0,128,13248,1566,1522,1634,1596,-62,-189,-65,-197,-58,-442,244,37,10,-20,65,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703,4087,282,233,41,732,-5535,1011,3623,-91,14,2,53,-2,0,13290,1047,-37,132,13290,1571,1529,1622,1605,-49,-79,-51,-83,-67,16,244,56,18,-73,44,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30750,3165,544,111,35,912,-8587,4368,4721,-122,40,0,30,-1,0,13290,1044,-77,132,13290,1584,1532,1626,1586,-69,-117,-72,-123,-143,76,244,36,24,-16,19,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803,2587,527,-67,122,1045,-11577,-3321,4538,-124,42,-2,20,0,0,13290,1032,-118,132,13290,1577,1538,1610,1604,-24,98,-25,101,33,300,255,31,5,-4,59,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30850,1416,401,-103,-170,1038,-16338,889,2829,-29,31,-2,18,0,0,13290,1021,-157,132,13290,1552,1544,1643,1591,33,127,33,129,76,415,214,22,18,18,8,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903,689,44,-24,-117,1216,-7732,-1917,3806,-4,0,0,11,0,0,13332,1035,-98,136,13332,1574,1540,1618,1601,43,123,44,128,76,258,255,34,19,-17,-4,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30950,541,218,-107,-18,794,-12066,-1002,2890,15,47,0,12,5,0,13416,1016,-153,143,13416,1546,1561,1635,1598,202,137,205,139,196,294,255,20,7,20,20,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003,-141,145,-177,-130,1444,-13591,-1612,1669,-130,229,-2,-28,43,0,13416,1014,-122,143,13416,1569,1519,1662,1582,258,141,261,143,286,379,255,20,16,18,-14,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31050,-75,110,-124,82,1077,-20671,-10096,1364,-436,292,2,-88,56,0,13458,1003,-118,148,13458,1565,1525,1647,1600,148,164,149,164,367,444,244,14,-7,27,38,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31103,-578,-593,-157,52,1000,-38433,-18946,1486,-431,230,0,-96,56,0,13841,986,-168,184,13841,1537,1576,1635,1630,282,110,278,109,613,781,183,9,-21,22,49,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31150,-2062,-1535,-38,42,759,-35503,-15772,327,-301,92,2,-96,45,0,14143,977,-213,211,14143,1548,1567,1658,1632,377,338,368,330,736,954,214,13,-11,-6,-8,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31203,-3077,-2012,-87,-226,1228,-20305,-7288,2463,-108,-102,-2,-75,14,0,14978,970,-201,287,14978,1584,1596,1646,1655,333,163,323,158,460,517,224,11,-9,-12,-38,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31250,-3094,-1694,231,-2,880,-9868,1256,754,46,-133,4,-44,2,0,14978,950,-187,287,14978,1581,1585,1670,1648,327,261,310,248,340,456,204,19,-22,-32,-15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
