c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39803,608,486,-100,25,816,-1800,-2426,-1434,-11,37,0,6,0,0,15202,581,-159,307,15202,1516,1493,1726,1731,0,0,0,0,0,0,0,-1,-1,21,23,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39851,394,540,170,0,1113,-2593,-2975,-762,-23,43,2,6,0,0,15246,568,-208,311,15246,1522,1494,1729,1729,0,0,0,0,0,0,0,-1,1,16,1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39903,137,-6,-25,-4,1000,-3143,-3341,-885,23,7,2,6,-1,0,15246,558,-164,311,15246,1524,1495,1716,1741,0,0,0,0,0,0,0,6,2,-28,-2,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39951,214,1,75,93,818,-3997,-1083,-1434,7,1,0,6,0,0,15246,561,-168,311,15246,1526,1487,1734,1724,0,0,0,0,0,0,0,3,-1,-11,16,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40003,148,106,-21,77,803,-2227,-1205,-946,20,-10,2,5,-1,0,15202,532,-234,307,15202,1510,1499,1722,1735,0,0,0,0,0,0,0,0,-1,9,15,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40051,208,308,139,-10,984,2593,-2731,579,3,24,0,5,0,0,15246,535,-195,311,15246,1523,1489,1732,1730,0,0,0,0,0,0,0,0,0,10,7,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40103,329,-94,-138,-60,1119,335,-2120,-1190,-6,-27,2,5,-1,0,15246,529,-188,311,15246,1539,1494,1715,1728,0,0,0,0,0,0,0,3,0,-13,13,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40151,661,-265,59,102,814,1678,991,-640,-17,-22,0,6,-1,0,15246,523,-162,311,15246,1522,1489,1734,1721,0,0,0,0,0,0,0,4,-4,-20,33,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40203,578,74,-31,82,1118,-1739,2517,-91,-17,-10,-2,6,0,0,15202,543,-98,307,15202,1537,1478,1729,1726,0,0,0,0,0,0,0,-2,-1,18,16,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40251,536,86,175,153,1069,6134,137,762,6,16,0,5,0,0,15157,542,-93,304,15157,1527,1487,1734,1720,0,0,0,0,0,0,0,1,0,-5,14,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40303,741,316,-145,-92,1272,6988,7278,-762,-25,26,2,6,0,0,15157,541,-70,304,15157,1551,1476,1734,1707,0,0,0,0,0,0,0,0,1,3,7,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40351,956,220,150,-97,892,7232,5691,-701,-50,21,-2,5,0,0,15202,538,-51,307,15202,1550,1477,1721,1728,0,0,0,0,0,0,0,6,3,-22,2,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40403,1028,508,93,100,864,518,3372,-579,-64,25,0,6,-1,0,15202,507,-122,307,15202,1530,1487,1730,1725,0,0,0,0,0,0,0,1,4,11,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40451,985,753,31,-117,1038,3143,-3890,-1190,-71,55,0,5,0,0,15157,536,-64,304,15157,1522,1464,1734,1738,0,0,0,0,0,0,0,0,5,21,-2,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40503,914,452,95,43,802,3509,-12741,-2410,-48,58,2,5,0,0,15202,537,-22,307,15202,1533,1449,1726,1752,0,0,0,0,0,0,0,0,5,10,1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40551,812,-403,41,-14,938,-4302,-17501,-2777,-55,-12,0,6,0,0,15157,474,-73,304,15157,1537,1460,1717,1753,0,0,0,0,0,0,0,3,5,-20,1,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40603,629,-633,216,182,1064,-5889,-10726,-1800,-18,-50,4,5,0,0,15246,507,-49,311,15246,1499,1490,1728,1750,0,0,0,0,0,0,0,-3,0,7,22,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40651,51,-1052,38,-143,920,-3082,-8773,-2105,14,-92,2,5,0,0,15202,476,-75,307,15202,1526,1497,1703,1747,0,0,0,0,0,0,0,0,6,-16,-16,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40703,-43,-1114,-34,71,1240,-640,4592,-2288,36,-100,2,5,0,0,15246,486,-97,311,15246,153042203,544,1928,90,-38,936,-2593,503,-1068,-14,173,2,6,-1,0,15291,414,46,316,15291,14,0,0,5,-1,-1,2,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42251,545,1491,75,32,1008,3265,-1937,-1251,-7,143,0,6,0,0,15246,367,0,311,15246,1511,1459,1756,1731,0,0,0,0,0,0,0,2,-3,7,15,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42303,564,1082,-8,76,1121,-335,-4928,-1922,-11,112,0,6,0,0,15157,384,4,304,15157,1497,1466,1754,1738,0,0,0,0,0,0,0,3,-2,0,10,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42351,384,461,-89,-48,1089,-3143,-6027,-823,-4,55,2,6,0,0,16532,367,-50,423,16532,1533,1516,1770,1763,0,0,0,0,0,0,0,6,-1,-20,1,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42403,443,202,-50,133,1125,2655,808,-5279,2,16,0,6,0,0,16485,366,-3,419,16485,1532,1490,1790,1758,0,0,0,0,0,0,0,3,-3,-6,17,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42451,591,419,-71,41,1101,4791,3067,-2044,-10,14,0,6,0,0,16626,378,25,432,16626,1535,1480,1796,1755,0,0,0,0,0,0,0,-1,-2,23,11,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42503,756,444,-129,135,1194,2960,4592,-1068,-22,69,0,7,5,0,16579,359,57,428,16579,1510,1500,1807,1755,0,0,0,0,0,0,0,0,-2,13,13,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42551,891,633,26,-7,1135,2471,-1693,-2655,-8,122,-2,12,11,0,16532,420,176,423,16532,1531,1475,1790,1771,0,0,0,0,0,0,0,0,-2,15,18,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42603,870,250,-131,24,975,6134,-5722,-1922,1,85,0,13,11,0,16532,379,144,423,16532,1544,1480,1786,1762,0,0,0,0,0,0,0,0,0,8,5,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42651,1171,-145,14,7,987,6195,-3463,-2960,34,70,2,25,15,0,16579,405,73,428,16579,1539,1497,1788,1749,0,0,0,0,0,0,0,4,0,-15,18,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42703,1294,-74,-80,-71,1065,5828,747,-1556,77,50,0,37,14,0,16532,383,157,423,16532,1525,1509,1774,1772,0,0,0,0,0,0,0,0,2,8,3,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42751,1457,-230,93,-61,909,7232,-7125,-1861,63,60,0,39,16,0,16532,410,174,423,16532,1533,1485,1781,1773,0,0,0,0,0,0,0,0,3,2,2,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42803,1693,-383,-107,65,1041,5340,-8224,-2532,151,119,0,57,30,0,14978,442,286,287,14978,1467,1454,1757,1745,0,0,0,0,0,0,0,-2,1,12,22,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42851,1672,-545,55,35,1159,6561,-18173,-1190,183,173,0,66,43,0,14978,453,285,287,14978,1489,1457,1741,1745,0,0,0,0,0,0,0,-6,4,26,10,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42903,1575,-1342,33,-86,991,4425,-25680,-1251,165,129,2,60,44,0,14844,459,297,276,14844,1489,1439,1720,1763,0,0,0,0,0,0,0,-6,7,2,-2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42951,1515,-2196,87,46,718,1739,-19638,-1922,105,52,0,46,44,0,14800,495,410,271,14800,1500,1471,1725,1730,0,0,0,0,0,0,0,-7,5,-10,12,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43003,1682,-2675,6,59,988,-3570,-16891,2166,20,-29,0,32,38,0,14844,488,305,276,14844,1482,1475,1724,1745,0,0,0,0,0,0,0,-8,0,-15,36,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43051,1423,-3011,4,14,877,-7904,-8529,2349,-45,-145,2,17,22,0,14978,544,300,287,14978,1481,1465,1713,1766,0,0,0,0,0,0,0,-7,1,-32,29,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43103,1289,-2499,4,53,876,-4608,9902,579,-80,-231,-2,5,0,0,14889,510,204,280,14889,1496,1471,1737,1728,0,0,0,0,0,0,0,-9,0,-20,28,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43151,885,-1571,-41,36,879,-4791,21194,1251,-49,-158,-2,6,0,0,14889,554,199,280,14889,1496,1467,1755,1712,0,0,0,0,0,0,0,-8,2,-12,11,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43203,750,0,-134,-9,985,-2960,19729,1678,-42,-7,0,5,0,0,14933,555,171,284,14933,1500,1456,1767,1708,0,0,0,0,0,0,0,-12,1,29,14,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43251,553,593,-68,0,1068,-1922,12039,1739,-37,33,0,5,0,0,15022,556,206,291,15022,1516,1483,1736,1714,0,0,0,0,0,0,0,-7,4,15,-3,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43303,627,892,22,101,946,1800,3982,-762,-25,66,0,4,0,0,15202,541,130,307,15202,1513,1476,1736,1728,0,0,0,0,0,0,0,-6,1,14,14,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43351,497,1034,-160,-40,982,-152,-1632,2227,-22,47,2,4,-6,0,15246,566,149,311,15246,1524,1491,1733,1727,0,0,0,0,0,0,0,-9,3,32,0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43403,505,722,14,158,1274,3936,2822,1739,8,-94,2,9,-32,0,15291,575,116,316,15291,1496,1478,1751,1740,0,0,0,0,0,0,0,-3,2,-2,6,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43451,588,682,96,36,1079,1068,5630,762,1,-124,2,10,-39,0,15291,579,133,316,15291,1525,1461,1756,1729,0,0,0,0,0,0,0,1,3,-23,7,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43503,429,930,157,67,1405,4547,3067,946,22,-53,0,11,-26,0,15382,562,97,323,15382,1517,1482,1746,1734,0,0,0,0,0,0,0,-2,7,9,-12,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43551,664,909,70,-79,931,1861,-8468,946,-90,32,2,-4,-11,0,15427,573,90,327,15427,1543,1471,1731,1742,0,0,0,0,0,0,0,-3,5,9,2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43603,957,419,-188,68,945,-1251,-7369,823,-63,44,0,2,-2,0,15427,597,101,327,15427,1496,1483,1747,1752,0,0,0,0,0,0,0,-3,0,2,33,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43651,439,-439,-73,-128,848,-6988,-3524,-335,-55,-53,2,2,0,0,15382,560,2,323,15382,1510,1479,1747,1741,0,0,0,0,0,0,0,0,6,-24,-12,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43703,287,-250,-105,139,1266,-1800,-289,1312,-6,-11,-2,3,-2,0,15427,586,-12,327,15427,1527,1475,1748,1733,0,0,0,0,0,0,0,-4,2,2,6,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43751,234,-319,14,-21,978,-762,6240,-1495,-13,-49,0,3,-1,0,15382,583,20,323,15382,1521,1479,1755,1725,0,0,0,0,0,0,0,-1,4,-10,-2,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43803,240,252,-19,30,1197,-1922,7339,213,-4,33,-2,4,5,0,15382,597,36,323,15382,1507,1474,1762,1732,0,0,0,0,0,0,0,-4,2,14,4,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43851,172,530,-145,-179,1037,274,-3829,1739,7,68,2,5,4,0,15563,581,58,340,15563,1513,1482,1752,1738,0,0,0,0,0,0,0,-6,4,27,-5,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43903,198,-194,-13,94,922,2899,-2120,-885,13,7,2,5,4,0,15654,592,13,347,15654,1517,1470,1748,1762,0,0,0,0,0,0,0,2,3,-27,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43951,304,-430,39,3,745,1373,-2059,-213,13,-17,0,6,2,0,15563,583,27,340,15563,1535,1485,1745,1735,0,0,0,0,0,0,0,0,2,-22,4,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44003,404,-155,-38,98,1073,2471,-961,91,-6,13,0,4,2,0,15608,590,30,343,15608,1519,1484,1752,1737,0,0,0,0,0,0,0,-5,2,15,7,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44051,559,-635,168,-120,1033,-885,-228,-2532,-41,-22,0,4,2,0,15563,605,29,340,15563,1526,1476,1752,1740,0,0,0,0,0,0,0,4,2,-43,6,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44103,451,-57,-95,9,981,-3631,4776,762,-16,-6,0,5,0,0,15518,597,51,336,15518,1508,1478,1765,1735,0,44151,144,260,-181,-139,1193,-1434,3799,-579,-4,13,-2,5,0,0,15563,613,67,340,15563,1501,1483,1768,1737,0,0,0,0,0,0,0,-6,5,23,-16,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44203,320,-106,149,214,1074,-1861,7949,30,12,-4,2,5,0,0,15563,629,101,340,15563,1535,1472,1749,1736,0,0,0,0,0,0,0,5,0,-41,19,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44251,364,739,-29,50,1064,-946,7461,1434,6,42,-2,6,0,0,15518,637,124,336,15518,1525,1482,1765,1723,0,0,0,0,0,0,0,-3,0,22,19,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44303,305,972,0,153,973,-1129,4837,274,8,89,0,6,0,0,15608,639,128,343,15608,1518,1502,1757,1727,0,0,0,0,0,0,0,-1,0,14,9,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44351,291,886,50,-49,1013,-2655,4592,-1556,-10,87,2,5,0,0,15608,628,91,343,15608,1524,1496,1758,1726,0,0,0,0,0,0,0,3,1,-9,3,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44403,290,1107,4,32,1283,701,2761,-152,0,88,-2,5,0,0,15563,649,47,340,15563,1510,1467,1766,1743,0,0,0,0,0,0,0,-2,1,26,5,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44451,716,991,107,65,1134,1007,-2731,1007,-7,91,0,6,0,0,15518,655,31,336,15518,1526,1483,1760,1728,0,0,0,0,0,0,0,0,-4,7,39,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
