c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12151,397,119,110,11,992,-4058,808,518,-24,13,2,2,0,0,15067,999,47,296,15067,1515,1472,1726,1739,0,0,0,0,0,0,0,3,3,-12,-8,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12203,313,490,17,-73,991,-4180,747,-213,-20,31,4,2,-1,0,15112,1003,38,300,15112,1519,1466,1733,1736,0,0,0,0,0,0,0,-2,1,21,2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12251,382,530,-130,11,1074,-3326,991,-701,-18,36,0,3,0,0,14933,1002,48,284,14933,1504,1472,1725,1738,0,0,0,0,0,0,0,-2,0,20,14,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12302,408,456,44,51,873,-4058,2517,-1129,-16,36,-2,2,0,0,14978,1005,40,287,14978,1504,1482,1718,1738,0,0,0,0,0,0,0,0,-2,7,19,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12351,258,295,-225,32,986,-4425,-778,-335,-19,7,2,1,0,0,15022,1000,30,291,15022,1509,1468,1726,1739,0,0,0,0,0,0,0,-1,-1,13,11,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12403,0,332,81,-13,875,-2899,2517,91,6,22,0,2,0,0,14978,1001,-10,287,14978,1512,1473,1727,1732,0,0,0,0,0,0,0,0,0,11,-3,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451,132,351,44,54,1005,-1190,-1022,640,12,39,0,2,0,0,14978,1006,23,287,14978,1494,1476,1740,1731,0,0,0,0,0,0,0,0,-3,4,16,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12503,135,449,-144,-49,848,91,869,-152,-4,26,0,2,-1,0,15022,1003,8,291,15022,1509,1465,1726,1737,0,0,0,0,0,0,0,-2,0,21,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12551,193,438,19,-43,809,-762,686,-457,-12,34,0,1,0,0,14978,998,25,287,14978,1510,1471,1740,1722,0,0,0,0,0,0,0,-1,-1,13,7,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12603,133,-10,-14,-54,1217,-396,-411,-30,-2,15,2,1,0,0,14978,1020,24,287,14978,1509,1462,1733,1737,0,0,0,0,0,0,0,4,0,-22,0,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12651,42,356,14,-49,900,-274,1907,-335,2,26,2,0,0,0,14978,1035,99,287,14978,1512,1477,1735,1721,0,0,0,0,0,0,0,-1,0,17,-4,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12703,145,461,-71,-47,1306,1190,1541,396,-9,33,0,0,0,0,14978,1025,63,287,14978,1505,1477,1730,1732,0,0,0,0,0,0,0,-1,0,14,1,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12751,37,410,-237,-86,978,-152,1052,-274,-1,24,0,0,0,0,14933,1019,42,284,14933,1505,1459,1740,1735,0,0,0,0,0,0,0,-2,0,22,-8,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12803,101,324,81,102,1241,-274,-1144,-1556,2,30,0,0,0,0,14978,1024,36,287,14978,1500,1456,1744,1735,0,0,0,0,0,0,0,0,-2,9,10,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12851,5,90,-69,7,1036,1434,-1754,274,0,15,0,1,0,0,15022,1021,43,291,15022,1507,1465,1734,1739,0,0,0,0,0,0,0,2,0,-8,-7,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12903,18,154,-4,57,887,1007,320,-2899,10,12,0,0,0,0,14933,1011,41,284,14933,1497,1472,1739,1736,0,0,0,0,0,0,0,0,0,6,2,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12951,128,-59,29,151,891,-30,-1327,-2532,3,4,2,0,0,0,14978,1021,41,287,14978,1525,1460,1738,1745,0,0,0,0,0,0,0,2,-3,-10,17,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13003,31,-362,21,92,1041,1251,-2914,-640,3,-13,2,0,0,0,15067,1011,11,296,15067,1521,1457,1736,1734,0,0,0,0,0,0,0,4,0,-23,1,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13051,311,-136,47,88,1107,885,15,-396,-18,-17,0,0,0,0,14978,1018,33,287,14978,1493,1453,1739,1751,0,0,0,0,0,0,0,0,-3,0,21,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13103,128,-83,-177,-2,990,152,-1510,-2044,-4,-14,2,1,0,0,14933,1023,59,284,14933,1508,1466,1730,1737,0,0,0,0,0,0,0,-2,0,14,-2,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13151,433,-37,74,119,1254,-91,-289,-457,-23,5,2,1,0,0,14978,1021,27,287,14978,1506,1434,1744,1745,0,0,0,0,0,0,0,0,-5,-1,30,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13203,347,-101,59,4,964,-213,-2304,-1129,-29,-15,2,2,0,0,14978,1019,18,287,14978,1501,1458,1728,1749,0,0,0,0,0,0,0,1,-1,-7,7,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13251,432,-224,-53,-89,1070,-2471,137,-1434,-35,-29,-2,1,0,0,14978,1039,74,287,14978,1492,1448,1730,1760,0,0,0,0,0,0,0,0,-2,-4,13,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13303,422,-78,112,-8,1045,-1129,564,-457,-35,-14,2,2,0,0,14978,1057,124,287,14978,1511,1465,1714803,270,-369,28,-4,949,-3692,-5050,-946,-26,-11,2,0,0,0,15067,861,-218,296,15067,114851,239,-250,-39,-10,865,-1617,-656,-1129,-18,-34,0,2,0,0,15022,853,-205,291,15022,1483,1459,1738,1757,0,0,0,0,0,0,0,0,4,-3,5,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14903,114,-65,23,48,972,-1678,564,-1800,-3,-13,-2,1,0,0,15022,826,-259,291,15022,1478,1473,1742,1744,0,0,0,0,0,0,0,-3,4,17,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14951,-209,-246,-105,-83,1012,-1190,869,-1495,21,-16,2,1,0,0,15067,813,-215003,-483,-293,101,-22,842,885,15,-2105,47,-10,0,1,0,0,14978,789,-346,287,14978,1492,1457,1744,1740,0,0,0,0,0,0,0,2,8,-17,-23,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15051,-509,-161,-77,-108,917,3814,-2487,-1922,48,-18,0,0,0,0,15067,748,-295,296,15067,1496,1462,1737,1744,0,0,0,0,0,0,0,-1,8,4,-25,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15103,-284,50,-46,-154,1012,3875,-1022,-457,35,0,2,1,0,0,15067,758,-312,296,15067,1464,1442,1750,1769,0,0,0,0,0,0,0,-3,6,14,-9,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15151,99,13,-19,68,1006,1983,-1998,-2899,6,-1,0,0,0,0,15022,734,-274,291,15022,1461,1411,1758,1778,0,0,0,0,0,0,0,-2,2,6,15,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15203,629,5,3,-66,944,-30,-350,-2349,-59,-7,0,0,0,0,14978,711,-317,287,14978,1493,1452,1740,1754,0,0,0,0,0,0,0,-3,0,12,31,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15251,937,-266,-25,146,970,-2471,-1815,-2593,-76,-17,0,-1,0,0,15022,715,-265,291,15022,1471,1449,1746,1764,0,0,0,0,0,0,0,0,-1,-5,44,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15303,980,-172,181,-20,1045,-5401,-1510,-2105,-120,-3,2,-6,0,0,15067,706,-232,296,15067,1471,1433,1756,1764,0,0,0,0,0,0,0,-1,-1,-1,40,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15351,767,229,-256,61,1112,-6378,625,-4913,-165,8,0,-20,1,0,15022,719,-182,291,15022,1480,1455,1736,1765,0,0,0,0,0,0,0,-6,0,30,24,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15403,595,648,-152,-27,1107,-10284,625,-3814,-166,46,2,-22,0,0,15067,703,-151,296,15067,1481,1457,1757,1741,0,0,0,0,0,0,0,-8,-2,42,30,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15451,183,450,44,98,892,-8331,-778,30,-135,48,2,-22,0,0,15112,674,-122,300,15112,1480,1454,1756,1748,0,0,0,0,0,0,0,-2,0,7,12,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15503,119,272,68,-28,728,-2105,320,213,-128,25,2,-22,0,0,15112,695,-116,300,15112,1448,1397,1773,1785,0,0,0,0,0,0,0,0,-1,-7,11,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15551,362,228,-63,-53,871,-1312,198,-3143,-40,26,-2,0,0,0,15067,681,-139,296,15067,1448,1407,1765,1780,0,0,0,0,0,0,0,0,-2,-9,18,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15603,458,206,-6,-175,745,4730,-2243,-2777,-40,23,2,1,0,0,15067,651,-196,296,15067,1492,1445,1743,1748,0,0,0,0,0,0,0,0,1,-1,-1,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15651,1058,98,8,167,974,1922,-7431,-946,-83,23,2,0,0,0,15112,651,-183,300,15112,1514,1431,1747,1748,0,0,0,0,0,0,0,-3,-5,10,42,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15703,1401,80,-95,139,1068,457,-9017,1800,-112,11,-2,0,0,0,15022,622,-208,291,15022,1468,1444,1736,1776,0,0,0,0,0,0,0,-7,-5,24,45,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15751,975,-488,181,-14,820,-4119,-11093,91,-101,-20,-56,0,0,0,15022,600,-233,291,15022,1453,1391,1758,1793,0,0,0,0,0,0,0,-1,0,-14,5,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15803,541,-1010,180,-63,912,-1129,-10177,2410,-50,-73,-121,0,0,0,14978,619,-191,287,14978,1440,1433,1734,1797,0,0,0,0,0,0,0,-1,3,-25,-13,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15851,836,-1178,4,-104,1134,-1068,-3524,5767,-67,-97,-142,0,0,0,15022,594,-240,291,15022,1491,1422,1736,1773,0,0,0,0,0,0,0,-3,-2,-17,20,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15903,781,-829,56,-188,1022,-518,2700,6744,-73,-71,-215,0,2,0,14889,605,-191,280,14889,1401,1391,1778,1794,0,0,0,0,0,0,0,-8,0,12,8,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15951,531,-474,-54,-199,17503,370,-204,25,147,1223,4364,-5844,-335,-3,18,2,2,4,0,15022,288,21,291,15022,1518,1465,1730,1737,0,0,0,0,0,0,0,1,-5,1,24,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551,445,-668,-128,30,1230,1617,-2670,640,-19,12,2,2,12,0,15067,303,37,296,15067,1528,1446,1738,1735,0,0,0,0,0,0,0,3,-2,-16,10,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17603,361,-310,-6,20,1064,457,-1693,-396,-21,118,2,2,33,0,15112,344,69,300,15112,1504,1473,1747,1728,0,0,0,0,0,0,0,-5,-1,32,3,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17651,108,-261,-125,-3,891,5767,-10299,-701,3,275,6,1,61,0,15067,249,-36,296,15067,1532,1449,1753,1728,0,0,0,0,0,0,0,-8,1,41,-16,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17703,250,-891,-109,42,1098,6134,-24459,1129,59,286,0,14,68,0,15067,300,27,296,15067,1507,1460,1727,1748,0,0,0,0,0,0,0,-7,1,18,-8,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17751,393,-1773,69,-156,986,-1251,-31661,-274,108,354,2,29,95,0,15022,274,71,291,15022,1493,1488,1719,1747,0,0,0,0,0,0,0,-8,0,1,-2,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17803,428,-2775,-210,72,1043,5767,-26657,213,316,375,2,68,119,0,15067,308,55,296,15067,1492,1483,1738,1736,0,0,0,0,0,0,0,-12,0,0,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17851,965,-3431,-150,81,1194,22186,-27755,1190,376,248,-2,85,104,0,15067,296,12,296,15067,1524,1426,1722,1765,0,0,0,0,0,0,0,-12,0,-22,15,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17903,1870,-3808,7,93,1080,16815,-24398,-1922,-84,-79,-2,11,48,0,15022,332,77,291,15022,1582,1375,1692,1775,0,0,0,0,0,0,0,-19,0,-3,32,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17951,2033,-4030,-198,12,955,-16998,3250,1556,-184,-310,0,1,12,0,15067,313,203,296,15067,1471,1483,1742,1746,0,0,0,0,0,0,0,-15,-2,-34,45,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18003,333,-2643,-95,3,1325,-16510,23880,-1373,-59,-256,-4,2,0,0,15067,313,115,296,15067,1461,1476,1768,1731,0,0,0,0,0,0,0,-20,8,8,-35,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18051,-2,-1316,-94,178,1104,823,7888,3448,24,-115,-4,2,0,0,15067,321,136,296,15067,1516,1432,1730,1759,0,0,0,0,0,0,0,-16,2,1,-3,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18103,42,-262,-80,90,786,396,6668,-1678,21,-47,2,4,0,0,15067,343,177,296,15067,1479,1445,1741,1759,0,0,0,0,0,0,0,-22,0,47,9,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18151,-113,-198,-9,-15,1164,-2777,7217,-946,22,-7,0,4,0,0,15067,360,207,296,15067,1512,1478,1731,1732,0,0,0,0,0,0,0,-11,1,-13,0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203,-49,337,8,-10,837,1983,7583,-274,23,-20,10,4,-6,0,15291,380,230,316,15291,1523,1460,1740,1744,0,0,0,0,0,0,0,-12,0,4,2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18251,-64,742,94,-30,713,3997,5325,213,21,-56,2,4,-22,0,15022,369,225,291,15022,1496,1451,1735,1754,0,0,0,0,0,0,0,-12,4,12,-15,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18303,236,754,-9,60,961,-640,1419,335,-27,-32,0,-2,-22,0,15067,390,218,296,15067,1489,1421,1748,1764,0,0,0,0,0,0,0,-9,0,-3,14,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18351,132,1072,92,-20,986,-2410,869,396,-66,-167,-2,-9,-52,0,15067,397,182,296,15067,1493,1467,1716,1767,0,0,0,0,0,0,0,-11,2,14,-5,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18403,-15,791,-225,-44,1029,-4241,16494,-762,81,-434,2,15,-96,0,14978,425,173,287,14978,1473,1469,1720,1768,0,0,0,0,0,0,0,-7,1,-6,-2,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
