c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32
8526,3700,217,-56,-125,959,22982,960,-3003,379,-25,2,142,-7,676,15157,1189,-78,304,15157,1546,1523,1682,1719,114,-634,136,-754,78,-956,153,139
8576,3855,441,-40,-228,1159,28170,2546,-1721,392,-10,2,148,-9,674,15067,1195,2,291,15022,1585,1466,1699,1711,85,-579,102,-692,-33,-1007,214,140
8626,4610,506,-21,-110,798,30307,1021,-2271,304,-10,0,143,-10,673,15022,1208,71,291,15022,1603,1428,1698,1726,28,-573,34,-693,-16,-917,163,139
8676,4994,680,28,-139,1058,15719,3645,-1416,-123,5,-16,65,-11,673,15022,1205,145,296,15067,1576,1452,1714,1718,76,-570,91,-687,-25,-469,204,140
8726,5163,1141,-15,181,888,-10220,410,-1721,-548,71,-20,-20,-5,673,15022,1207,148,291,15022,1541,1492,1696,1732,-32,-410,-39,-495,-58,-8,224,141
8776,2970,1366,-43,-133,831,-32437,-2579,-2820,-396,51,-18,-20,-13,674,15067,1201,138,291,15022,1489,1531,1704,1734,45,-225,54,-271,63,406,193,143
8826,1338,1203,-121,3,1024,-16690,776,-2026,-227,-2,-96,-20,-19,674,15067,1216,168,296,15067,1548,1408,1733,1744,1,-144,2,-175,-49,66,234,138
8876,728,1244,31,82,1261,-2529,3706,3466,-160,17,-173,-20,-18,674,15067,1236,226,296,15067,1493,1422,1749,1763,-16,-254,-20,-314,-58,-58,204,141
8926,430,1169,-38,35,1101,-11502,4866,7860,-36,35,-284,0,-12,619,12708,1241,266,76,12708,1364,1387,1709,1720,20,-110,25,-136,-46,140,234,137
8976,187,1373,-107,-41,1144,-7351,3706,14757,39,51,-400,12,-11,605,12140,1252,270,20,12140,1402,1345,1693,1692,3,-68,4,-86,-84,-50,234,135
9026,103,1493,132,-117,838,-1065,-4349,22265,255,80,-506,55,-13,604,12100,1272,254,15,12100,1419,1401,1657,1685,-37,-137,-48,-175,-57,-162,214,143
9076,354,1399,46,43,944,12301,4378,23668,254,89,-490,55,-7,604,12100,1299,252,15,12100,1477,1368,1697,1619,82,-161,106,-210,-49,-304,193,137
9126,847,1515,-12,87,1111,4611,-4227,25988,206,132,-527,54,0,604,12100,1291,207,15,12100,1420,1395,1652,1690,-75,-197,-97,-255,-8,-251,224,139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226,1093,589,-30,-32,708,460,6636,23851,-206,38,-230,-20,-1,604,12100,1325,163,15,12100,1578,1551,1548,1542,27,-48,36,-64,-49,124,214,135
9276,647,726,-99,63,1002,-18887,5842,9996,-164,45,-6,-20,-1,561,10438,1329,125,0,10625,1442,1470,1581,1557,-124,116,-166,155,-174,505,163,138
9326,-440,1290,44,96,744,-20535,2119,6762,-57,134,-4,-20,2,567,10663,1332,26,0,10663,1481,1443,1543,1568,-33,153,-43,204,0,421,183,131
9376,-1254,1125,-11,-62,1046,-7412,-4288,6640,1,94,-6,-20,-1,567,10663,1317,-61,0,10588,1485,1417,1548,1594,-25,105,-33,138,41,191,204,135
9426,-1130,585,167,51,776,-8694,-565,6029,-8,67,-2,-22,-1,565,10588,1318,-133,0,10588,1469,1442,1572,1573,70,70,93,92,41,206,244,129
9476,-1393,615,-20,6,887,-16140,4255,4931,-63,50,-4,-36,0,568,10700,1310,-202,0,10625,1433,1455,1574,1586,-39,0,-51,-1,-67,213,214,131
9526,-1848,852,29,7,679,-12417,-16,5297,-24,14,-2,-37,-13,565,10588,1275,-337,0,10588,1470,1444,1550,1595,33,92,42,118,76,178,204,130
9576,-1555,494,135,29,800,-2346,6880,2489,-29,-39,-2,-34,-19,566,10625,1286,-374,0,10588,1460,1420,1592,1569,77,155,100,200,-48,173,234,136
9626,-1534,691,-114,37,853,-3811,15303,2489,-42,-52,0,-36,-18,586,11389,1257,-416,0,11389,1458,1427,1598,1562,35,98,44,123,-164,126,214,136
9676,-1830,1175,63,-76,744,-7656,3523,4564,-25,14,2,-34,-19,637,13458,1243,-473,139,13374,1520,1517,1626,1664,44,38,54,47,114,70,255,133
9726,-1629,851,-89,69,958,-4544,-565,475,3,0,-2,-29,-13,637,13458,1222,-473,148,13458,1519,1504,1653,1655,65,56,79,69,87,38,234,128
9776,-1624,510,59,-172,1148,3451,4011,1085,22,14,0,-21,-6,638,13500,1198,-483,155,13543,1544,1487,1663,1646,-64,66,-76,79,-75,-84,234,134
9826,-1083,556,32,-44,913,4916,3157,841,-14,23,0,-21,-5,637,13458,1176,-423,148,13458,1535,1472,1653,1667,50,11,59,13,109,-126,244,131
9876,-366,690,48,89,1220,-149,-382,597,-64,44,2,-20,-4,660,14448,1153,-420,199,14013,1535,1503,1670,1673,138,32,159,36,162,38,244,130
9926,-149,914,-30,-121,1126,-5703,-1054,1085,-45,61,0,-9,-3,668,14800,1133,-427,271,14800,1523,1531,1686,1680,60,-128,68,-145,92,-109,255,138
9976,95,1212,-19,111,960,-759,105,719,20,95,-2,3,-2,670,14889,1086,-460,267,14756,1562,1502,1691,1692,44,50,48,55,137,-89,224,126
10026,303,1041,-87,194,1461,8944,-5509,414,109,82,0,23,-1,670,14889,1064,-456,280,14889,1535,1550,1679,1699,140,-104,149,-110,251,-241,234,139
10076,488,511,43,-193,972,9310,-3922,-745,163,44,0,44,-1,672,14978,1059,-387,284,14933,1546,1532,1686,1701,134,-227,142,-240,219,-455,234,138
10126,755,407,17,206,1252,15658,-2946,-806,270,87,2,62,9,671,14933,1016,-381,284,14933,1570,1508,1704,1685,306,-67,311,-68,315,-400,214,136
10176,1509,657,-3,-179,1037,19015,-3495,48,163,112,0,61,10,674,15067,1025,-319,284,14933,1536,1534,1695,1698,189,-266,194,-272,350,-467,204,140
10226,1568,99,127,67,1226,15170,-5326,-2271,228,143,-2,71,24,673,15022,1002,-271,291,15022,1562,1500,1710,1693,240,-293,240,-294,332,-554,193,142
10276,2094,53,-62,-80,983,20480,-9965,-1843,170,159,0,71,31,673,15022,980,-239,291,15022,1578,1500,1693,1700,204,-220,200,-215,376,-413,224,140
10326,2324,-577,-85,257,1226,10897,-9232,-2149,28,102,0,41,31,672,14978,982,-155,287,14978,1552,1500,1696,1718,230,-229,226,-225,329,-304,214,142
10376,2490,-769,-43,-72,837,2536,-5082,-2271,-82,-22,2,29,9,672,14978,990,-78,287,14978,1538,1510,1707,1708,202,-160,200,-159,159,-66,244,138
10426,1932,-461,-68,186,1160,-1309,-16,-1233,-20,-29,0,27,3,673,15022,979,-20,291,15022,1544,1514,1699,1705,220,-186,215,-183,173,-86,234,138
10476,1375,-578,54,-227,930,4122,349,-2026,29,-31,0,34,2,672,14978,994,67,287,14978,1538,1515,1701,1710,167,-141,166,-140,168,-142,244,135
10526,1380,128,-47,35,856,3024,-4777,-928,161,18,0,55,2,672,14978,989,103,287,14978,1554,1502,1694,1717,222,-64,220,-64,282,-149,234,133
10576,1643,33,-93,188,1343,11691,-8866,-1355,148,10,-4,55,2,672,14978,990,155,287,14978,1552,1496,1700,1713,216,-103,213,-102,217,-253,214,139
10626,1887,-95,63,-1,821,9616,-1359,-1477,184,0,-4,69,0,673,15022,1008,203,291,15022,1534,1508,1706,1713,194,-6,196,-6,169,-84,234,131
10676,2318,29,9,248,1164,7479,1204,-1416,174,2,-2,71,0,672,14978,1016,277,291,15022,1558,1518,1701,1695,176,17,179,18,51,-76,224,129
10726,2086,428,70,-145,1079,9677,1082,-1599,132,51,-2,65,1,672,14978,1049,365,287,14978,1564,1494,1708,1701,81,-31,85,-33,38,-86,234,133
10776,2345,277,100,-28,983,4489,2608,-1172,3,33,-2,42,0,642,13670,1048,345,211,14143,1562,1443,1698,1677,87,159,91,167,8,213,224,129
10826,2348,862,-30,-22,1080,-6130,5232,-806,-297,75,-4,-16,0,641,13628,1068,365,163,13628,1506,1482,1685,1664,123,157,131,168,50,472,224,137
10876,1732,936,25,-71,957,-20169,3767,-256,-254,88,-6,-16,0,641,13628,1087,393,163,13628,1492,1490,1683,1672,54,307,59,333,18,702,204,134
10926,666,852,11,130,1013,-16812,-260,658,-137,80,2,-16,0,641,13628,1136,464,163,13628,1510,1493,1658,1676,35,354,40,402,50,616,255,132
10976,-34,600,59,78,1093,-13150,-4533,170,-79,61,0,-16,0,639,13543,1154,495,155,13543,1518,1486,1668,1662,17,346,19,400,77,535,214,131
11026,-313,736,-161,-5,1027,-8633,349,353,-60,56,2,-16,1,638,13500,1180,470,152,13500,1520,1478,1677,1658,-13,420,-16,496,-17,568,173,134
11076,-637,826,-113,2,859,-4605,-1054,1390,-28,64,0,-16,0,639,13543,1202,494,155,13543,1516,1480,1655,1681,115,281,138,338,135,380,224,135
11126,-519,523,132,-80,1074,-7168,-3495,963,-44,64,2,-16,0,638,13500,1238,511,152,13500,1520,1493,1656,1664,-51,365,-63,452,19,487,183,135
11176,-473,579,101,-4,1014,-12112,-2824,292,-50,55,0,-16,0,638,13500,1268,540,148,13458,1500,1495,1668,1662,48,432,61,548,117,596,224,134
11226,-769,433,-121,95,904,-9732,-4777,1635,-8,33,2,-16,1,634,13332,1284,503,136,13332,1513,1494,1651,1669,69,351,89,451,124,449,234,133
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11376,-442,404,-159,37,773,-5459,227,963,-45,18,2,-17,0,570,10776,1332,377,0,10776,1449,1442,1578,1593,18,455,24,606,-25,495,244,129
11426,-605,565,-48,-84,752,-4971,-993,2001,-50,51,2,-18,1,568,10700,1361,347,0,10700,1464,1425,1588,1584,-114,413,-155,562,-123,447,224,136
11476,-296,607,-90,32,927,-4544,-1847,3588,-59,48,0,-17,0,569,10738,1362,220,0,10738,1460,1433,1573,1593,0,397,0,541,-35,394,214,129
11526,-94,230,-130,-9,971,-8023,-1420,4137,-79,7,4,-16,0,5597,11821,1386,78,0,11545,1477,1469,1615,1585,-93,354,-130,490,-102,468,224,135
11726,-660,-269,134,-2,810,-6375,44,3771,-35,-3,6,-18,0,618,12667,1380,-75,71,12667,1506,1502,1616,1610,-89,399,-124,551,-109,437,244,134
11776,-428,45,-160,40,1038,-1065,1387,3405,-45,-8,0,-17,0,637,13458,1381,-124,119,13164,1539,1513,1634,1626,-140,278,-193,384,-212,220,224,139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11926,53,855,-39,-4,1128,827,-4166,3954,-88,77,0,-16,0,637,13458,1350,-145,148,13458,1556,1509,1638,1638,-176,294,-238,397,-134,227,244,136
11976,264,515,-40,-148,1062,-454,-5143,3649,-79,51,0,-8,1,638,13500,1343,-103,152,13500,1539,1522,1630,1651,-149,201,-200,270,-134,134,244,139
12026,176,490,-11,105,1276,-2041,-3678,3649,159,-18,2,33,-12,637,13458,1332,-109,148,13458,1536,1540,1628,1644,-210,133,-279,178,-209,41,234,141
12076,365,438,-46,-148,1131,8883,-687,4198,156,-34,-2,39,-13,637,13458,1325,-100,148,13458,1555,1516,1628,1640,-156,90,-206,120,-254,-222,224,142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12276,1906,618,44,81,1062,7540,-8195,3405,99,59,0,51,0,637,13458,1290,-170,148,13458,1541,1523,1644,1631,-239,-1,-308,-1,-211,-143,204,135
12326,1900,505,51,35,886,8456,-260,2977,96,47,2,51,0,637,13458,1297,-160,148,13458,1545,1510,1644,1641,-406,27,-526,35,-394,-92,234,132
12376,1964,631,24,175,1121,4916,-3983,2855,94,53,0,50,-1,607,12220,1283,-119,27,12220,1509,1486,1611,1611,-288,-44,-370,-57,-297,-111,183,138
12426,2293,634,-72,106,1031,5526,166,3344,101,-41,0,58,-18,605,12140,1283,-117,20,12140,1511,1475,1617,1608,-351,39,-450,50,-424,-42,234,137
12476,1988,806,121,-130,821,4367,4133,3099,-51,-33,-2,27,-23,605,12140,1274,-128,20,12140,1546,1446,1620,1594,-353,108,-450,138,-472,91,224,140
12526,2028,799,53,0,1029,-1614,5903,2733,-118,-173,0,12,-49,604,12100,1282,-128,15,12100,1493,1502,1572,1641,-379,0,-486,0,-442,163,244,136
12576,1709,796,-60,-47,857,-7778,8894,1696,-115,-310,0,9,-74,605,12140,1273,-174,11,12060,1514,1469,1615,1602,-380,45,-484,58,-647,184,214,139
12626,872,992,-10,13,867,-3079,22993,2672,-112,-296,2,-6,-74,602,12020,1255,-230,7,12020,1513,1454,1638,1587,-493,96,-619,121,-890,184,234,139
12676,255,1686,-87,123,862,-2957,21712,2062,-51,-246,0,-8,-75,602,12020,1231,-248,7,12020,1498,1470,1607,1619,-421,212,-518,261,-690,286,244,141
12726,296,2280,-3,281,911,-4605,14265,1390,-36,-121,0,-7,-63,602,12020,1243,-265,7,12020,1512,1460,1618,1603,-533,96,-662,119,-683,131,224,139
12776,129,2564,176,158,1043,-3994,8101,1268,-46,4,-2,-9,-47,602,12020,1215,-293,7,12020,1498,1467,1626,1602,-488,-15,-593,-19,-469,83,255,138
12826,62,2046,53,40,913,-3811,105,2001,25,-42,2,5,-46,602,12020,1210,-343,7,12020,1482,1491,1596,1629,-400,106,-484,128,-319,174,255,133
12876,-287,1184,-72,-56,1114,1376,3279,1146,83,-192,-2,12,-57,605,12140,1180,-356,7,12020,1509,1453,1621,1608,-393,98,-464,115,-470,8,255,138
12926,-305,1158,-67,-7,803,8334,10847,2855,99,-196,2,13,-57,602,12020,1172,-401,7,12020,1526,1438,1635,1593,-378,151,-443,177,-575,-33,255,139
12976,570,1695,-45,65,903,10287,11519,2123,30,-155,-2,13,-59,604,12100,1134,-486,4,11980,1507,1443,1615,1620,-363,23,-412,26,-428,-53,255,138
13026,985,2010,40,75,634,1681,6941,1207,-85,-79,6,-2,-52,631,13206,1122,-534,123,13206,1522,1471,1626,1619,-421,74,-472,83,-390,104,255,136
13076,1152,1981,53,168,884,-6863,1326,-256,-124,-44,4,-7,-45,630,13164,1080,-580,123,13206,1528,1499,1643,1640,-402,-117,-434,-126,-271,38,244,143
13126,651,1951,-1,-54,1127,-4421,-1237,-745,-106,-49,0,-8,-44,631,13206,1059,-596,123,13206,1537,1494,1633,1650,-374,37,-396,39,-244,135,255,141
13176,596,1957,-90,11,847,-1492,1814,-440,-94,-29,-2,-8,-38,633,13290,1016,-607,136,13332,1542,1489,1649,1641,-336,64,-342,65,-222,137,255,139
13226,459,1726,-134,-85,740,-1614,-77,-317,-102,-56,0,-9,-38,634,13332,1002,-578,136,13332,1539,1500,1626,1665,-264,210,-264,210,-120,266,255,142
13276,389,1260,113,10,1156,-3018,-1237,48,-80,-100,0,-9,-44,636,13416,958,-576,148,13458,1537,1492,1645,1659,-187,110,-179,105,-125,143,255,140
13326,314,1247,-122,-129,1024,827,4011,231,-82,-150,0,-8,-49,638,13500,926,-588,152,13500,1543,1479,1652,1652,-123,-13,-114,-12,-120,-25,255,141
13376,591,1310,103,115,1088,-1797,2730,719,-81,-126,-2,-7,-50,636,13416,914,-571,148,13458,1537,1501,1642,1654,-116,214,-106,196,-115,222,255,142
13426,258,1498,48,168,1302,-2529,2241,292,-49,-83,-2,-7,-43,636,13416,871,-541,143,13416,1541,1485,1658,1647,-36,172,-32,150,-50,176,255,137
13476,-258,1502,21,-109,863,-820,-382,353,-32,-72,0,-8,-41,638,13500,858,-531,152,13500,1550,1496,1639,1653,-25,139,-22,119,42,119,255,135
13526,9,1192,104,45,891,-210,-3190,-195,-30,-68,0,-6,-37,638,13500,831,-485,152,13500,1543,1500,1641,1658,55,122,46,102,126,107,255,132
13576,-179,690,-90,-56,1087,-576,1082,475,7,-125,-10,0,-35,638,13500,794,-504,155,13543,1536,1509,1645,1653,107,111,84,88,108,117,244,134
13626,-201,603,-133,-28,826,94,1814,170,73,-137,-2,11,-34,638,13500,772,-469,152,13500,1546,1496,1639,1660,195,160,150,123,232,103,255,135
13676,136,759,-35,31,1202,7907,-199,-12,46,-102,0,10,-33,638,13500,762,-425,152,13500,1564,1486,1632,1657,227,123,173,94,303,16,255,132
13726,617,1231,-188,-110,1072,3817,-687,-256,-11,-103,0,10,-39,639,13543,759,-425,155,13543,1509,1528,1627,1669,262,143,199,109,364,186,244,140
13776,716,929,182,69,1157,94,-565,-440,85,-100,0,28,-39,639,13543,734,-381,155,13543,1530,1499,1635,1675,352,281,258,206,406,212,255,133
13826,622,1026,27,108,1342,10043,1753,-928,229,-141,0,54,-46,639,13543,708,-372,155,13543,1532,1497,1662,1652,437,226,309,160,378,33,255,137
13876,695,761,-14,-90,957,12301,4805,-745,261,-169,4,65,-46,639,13543,682,-382,163,13628,1543,1490,1654,1660,489,258,333,176,405,8,214,135
13926,1453,799,54,6,946,13583,3096,-317,166,-42,4,57,-23,640,13585,658,-432,159,13585,1571,1447,1660,1654,567,231,373,152,541,38,234,133
13976,1899,990,-98,4,895,8517,1021,109,-35,38,2,25,-7,639,13543,644,-383,159,13585,1552,1488,1649,1655,634,185,408,119,753,292,214,131
14026,1774,943,-79,-64,913,-8816,-8927,-501,-165,72,0,0,-1,639,13543,618,-391,155,13543,1511,1536,1620,1675,726,355,449,219,1000,679,204,137
14076,1364,819,-43,136,895,-13638,-8073,-562,-115,68,2,0,0,640,13585,589,-440,155,13543,1538,1506,1642,1656,850,476,500,280,981,687,163,136
14126,438,362,-7,-22,943,-8450,-5875,780,-59,27,-2,-2,-1,639,13543,587,-396,155,13543,1533,1506,1641,1662,982,514,576,302,1085,669,153,135
14176,-196,-89,69,0,897,-8267,-6730,1024,-3,-4,-2,-3,-1,639,13543,550,-379,159,13585,1538,1511,1631,1667,1020,528,561,290,1088,629,153,135
14226,-250,-364,87,194,1132,-8145,-4411,1146,-47,-29,0,-16,-1,640,13585,541,-367,159,13585,1549,1505,1643,1647,1176,631,636,341,1169,728,0,139
14276,-501,132,-95,-105,822,-5032,3035,719,-61,-8,0,-18,-1,640,13585,523,-350,155,13543,1529,1513,1652,1648,1098,605,574,316,1085,729,0,136
14326,-636,363,-97,21,743,-3872,-1054,1146,-32,16,0,-18,0,639,13543,517,-332,155,13543,1563,1493,1631,1659,1135,453,587,234,1163,446,142,137
14376,-170,461,9,-33,1125,-2774,-1725,-317,-72,36,0,-19,0,639,13543,494,-277,136,13332,1551,1507,1627,1641,1210,432,597,213,1257,553,112,137
14426,-277,461,-157,-59,903,-11685,-5509,597,-165,22,0,-35,0,639,13543,489,-271,155,13543,1531,1529,1612,1679,1210,432,591,211,1257,553,0,138
14476,-1390,-341,161,8,1290,-16201,-7767,1268,-64,-21,2,-36,-1,640,13585,448,-352,159,13585,1537,1513,1627,1670,1210,432,542,193,1257,553,0,140
14526,-1486,-537,23,-13,1171,-3628,1997,1085,-51,-50,0,-36,0,640,13585,427,-346,159,13585,1543,1503,1662,1639,1210,432,516,184,1257,553,0,138
14576,-1232,40,6,42,805,-1492,8040,1390,-32,-6,-2,-29,-1,638,13500,412,-287,159,13585,1535,1504,1644,1663,1210,432,498,178,1257,553,0,134
14626,-1392,497,-20,82,1283,-3994,-3007,1818,-17,37,2,-29,-1,640,13585,396,-311,159,13585,1558,1514,1622,1660,1210,432,479,171,1257,553,0,138
14676,-937,769,-167,-62,879,-1431,-13444,2611,-71,48,2,-29,-1,640,13585,397,-301,163,13628,1540,1505,1625,1679,1594,343,633,136,1756,292,0,139
14726,-970,-50,-51,157,882,-6985,-10514,1452,-104,-9,-2,-41,0,639,13543,353,-548,155,13543,1540,1530,1619,1661,1398,54,493,19,1545,139,0,137
14776,-1439,-463,113,-225,860,-9548,-5570,1024,-188,-28,2,-57,0,640,13585,377,-270,159,13585,1546,1530,1625,1650,1398,54,527,20,1545,139,0,139
14826,-1807,-310,116,-17,895,-7595,2791,658,-154,-15,4,-62,0,640,13585,339,-247,159,13585,1576,1490,1639,1643,1398,54,473,18,1545,139,0,136
14876,-1735,13,24,-207,970,-8389,4805,1574,-219,71,-2,-69,13,639,13543,333,-204,155,13543,1521,1544,1649,1632,1787,435,595,145,1652,583,0,138
14926,-2223,568,72,-131,807,-17605,-138,2367,-133,161,2,-61,20,639,13543,303,-222,155,13543,1552,1505,1639,1649,1406,71,426,21,1394,131,112,140
14976,-2340,699,-85,39,1020,-3140,-382,2245,32,214,4,-35,32,639,13543,302,-161,163,13628,1567,1517,1655,1616,1406,71,424,21,1394,131,0,135
15026,-2198,1071,39,-237,1112,7174,-2457,963,55,260,4,-24,32,640,13585,270,-55,1640,1406,71,379,19,1394,131,0,136,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15176,-755,934,-67,137,1210,12301,-12284,-195,377,376,2,58,58,639,13543,236,-113,159,13585,1549,1474,1649,1668,1352,-873,319,-206,1614,-1355,112,145
15226,204,309,60,121,1239,27377,-22782,1085,604,520,4,120,95,639,13543,250,-165,155,13543,1566,1476,1651,1651,1352,-873,338,-218,1614,-1355,0,142
15276,1500,-334,-173,-109,894,46481,-33402,-1294,457,502,2,116,107,639,13543,206,-221,159,13585,1594,1466,1619,1664,1352,-873,278,-179,1614,-1355,0,148
15326,3360,-1545,11,289,1147,32931,-40299,-989,250,383,4,101,100,671,14933,238,-44,284,14933,1555,1533,1632,1702,1352,-873,321,-207,1614,-1355,0,145
15376,4157,-2577,-44,-108,936,8456,-25468,-379,75,164,4,90,77,673,15022,250,10,284,14933,1543,1555,1684,1687,1352,-873,339,-219,1614,-1355,0,141
15426,3315,-2874,110,49,1526,14132,-3190,-806,35,-9,0,64,47,673,15022,213,-20,291,15022,1614,1467,1693,1692,1352,-873,288,-185,1614,-1355,0,140
15476,3423,-2415,50,-51,1132,15353,3157,-1538,-58,-2,2,48,41,672,14978,254,82,291,15022,1571,1542,1693,1673,1352,-873,343,-221,1614,-1355,0,140
15526,3667,-1626,-171,152,1154,-7229,10298,-1416,-152,-108,0,32,11,673,15022,277,188,291,15022,1567,1540,1665,1702,1352,-873,374,-241,1614,-1355,0,147
15576,2421,-1018,-66,-58,797,-515,6270,-1233,-188,-98,0,6,0,672,14978,304,282,287,14978,1621,1497,1680,1674,1352,-873,411,-265,1614,-1355,0,140
15626,2433,-187,31,53,1151,-7290,17683,-1477,-305,-150,-2,-18,-25,673,15022,290,396,291,15022,1545,1543,1698,1690,1352,-873,392,-253,1614,-1355,0,146
15676,1502,968,85,-68,950,-18276,22749,-684,-236,-120,2,-17,-41,672,14978,320,417,287,14978,1574,1508,1717,1669,1352,-873,432,-279,1614,-1355,0,144
15726,188,1739,9,-186,927,-12783,23054,1390,-133,-60,2,-18,-41,673,15022,341,521,291,15022,1561,1559,1700,1660,1352,-873,461,-297,1614,-1355,0,143
15776,-130,2535,52,89,1048,-18093,14082,-1721,-71,46,2,-16,-35,670,14889,347,476,287,14978,1552,1540,1704,1676,1352,-873,469,-302,1614,-1355,0,143
15826,-1107,2890,-159,-185,1059,-8694,5537,-867,-10,148,-2,-17,-18,672,14978,371,524,287,14978,1568,1533,1705,1667,1352,-873,501,-323,1614,-1355,0,147
15876,-940,2462,-15,120,1029,-6130,-260,-1965,9,165,2,-16,-10,670,14889,398,491,284,14933,1575,1527,1687,1680,1352,-873,538,-347,1614,-1355,0,142
15926,-1102,2284,39,-186,936,-7412,-2579,-2393,-19,191,0,-18,-3,671,14933,432,621,284,14933,1539,1541,1707,1679,504,-235,218,-101,559,-52,122,142
15976,-951,1892,196,-9,931,-13088,1265,-2149,-12,178,0,-18,-2,670,14889,470,596,284,14933,1557,1522,1704,1682,504,-235,237,-110,559,-52,0,138
16026,-1348,1667,-61,-43,1015,-2957,-7279,-1660,20,142,-2,-18,0,672,14978,498,679,287,14978,1561,1519,1694,1694,265,254,132,126,392,280,122,140
16076,-1037,754,4,-17,1006,-11013,-6547,-2149,-4,70,0,-18,0,670,14889,538,682,284,14933,1527,1552,1697,1689,323,-50,174,-27,392,144,122,136
16126,-1219,792,60,-51,1208,-7656,1265,-2393,223,68,2,24,-1,671,14933,572,673,284,14933,1530,1559,1702,1672,323,-50,185,-28,392,144,0,134
16176,-1677,787,-37,-213,917,6930,-1969,-928,558,66,2,85,0,672,14978,593,635,284,14933,1535,1552,1688,1693,248,-204,147,-121,290,-418,0,136
16226,-524,173,-47,96,1090,26095,-5997,-1904,705,17,2,127,0,671,14933,623,692,284,14933,1558,1526,1698,1688,182,-439,113,-273,266,-922,0,137
16276,1078,12,-46,233,1143,36837,-2396,-3064,610,-8,0,134,-1,672,14978,651,704,280,14889,1574,1525,1694,1673,178,-225,116,-146,197,-800,0,138
16326,2197,143,136,-190,889,31649,593,-1782,477,24,2,136,0,637,13458,709,753,148,13458,1522,1503,1661,1681,64,-500,46,-354,92,-961,142,135
16376,3676,-180,-12,246,1175,27682,-6913,-745,379,-73,0,134,-11,602,12020,730,706,7,12020,1506,1436,1615,1630,112,-513,82,-374,153,-892,183,140
16426,4205,-46,-217,43,885,25790,44,-806,-141,-87,2,43,-11,601,11980,773,688,4,11980,1537,1392,1649,1598,85,-387,65,-299,33,-630,183,133
16476,4581,-47,-50,84,698,4794,1753,-562,-362,-19,2,6,-1,604,12100,784,617,7,12020,1488,1437,1628,1630,100,-407,78,-319,93,-119,193,132
16526,3911,-326,0,132,1104,-22915,-5204,-501,-433,-30,0,-17,0,604,12100,831,622,15,12100,1450,1483,1609,1643,-33,-140,-28,-116,66,401,214,138
16576,2018,-632,16,-143,800,-24441,-11246,963,-299,-49,4,-18,0,602,12020,867,567,7,12020,1488,1473,1600,1631,27,77,23,67,71,403,234,132
16626,958,-1184,5,145,866,-15286,-3617,719,-172,-106,0,-19,0,600,11940,875,525,0,11940,1487,1471,1607,1623,-28,-49,-24,-43,-25,226,244,135
16676,128,-917,63,-122,832,-15469,1448,414,-130,-81,2,-19,-1,602,12020,927,480,4,11980,1483,1487,1615,1606,-96,124,-89,115,-137,381,214,136
16726,-456,-706,115,-38,794,-16018,-932,1146,-69,-51,2,-19,0,601,11980,930,406,4,11980,1484,1485,1588,1632,-133,152,-123,142,-84,396,234,137
16776,-749,-904,-4,-57,810,-5947,-321,475,-44,-87,0,-20,-1,601,11980,936,271,4,11980,1488,1481,1606,1615,-210,161,-197,151,-230,247,214,136
16826,-1094,-774,71,16,945,-4788,5964,48,208,-70,0,22,-1,600,11940,933,177,0,11940,1467,1488,1615,1618,-204,154,-190,143,-303,218,255,134
16876,-991,-416,25,5,709,8578,2669,841,260,-76,2,33,-8,603,12060,937,140,0,11940,1497,1456,1607,1623,-154,244,-144,228,-250,-35,234,132
16926,98,39,47,137,912,17123,4683,1940,390,-83,2,75,-18,602,12020,934,55,7,12020,1487,1477,1601,1625,-253,124,-237,116,-315,-166,214,133
16976,979,58,149,-62,989,17794,5354,780,322,-83,2,81,-20,602,12020,965,61,7,12020,1505,1472,1609,1609,-203,36,-196,35,-279,-212,244,132
17026,1924,563,30,81,1073,16757,6209,719,321,-103,0,95,-30,603,12060,950,18,11,12060,1493,1492,1598,1613,-321,31,-305,30,-380,-149,255,135
17076,2098,535,-18,155,1018,16818,5415,780,310,-151,2,94,-39,600,11940,947,-26,11,12060,1499,1484,1607,1611,-358,188,-339,178,-476,-25,224,139
17126,2311,923,-205,-93,977,18161,8833,1696,392,-225,-2,120,-56,603,12060,956,-48,11,12060,1517,1446,1634,1593,-266,153,-254,146,-496,-154,193,143
17176,3130,1332,31,-19,894,24752,15303,2855,305,-170,0,115,-57,602,12020,947,-97,7,12020,1537,1430,1620,1602,-348,308,-329,292,-533,36,244,139
17226,4209,1912,-32,-13,883,15109,12495,2062,80,-198,2,90,-71,605,12140,954,-123,20,12140,1512,1491,1614,1594,-351,302,-335,288,-477,326,214,141
17276,4055,2132,-92,84,809,-1309,15425,658,-50,-104,6,60,-55,604,12100,931,-199,15,12100,1495,1486,1628,1594,-251,511,-234,476,-448,730,234,140
