2326,-231,140,29,-134,976,-1404,372,-3121,5,15,0,0,0,0,0,124,-39,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,18,-237,43,118,968,304,-1458,2371,14,-19,-2,0,0,0,0,52,-53,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,3876,27,-197,90,-6,1044,304,-665,-4830,-2,-5,0,0,0,0,0,125,-45,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,105,
3926,58,13,-87,-56,986,304,67,4812,-10,-4,-2,0,0,0,0,78,20,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,57,30,89,-3,1051,-183,-238,-2450,-2,11,0,0,0,0,0,130,33,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,-28,-166,11,-45,1009,-794,-360,1760,4,-13,-2,1,0,0,0,131,109,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,13,106,-24,9,1073,609,1776,2676,3,9,-2,0,0,0,0,59,-27,-1600,0,1150,1150,1150,1163,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,36,-30,53,-29,1021,-549,921,-3732,-6,5,-43,0,0,0,0,57,-118,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,-22,-15,-54,0,1096,-610,982,3286,5,-6,-81,0,0,0,0,51,-53,-1600,0,1150,1150,1154,1194,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,-138,-25,29,13,1003,-366,-726,-2633,13,1,-6,0,0,0,0,107,-4,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,-96,-36,-2,4,938,-61,-543,-314,12,-3,-6,0,0,0,0,106,42,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,-69,35,40,-71,1033,-305,555,112,2,6,-6,0,0,0,0,63,3,-1600,0,1150,1150,1150,1158,0,0,0,0,0,0,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,-186,-42,66,-15,1002,-183,-604,-4769,18,6,-6,0,0,0,0,77,25,-1600,0,1158,1150,1150,1150,0,0,0,0,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,-76,-111,-22,45,935,731,860,4690,15,-9,-8,0,0,0,0,137,39,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,-111,-137,14,18,1006,-305,67,-4769,15,-10,-4,0,0,0,0,144,31,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,-197,-149,-27,-29,1048,853,616,3775,15,-16,-4,0,0,0,0,59,-35,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,-162,64,6,-22,1045,60,921,1150,15,5,-6,0,0,0,0,76,-50,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,-57,-23,-16,15,935,-610,-970,-314,6,0,-4,0,0,0,0,42,-57,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,-6,151,-29,15,1028,426,1654,4568,2,16,-6,0,1,0,0,76,13,-1600,0,1150,1150,1150,1167,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,41,84,56,-22,994,-1465,-665,-4464,-3,17,-6,0,0,0,0,95,32,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,98,125,-71,35,1046,1342,128,4141,-1,4,-2,0,0,0,0,76,0,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,70,111,41,21,957,792,-604,-3610,-3,18,-2,0,0,0,0,61,-59,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,-18,66,-12,19,949,-244,-909,-619,7,5,-2,0,0,0,0,51,12,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,3,260,-40,16,978,1281,128,1882,5,18,-4,0,0,0,0,97,6,-1600,0,1150,1150,1150,1151,0,0,0,0,0,0,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,-99,12,15,-54,899,-1587,-848,-4098,8,10,-2,1,1,0,0,66,-30,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,32,178,-53,74,1012,-366,67,2737,4,13,-2,0,0,0,0,82,49,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
