time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,
101000,-67,-109,-6,0,994,-97,-28,84,-70,-868,240,-80,-39,0,161,668,161000
150000,-48,-121,-15,11,989,24,-89,-98,-414,-937,240,-119,-39,0,170,563,125000
201000,-17,-120,13,3,1002,24,93,23,-361,-933,480,-80,-39,0,120,206,120000
250000,4,-122,-1,-4,994,24,-89,84,-492,-1178,359,-80,-80,0,114,261,118000
301000,22,-125,-4,5,1010,-36,-28,-98,-595,-1194,359,-80,-80,0,155,153,155000
350000,48,-125,-12,12,1002,-36,32,267,-747,-1197,240,-80,-80,0,103,-5,94000
401000,73,-121,-18,2,1002,24,-89,-159,-1124,-1172,240,-119,-80,0,73,-125,73000
450000,76,-118,-54,9,1000,24,-28,267,-1140,-1153,480,-119,-80,0,121,86,95000
501000,72,-122,-33,6,1002,24,32,-220,-888,-1411,359,-80,-119,0,155,183,155000
550000,69,-130,-1,-1,989,85,-89,23,-868,-1454,480,-80,-119,75,135,146,101000
601000,61,-134,18,-5,993,24,32,-98,-825,-1248,359,-80,-80,88,138,84,138000
650000,54,-140,7,-4,996,24,32,-37,-782,-1284,359,-80,-80,900,31,-152,-1
801000,22,-143,2,10,999,-97,32,145,-594,-1301,1000,17,-131,0,5,995,85
950000,18,-122,3,0,991,24,-28,-37,-574,-1406,359,-80,-119,115,145,55,58000
1001000,18,-115,-1,-7,1008,-97,32,84,-803,-1137,359,-119,-80,152,121,-89,121000
1050000,-5,-115,-24,-89,1232,695,-1371,5394,-431,-1137,359,-80,-80,153,128,-115,151000
1101000,-60,-57,-65,-174,834,-10229,5037,-5958,-110,-799,240,-80,-80,151,95,-318,95000
1150000,-84,-85,23,-41,966,-8825,2534,4234,24,-961,359,-80,-80,153,71,-190,114000
1201000,-71,-66,21,57,994,1306,-150,-3089,-48,-1084,359,-80,-119,153,109,-39,109000
1250000,-66,-30,21,-53,1037,-158,398,999,-79,-873,359,-80,-119,164,111,-26,85000
1301000,-88,-47,8,30,977,-402,-211,450,47,-743,480,-80,-80,174,108,-31,108000
1350000,-50,14,-46,-8,1032,756,93,-1685,-168,-382,480,-80,-80,178,161,240,129000
1401000,-49,38,-17,39,1029,-769,642,3135,56,-472,480,-39,-119,193,159,161,159000
1450000,-44,25,117,-54,1181,-2539,764,-1990,-208,-314,359,-80,-80,238,79,-234,126000
1501000,-56,65,-69,-61,1128,3442,-2836,450,-369,147,240,-119,-39,265,141,94,141000
1550000,17,68,-137,-7,872,-1379,2534,694,-567,-64,240,-80,-80,287,182,220,106000
1601000,-10,69,-213,-30,363,-3881,3206,6492,-405,-291,240,-80,-119,287,151,-148,151000
1650000,14,115,-142,160,720,2709,-578,5577,-783,437,240,-119,-39,287,151,80,287
1901000,21,59,128,-61,401,634,-1432,-37,-589,-116,240,-80,-80,286,137,-90,137000
1950000,77,27,-35,34,839,756,3145,-2296,-916,-303,359,-80,-80,287,126,-121,130000
2001000,170,-100,250,133,1256,2282,5037,-5592,-1454,-816,240,-80,-39,286,141,23,141000
2050000,246,-52,13,-7,867,-341,-2409,3868,-2132,-768,359,-119,-80,287,85,-229,173000
2101000,259,-140,-116,34,922,-3027,-1005,84,-1973,-1515,240,-80,-119,286,171,134,171000
2150000,232,-195,43,-102,1029,1733,459,-892,-2051,-1833,240,-119,-119,287,132,-1,180000
2201000,146,-127,-6,-61,956,-1379,-4423,2586,-1550,-1205,359,-119,-80,287,167,79,167000
2250000,99,-192,-177,-35,853,1550,2656,-2662,-1506,-653,359,-160,79,295,160,36,175000
2301000,61,-51,86,84,905,-1745,581,1121,-1053,-69,7680,-119,39,294,107,-355,107000
2350000,69,26,-147,-77,1237,1062,-2592,-831,-867,1082,5039,-80,160,302,122,-289,95000
2401000,17,-39,-38,-69,634,-952,-28,2830,-569,-693,240,-80,-80,308,112,-378,112000
2450000,-47,181,89,36,1080,2038,3816,-3822,-189,357,359,-80,-119,309,155,16,88000
2501000,-77,20,12,-5,875,24,-5765,572,-12,-578,599,-80,-119,309,131,-72,131000
2550000,-50,121,-140,-103,1056,-585,6074,1243,-170,239,599,-80,-80,311,124,-189,143000
2601000,0,86,95,-9,1368,1306,-6681,389,-469,38,480,-80,-80,322,125,-19,125000
,,,,,,,,,,,,,,,,,
2850000,-10,181,270,-39,918,1794,-2531,999,-404,588,359,-80,-80,326,100,-49,193000
2901000,-57,57,76,-70,965,-1135,3206,1060,-132,-131,480,-80,-80,324,145,152,145000
2950000,-58,198,-181,-23,1562,-1745,-944,3258,-357,691,1799,-119,-80,325,106,-242,130000
3001000,-19,11,-85,-54,1041,6372,-2836,-2113,-352,-395,3000,-80,-80,0,,,
3101000,55,47,-134,46,1099,6066,-12418,2586,-787,-191,2879,-80,-80,327,110,-146,110000
3150000,15,-13,38,93,265,4,359,-119,-119,384,120,-69,120000,,,,
3250000,64,-168,-77,32,723,-4187,947,1488,-1070,-1679,359,-119,-119,384,84,-217,130000
3301000,111,275,37,16,1371,4846,6318,694,-1111,673,359,-80,-160,384,91,-18,91000
3350000,85,220,87,106,1292,7409,-9855,755,-961,352,359,-80,-160,383,103,-183,68000
3401000,160,168,-108,-43,1052,6738,-3019,-2296,-1397,50,359,-80,-160,385,94,-81,94000
3450000,202,230,-82,-77,1307,-463,-8146,2037,-1639,409,359,-80,-160,399,119,86,102000
3501000,243,-28,45,-53,1545,11193,-2897,-1380,-1881,-861,240,-80,-119,405,152,255,152000
3550000,170,243,270,180,1463,14611,-8451,1304,-1686,949,240,-119,-80,407,69,-392,129000
3601000,176,-125,-109,152,1220,15283,-10526,-4676,-1490,-1428,240,-80,-119,420,127,-8,127000
3650000,98,145,-30,-336,909,-2111,14314,2708,-1270,379,480,-119,-80,429,164,65,104000
3701000,129,-300,-18,-54,1150,146,-12785,877,-1451,-2213,359,-119,-80,434,129,-53,129000
3750000,89,-139,0,-216,1470,1550197,156,-71,-26,445,-6018,4243,816,-1612,-487,480,-80
4001000,179,411,-48,46,1154,1000,-2714,-159,-1741,1227,240,-119,-199,435,154,349,126000
4050000,175,163,136,24,1297,5090,-4118,-709,-1720,-444,240,-119,-240,435,131,-58,99000
4101000,175,476,258,-78,605,2160,-14127,511,-1484,1374,359,-80,-240,436,182,188,182000
4150000,166,349,-152,185,1419,2343,9187,-37,-1433,866,240,-80,-199,445,115,-72,98008
4301000,69,323,283,-164,1262,3015,-10038,2281,-871,1183,359,-80,-119,449,189,276,189000
4350000,-6,-88,-419,-22,1451,268,14924,-1319,-424,-1209,240,-80,-119,450,100,99,86000
4401000,-57,-43,426,-126,482,-2905,-11930,2403,-128,-717,240,-80,-80,456,131,-74,131000
4450000,-143,-139,-503,66,813,-3576,3511,-2296,136,-1278,240,-119,-80,478,195,391,132000
4501000,-125,72,-197,-131,532,-4797,6990,-465,262,-276,240,-80,-119,490,104,-129,104000
4550000,-143,29,321,277,974,-1806,-6010,1365,371,-525,359,-80,-119,492,98,-207,106000
4601000,-81,-28,-563,-194,1123,3259,1619,-465,8,-1097,359,-80,-160,494,131,3,131000
4650000,-42,131,478,48,1077,-3576,-5827,1182,-219,-167,359,-80,-160,503,91,-34,59000
,,,,,,,,,,,,,,,,,
4901000,124,302,-73,-271,984,-708,12056,1060,-1188,827,359,-80,-160,525,110,-634,110000
4950000,170,138,-281,-9,802,3015,-13944,-37,-1453,-126,240,-80,-160,526,207,-124,142000
5001000,310,33,-114,190,1168,634,14924,938,-2272,-735,240,-80,-160,526,125,-254,125000
5050000,306,50,344,-43,1844,-3393,-14310,5943,-2478,-404,240,-119,-119,527,95,-205,135000
5101000,531,-84,-375,53,1258,-3454,13582,4295,-3787,-1419,240,-119,-160,528,168,180,168000
5150000,504,-37,-765,-146,745,-1623,-3080,23,-3395,-917,240,-80,-119,539,154,245,120000
5201000,560,-224,-414,-215,542,207,6807,5211,-3723,-2233,240,-80,-160,541,149,147,149000
5250000,312,75,-57,113,1751,1245,-11442,8507,-2513,-489,240,-119,-160,541,117,-281,61000
5301000,317,-83,347,-19,-143,5395,5769,2769,-2311,-1412,359,-80,-160,545,95,-765,95000
5350000,85,121,963,139,716,1428,-3568,2830,-960,-221,240,-80,-160,555,42,-913,112000
5401000,59,-127,904,354,1926,2893,10408,2281,-1041,-1440,240,-119,-119,563,130,86,130000
5450000,-58,-10,416,396,1926,-3820,11445,2159,-123,-760,359,-80,-119,565,178,411,108000
5501000,0,22,-730,-555,-389,2526,-2531,9239,-464,-798,119,-80,-160,566,140,-336,140000
5550000,-218,502,-331,-387,814,-1623,8211,8507,807,1989,240,-80,-160,566,119,-173,167000
5601000,-4,714,182,-13,1908,11254,7295,7957,-673,3223,240,-119,-160,568,122,13,122000
5650000,274,893,737,455,1926,3747,19075,9422,-2291,4265,240,-119,-160,578,88,-157,98000
5701000,48,1252,111,-142,-845,-10473,4609,9361,-747,6351,240,-80,-160,581,135,-705,135000
5750000,24,1597,735,384,261,3198,10225,5577,-608,8353,359,-80,-160,581,110,-333,103000
5801000,64,1657,668,236,465,2770,9370,8629,-838,8704,240,-80,-160,581,115,-158,115000
5850000,131,1654,-338,33,273,3381,1069,11925,-1229,8688,240,-80,-160,581,110,-103,132000
5901000,448,1365,-89,-341,-77,18823,-8451,8446,-3071,7238,359,-80,-119,581,170,-17,170000
5950000,483,1467,267,176,1558,3076,7905,10277,-3273,8066,359,-80,-80,580,152,-459,134000
6001000,499,1607,612,327,1926,5822,14314,4844,-3367,8876,240,-80,-80,580,160,-48,160000
6050000,927,1378,-251,-254,1043,13757,-4606,9849,-5856,7782,359,-80,-39,580,129,-74,117000
6101000,1038,944,134,124,1063,2770,-10953,10521,-6502,6187,240,-80,120,580,84,-253,84000
6150000,1003,827,-316,263,1349,-1379,4854,9605,-6296,8761,240,-80,680,581,125,274,143000
6201000,1022,972,153,197,646,-3210,2168,7286,-6407,8445,359,-80,480,581,98,-518,98000
6250000,880,1222,-349,-449,-1086,756,-6376,8629,-5583,6642,480,-80,-80,581,131,-397,107000
6301000,861,1413,-888,-236,357,7226,4426,9056,-5470,7752,3119,-80,-80,583,159,-190,159000
6350000,728,1621,-280,-201,1023,2038,-3446,7652,-4697,8958,6960,-80,-80,584,161,-106,140000
6401000,756,1413,376,-114,1306,11376,-15531,2220,-5092,7520,8040,-119,-119,584,137,126,137000
6450000,744,1295,68,156,1821,-402,1802,4356,-5258,6832,8280,-160,-119,584,124,-16501000,275
6550000,182,1513,421,370,1926,-4187,14192,-1441,-19196,8332,13080,-3120,-80,584,203,275,150000
6601000,21,1721,-721,-30,1296,-18530,-1493,-2784,-23842,9310,14400,-4080,-119,583,165,-216,165000
6650000,-647,1499,877,78,1926,-20483,-6556750000,-1427,784,-306,-325,-833,-15539,-22550,-3944,-17974,4097
6801000,-1898,832,257,206,625,-18225,9614,-3883,-15004,4371,13439,-4479,-80,584,133,-77,133000
6850000,-2190,804,454,289,998,-20300,-1737,-8643,-5635,3977,11999,-3159,-119,585,120,45,193000
6901000,-2365,424,455,7,1187,-742168,724,58,-25,1165,-3393,2046,-2906,12837,3515,8280,-160
7001000,-2053,934,-454,-108,1429,268,4487,-3089,10775,5200,7799,-199,-39,611,174,114,174000
7050000,-1538,964,-461,194,1926,3137,1985,-1868,7545,5375,7799,-240,-39,613,199,203,140000
7101000,-1125,421,123,-82,1444,3137,-32865,-2479,5149,1985,77201000,-379,473,-254,198,798,-5346
7250000,-291,-23,198,153,1809,2893,-12113,389,533,-1065,7440,-199,-160,604,173,85,232000
7301000,59,-133,168,-399,-711,7836,-10770,-1380,-1042,-1706,7440,-119,-160,605,175,-283,175000
7350000,-95,-451,-517,-465,-1279,-8764,-7108,-380,-160,607,212,41,212000,,,,
7450000,-437,-426,-237,-419,-501,-1806,-15531,-831,2078,-3640,6840,-80,-199,607,264,140,248000
7501000,-625,16,-130,-204,-73,-4797,6196,1854,2706,-2231,6840,-160,-399,607,269,-27,269000
7550000,-621,-36,660,206,1255,268,-16691,-953,2915,-7887,6960,-119,-1319,607,291,131,289000
7601000,-724,264,817,25,1206,-1440,20479,-1075,3513,-8926,6719,-119,-1799,607,270,284,270000
7650000,-779,766,263,-146,32,2526,-13212,999,4068,-9962,6360,-80,-2480,607,266,0,244000
7701000,-812,619,-301,102,777,-5834,9004,511,4255,-14765,6000,-80,-3159,606,225,-105,225000
7750000,-836,1383,519,134,861,-1379,12178,-1563,4167,-10328,4920,-119,-3159,606,279,9,326000
7801000,-697,1486,647,520,929,-3149,18403,1243,3588,-9497,3840,-80,-3120,606,302,238,302000
7850000,-555,1777,390,-88,1178,3137,13704,84,2530,-3152,3240,-119,-2320,607,307,165,296000
7901000,-422,2080,-223,107,1418,-463,8943,3624,1989,5120,2879,-80,-1200,608,345,397,345000
7950000,-382,2101,-643,-100,1287,-1806,6135,-1014,1756,11051,2760,-80,-199,606,365,141,376000
8001000,-339,1930,-446,50,1348,-3515,9004,5455,1506,10061,2640,-80,-199,606,362,162,362000
8050000,-256,1992,239,365,1803,-1806,17244,7042,1028,10652,2760,-80,-160,606,335,62,393000
8101000,-112,1684,201,-53,1757,1733,-5277,3197,189,8864,2879,-80,-160,607,391,332,391000
8150000,-158,1597,-505,-239,1221,-3149,14131,1304,456,7890,2760,-80,-240,607,370,317,415000
8201000,-277,1397,-505,-459,591,2526,-29020,2159,916,6959,3359,-119,-199,606,413,253,413000
8250000,-247,791,-115,-37,1380,-4797,5891,4417,976,3205,5760,-80,-237,1590,27,106,1915
8450000,-272,2279,515,326,1926,1245,-1005,-12000,883,12319,20640,-119,-160,607,476,-117,425000
8501000,-551,2412,-383,-109,339,-2416,-2592,-8948,2738,12859,20880,-80,-199,607,467,82,467000
8550000,-587,2659,-82,59,595,-524,8272,-13282,2947,14297,24360,-80,-199,607,432,71,508000
8601000,-506,1873,746,84,1926,5273,-20292,-16334,2246,9728,26640,-119,-199,607,470,453,470000
8650000,-536,1367,314,-89,524,4113,1314,-16456,2653,6786,26640,-80,-199,607,490,-70,491000
8701000,-605,1513,718,332,1549,1794,7844,-17860,3052,7636,28200,-80,-199,609,519,374,519000
8750000,-381,647,-299,156,553,8630,-12113,-21583,1751,2367,28080,-80,-240,608,500,249,499000
8801000,-131,231,-253,-299,-768,7714,-5033,-21033,300,-5859,14400,-80,-1239,607,523,11,523000
8850000,-81,476,-226,-290,-530,4724,-6193,-11390,2100,-14203,1799,280,-2920,605,479,-238,501000
8901000,113,213,264,-206,1439,9973,7417,-6202,6315,-24335,240,1199,-4400,605,552,485,527000
8950000,308,814,89,336,1926,10522,25972,-2174,5647,-28513,240,1280,-5720,605,512,84,495000
9001000,553,1035,148,101,-546,5578,5281,572,4220,-27227,359,1280,-5720,605,545,-428,545000
9050000,698,1524,-48,97,1205,10705,35432,-1075,-4522,-19040,359,-80,-4800,604,572,-257,560000
9101000,884,2370,-593,-3,1926,9484,16817,-98,-5840,-11101,240,-119,-4279,604,536,-24,536000
9150000,851,2413,-870,48,649,939,12910,2952,-5647,-7829,240,-119,-3760,605,510,139,538000
9201000,750,3109,-662,-468,-633,8996,6929,3197,-5289,-2153,240,-160,-3480,605,539,-458,539000
9250000,628,2801,-377,-207,1281,1367,337,23,-4115,-2081,359,-80,-3159,605,512,-554,512000
9301000,323,2717,-149,-103,1278,4113,18892,1121,-2577,-2572,240,-119,-3159,605,518,-107,518000
9350000,325,2724,-458,-299,804,8813,-6010,3624,-2590,-2531,359,-119,-3159,606,549,19,523000
9401000,223,2400,254,27,395,-1013,10713,7835,-1761,-4646,240,-80,-3200,605,558,-35,558000
9450000,106,2233,108,49,649,2526,4854,3380,-1084,-5620,2160,-80,-3200,607,515,-282,520000
9501000,132,2177,573,197,1310,1977,19380,1976,-1467,-5476,6719,-119,-3120,606,529,187,529000
9550000,34,2476,-219,38,349,1611,8150,511,-668,-3972,7079,-80,-3159,608,505,-95,548000
9601000,-94,2121,-810,-428,138,1245,-12479,3685,-149,-6037,6600,-119,-3159,608,535,-215,535000
9650000,-228,2623,-36,-110,1588,-4980,21089,4051,630,-2655,5639,-119,-3079,614,545,96,511000
9701000,-225,2527,-286,-265,771,8264,-18522,1121,615,-3445,2519,-119,-3120,627,513,-65,513000
9750000,-203,2238,-387,-353,261,1611,9797,7347,718,-5357,2400,-80,-3159,628,518,-293,536000
9801000,-365,2915,455,100,1926,-97,7051,4967,1657,-2120,2400,-80,-3279,628,501,-83,502000
9850000,-192,2853,458,-86,1926,7409,520,1488,654,-2713,2400,-80,-3320,628,559,-393,504000
9901000,-329,3473,314,28,1926,-2661,18220,7042,1450,1357,2279,-80,-3240,628,514,-129,514000
9950000,-352,3236,294,-206,639,10522,-13761,816,1352,2304,2400,-119,-2840,630,476,-469,498000
10001000,-199,3024,-177,35,1534,1855,17732,3868,696,7583,1920,-80,-1720,630,555,74,555000
10050000,-260,3216,722,285,1926,3564,-3507,4173,1046,17532,839,-80,-199,632,525,-291,508000
10101000,-146,1853,-195,62,-44,6433,-16691,10765,388,15889,1320,-80,880,636,474,-440,474000
10150000,-83,1870,354,-64,1242,756,9614,4722,22,25518,1439,-80,2520,643,463,-529,487000
10201000,-93,1036,267,215,1926,634,-30424,7591,78,20205,1320,-80,2439,645,536,0,536000
10250000,-25,714,91,67,709,3076,-7169,6859,-547,11127,1320,-119,1199,645,486,-472,487000
10301000,-178,1057,-36,-351,-63,-3576,-24259,2769,569,8005,1320,-80,320,644,505,-243,494000
10350000,-269,506,-236,-77,916,-891,-25968,6187,1099,2713,1320,-80,-39,644,534,-162,530000
10401000,-345,619,472,-153,1337,-4919,-9733,5150,1309,3135,1320,-119,-80,646,548,70,548000
10450000,-480,84,-742,-364,-471,-2355,-31644,3135,2328,24,1439,-80,-80,646,505,-28,536000
10501000,-569,355,163,277,1926,-5346,15108,6737,2843,1598,1439,-80,-80,644,522,-44,522000
10550000,-640,414,-591,50,-436,-5651,-16569,8507,2560,1476,1439,-199,-160,645,518,6,525000
10601000,-707,323,-617,75,-481,-7177,-1981,3929,2949,-1376,1439,-199,-559,645,543,-318,543000
10650000,-763,1020,132,316,1337,-11328,4609,4539,3272,-2904,1439,-199,-1519,644,535,155,508000
10701000,-720,712,-279,67,1525,-6323,-20597,7713,3026,-7718,1560,-199,-2040,645,569,60,569000
10750000,-787,1060,608,-68,1926,-6994,13887,206,3415,-5925,1799,-199,-2079,644,543,31,548000
10801000,-576,1121,758,-33,1926,939,-19987,1549,2886,-3011,1799,-80,-1640,645,561,184,561000
10850000,-443,733,-386,-254,179,4357,-4850,3990,1878,-4338,480,-119,-1480,644,567,-452,578000
10901000,-487,1724,211,291,844,-5346,3938,6065,2138,1887,359,-119,-1399,644,596,50,596000
10950000,-411,1388,-58,-22,858,1916,-27128,8079,1927,-297,359,-80,-1440,643,598,150,611000
11001000,-386,1561,-251,-238,51,-4431,5647,7835,1550,474,359,-119,-1480,643,622,-79,638000
11050000,-348,1519,345,-96,1743,2282,-22550,1549,1562,-234,240,-80,-1560,640,635,23,632000
11101000,-172,824,-750,-162,401,3564,-9183,5394,304,-6137,359,-119,-1879,637,667,260,667000
11150000,-157,1161,608,364,1926,-2478,13399,5760,450,-10223,240,-80,-2920,630,679,310,677000
11201000,-113,942,-76,157,1926,2893,-6254,5577,193,-19398,359,-80,-4279,623,684,352,684000
11250000,14,1598,-54,133,1367,6494,16939,6859,-551,-21865,240,-80,-5360,614,732,145,732000
11301000,9,2471,795,-16,1909,6433,7722,3258,-521,-17719,359,-80,-5520,613,743,542,743000
11350000,18,2699,-112,-381,-988,10888,-455,4783,-806,-13603,240,-119,-5039,613,772,302,782000
11401000,-64,3422,-112,114,1822,5761,14192,5333,-89,-5451,240,-80,-4359,613,795,691,795000
11450000,-200,3499,697,177,1926,1550,3450,1060,468,1043,240,-119,-3320,613,777,-121,829000
11501000,-401,3323,313,-156,1622,5761,6318,3624,1871,6996,240,-80,-2120,612,829,429,829000
11550000,-328,3479,-161,-262,1391,7958,-4057,5028,1214,15576,240,-119,-800,612,838,197,856000
11601000,-340,2725,106,266,1926,-4736,-6620,6370,1512,13052,359,-80,-479,613,851,256,851000
11650000,-183,2513,884,200,1926,4296,2962,1610,602,9028,240,-80,-959,612,881,310,857000
11701000,7,1763,564,40,1823,5273,-18766,3502,-743,1881,359,-119,-1440,613,859,-19,859000
11750000,153,1213,71,-113,1233,5273,-9183,3624,-1356,-10384,359,-80,-2999,613,891,176,907000
11801000,278,1332,628,183,871,-219,10103,3990,-3946,-15270,240,-399,-3960,612,914,169,914000
11850000,187,1656,653,174,1111,-2294,20906,755,-9229,-17577,240,-1399,-4680,612,929,-239,931000
11901000,-82,2445,458,-92,99,-2600,23713,5760,-11845,-14382,240,-2120,-4920,612,931,22,931000
11950000,-277,3209,361,-128,253,-9008,17183,4722,-10474,-12266,240,-2079,-5319,612,915,-278,918000
12001000,-664,3726,-564,11,1921,-15295,24995,5211,-8228,-11354,240,-2079,-5679,613,935,132,935000
12050000,-733,4550,-388,219,1926,-13342,35615,6553,-8291,-7728,359,-2159,-5880,613,934,175,940000
12101000,-980,4519,-158,70,1273,-17248,4915,8751,-8481,-6981,240,-2439,-5720,613,929,-136,932000
12150000,-1351,4780,-364,-111,867,-14196,31770,5394,-7259,4771,359,-2600,-3960,613,931,-124,927000
12201000,-1441,5092,280,-180,1872,-10534,9248,6553,1637,12626,240,-1160,-2920,613,939,211,939000
12250000,-1339,4361,-15,-13,1633,-9008,3755,10521,7319,21863,240,-80,-599,614,938,-436,942000
12301000,-1104,4631,603,128,1717,-1623,19807,7591,5956,26224,240,-80,-119,613,941,-63,941000
12350000,-759,3584,610,331,1926,1672,-11198,2464,3719,20605,240,-119,-39,615,938,-333,942000
12401000,-592,2423,-228,225,1926,-585,9309,6187,2978,13622,240,-80,-80,614,931,-179,931000
12450000,-223,2770,-406,107,1262,6555,5403,6309,603,15641,240,-119,-80,615,942,-389,932000
12501000,110,1866,-487,-46,1667,-4614,-16569,6126,-1338,10150,240,-119,-119,614,942,-264,942000
12550000,-4,1973,-32,348,1926,-8215,25728,7347,-5319,10774,359,-920,-119,614,944,-114,934000
12601000,134,1972,-100,-40,990,2282,-16996,3929,-8223,11001,240,-1280,-80,614,932,-222,932000
12650000,137,1399,-146,62,1576,-4492,-150,7591,-9868,7440,359,-1560,-119,614,919,-174,908000
12701000,21,1749,-872,-199,493,-2172,-12907,5699,-8493,9473,480,-1440,-119,615,922,-342,922000
12750000,234,1144,-564,-98,1579,878,-17301,3563,-9733,5957,359,-1440,-119,614,907,-118,905000
12801000,468,724,573,-43,186,2038,-6803,3319,-14114,3745,959,-1959,-80,614,891,-421,891000
12850000,455,623,-162,-366,-466,-4980,-13029,4051,-39847,3393,1080,-6399,-39,615,916,-586,897000
12901000,185,666,15,-295,16,-4187,-12174,1671,-49671,3639,1320,-8360,-39,615,885,-417,885000
12950000,-554,459,143,-96,1926,-23413,-12785,-3760,-45373,2204,1439,-8360,-80,615,892,-541,870000
13001000,-1541,291,372,226,810,-23779,-24503,633,-24287,996,1199,-5720,-119,614,863,-671,863000
13050000,-1674,-114,75,102,404,-9863,-24808,-1441,-12355,-1365,1320,-3800,-119,614,881,-471,838000
13101000,-1856,286,507,-17,1432,-17370,5708,-1868,9164,735,1320,-279,-160,615,844,-200,844000
13150000,-1947,233,-157,-389,1405,3991,-30546,-3883,10624,424,1199,-119,-160,615,827,-479,864000
13201000,-1204,-17,-641,-582,1013,11376,-11747,-953,6301,-798,839,-119,-119,614,785,-203,785000
13250000,-783,464,-358,23,1718,1306,-12785,-4188,4091,1537,839,-80,-199,614,794,-142,806000
13301000,-547,289,134,-169,-1113,2343,-17545,-4676,2718,986,1920,-80,-119,615,781,-828,781000
13350000,-284,434,80,40,740,6494,6685,-6690,1188,2059,2160,-80,-80,615,754,-768,767000
13401000,33,573,-138,174,1926,10522,-12785,-3699,-660,1940,6239,-80,-240,615,739,-425,739000
13450000,257,502,-388,177,1131,4968,-3385,-4798,-1962,826,6360,-80,-360,615,730,-188,709000
13501000,329,826,-278,44,873,5212,-5521,-6263,-2614,1784,6840,-119,-520,615,691,-314,691000
13550000,206,587,233,321,1926,-4919,3633,-3760,-1895,856,7079,-119,-440,626,675,-238,690000
13601000,131,1033,947,454,1926,1916,13765,-6080,-1231,2751,3719,-80,-559,643,630,-870,630000
13650000,223,1226,269,52,438,6494,7783,-3211,-1763,2942,2279,-80,-720,649,636,-538,639000
13701000,439,1532,-519,31,1310,10400,23652,1243,-3020,2865,2519,-80,-1039,650,602,-389,602000
13750000,460,2339,106,367,1926,1916,22554,-709,-3139,580,2400,-80,-2239,650,592,-412,600000
13801000,452,2000,-212,84,1926,8813,-4545,-1807,-3096,-10458,2400,-80,-3800,649,587,-523,587000
13850000,550,2693,465,44,1926,7226,36287,-2540,-3900,-15498,2400,-119,-5360,649,579,-130,562000
13901000,501,3164,1021,-12,1389,4785,7905,-4920,-3382,-12759,839,-80,-5360,650,526,-369,526000
13950000,341,2940,-211,-371,-409,10217,20234,-526,-2216,-11507,359,-39,-4920,650,523,-556,495000
14001000,301,4250,-32,309,1926,6982,38484,999,-1987,2853,359,-39,-3760,650,480,-269,480000
14050000,382,3809,-319,118,1367,11315,-3812,2708,13355,10518,240,2679,-2000,649,476,-322,487000
14101000,340,3745,162,149,851,7104,19380,2769,14992,13863,240,2920,-1360,649,443,-735,443000
14150000,471,3673,699,88,1558,17846,1314,-709,14231,13216,240,2920,-1399,649,450,-449,433000
14201000,709,2879,221,-156,160,16687,-2653,2708,9362,8602,240,2320,-1399,648,404,-469,404000
14250000,757,2688,186,-348,259,11193,5586,-1563,-1843,8185,240,439,-1280,648,381,-742,404000
14301000,447,1791,-270,-207,1077,10400,-11198,3441,-975,5067,359,280,-920,649,434,-186,434000
14350000,237,1715,52,-215,1926,9362,3145,3502,6989,5784,240,1440,-720,650,433,-442,415000
14401000,-41,1296,-699,-437,136,8447,-22855,1549,16749,558,359,2839,-1200,649,451,-203,451000
14450000,123,1336,209,-102,1339,18762,13276,4356,24158,5213,359,4279,-440,649,368,-444,382000
14501000,429,1888,-51,-267,1469,14550,-14738,4783,22383,9583,240,4279,-240,649,387,-73,387000
14550000,634,1321,166,-147,1629,16198,-13578,4906,20958,6516,240,4240,-199,649,381,-58,311000
14601000,834,1660,-685,-163,240,11804,2534,8201,20959,8489,240,4440,-199,650,342,-312,342000
14650000,832,1182,-111,-36,1105,7531,-21696,9056,23757,5946,240,4920,-160,650,430,134,441000
14701000,848,933,-116,-357,1014,11560,-2836,5455,21344,4266,359,4519,5000,,,,
14801000,573,407,-407,-435,-1073,10217,-13395,6187,19687,1441,240,3959,-160,650,416,65,416000
14850000,671,455,-213,-52,1761,8630,-11930,7530,3072,1948,240,1199,-119,650,418,-6,414000
14901000,451,609,444,-128,1926,3869,-14860,5760,-2623,2847,359,0,-119,649,420,188,420000
14950000,186,877,337,-23,1207,3503,-10343,4478,-1547,4405,240,-80,-119,648,427,-75,412000
15001000,-323,1632,41,-382,622,-3576,-2714,7042,1413,9023,240,-80,-80,649,426,117,426000
15050000,-597,1783,520,0,367,5395,-17118,6431,3006,9436,240,-80,-160,649,397,-289,420000
15101000,-763,2026,75,154,1033,-5712,6196,7835,3972,7593,240,-80,-720,649,449,-58,449000
15150000,-1007,2423,223,18,1620,-3820,-8573,8385,5393,8739,359,-80,-920,650,445,265,467000
15201000,-1122,2063,447,183,1926,-3881,-2958,6614,5829,5719,240,-119,-1080,648,475,12,475000
15250000,-1470,2358,463,33,1926,-8459,8455,4967,7852,5574,359,-119,-1399,648,500,283,538000
15301000,-1556,2016,172,353,1926,-6384,-7658,4234,8349,-836,240,-119,-2159,648,546,418,546000
