time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,
35001000,291,-490,86,-34,512,2587,947,-4737,-2390,-3317,359,-119,-80,339,150,48,150000
35050000,263,-533,148,66,1265,-2966,-639,3135,-1995,-3801,240,-80,-119,352,104,21,117000
35101000,256,-613,-83,72,316,695,6563,-2357,-1956,-4030,240,-80,-80,352,86,-119,86000
35150000,251,-611,172,50,1238,-6506,9187,-159,-1924,-4483,240,-80,-160,353,134,159,180000
35201000,186,-722,58,-80,1327,451,-6315,-2418,-1319,-4666,240,-39,-80,351,99,72,99000
35250000,143,-538,-46,-126,908,1489,13215,-1868,-1529,-3593,240,-119,-80,352,58,-173,65000
35301000,39,-497,58,51,826,4663,-7413,2220,-694,-3359,240,-80,-80,352,118,96,118000
35350000,-37,-537,-38,18,644,-2111,-1798,3135,-247,-3592,240,-80,-80,352,189,388,82000
35401000,-149,-553,-26,-38,975,-1379,-394,-220,635,-3681,240,-39,-80,352,120,124,120000
35450000,-239,-528,113,101,538,-891,-13944,3868,928,-3536,240,-80,-80,352,111,118,99000
35501000,-335,-529,-125,-66,1037,-4370,10591,-4981,1255,-3544,359,-119,-80,354,105,-7,105000
35550000,-375,-457,50,-148,1352,24,6074,572,1947,-3354,240,-39,-119,364,192,227,92000
35601000,-439,-441,-50,38,642,-7849,703,-4920,2087,-3032,240,-80,-80,372,127,-179,127000
35650000,-347,-427,-116,-23,1189,-1501,7051,2525,1554,-2949,240,-80,-80,377,108,-221,89000
35701000,-323,-474,115,66,1752,3198,1985,-4981,1183,-3225,119,-119,-80,378,108,-134,108000
35750000,-252,-542,139,57,967,4968,-10282,3197,772,-3620,119,-119,-80,380,105,1,81000
35801000,-199,-481,-29,24,1260,-3332,7478,-3577,459,-3261,359,-119,-80,398,85,54,85000
35850000,-59,-648,-201,-71,1478,1245,2534,389,-118,-4466,240,-80,-119,419,53,-303,96000
35901000,5,-642,137,26,1759,1733,-455,-4310,-495,-4433,240,-80,-119,438,139,123,139000
35950000,83,-570,20,132,1168,-11511,7173,3990,-947,-3781,240,-80,-80,442,104,92,139000
36001000,188,-541,-90,137,523,4418,93,-2784,-1559,-3847,240,-80,-119,441,106,-186,106000
36050000,206,-470,462,241,948,4418,-14616,2952,-1663,-3199,359,-80,-80,445,137,174,138000
36101000,189,-545,675,136,1311,4235,-8390,-1990,-1569,-3637,240,-80,-80,450,79,-66,79000
36150000,238,-499,-388,-392,582,5883,-2409,-1380,-1850,-3371,240,-80,-80,451,127,95,151000
36201000,227,-706,370,151,1120,-3942,4060,-2357,-2018,-4342,240,-119,-39,450,136,163,136000
36250000,248,-537,0,-197,157,-7849,-1676,2220,-1909,-3587,359,-80,-80,452,49,46,63000
36301000,322,-933,-177,-365,964,-4187,-7902,-1807,-2340,-5890,240,-80,-80,451,97,-156,97000
36350000,361,-706,-137,-176,1171,4846,1924,2342,-2563,-4569,240,-80,-80,456,95,-173,116000
36401000,327,-876,251,92,679,-5224,10286,-2662,-2369,-5792,240,-80,-119,458,84,-208,84000
36450000,300,-811,35,-55,155,-3820,-12601,3563,-2208,-5179,119,-80,-80,461,124,141,64000
36501000,308,-887,-417,-385,855,-4431,154,1121,-2257,-5623,240,-80,-80,469,142,-4,142000
36550000,339,-1043,541,100,1231,7287,-14738,-1502,-2672,-6532,359,-119,-80,471,129,-195,185000
36601000,298,-795,-381,-397,146,-8337,6685,-2479,-1969,-5322,240,-39,-119,487,84,-600,84000
36650000,330,-1111,389,390,913,-463,-12723,-1014,-2387,-7160,240,-80,-119,496,107,-238,136000
36701000,382,-916,-365,-223,927,-1562,5830,6065,-2691,-5789,240,-80,-80,496,81,-398,81000
36750000,375,-1141,208,228,445,7348,-8390,-5042,-2647,-7098,359,-80,-80,501,125,-32,74000
36801000,330,-943,303,-77,912,4846,8394,816,-2384,-6182,359,-80,-119,505,121,44,121000
36850000,231,-1111,-237,38,1680,1794,3206,-648,-1809,-7160,240,-80,-119,509,122,-167,67000
36901000,90,-735,-408,223,241,-3393,13093,4417,-988,-4743,240,-80,-80,510,82,-557,82000
36950000,-20,-922,296,149,1083,1977,-23466,-770,-111,-6061,359,-39,-119,521,122,-204,79000
37001000,22,-1040,-384,-20,1612,2099,15474,2769,-595,-6515,240,-80,-80,525,74,38,74000
37050000,-11,-730,-389,50,1548,3808,-9183,1060,-400,-4711,359,-80,-80,536,82,-131,100000
37101000,1,-1118,3,-7,-163,1184,-2592,4173,-239,-6967,119,-39,-80,541,98,-428,98000
37150000,73,-611,401,-23,956,4663,-3446,2342,-1121,-4019,119,-119,-80,549,79,-763,145000
37201000,101,-649,-255,199,1926,-3088,11873,5150,-1055,-4474,359,-80,-119,550,118,-228,118000
37250000,41,-528,-650,-31,1280,-9069,7722,4906,-708,-3535,240,-80,-80,550,152,72,118000
37301000,-98,-710,-943,-331,1739,1672,1314,5150,109,-5058,240,-80,-160,551,167,69,167000
37350000,-355,-294,-1039,-264,1469,-4492,14985,5638,1602,-2407,240,-80,-119,551,68,72,97000
37401000,-489,-36,110,260,713,9240,-9489,5821,2148,-676,359,-119,-80,551,99,177,99000
37450000,-573,281,353,73,-208,-3210,18953,5333,2871,1405,359,-80,-39,552,81,210,82000
37501000,-467,1199,-354,239,1435,12170,6380,7713,2250,6741,240,-80,-39,560,139,619,139000
37550000,-573,1474,-529,5,-266,-14196,2168,6798,3101,8105,240,-39,-80,569,155,837,106000
37601000,-340,1718,25,174,1740,25231,-9977,5943,1745,9754,240,-39,-39,569,111,739,111000
37650000,-306,2196,31,105,86,-15539,11384,11802,1081,12067,240,-119,-119,569,97,571,168000
37701000,-810,2936,-75,113,1011,-891,20234,9300,4015,16372,359,-119,-119,569,157,757,157000
37750000,-40,3040,276,62,1926,9729,6074,7347,-1627,17443,359,-319,-39,569,165,538,70000
37801000,-165,2789,-248,97,279,-16455,5586,7225,-3919,18075,359,-839,320,569,140,-75,140000
37850000,5,2898,434,-214,-822,19372,-7963,10643,-4684,19869,359,-800,520,569,83,-139,196000
37901000,402,2848,-261,-108,30,2526,9920,5943,-6987,18419,359,-800,320,569,61,-68,61000
37950000,134,2886,-263,2,1926,-6201,-944,10887,-5665,16313,480,-839,-80,569,168,259,91000
38001000,-297,2563,81,73,1038,-8215,5342,8751,-2922,14438,359,-800,-80,569,104,-233,104000
38050000,-459,2365,-401,1,1926,-1684,-822,10765,-1981,13751,359,-800,0,570,95,-496,145000
38101000,-912,2237,508,-84,1926,-11694,-15592,7164,422,14630,359,-839,280,576,142,128,142000
38150000,-1094,2285,-233,60,1241,-1196,-2958,1732,1245,19794,480,-880,1119,584,102,283,126000
38201000,-971,2421,186,-58,-325,-4125,6990,3319,-631,26167,240,-1080,2079,585,107,-170,107000
38250000,-1359,1909,-721,-179,954,-19628,-18278,9056,-6280,24120,240,-2439,2239,584,122,-240,133000
38301000,-1396,1047,-146,-58,1785,-4003,-19315,10887,-6761,18414,119,-2560,2119,583,182,118,182000
38350000,-1269,869,398,176,1926,-5285,-9000,8812,-7736,11566,119,-2600,1119,582,142,-178,133000
38401000,-1657,824,-315,-647,471,-18103,-11625,7957,-5012,7582,240,-2519,480,583,108,-536,82000
38450000,-719,664,271,-304,-917,33227,-28776,15770,-10700,3629,359,-2560,-39,584,63,-676,47000
38501000,-625,842,224,277,1926,-7666,2107,20103,-9152,4432,240,-2200,-80,582,59,-54,59000
38550000,-1093,588,-920,-234,804,1367,-13883,12047,-2245,2955,359,-1480,-80,581,81,49,87000
38601000,-939,17,134,184,1242,-769,-7963,16746,-1048,-598,359,-1119,-119,581,128,150,128000
38650000,-1049,-322,127,-51,1658,-6628,-3202,14671,1449,-2572,359,-800,-119,583,99,281,96000
38701000,-1053,-58,-348,-263,-393,6738,-13395,11741,4961,-1038,480,-199,-119,584,128,61,128000
38750000,-814,133,207,319,1520,695,12910,10826,3574,80,359,-199,-119,583,107,91,161000
38801000,-805,691,346,-196,1641,1855,2595,16441,3520,3551,359,-199,-80,590,175,405,175000
38850000,-744,1308,-297,188,1249,21386,28352,13511,3162,4117,480,-199,-599,592,130,-171,171000
38901000,-688,1908,-209,22,1926,-2966,1130,10765,516,2491,359,-599,-1480,593,178,-119,178000
38950000,-1237,1706,-70,-289,179,85,-1554,15526,3010,151,2760,-720,-1679,593,99,-232,167000
39001000,-1211,2121,-228,179,566,-1684,24873,11497,1460,1405,8639,-959,-1879,592,151,-122,151000
39050000,-1419,2226,259,-227,780,-6018,6318,755,2668,2710,11759,-959,-1760,593,83,-147,136000
39101000,-1431,1895,-160,163,257,-1623,9553,2464,2508,321,11519,-1000,-1840,594,158,227,158000
39150000,-1508,1766,149,1,1136,-6750,8760,267,3418,39,13320,-920,-1760,595,146,289,131000
39201000,-1432,1586,-288,-179,942,-1257,15840,-1807,2744,155,13920,-959,-1560,595,78,-31,78000
39250000,-1221,1518,-359,-210,331,3747,-6254,-281,1750,1618,15359,-920,-1239,599,179,505,95000
39301000,-1124,1311,517,106,1926,85,6624,-3822,1186,878,19800,-920,-1160,599,145,380,145000
39350000,-1213,929,-980,-320,977,-2111,-7719,-7423,1706,2378,21960,-920,-520,597,117,279,153000
39401000,-1243,560,-85,302,1632,-7543,-3080,-8216,1880,1,21840,-920,-559,598,148,400,148000
39450000,-1086,115,112,-156,1510,2465,-19010,-10780,966,-488,24120,-920,-199,598,156,321,60000
39501000,-836,-164,-304,-39,677,3625,-16813,-12244,-487,-1885,26640,-920,-160,597,101,62,101000
39550000,-719,-171,744,271,1926,-585,4609,-17066,-932,-1464,27359,-880,-80,599,112,204,72000
39601000,-602,307,271,-227,-235,3808,-333,-15052,-1615,1089,27480,-880,-119,599,85,-322,85000
39650000,-764,726,200,177,1089,-6323,17488,-17615,-906,3759,31200,-920,-80,599,56,-400,99000
39701000,-1026,1313,162,-54,1530,-2905,5647,-27137,851,6935,32040,-880,-119,600,193,444,193000
39750000,-1358,1604,-253,-398,633,-891,-1188,-28541,2780,8862,33000,-880,-80,600,136,-60,86000
39801000,-1552,1506,-507,-404,866,-5651,-14555,-25794,3907,8059,33720,-880,-119,602,190,-16,190000
39850000,-1723,1575,507,-7,1425,-5590,-3385,-23597,4900,8693,35280,-880,-80,600,89,31,146000
39901000,-1817,1586,460,283,1823,-5163,-333,-26343,5447,8759,35760,-880,-80,601,127,-134,127000
39950000,-2013,1362,-302,-153,1090,-7421,-5216,-26099,6586,7455,35760,-880,-80,602,172,218,116000
40001000,-1820,1022,282,-38,37,6799,-9489,-27503,5466,5476,35760,-880,-80,601,201,13,201000
40050000,-1579,700,13,187,429,-6384,-2348,-28846,4067,3372,33720,-880,-119,601,144,-46,167000
40101000,-1431,527,-165,-45,1435,2709,2717,-26405,3207,2603,27120,-880,-80,608,116,-191,116000
40150000,-1214,576,-317,-144,987,3869,-9611,-19935,1714,2421,29519,-920,-160,632,102,-290,146000
40201000,-1305,235,705,16,1360,2832,-16141,-25306,2475,669,29880,-880,-119,637,100,-222,100000
40250000,-1203,-218,-41,-102,236,6433,-12296,-20972,2115,-1967,23640,-839,-119,637,130,-169,108000
40301000,-1238,75,383,-157,1122,-3637,5464,-19447,4641,-489,12480,-440,-160,637,182,123,182000
40350000,-1222,71,16,-113,-397,8325,-15531,-9803,6408,-4464,7440,-119,-839,639,181,133,162000
40401000,-1168,270,184,-277,1405,6860,11384,-8216,6560,-4006,7200,-39,-959,641,150,360,150000
40450000,-1237,372,-633,-599,709,6799,-11503,-9742,6958,-5504,6960,-39,-1319,642,158,92,156000
40501000,-1131,398,-779,-25,1251,7775,1924,-3577,5878,-6751,7079,-119,-1560,643,170,223,170000
40550000,-965,493,304,360,1926,3625,8882,755,5147,-8526,6600,-80,-1959,643,224,473,165000
40601000,-985,874,-91,28,628,-1989,2473,-5164,5031,-6545,6479,-119,-2000,644,160,-122,160000
40650000,-894,749,-613,78,585,3137,276,-1258,4502,-7268,5160,-119,-2000,645,196,374,222000
40701000,-778,1201,439,366,1926,-7971,21394,267,4060,-4409,4320,-80,-1959,644,184,-139,184000
40750000,-848,1416,-30,236,1926,-769,-5338,1610,4467,-2925,3480,-80,-1920,642,221,45,181000
40801000,-609,1655,-338,48,124,-280,6990,2647,2848,-377,1560,-119,-1720,642,260,-103,260000
40850000,-465,2335,-88,291,1392,2954,11445,-1014,2238,4042,839,-80,-1640,642,224,142,268000
40901000,-264,2391,69,268,1926,-1074,5708,3685,1074,7159,359,-80,-1160,643,320,-91,320000
40950000,-15,2672,-559,155,1189,2404,6624,6737,-142,11816,240,-39,-640,642,373,432,370000
41001000,266,2561,-498,-176,-900,-97,520,-1075,7516,10004,240,1559,-839,641,350,-276,350000
41050000,442,2442,213,-248,91,7226,3267,6981,32766,8151,240,6080,-1039,642,397,345,382000
41101000,1270,2221,-491,-342,-1022,27368,-12235,3807,31444,8957,359,6680,-679,641,349,-61,349000
41150000,1862,1854,99,-36,1125,13391,-2409,2952,17772,9151,240,4920,-279,641,396,149,416000
41201000,2207,1769,834,177,1406,23583,-5582,3135,-41,9588,240,2200,-119,641,456,573,456000
41250000,2369,1421,-52,-38,-571,6616,-13151,6859,-14003,7800,240,-39,-80,641,486,303,475000
41301000,1888,1248,813,75,1823,512,6624,3380,-10976,7025,119,0,-39,640,469,485,469000
41350000,1617,1091,207,-114,89,8874,-11076,2159,-9635,6113,240,-39,-39,641,509,485,523000
41401000,1409,1124,-730,65,582,-4431,5708,8262,-8658,6073,240,-80,-80,640,498,249,498000
41450000,1026,1266,258,335,1926,2709,-5704,1915,-6429,-2637,240,-80,-1720,640,538,319,555000
41501000,795,1246,-556,-14,-507,-2478,12971,7652,-5087,-5775,240,-80,-2239,641,540,84,540000
41550000,343,2072,-13,330,1607,-8520,24263,8690,-2460,-12365,240,-80,-4200,641,553,140,539000
41601000,146,2213,651,-31,1680,390,-3385,8079,-1081,-19453,119,-39,-5560,640,581,386,581000
41650000,-105,3054,-146,161,612,-11755,42879,8323,150,-16886,119,-80,-5959,639,595,231,579000
41701000,-209,3943,554,-16,548,5212,3633,4967,521,-10324,240,-119,-5720,639,592,87,592000
41750000,-131,3942,78,-449,-855,-1928,19746,7042,67,-1266,240,-119,-4160,641,594,-159,602000
41801000,-445,5113,516,-72,1150,-6933,31526,6614,2124,14147,240,-80,-2680,641,620,125,620000
41850000,-432,4959,177,-53,730,1306,-9916,3074,2050,20920,240,-80,-1360,641,638,151,627000
41901000,-724,4854,-993,-99,-824,-10839,19746,8934,3746,25197,359,-80,-520,641,666,-232,653000
41950000,-1006,5380,-172,2,892,-7116,7844,9544,5615,30115,240,-39,-199,641,657,185,667000
42001000,-962,4010,-40,-187,728,2099,-30607,6737,5129,22844,240,-80,-80,641,685,-144,685000
42050000,-1174,3346,57,-135,1375,-11206,5708,8323,6361,18988,240,-80,-80,641,704,-7,713000
42101000,-1200,2945,318,304,1926,-3027,-3873,5333,6278,16656,240,-119,-80,640,727,287,727000
42150000,-974,1658,192,113,1926,-3820,-10770,5699,5200,8943,119,-80,-119,641,739,-12,750000
42201000,-1146,794,-771,58,1137,-12121,-7597,7225,5964,3920,359,-119,-119,641,748,101,748000
42250000,-1020,202,-171,84,259,-3576,-8451,4967,4306,248,359,-279,-160,641,760,239,770000
42301000,-760,-406,865,-39,845,-891,-14982,2769,-2092,-3290,240,-1119,-160,642,791,346,791000
42350000,-902,-854,25,-141,-273,-6018,-14249,5577,-1263,-5895,240,-1119,-160,642,785,-185,787000
42401000,-1039,-494,116,-221,239,-6079,-6193,6370,-234,-4034,240,-1080,-199,640,814,87,814000
42450000,-926,-629,638,181,1926,-3759,-20780,2403,504,-5054,240,-839,-240,641,799,-24,811000
42501000,-1100,-638,206,239,1926,-14807,11201,7713,5003,-9293,240,-240,-959,612,862,200,862000
42550000,-1075,-361,-76,180,1926,4113,-4789,5211,5787,-8842,0,-80,-1160,593,826,-1,824000
42601000,-753,-918,-123,283,1665,-1806,-4606,5577,3682,-14174,119,-119,-1519,592,839,-106,839000
42650000,-768,-670,116,306,1926,-5651,17000,3990,4002,-18544,240,-80,-2519,603,844,54,854000
42701000,-634,-384,216,-84,602,-830,-16569,3746,3222,-20604,0,-80,-3159,621,866,-160,866000
42750000,-617,-79,798,157,1289,-3393,13582,4478,3356,-29992,240,-39,-5080,621,869,-13,867000
42801000,-563,1079,725,-21,888,5212,15046,2769,3043,-22789,240,-39,-5000,622,854,-12,854000
42850000,-362,1428,403,-100,397,6982,-6803,4234,1640,-21456,240,-80,-5120,624,871,-114,872000
42901000,-257,2067,28,61,724,756,29939,6492,1031,-17510,359,-80,-5080,623,860,-215,860000
42950000,-172,2953,-181,109,517,5212,14131,5028,73,-8873,359,-160,-4479,625,879,-79,867000
43001000,-39,2968,155,383,241,-2783,14070,8629,-469,-5068,240,-119,-3839,626,854,-231,854000
43050000,-141,3537,407,283,1232,-1074,25667,4417,124,5215,240,-119,-2640,644,860,-125,838000
43101000,95,3163,30,-105,787,7165,-13639,5821,-1255,5603,359,-119,-2200,646,845,-225,845000
43150000,49,2831,-621,-238,-623,573,6441,7164,-750,5066,240,-80,-1959,645,832,-466,824000
43201000,2,2770,-463,-66,170,2709,-6315,3502,-477,5409,240,-80,-1840,645,845,-263,845000
43250000,151,1812,-377,-148,-235,2648,-11442,7103,-1578,307,119,-119,-1760,645,816,-250,819000
43301000,151,1646,-310,-396,-410,8020,-2225,1304,-1581,-659,240,-119,-1760,645,808,-292,813000
43350000,208,741,-724,-244,-884,2587,-24869,4051,-7025,-2433,240,-1000,-1160,645,818,84,808000
43401000,249,240,54,-39,181,-3881,9553,1365,-10520,-4882,240,-1560,-1080,645,777,-285,777000
43450000,20,53,-779,115,-656,-9252,-10404,5394,-14533,-5732,240,-2480,-1039,645,814,-154,797000
43501000,-193,-446,-1198,-285,-1523,-2966,-9733,2708,-20267,-7712,240,-3680,-880,645,785,-860,785000
43550000,-464,43,-136,19,309,-20178,7905,4173,-21013,-5560,240,-4080,-1000,645,758,-446,776000
43601000,-942,-333,-225,-121,-358,-13342,-11991,2647,-14751,-10772,240,-3480,-1519,645,763,-595,763000
43650000,-1247,-63,-333,54,-6,-19934,16267,5699,-10653,-14782,240,-3079,-2480,644,741,-632,748000
43701000,-1575,340,-999,-61,-1092,-9863,-10160,2159,-2698,-14528,240,-2040,-2840,645,727,-1173,727000
43750000,-1476,693,-169,185,-187,-13220,19258,5760,-255,-12011,359,-1519,-2760,645,736,-500,762000
43801000,-1305,1220,273,276,1310,-6689,2901,4295,2237,-7784,240,-920,-2560,645,729,-648,729000
43850000,-1159,1028,-164,115,1536,-6262,947,5394,6273,-5180,359,-80,-1920,645,733,-315,746000
43901000,-922,1515,-517,-27,29,-891,1497,3380,4664,671,359,-119,-1399,645,728,-589,728000
43950000,-678,1253,7,416,1128,-6567,-3751,3074,3477,3330,240,-80,-679,644,739,-78,740000
44001000,-395,1141,309,456,1926,-1867,6013,3441,1833,3844,359,-80,-479,646,729,-560,729000
44050000,-201,1244,115,120,1926,-280,-10099,4539,940,6302,240,-39,-160,645,708,-386,709000
44101000,25,696,-501,-45,-18,1794,-7658,4417,-612,3584,240,-80,-80,646,704,-722,704000
44150000,52,1051,173,392,1165,-6689,3023,5455,-538,5876,119,-39,-39,644,689,-251,698000
44201000,165,578,153,287,1926,1550,-13212,5272,-1424,2896,240,-80,-80,645,684,-702,684000
44250000,170,839,-263,38,1876,-585,3145,5455,-1688,4650,359,-119,-39,646,663,-577,678000
44301000,281,1002,-150,101,872,-1196,-16996,6920,-2103,5593,240,-80,-39,645,671,-556,671000
44350000,156,926,538,447,1926,-5285,7234,6065,-1142,4918,240,-39,-80,646,668,-234,679000
44401000,98,833,344,106,1926,2526,-15714,3746,-1271,4146,240,-119,-119,644,660,-411,660000
44450000,12,491,222,128,1926,-952,-3812,3258,-537,2161,119,-80,-119,646,658,-303,660000
44501000,-140,637,444,360,1926,-3942,-3873,3807,354,3007,240,-80,-119,659,655,-233,655000
44550000,-115,391,455,210,1926,1367,1192,4600,9505,-2838,240,1519,-880,659,648,-280,638000
44601000,-20,681,-113,-27,1926,3381,337,5089,13838,-923,240,2360,-839,659,611,-346,611000
44650000,172,907,806,-13,1926,11499,-2348,-1075,14575,158,359,2679,-880,657,632,-451,629000
44701000,357,1063,812,246,1926,5700,11873,3319,13502,-95,359,2679,-1080,659,617,-341,622000
44750000,419,1232,222,-113,1458,18212,-5094,3624,12672,887,240,2600,-1080,658,628,-807,638000
44801000,633,1568,212,-140,661,10278,8455,3502,3291,5167,240,1199,-679,657,625,-297,625000
44850000,640,1720,-85,-290,-481,9851,-10160,-404,-3257,3954,240,79,-1039,659,612,-579,634000
44901000,532,1812,310,-219,731,7226,8882,1610,-3330,1001,119,-39,-1640,657,622,-204,622000
44950000,421,2189,-154,-281,-51,7287,-8207,3197,-2449,2494,119,0,-1760,657,613,-364,623000
45001000,303,2106,304,-274,-370,4174,8760,206,-1764,2480,359,0,-1679,658,631,-158,631000
45050000,176,2252,-1113,-8,-1278,1428,-1249,4661,-1491,4487,240,-80,-1480,658,606,-417,623000
45101000,4,1667,-25,-285,-1103,9362,-11381,4600,-726,2254,359,-119,-1280,658,624,-703,624000
45150000,-179,1715,140,-58,-329,-1196,16389,1793,580,2529,119,-80,-1280,657,616,-369,631000
45201000,-387,1239,-801,-95,-827,3564,-13761,2891,2018,-237,240,-39,-1280,658,636,-284,636000
45250000,-372,903,188,371,1396,-4980,22493,3380,1697,-1956,240,-80,-1239,658,618,-358,613000
45301000,-610,924,-28,22,240,1123,-1371,1854,3085,-3231,240,-80,-1480,659,616,-608,616000
45350000,-621,487,-689,50,-443,1123,4426,4783,3145,-5769,359,-80,-1480,659,615,-136,620000
45401000,-726,1344,151,181,1605,-5529,20723,5150,3757,-322,240,-80,-1399,658,632,-137,632000
45450000,-807,1474,656,319,1926,2832,-1371,2708,4459,433,240,-39,-1399,658,636,-58,653000
45501000,-730,1933,-29,184,857,3564,12056,2403,3779,3103,240,-80,-1399,658,612,-425,612000
45550000,-656,2509,110,128,1925,4296,3511,511,3349,6219,240,-80,-1440,658,640,121,644000
45601000,-467,1881,1001,228,1926,-1562,4609,-465,2253,3264,240,-80,-1319,658,654,-332,654000
45650000,-410,1590,220,-139,1926,9179,10835,3685,1920,1569,359,-80,-1319,657,679,-427,660000
45701000,-187,1256,-8,83,1856,3076,-5338,-770,626,98,359,-80,-1239,658,701,-80,701000
45750000,-65,1067,579,242,1926,5639,9431,-2113,-316,623,359,-119,-959,657,662,62,695000
45801000,10,1340,385,-53,1926,2648,1253,-98,-527,2211,240,-80,-959,658,701,323,701000
45850000,60,899,151,-190,1355,4663,-12907,1365,-583,1042,359,-39,-720,659,708,84,676000
45901000,65,1158,31,66,1888,-1806,24324,-587,-844,2315,359,-80,-759,658,686,177,686000
45950000,143,1306,650,51,1926,6494,-15470,1976,-1997,4340,359,-199,-559,658,728,-108,728000
46001000,152,803,-136,-512,462,1550,-3995,1243,-1583,254,240,-119,-759,656,734,123,719000
46050000,27,1219,-738,33,674,-2661,-272,1304,-1789,2669,359,-279,-759,657,739,20,737000
46101000,121,793,193,-179,1627,-830,-11320,1976,-5353,-37,240,-800,-800,657,739,222,739000
46150000,54,1047,-231,156,1889,-6567,12483,5089,-15429,4462,119,-2600,-279,640,783,27,776000
46201000,-71,1337,-590,161,774,-7238,-14188,1610,-14930,6613,240,-2640,-199,641,784,211,784000
46250000,-197,1015,120,345,1926,-12365,1436,3258,-14429,4974,359,-2680,-160,642,784,227,791000
46301000,-561,900,-221,268,1229,-7299,-14921,-1929,-11846,4303,240,-2600,-160,642,806,67,806000
46350000,-773,478,-216,-369,1640,-1867,-17423,-3944,-2015,1617,240,-1119,-199,642,824,-158,814000
46401000,-936,468,232,-188,1081,-7116,-10465,-4249,795,399,119,-800,-399,641,819,-158,819000
46450000,-983,319,-396,-391,-850,-585,-22977,-5225,4555,-1632,359,-199,-599,643,826,-3,859000
46501000,-894,533,-247,138,-159,-6689,2351,633,4035,-2017,240,-199,-880,641,862,-96,858000
46550000,-910,616,62,361,673,-10839,-10038,-587,4595,-1762,359,-119,-920,643,846,-153,882000
46601000,-819,796,-584,156,895,1184,6074,1488,4299,-717,240,-80,-920,642,860,-71,860000
46650000,-505,1561,321,-43,1926,207,8699,-892,2703,3728,359,-39,-920,642,860,-178,863000
46701000,-451,1187,489,-93,1631,3137,-20292,-1319,2390,1325,240,-39,-959,642,858,170,858000
46750000,-358,1373,-285,108,1926,6921,6929,-3150,1385,2403,359,-119,-959,642,869,-9,885000
46801000,-309,1296,-17,-61,892,-4003,-24198,-4249,1333,1721,240,-80,-1000,643,894,-136,894000
46850000,-345,863,120,0,910,-2294,-3873,-98,1545,-1721,240,-80,-1160,642,890,261,886000
46901000,-246,1420,-281,-124,502,-524,-7291,267,733,1282,240,-119,-1200,643,875,-295,875000
46950000,-226,729,199,-255,-86,-4492,-29081,-1380,1082,-2502,359,-39,-1160,642,893,-109,891000
47001000,-110,1017,-477,-225,-41,3625,14680,1243,174,-1060,240,-80,-1200,641,879,-445,879000
47050000,39,1168,-94,345,1412,-2966,-10221,-343,-925,50,240,-119,-1160,643,903,-225,872000
47101000,24,447,259,-6,1926,1550,-8573,3319,-609,-4143,119,-80,-1160,642,904,-2,899000
47150000,19,1183,-291,-477,989,7348,9370,-1258,-345,-1723,240,-39,-1480,643,888,-276,884000
47201000,-41,971,-225,-336,575,4357,-23161,-2967,5,-4816,240,-39,-1799,643,884,-265,884000
47250000,-25,1170,-724,15,515,2099,14009,-1380,-319,-9471,240,-80,-2799,645,874,13,879000
47301000,231,2117,406,372,1926,4541,10408,1060,-1811,-9081,359,-80,-3680,644,879,-281,879000
47350000,369,2219,957,70,1926,3564,4182,145,-2844,-13837,720,-119,-4600,647,883,-83,869000
47401000,415,3189,597,-183,1557,4174,36348,-1868,-2883,-9594,240,-80,-4839,644,865,63,865000
47450000,319,3438,-429,-506,-21,9240,-8756,-4920,-2322,-6983,119,-80,-4640,643,863,-512,889000
47501000,280,3393,-706,-157,661,5273,25911,-2357,-1863,-3524,240,-39,-3999,645,871,-67,871000
47550000,289,3694,198,428,1926,2587,17061,-2357,-1914,3107,240,-39,-3159,644,849,1,852000
47601000,55,2890,-203,132,215,-5651,5403,-3455,-788,-168,240,-80,-2920,643,868,-340,868000
47650000,-174,2866,397,381,981,1245,28963,-1929,548,1551,359,-80,-2600,644,866,-101,861000
47701000,-121,2881,627,-130,1071,7409,2839,-5286,241,1405,240,-80,-2640,644,846,12,846000
47750000,-38,2770,-518,-492,-222,5456,9675,-5042,-238,525,240,-80,-2680,644,854,-166,845000
47801000,-21,2631,237,-213,1604,5090,-6681,-5958,-105,-2606,240,-39,-3079,644,841,-9,841000
47850000,75,2507,-408,-358,16,3198,10164,-4371,-668,-5185,359,-39,-3400,644,836,102,841000
47901000,79,2908,-56,76,342,-2233,17305,-2357,-926,-3089,240,-80,-3439,643,835,-340,835000
47950000,106,2394,-38,-11,7,1245,5952,-3394,-1081,-5144,240,-80,-3279,644,815,-363,808000
48001000,260,2611,-392,-72,1926,6677,21638,-3760,-1977,-3422,240,-80,-3200,644,816,49,816000
48050000,415,2689,-442,-198,459,2282,-6925,-3638,-2881,-2965,240,-80,-3200,644,816,61,817000
48101000,416,2475,-546,101,-584,-2905,12788,-526,-2655,-4211,240,-39,-3200,644,830,-412,830000
48150000,501,2499,-57,177,297,-2355,14985,-2418,-3614,-4305,240,-119,-3240,645,808,-470,796000
48201000,637,2372,-147,-15,1717,2465,6990,-2845,-4402,-4811,240,-119,-3200,644,800,-90,800000
48250000,537,2206,-446,137,1584,-3576,9981,-1624,-3589,-2520,119,-80,-2640,644,788,-96,785000
