c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36
22926,-3612,448,49,22,1037,-7346,409,2776,-150,51,0,-94,1,603,12060,1380,-12,11,12060,1468,1475,1630,1615,-90,572,-125,789,-50,460,153,-24,995,-46,-106,152
22976,-3530,806,-90,1,1048,-7468,-1848,3142,-128,70,0,-87,1,-133,66,112,-63,8530,-43,1,628,13081,132,-66,778,-44,-99,15636,13416,1390,-378,-44,-94,153,
23126,-373,-517,143,13416,13,-89,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23176,-52637,13458,1369,1579,148,13458,1538,1488,1654,1651,20,-85,27,-116,22,-528,0,-186,451,-44,-82,144,,,,,,,,,,,,,
23226,198,1197,-24,-51,1035,15358,-78,1067,-23,79,2,-1,-4,636,13416,1359,-480,143,13416,1535,1472,1671,1648,-15,74,-20,101,0,-261,112,-178,373,-45,-80,151
23276,746,1145,-99,24,965,14381,-2459,1189,-61,75,-2,0,-3,637,13458,1315,463,148,13458,1529,1478,1654,1666,-15,74,-19,98,0,-261,0,-152,302,-46,-78,147
637,13458,1324,-646,148,13458,1542,1455,1668,1661,-15,74,-20,99,0,-261,0,-133,287,-47,-76,147,,,,,,,,,,,,,,
23376,2275,979,-222,236,582,6996,-6670,884,-125,42,-2,6,-2,638,13500,1283,-504,139,13374,1531,1455,1669,1659,-15,74,-19,96,0,-261,0,-97,321,-48,-74,148
23426,2258,685,-38,116,905,6508,-4900,-580,-157,58,4,5,0,636,13416,1280,-585,143,13416,1534,1458,1662,1665,-15,74,-19,95,0,-261,0,-113,365,-48,-72,147
636,13416,1256,-574,148,13458,1528,1464,1667,1665,-15,74,-19,94,0,-261,0,-67,376,-49,-69,143,,,,,,,,,,,,,,
23526,1643,100,-146,-86,1029,2723,-7219,29,-83,-2,-2,13,0,637,13458,1246,-751,148,13458,1496,1495,1658,1672,71,-618,89,-770,130,-715,112,0,333,-49,-64,151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23876,5576,306,55,-46,855,7911,-3374,-1190,28,42,0,105,1,671,14933,1031,-808,280,14889,1556,1489,1701,1707,-138,-1001,-142,-1032,-171,-1039,224,-180,-610,-50,-9,161
23926,5068,-349,-87,255,1022,13649,-1055,-946,22,-35,-2,88,0,665,14667,1016,723,260,14667,1591,1450,1708,1702,-240,-1270,-244,-1292,-312,-1383,173,-152,-602,-50,-8,164
23976,5066,268,-112,-93,1306,9926,1935,396,-87,14,-2,73,0,672,14978,982,-418,296,15067,1565,1518,1695,1699,-270,-1291,-265,-1267,-372,-1184,204,-110,-649,-49,-4,161
24026,4014,-206,208,-3,1243,770,3095,-1740,-116,-2,-2,48,0,676,15157,965,-510,304,15157,1580,1488,1708,1702,-295,-1179,-285,-1137,-367,-1034,224,-93,-683,-48,-1,161
24076,3281,153,0,2,1016,953,3034,-1251,-85,15,-2,41,0,704,16438,920,-466,363,15837,1577,1521,1728,1715,-278,-1222,-256,-1124,-307,-1085,142,-107,-687,-46,4,156
24126,2654,-91,12,98,908,2052,4559,-1557,-53,-12,0,34,0,704,16438,894,-983,415,16438,1589,1537,1738,1737,-455,-1193,-406,-1066,-502,-1090,112,-143,-782,-46,4,158
24176,2226,298,-155,195,1139,2662,2118,-580,158,8,-4,67,0,706,16532,872,383,415,16438,1565,1562,1733,1735,-394,-1103,-344,-961,-456,-1081,163,-175,-849,-43,12,159
24226,1665,238,74,62,1183,18837,3949,-1068,402,22,-6,107,0,707,16579,871,-494,428,16579,1586,1547,1735,1735,-467,-1083,-406,-943,-481,-1316,122,-171,-871,-42,13,161
24276,2473,368,170,22,1089,31410,348,-946,423,3,-4,125,-9,707,16579,845,-630,428,16579,1596,1529,1747,1731,-443,-1297,-374,-1096,-504,-1681,204,-253,-831,-41,15,161
24326,3285,378,45,111,1198,31166,-78,-641,536,-14,-4,161,-10,706,16532,827,-477,423,16532,1606,1520,1739,1741,-517,-1231,-427,-1018,-532,-1604,183,-187,-847,-40,16,164
24376,4172,214,90,-9,1201,34889,1752,-2106,410,-22,-4,153,-9,706,16532,823,-588,423,16532,1627,1482,1750,1732,-486,-1097,-400,-903,-578,-1393,214,-235,-812,-38,17,163
24426,4824,677,39,85,1265,19081,2667,-1434,-72,16,-2,68,-9,706,16532,828,-151,423,16532,1599,1515,1756,1734,-556,-1159,-460,-960,-597,-1124,132,-261,-790,-37,19,161
24476,4208,505,-63,-45,1008,-4111,3217,-2777,-157,26,-4,44,-2,708,16626,796,-140,428,16579,1600,1509,1749,1741,-614,-726,-489,-578,-541,-355,183,-222,-787,-35,17,162
24526,3284,373,-163,-119,1067,-12473,-78,-2411,-298,14,-4,2,0,709,16673,707,132,435,16673,1573,1546,1746,1738,-601,-681,-425,-481,-621,-171,224,-299,-824,-32,20,161
24576,1501,310,60,147,1194,-20469,2789,-2350,-112,24,-6,3,-1,707,16579,766,-212,428,16579,1585,1530,1754,1732,-707,-522,-541,-400,-723,-120,153,-282,-712,-30,17,161
24626,566,230,-7,-18,844,-9849,3644,-1740,-49,14,-2,1,0,706,16532,767,-70,423,16532,1583,1514,1768,1736,-586,-399,-450,-306,-670,-144,214,-346,-717,-26,16,155
24676,100,693,-147,270,1184,-8445,3095,-1679,20,47,0,2,0,707,16579,770,-25,423,16532,1577,1530,1742,1748,-707,-203,-545,-156,-693,87,214,-326,-635,-25,12,154
24726,-661,195,-50,-305,952,-5088,2362,-3449,-27,-13,-4,-10,-4,707,16579,775,-152,428,16579,1577,1529,1751,1743,-623,-230,-483,-178,-675,8,244,-351,-603,-24,9,159
24776,-685,464,32,190,971,-10276,3827,-1434,-63,-131,-2,-27,-34,677,15202,798,-62,307,15202,1551,1496,1714,1718,-625,-116,-499,-92,-727,135,244,-348,-534,-23,5,160
24826,-967,487,94,-115,962,-13816,10297,-946,-61,-219,-2,-25,-53,676,15157,794,-25,304,15157,1537,1513,1714,1720,-663,-34,-526,-27,-873,271,224,-320,-473,-22,2,160
24876,-1533,908,78,-95,932,-14304,18659,-153,116,-344,0,0,-85,676,15157,798,58,300,15112,1536,1495,1728,1709,-750,6,-598,4,-1040,170,204,-366,-429,-21,-2,154
24926,-1590,1555,22,56,910,-5271,21405,-153,89,-322,-4,-11,-90,673,15022,800,544,291,15022,1566,1493,1711,1698,-656,96,-524,76,-962,141,244,-325,-359,-20,-5,157
24976,-1464,1907,-84,1,1161,-510,22870,-336,71,-245,0,-11,-79,673,15022,818,103,291,15022,1549,1516,1725,1679,-620,66,-507,54,-818,162,183,-287,-275,-18,-9,156
25026,-1478,2409,-297,52,903,-5759,18231,-458,33,-157,-2,-20,-66,672,14978,814,-76,287,14978,1546,1526,1707,1688,-682,192,-555,156,-778,337,142,-261,-236,-17,-11,162
25076,-1195,2499,127,77,1048,-9055,9869,1067,8,-10,2,-20,-48,674,15067,649,-104,291,15022,1553,1523,1711,1686,-561,204,-364,132,-564,322,234,-285,-230,-16,-15,159
25126,-1408,2526,98,62,1208,-7713,3095,579,81,123,0,-9,-21,672,14978,861,218,287,14978,1532,1544,1721,1671,-458,412,-394,355,-371,524,224,-342,-160,-15,-18,156
1,14933,851,220,284,-15,-22,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25226,-,230,284,14933,1568,1514,1685,1698,-310,230,-270,201,-42,101,255,-322,-100,-16,-24,154,,,,,,,,,,,,,,,
25276,-499,-11,-69,224,1005,-205,-6121,945,80,-1,0,2,0,673,15022,884,1032,284,14933,1545,1524,1702,1692,-209,257,-184,227,-75,311,244,-282,-19,-16,-26,151
25326,-514,189,-114,-7,1054,-3501,-4290,1860,280,11,-2,47,0,672,14978,879,158,287,14978,1509,1579,1691,1683,-115,365,-101,321,16,383,255,-238,38,-17,-28,153
25376,-567,332,64,-199,835,12062,-4656,1067,429,112,-2,79,14,671,14933,885,-127,284,14933,1576,1520,1684,1688,-39,321,-35,284,134,-44,244,-273,57,-18,-31,154
25426,544,127,10,-94,847,24635,-9905,2044,439,90,-2,97,14,672,14978,2276,1280,287,14978,1572,1520,1682,1694,-44,219,-101,500,172,-180,255,-268,42,-19,-32,154
25476,1677,-323,85,6,980,17372,-9234,2349,347,22,-2,97,7,671,14933,922,273,280,14889,1546,1539,1681,1697,65,345,60,318,174,141,255,-312,87,-22,-34,147
25526,1747,-683,79,-51,909,10475,-5083,2410,234,-39,-4,78,2,670,14889,927,-251,280,14889,1570,1508,1700,1690,66,402,61,372,116,262,244,-263,101,-24,-35,152
25576,2123,-1091,-138,210,1123,6752,-4229,1738,139,-97,0,61,2,672,14978,682,454,287,14978,1563,1504,1700,1698,145,356,99,242,212,365,255,-170,150,-26,-36,154
25626,2115,-597,-114,79,1105,831,-2092,2837,-61,-55,-2,23,1,672,14978,955,-103,287,14978,1554,1541,1682,1692,87,341,83,326,126,530,255,-155,214,-27,-38,152
25676,1679,25,40,-81,918,-11375,104,1494,-104,13,-4,11,1,671,14933,973,712,287,14978,1541,1566,1685,1683,-20,591,-19,575,45,837,234,-136,228,-28,-40,149
25726,1408,-82,100,87,1155,-9605,-3252,823,-66,9,-2,11,1,672,14978,977,88,287,14978,1571,1530,1683,1690,121,612,118,598,177,759,244,-135,264,-29,-42,149
25776,761,89,39,-117,777,-8933,-3252,2349,-34,25,-2,10,2,671,14933,968,-291,287,14978,1558,1539,1684,1693,202,701,196,679,198,811,255,-189,295,-32,-45,151
25826,133,-119,37,-116,836,-8201,-2153,2166,-8,5,-4,4,2,672,14978,966,-669,287,14978,1541,1531,1701,1692,194,765,187,739,191,901,244,-184,254,-33,-46,150
25876,-132,-573,-47,140,1064,-7774,-4168,2898,7,-46,-4,-2,1,671,14933,331,136,287,14978,1549,1544,1684,1696,212,726,70,240,229,841,244,-127,317,-35,-48,152
25926,-281,-383,-59,135,976,-7957,-2276,2105,-13,-32,-2,-9,1,671,14933,975,34,284,14933,1556,1548,1685,1682,208,747,203,729,198,889,255,-80,378,-37,-50,152
25976,-401,-16,-74,-98,1080,-7957,897,1128,-50,-1,0,-14,1,671,14933,973,24,284,14933,1555,1537,1693,1683,166,732,161,712,172,878,234,-26,449,-39,-53,149
26026,-255,212,-145,66,972,-9421,531,1067,-51,14,0,-15,2,672,14978,979,-808,287,14978,1557,1550,1678,1693,167,779,163,763,193,909,255,-9,492,-40,-55,149
26076,-292,288,240,-55,1132,-8872,-628,1067,-59,54,-2,-15,1,671,14933,997,-973,287,14978,1548,1539,1690,1694,241,762,240,760,241,849,244,-31,497,-41,-58,153
26126,-490,-182,30,13,1010,-7957,531,701,-38,-6,-2,-16,1,671,14933,1002,482,284,14933,1544,1531,1703,1690,207,909,208,911,176,991,214,-19,551,-43,-63,150
26176,-465,-69,108,91,870,-12046,775,1494,-33,13,-2,-16,1,671,14933,2258,1282,287,14978,1540,1541,1696,1694,205,930,463,2101,170,1021,224,-60,608,-45,-68,154
26226,-492,329,192,86,992,-12168,-811,1738,-36,59,-2,-16,2,672,14978,1016,289,287,14978,1540,1539,1699,1688,236,768,239,781,200,862,193,-65,654,-47,-70,152
26276,-611,826,-225,-18,1330,-13633,-4351,1372,-33,68,-4,-16,2,671,14933,351,-611,291,15022,1539,1552,1697,1688,278,894,97,313,291,990,214,50,636,-48,-69,154
26326,-406,640,-99,87,1135,-9360,-2581,1616,-43,59,0,-16,2,671,14933,1041,204,284,14933,1523,1558,1693,1695,237,758,247,789,276,878,234,92,713,-49,-71,151
26376,-917,316,31,-31,1087,-8872,-689,518,-5,41,-14,-16,2,671,14933,1041,1216,287,14978,1546,1551,1690,1686,283,643,294,670,300,668,244,161,712,-50,-71,152
26426,-906,237,-36,56,929,-4050,1447,-641,-33,26,-2,-23,2,671,14933,1053,21,284,14933,1555,1533,1685,1694,196,757,207,797,202,734,255,145,669,-51,-71,150
26476,-861,-365,-38,-120,1024,-2891,5414,-1007,-79,-28,-2,-28,2,671,14933,1066,35,284,14933,1544,1533,1703,1685,265,483,282,515,171,487,255,82,656,-52,-71,155
26526,-627,25,-5,-175,1118,-6004,4865,-641,-109,6,-2,-29,1,671,14933,1078,195,284,14933,1546,1529,1713,1680,348,643,375,694,238,613,224,66,619,-53,-72,151
26576,-256,377,44,84,825,-5576,1813,-336,-112,48,0,-28,2,670,14889,442,-561,284,14933,1527,1524,1707,1702,227,667,100,294,193,678,193,98,578,-54,-71,149
26626,-335,534,70,20,803,-5515,-2337,-1190,-113,68,-2,-28,2,671,14933,701,662,284,14933,1544,1517,1697,1704,310,662,217,464,351,634,183,188,663,-56,-75,152
26676,124,206,62,143,782,-5088,-5144,-31,-137,39,-4,-28,2,671,14933,1114,2676,284,14933,1540,1515,1697,1709,223,625,248,696,346,634,214,223,724,-57,-75,152
26726,-225,-434,-5,14,1028,-1426,-2337,-1923,-118,-27,-4,-27,2,671,14933,1136,-217,284,14933,1559,1503,1711,1692,299,497,339,564,290,440,255,225,682,-57,-74,157
26776,-243,-611,-31,-82,861,-22,1813,-1068,-159,-48,0,-34,2,671,14933,1166,-236,287,14978,1536,1522,1719,1688,311,582,363,678,257,548,153,180,671,-58,-74,154
26826,-197,-142,-17,-96,736,-7041,2118,-885,-197,-5,0,-39,2,671,14933,1179,670,284,14933,1546,1488,1713,1707,292,619,344,730,277,623,163,189,641,-59,-74,153
26876,-14,264,-51,179,1139,-9849,-4473,396,-248,27,-2,-52,1,671,14933,1183,-536,287,14978,1541,1514,1699,1710,142,436,169,515,240,568,163,264,645,-59,-73,154
26926,-494,26,20,53,1017,-12351,-3130,-702,-252,12,-2,-59,1,672,14978,1219,704,287,14978,1543,1513,1710,1698,338,537,412,654,348,647,142,252,678,-59,-74,153
26976,-932,44,30,-19,1201,-10032,-2398,-763,-223,14,0,-60,1,672,14978,1244,825,287,14978,1551,1507,1707,1700,232,289,288,359,227,315,153,240,597,-59,-72,153
27026,-1034,-284,98,12,905,-8628,-2642,-336,-238,-2,0,-65,2,671,14933,664,-719,284,14933,1544,1498,1704,1711,278,417,184,277,333,470,112,203,579,-60,-72,153
27076,-956,153,-44,201,1045,-11436,-3923,-275,-270,21,-2,-74,2,672,14978,90,-274,287,14978,1549,1504,1698,1712,323,296,29,26,375,391,183,230,526,-61,-70,153
27126,-991,153,4,147,1204,-12839,-8867,-92,-341,24,0,-87,1,671,14933,1262,-375,284,14933,1542,1533,1686,1711,278,248,351,313,386,411,173,255,526,-61,-68,153
27176,-1570,-187,-22,39,1076,-14732,-6121,-1251,-306,-12,0,-88,0,671,14933,1285,-901,284,14933,1542,1517,1700,1702,407,240,524,308,403,360,112,257,438,-62,-65,159
27226,-1808,61,-17,-61,1010,-16135,-2642,-702,-375,15,0,-104,2,672,14978,1301,-415,287,14978,1552,1493,1700,1712,282,215,367,280,327,356,122,259,375,-63,-64,157
27276,-1922,9,24,3,881,-20530,-2031,-1190,-409,22,0,-114,3,671,14933,1213,-198,287,14978,1528,1530,1690,1716,227,13,276,16,247,232,142,247,342,-64,-63,151
27326,-2632,-450,-87,154,1114,-21079,-5938,-275,-15,-35,0,-50,2,672,14978,1329,71,287,14978,1474,1575,1697,1710,227,13,302,18,247,232,0,307,321,-64,-61,152
27376,-3157,-649,-68,62,1283,1198,-1970,-458,227,-51,0,-11,2,671,14933,1318,1161,284,14933,1579,1495,1689,1699,252,220,333,290,210,157,0,276,330,-64,-60,153
27426,-2096,-336,10,-67,1129,22499,-1543,-580,246,-21,0,11,1,672,14978,1323,44,287,14978,1558,1469,1716,1708,163,-178,216,-235,130,-673,0,265,237,-64,-57,154
27476,-656,-230,-53,-48,1186,21583,104,-1068,112,-11,0,9,2,671,14933,1340,-115,287,14978,1530,1493,1713,1719,264,-96,354,-128,232,-464,142,244,164,-64,-54,155
27526,286,-324,-61,103,862,9620,-2947,-1862,46,-24,-2,11,2,671,14933,1339,-98,284,14933,1540,1484,1709,1719,262,-294,352,-394,259,-543,0,267,109,-64,-50,153
27576,709,-398,-87,280,923,8766,-3496,-1251,23,-33,0,10,2,671,14933,1353,-291,284,14933,1554,1486,1702,1713,236,-375,319,-508,235,-589,163,270,-1,-65,-44,154
27626,975,-38,120,-92,1034,11635,1264,-2472,-3,18,0,17,2,672,14978,1369,-181,287,14978,1540,1498,1711,1708,218,-432,299,-592,193,-622,214,235,-89,-65,-41,154
27676,1102,89,16,-21,1198,12123,470,-2472,27,19,-2,24,2,671,14933,1362,-94,280,14889,1547,1464,1715,1717,175,-530,238,-722,152,-768,193,266,-174,-65,-36,153
27726,1556,50,-133,164,761,12611,-4046,-1251,17,-7,0,25,0,642,13670,1370,-125,168,13670,1521,1440,1691,1687,135,-564,185,-773,125,-788,224,268,-208,-64,-32,156
27776,1605,-362,34,100,936,9743,-2886,-2106,4,-23,-2,26,0,641,13628,1391,-85,163,13628,1522,1442,1687,1678,56,-587,78,-817,62,-695,244,267,-336,-64,-27,152
27826,1708,-279,222,-60,1081,8095,-1970,-458,-39,0,2,23,0,640,13585,1399,-821,159,13585,1508,1469,1678,1676,76,-736,107,-1030,92,-776,244,197,-417,-63,-23,155
27876,1711,143,271,-141,873,7484,897,-2899,-43,46,0,24,0,638,13500,1406,131,155,13543,1531,1445,1673,1676,25,-693,35,-975,19,-740,204,122,-503,-63,-19,151
27926,1469,175,5,-192,1001,7179,-3191,-1190,-28,40,-2,20,0,637,13458,1384,138,148,13458,1503,1470,1668,1682,101,-740,140,-1025,110,-791,204,158,-540,-63,-16,157
27976,1066,-95,8,-127,1194,3273,-2520,-397,3,0,0,21,1,639,13543,128,-1115,152,13500,1517,1440,1681,1679,56,-801,7,-102,34,-880,224,165,-454,-62,-16,148
28026,810,-127,-68,59,825,6141,1019,-153,46,-16,-2,21,0,636,13416,1410,-667,143,13416,1514,1456,1672,1673,66,-752,93,-1060,0,-889,183,178,-496,-62,-12,151
28076,825,-149,-8,-1,829,10109,1569,-336,94,-7,-2,32,1,636,13416,613,-998,148,13458,1522,1440,1675,1677,37,-800,22,-490,-40,-933,193,249,-470,-60,-10,150
28126,1036,-231,-199,73,1029,13527,2301,-336,84,-37,0,32,0,635,13374,1377,58,139,13374,1529,1441,1676,1667,-53,-736,-73,-1014,-134,-900,153,276,-522,-59,-6,156
28176,1497,-24,-236,101,754,9010,2545,-214,201,-55,0,63,-4,636,13416,1383,409,143,13416,1496,1478,1664,1679,-15,-808,-21,-1118,-99,-974,183,269,-526,-57,-4,156
28226,1588,44,-51,-75,843,20302,5231,-641,259,-50,0,80,-9,635,13374,1380,-847,139,13374,1534,1439,1672,1668,-1,-801,-2,-1106,-76,-1061,204,297,-535,-55,0,154
28276,1824,227,-107,57,853,22621,5475,90,290,-96,0,87,-20,636,13416,1363,19,143,13416,1507,1464,1665,1680,-93,-771,-127,-1052,-180,-1046,132,257,-544,-53,4,156
28326,1944,152,-77,-142,1111,22804,10724,-458,469,-225,2,129,-45,635,13374,1363,-1402,139,13374,1481,1499,1666,1676,-72,-888,-99,-1210,-213,-1159,142,295,-574,-51,8,165
28376,2362,512,-210,-76,990,33119,17377,-641,588,-245,-2,158,-52,636,13416,1345,-641,143,13416,1521,1465,1659,1674,44,-882,59,-1187,-223,-1371,132,348,-634,-48,13,163
28426,3043,441,197,-106,915,44044,18414,-92,588,-208,0,170,-52,636,13416,858,-1429,143,13416,1553,1415,1679,1661,-95,-995,-82,-854,-333,-1489,122,365,-607,-46,15,162
28476,4113,904,11,111,790,35560,17255,-824,421,-190,0,151,-53,637,13458,1333,1169,143,13416,1541,1443,1677,1654,-96,-839,-128,-1119,-230,-1061,183,362,-614,-43,20,163
28526,4248,1226,-4,-94,1155,18898,9503,-702,267,-80,0,129,-37,636,13416,1342,411,143,13416,1504,1478,1663,1677,-40,-827,-54,-1109,-94,-823,183,360,-610,-41,23,159
28576,3714,1015,-96,-98,1404,13588,6390,-580,215,-41,-2,109,-24,635,13374,1328,-309,139,13374,1536,1458,1654,1668,-72,-835,-96,-1109,-88,-813,173,416,-659,-38,27,162
28626,3203,637,49,-71,900,12916,5719,-702,106,-9,0,78,-13,638,13500,1305,-656,152,13500,1538,1429,1683,1660,-91,-777,-119,-1014,-99,-712,234,403,-644,-35,29,157
28676,2890,501,-27,-66,868,4860,3583,213,51,8,0,62,-6,637,13458,1286,-481,143,13416,1500,1461,1679,1673,33,-672,43,-864,74,-389,193,383,-617,-32,30,148
28726,2219,351,-47,-28,951,-205,2973,-336,116,0,-2,63,-4,636,13416,1255,-507,143,13416,1495,1464,1691,1662,80,-463,101,-581,94,-237,224,397,-610,-30,31,152
28776,1730,-170,-161,-144,1085,6630,5597,-92,179,-36,-2,63,0,637,13458,764,-875,148,13458,1513,1466,1662,1680,125,-505,95,-385,168,-363,163,426,-544,-28,29,156
28826,1271,-477,91,-64,1146,2296,3644,-397,227,-35,0,69,0,636,13416,1215,-38,143,13416,1489,1468,1693,1661,36,-26,44,-31,24,107,234,401,-476,-26,28,148
28876,1410,-301,-15,20,859,5409,4193,-275,224,-26,-2,69,0,636,13416,1188,-836,143,13416,1513,1437,1683,1675,95,-264,114,-314,110,-127,214,362,-389,-24,27,154
28926,1152,-192,-7,-42,1125,1442,836,-214,208,-14,-2,62,0,635,13374,1150,-416,139,13374,1478,1477,1688,1665,279,-137,321,-158,279,-16,214,386,-310,-24,26,154
28976,1148,-463,-16,5,984,1442,3156,-1862,206,-40,0,61,0,637,13458,1113,-678,143,13416,1498,1460,1685,1669,271,-182,302,-203,400,-54,214,424,-251,-23,24,153
29026,1003,-988,4,-137,777,6264,1630,-2716,202,-84,-2,61,0,637,13458,1080,-846,148,13458,1495,1475,1657,1688,189,76,204,82,269,151,193,409,-254,-22,23,151
29076,1258,-599,126,-4,1009,3395,1019,-1495,196,-41,0,61,0,636,13416,1385,-86,148,13458,1483,1472,1686,1674,315,249,436,345,383,315,122,339,-220,-22,18,152
29126,1880,235,-30,209,798,3822,-1299,-946,192,14,0,66,0,637,13458,929,329,148,13458,1497,1467,1670,1683,465,384,432,357,585,448,153,333,-174,-22,15,149
29176,1967,314,129,-54,737,2052,-7830,151,146,52,0,65,0,635,13374,2929,798,132,13290,1481,1462,1662,1692,561,591,1643,1731,745,650,122,284,-29,-26,6,149
29226,1989,217,-52,-35,824,4066,-10942,-214,12,17,-2,38,0,636,13416,911,408,143,13416,1526,1432,1657,1694,590,653,537,595,823,747,183,324,129,-31,0,148
29276,1794,106,-138,-50,992,-4539,-13628,-702,-76,1,0,18,0,634,13332,407,-1706,143,13416,1498,1477,1640,1700,670,914,273,372,955,1138,183,363,186,-31,-4,153
29326,1418,-742,-165,188,998,-13206,-11858,-1251,-238,-49,-2,-25,5,637,13458,798,-1549,148,13458,1500,1466,1672,1680,762,1071,608,855,940,1463,132,431,267,-32,-7,162
29376,564,-965,85,-98,1015,-23215,-4107,-1434,-422,-12,0,-70,12,636,13416,751,-1422,143,13416,1482,1486,1670,1677,803,1041,603,782,901,1487,0,433,306,-34,-12,158
29426,132,-413,-53,61,847,-32615,-11797,-519,-552,122,0,-106,32,636,13416,678,-935,143,13416,1532,1405,1653,1710,803,1041,545,706,901,1487,0,391,314,-34,-14,157
29476,-1032,-822,8,18,827,-44395,-21257,90,-595,97,-2,-134,32,703,16392,631,-1391,332,15472,1496,1555,1709,1741,764,1372,482,865,1082,2064,0,325,406,-36,-18,157
29526,-2733,-1994,-64,-16,930,-50681,-14910,-2045,-461,-10,-4,-136,33,703,16392,556,-866,412,16392,1520,1566,1728,1766,1065,1641,592,912,1212,2362,112,369,452,-37,-21,167
29576,-4453,-2034,1,-22,1212,-33897,-8623,-2228,-209,-6,0,-117,34,706,16532,482,-1616,419,16485,1552,1545,1729,1765,825,1702,397,820,939,2299,0,328,491,-37,-24,160
29626,-436,68,-25,966,-14182,-7769,-3204,-101,-132,0,-104,11,706,16532,466,-978,423,16532,1554,1539,1722,1777,825,1702,384,793,939,2299,0,378,614,-40,-32,161,
29676,-3953,-1985,72,149,1241,-4111,958,-2838,-7,-150,0,-74,4,707,16579,372,-1284,428,16579,1573,1549,1725,1757,825,1702,306,633,939,2299,0,349,565,-39,-33,156
29726,-3152,-1608,4,177,1122,1625,-4900,-2045,-37,-123,-2,-67,3,708,16626,295,-1240,432,16626,1587,1547,1701,1771,825,1702,243,502,939,2299,0,345,576,-39,-33,158
29776,-2563,-1568,176,-26,820,-4722,-6731,-1923,-45,-104,0,-53,2,708,16626,263,-1060,428,16579,1557,1549,1735,1760,825,1702,216,447,939,2299,0,314,511,-38,-32,159
29826,-1895,-1582,82,121,1304,-3013,11456,-702,96,-279,0,-16,-27,708,16626,183,-1100,432,16626,1574,1573,1725,1738,825,1702,150,311,939,2299,0,288,501,-38,-32,159
29876,-1524,-334,-181,67,1054,8827,16278,-458,121,-228,0,-4,-34,707,16579,163,-1002,428,16579,1604,1514,1732,1751,825,1702,134,277,939,2299,0,283,445,-37,-31,158
29926,-470,169,-102,-36,1255,8400,28424,2288,49,-274,-2,1,-53,709,16673,112,-832,435,16673,1571,1564,1753,1719,143,2699,16,302,-373,2557,173,303,389,-36,-30,157
29976,-10,1525,-73,-105,1182,-1365,23114,1921,-1,-156,0,1,-55,707,16579,104,-685,428,16579,1578,1563,1737,1730,143,2699,14,280,-373,2557,0,256,346,-34,-30,155
30026,174,2430,-218,-11,964,4677,18292,4485,-7,-51,0,1,-47,708,16626,67,-552,432,16626,1606,1560,1714,1736,143,2699,9,180,-373,2557,0,292,326,-32,-29,150
30076,733,2684,-14,-34,1638,9010,3217,2532,-56,69,0,1,-33,708,16626,79,-270,428,16579,1623,1570,1708,1716,143,2699,11,213,-373,2557,0,243,318,-31,-28,150
30126,989,2302,24,-66,972,1564,-1909,3142,-115,96,-2,-4,-22,708,16626,71,-140,432,16626,1638,1516,1735,1717,143,2699,10,191,-373,2557,0,219,326,-30,-28,152
30176,674,1871,27,-101,1134,-2036,-12651,4729,-206,122,-2,-27,-10,710,16720,55,-50,435,16673,1600,1580,1703,1740,143,2699,7,148,-373,2557,0,267,258,-28,-27,156
30226,627,1046,157,60,1518,-9910,8466,2410,-98,86,0,-8,-2,708,16626,98,171,432,16626,1636,1539,1753,1686,143,2699,14,264,-373,2557,0,201,286,-27,-26,149
30276,454,1567,-162,224,1266,1930,9320,3081,-245,112,0,-44,-2,710,16720,94,186,435,16673,1607,1495,1757,1743,143,2699,13,253,-373,2557,0,221,307,-25,-26,153
30326,336,1863,-122,-121,1170,-4172,5048,4058,-370,324,-2,-65,34,710,16720,107,350,439,16720,1588,1490,1800,1714,143,2699,15,288,-373,2557,0,214,216,-24,-27,157
30376,75,2241,29,-26,1212,-17173,4743,335,-658,465,0,-128,53,710,16720,169,444,432,16626,1623,1545,1742,1706,1406,632,237,106,1402,1004,142,130,210,-24,-27,156
30426,-592,2211,-20,11,1185,-30601,-11980,-31,-678,689,0,-143,97,709,16673,217,628,435,16673,1576,1537,1755,1733,1347,563,292,122,1528,997,0,112,225,-24,-27,157
30476,-1501,1725,-257,-153,903,-28037,-24126,-153,-537,704,0,-128,113,708,16626,208,607,432,16626,1570,1560,1754,1725,536,49,111,10,969,400,0,189,144,-24,-25,158
30526,-2720,274,52,155,1140,-18150,-28887,-1801,-191,635,-2,-87,118,708,16626,276,741,432,16626,1605,1528,1738,1739,102,192,28,53,611,428,0,128,162,-23,-24,156
30576,-2627,-1284,29,-48,705,-4783,-33281,274,-106,504,0,-66,120,709,16673,257,671,432,16626,1574,1547,1738,1748,-609,125,-156,32,-53,53,0,70,93,-21,-24,153
30626,-2301,-1883,-123,201,1107,-9360,-42864,-824,0,380,-2,-43,108,708,16626,321,832,432,16626,1555,1585,1669,1800,-609,125,-195,40,-53,53,0,25,105,-20,-23,156
