c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36
10976,945,1716,128,68,1031,-14243,-1299,-580,-34,82,-4,9,-16,651,14056,720,-972,195,13970,1533,1479,1681,1678,-323,357,-232,257,-253,720,193,-342,-264,101,49,158
11026,305,1654,-63,-194,946,-12901,-2092,945,-4,57,-2,9,-16,649,13970,703,-608,195,13970,1514,1501,1684,1674,-304,519,-214,365,-233,826,153,-385,-215,100,41,157
11076,157,1705,-45,-105,1008,-12168,-2337,1067,15,81,-2,9,-13,648,13927,2570,2511,199,14013,1509,1495,1699,1671,-235,752,-605,1933,-125,1013,153,-397,-58,98,21,160
11126,-241,1484,-168,84,1125,-7713,-1726,1311,242,107,-4,43,-2,651,14056,656,-436,204,14056,1518,1492,1692,1677,-246,794,-161,520,-132,1012,0,-445,28,96,14,156
11176,-96,1095,-102,-1,1026,4616,-5449,3020,157,82,-4,29,-1,671,14933,632,-827,231,14360,1539,1496,1689,1685,-61,1038,-38,656,43,982,112,-397,96,93,5,150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11326,-161,-86,142,35,1003,-5576,2911,29,-5,5,-2,-4,0,673,15022,568,-615,291,15022,1536,1527,1704,1703,125,1661,71,943,182,1863,112,-255,306,86,-14,148
11376,-298,-33,43,-78,962,-8567,-3923,1311,-6,10,-2,-4,1,672,14978,103,-871,291,15022,1545,1520,1705,1701,255,1447,26,149,327,1610,132,-260,465,81,-31,151
11426,-81,135,-128,61,877,-11985,-5816,1921,-71,6,-2,-16,1,674,15067,524,-210,296,15067,1551,1513,1701,1701,117,2061,61,1080,210,2238,132,-242,458,79,-33,154
11476,-571,-159,-177,7,1002,-14487,-4412,884,-132,-23,-4,-35,1,672,14978,494,-562,291,15022,1557,1512,1686,1716,129,2151,63,1062,252,2395,0,-175,565,76,-44,156
11526,-942,-889,31,23,959,-16868,-444,29,-371,-68,-2,-90,1,673,15022,50,-185,606,74,-49,152,,,,,,,,,,,,,,
11576,-1228,-539,-21,-159,1094,-29624,-689,518,-459,-35,-4,-108,2,673,15022,461,1139,287,14978,1524,1550,1700,1694,129,2151,59,991,252,2395,0,-206,632,71,-56,158
11626,-2202,-272,22,-18,884,-30784,-2520,1921,-475,14,-4,-131,6,672,14978,436,-495,287,14978,1559,1498,1696,1711,129,2151,56,937,252,2395,0,-157,651,70,-60,156
11676,-2899,-388,75,47,1185,-29929,-9722,90,-469,49,-2,-143,14,673,15022,411,-834,296,15067,1537,1534,1690,1714,427,1165,175,478,612,1595,112,-131,604,67,-60,158
11726,-3589,-751,35,-23,964,-32371,-8684,335,-412,10,-4,-143,13,673,15022,372,-555,291,15022,1526,1522,1701,1714,427,1165,158,433,612,1595,0,-171,585,64,-59,157
11776,-3815,-530,-157,27,1010,-29929,-9722,2227,-386,7,-4,-143,13,672,14978,378,-589,291,15022,1539,1525,1688,1717,427,1165,161,440,612,1595,0,-142,516,61,-57,159
11826,-4384,-1052,93,-57,995,-24802,-12041,1494,-275,-40,-4,-129,7,673,15022,345,1501,291,15022,1530,1520,1685,1731,427,1165,147,402,612,1595,0,-100,484,59,-56,160
11876,-4440,-1234,46,-76,767,-15403,-8196,823,-190,-65,0,-113,6,675,15112,220,-957,296,15067,1561,1495,1700,1714,427,1165,94,256,612,1595,0,-133,413,56,-55,156
11926,-3899,-976,-87,34,1174,-8628,-3191,1067,-194,-61,2,-108,6,675,15112,303,-1032,300,15112,1543,1507,1699,1717,427,1165,129,353,612,1595,0,-112,398,54,-55,158
11976,-3320,-995,55,-97,1143,-12839,-4900,335,-259,-64,-2,-108,3,673,15022,297,-849,300,15112,1529,1521,1705,1718,427,1165,126,346,612,1595,0,-125,364,52,-55,158
12026,-3281,-786,-94,59,1056,-14793,-4595,945,-249,-59,-2,-108,3,674,15067,299,-362,296,15067,1550,1505,1690,1729,427,1165,127,348,612,1595,0,-95,405,48,-65,157
12076,-3325,-995,101,75,938,-14182,-8257,151,-214,-63,0,-102,2,673,15022,289,-539,291,15022,1545,1525,1685,1716,427,1165,123,336,612,1595,0,-50,371,46,-64,155
12126,-2879,-930,147,193,1004,-8323,-4839,213,-80,-51,-2,-70,2,674,15067,316,-423,296,15067,1507,1561,1686,1719,427,1165,135,368,612,1595,0,-78,358,45,-64,155
12176,-2754,-710,-132,-148,1110,-4478,-4229,1189,128,-94,-4,-20,-4,674,15067,297,-244,296,15067,1524,1542,1681,1727,427,1165,126,346,612,1595,0,-74,316,42,-65,159
12226,-2273,-754,-64,-4,946,6935,-1787,823,243,-146,-4,7,-14,674,15067,303,16,296,15067,1532,1542,1695,1706,427,1165,129,353,612,1595,0,-39,322,41,-65,151
12276,-1380,-306,-32,-166,980,6691,6574,1921,175,-141,-2,13,-21,674,15067,269,-128,291,15022,1556,1502,1693,1717,427,1165,114,313,612,1595,0,-57,273,39,-66,156
12326,-403,-209,78,15,913,7606,7001,518,103,-173,-2,12,-32,674,15067,337,65,296,15067,1485,1562,1683,1736,427,1165,144,392,612,1595,0,-28,309,38,-67,149
12376,-101,25,-66,-14,1266,7545,9381,-1129,119,-268,-4,21,-52,674,15067,336,98,300,15112,1554,1521,1684,1719,427,1165,143,391,612,1595,0,-2,313,36,-68,151
12426,427,582,48,-92,1089,12245,11334,396,143,-283,-4,37,-67,673,15022,337,103,291,15022,1508,1544,1694,1720,427,1165,144,392,612,1595,0,-3,310,36,-69,151
12476,741,1104,-51,-25,778,14625,13348,213,307,-347,-4,74,-86,676,15157,349,272,296,15067,1557,1514,1695,1708,427,1165,149,406,612,1595,0,25,356,34,-70,152
12526,1787,1591,-66,-28,1244,23903,22626,-397,12,-212,-2,32,-67,674,15067,352,197,296,15067,1614,1434,1721,1690,-329,103,-115,36,-653,-356,0,34,298,35,-67,155
12576,2703,2312,202,126,1015,7484,16217,274,-189,-88,-4,6,-61,674,15067,394,333,296,15067,1513,1527,1700,1727,-329,103,-129,40,-653,-356,0,-49,300,36,-63,154
12626,1997,2508,-76,-101,928,-10703,3522,274,-158,-41,-2,6,-50,674,15067,242,100,296,15067,1522,1536,1700,1717,-329,103,-79,25,-653,-356,0,7,271,37,-60,152
12676,1067,2195,117,-74,980,221,165,396,-74,8,-4,5,-39,674,15067,406,265,296,15067,1547,1516,1696,1714,-329,103,-133,41,-653,-356,0,-24,250,38,-56,147
12726,1066,1755,151,0,857,8583,-689,945,44,174,-2,27,0,674,15067,285,182,296,15067,1563,1474,1713,1714,-329,103,-93,29,-653,-356,0,-37,220,39,-54,146
12776,1230,1452,-28,-1,926,5104,-3740,823,-2,127,-6,20,0,674,15067,429,416,296,15067,1543,1507,1709,1711,-329,103,-141,44,-653,-356,0,-10,250,40,-51,149
12826,1052,1266,-154,-27,1156,5958,-1970,1006,11,103,-2,20,0,674,15067,473,390,296,15067,1557,1491,1701,1722,-17,-232,-8,-110,118,-356,132,-1,189,40,-47,153
12876,1093,505,172,73,849,8522,-6975,1372,19,71,-4,20,0,675,15112,487,430,300,15112,1541,1503,1692,1735,-17,-232,-8,-113,118,-356,0,-31,153,40,-42,147
12926,1231,51,3,144,890,3639,-3740,-92,9,10,-2,20,0,674,15067,510,214,296,15067,1537,1525,1694,1721,-17,-232,-8,-118,118,-356,0,-4,169,40,-39,142
12976,1164,442,-8,-88,997,2785,3400,-31,-17,40,-6,18,0,673,15022,527,438,291,15022,1547,1521,1699,1704,-17,-232,-9,-122,118,-356,0,-45,111,40,-35,146
13026,990,328,62,-79,793,3334,226,29,-6,44,-4,18,1,674,15067,567,761,296,15067,1541,1499,1706,1720,-17,-232,-9,-131,118,-356,0,-36,66,39,-31,141
13076,1000,30,-47,91,1164,4432,-1360,151,15,6,-2,18,1,675,15112,543,412,291,15022,1546,1509,1699,1713,-17,-232,-9,-126,118,-356,0,2,72,39,-28,142
13126,915,260,45,-38,906,4066,-2398,-275,-24,39,-4,11,2,674,15067,581,389,296,15067,1554,1508,1694,1716,-17,-232,-10,-135,118,-356,0,-41,18,39,-26,147
13176,1127,344,-145,-5,968,1198,-3008,213,-41,23,-6,11,1,674,15067,593,303,296,15067,1545,1502,1708,1714,-17,-232,-10,-137,118,-356,0,-2,-9,39,-24,147
13226,1093,319,-17,137,825,-266,-3130,396,3,38,-4,16,2,642,13670,638,176,168,13670,1507,1468,1664,1698,112,-566,71,-361,182,-548,132,-7,11,39,-22,146
13276,769,160,-33,-142,1186,3639,-1787,640,1,19,-2,16,1,639,13543,654,544,159,13585,1515,1483,1659,1679,344,-568,225,-371,379,-632,112,-13,-56,37,-17,150
13326,698,-277,-25,-208,1033,1808,-383,-92,5,-20,-6,17,1,639,13543,674,49,155,13543,1511,1468,1668,1677,214,-426,144,-287,267,-470,0,-14,-84,36,-16,148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13476,1074,465,-57,76,864,770,-3008,1311,-6,42,-2,16,1,639,13543,741,2635,148,13458,1506,1451,1679,1678,312,-341,231,-252,293,-358,0,113,-100,32,-8,148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13626,539,30,78,5,872,7728,3583,-641,36,20,-2,16,2,638,13500,772,-270,148,13458,1513,1452,1677,1676,34,-542,26,-418,19,-591,132,43,-214,29,-3,142
13676,962,259,96,63,919,3334,1508,396637,13458,792,-91,148,13458,1494,1465,1666,1691,288,-431,228,-342,333,-399,142,-11,-283,28,-1,145,,,,,,
13726,708,165,249,-26,914,-3013,-2886,701,19,50,-4,17,1,638,13500,804,155,152,13500,1498,1464,1680,1679,290,-426,233,-342,272,-388,163,-9,-264,26,0,148
13776,573,656,-40,-10,1169,648,-4290,335,35,63,-4,17,1,638,13500,590,92,148,13458,1503,1460,1662,1691,235,-381,139,-224,331,-339,214,110,-290,23,2,147
13826,504,491,-118,108,1028,3639,-4351,-153,51,44,-4,16,2,637,13458,4564,3500,148,13458,1503,1477,1653,1687,360,-378,1645,-1726,429,-373,214,148,-253,22,2,155
13876,118,-290,186,-92,847,4860,-4534,-275,64,8,-4,16,2,637,13458,821,372,148,13458,1508,1456,1655,1697,393,-377,323,-309,432,-415,204,211,-363,16,8,149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14026,832,365,1,-9,909,-14671,-4412,-458,-496,160,-2,-83,25,655,14230,782,-540,219,14230,1504,1435,1685,1685,407,-269,318,-210,479,75,255,142,-371,12,4,152
14076,239,-119,-87,71,793,-31394,-13323,-1495,-511,169,-4,-97,37,669,14844,409,-1473,267,14756,1509,1518,1688,1724,417,-171,170,-70,572,347,255,159,-299,11,0,158
14126,-1261,-647,-256,64,1075,-29380,-12529,-1129,-281,81,-6,-77,31,679,15291,785,-1911,316,15291,1509,1532,1695,1745,347,-171,272,-134,528,221,224,220,-245,12,-1,163
14176,-2544,-1301,75,-43,830,-10886,-6426,-458,-13,-34,-4,-46,13,681,15382,771,-1066,316,15291,1556,1491,1709,1730,396,-42,305,-32,335,-109,204,159,-231,11,-4,159
14226,-2307,-1135,10,-58,750,1442,470,-1557,23,-82,-4,-34,3,708,16626,762,-273,432,16626,1545,1517,1723,1737,312,-205,238,-156,227,-312,224,227,-265,8,-3,154
14276,-1759,-835,-228,-36,1080,2723,3705,-2228,77,-76,-2,-15,4,-1431,503,-416,224,212,-35,-6,0,2,64,202,-566,224,281,-335,1,0,154,,,,
14376,-874,-314,-147,-52,989,11696,775,-2350,77,-36,-4,0,1,22,282,-594,224,266,-351,1,0,152,,,,,,,,,,,,,
14426,82,-402,-3,188,1075,7973,958,-3021,6,-26,-2,-1,2,708,16626,777,432,432,16626,1573,1511,1748,1769,360,-389,280,-303,332,-520,224,265,-323,1,0,147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14576,509,451,54,-99,1265,2113,-5938,-3327,-52,61,-4,0,2,707,16579,801,3147,432,16626,1555,1496,1756,1781,266,-433,213,-347,339,-465,234,231,-355,1,0,150
14626,629,-21,84,127,1154,2235,-6853,-4852,-40,15,-4,0,1,707,16579,810,380,428,16579,1550,1511,1753,1778,175,-328,142,-266,280,-306,255,191,-314,1,0,149
14676,331,-298,21,134,910,-144,-6243,-2899,-42,-7,-2,-5,2,705,16485,606,-233,435,16673,1557,1497,1754,1785,325,-553,197,-335,367,-570,255,191,-347,2,0,151
14726,433,-218,16,-37,926,-1609,-3435,-3876,-210,-9,-4,-33,1,706,16532,824,-554,423,16532,1556,1489,1761,1773,263,-429,216,-353,236,-372,244,221,-350,2,0,154
14776,435,-299,84,242,1116,-10459,-811,-5097,-227,-8,-2,-41,2,705,16485,870,7736,423,16532,1557,1508,1757,1763,-44,-510,-38,-444,-51,-309,255,182,-344,3,0,155
14826,-545,39,-103,-16,947,-11558,2423,-4059,-153,5,-4,-39,2,703,16392,862,-97,412,16392,1553,1491,1764,1765,-46,-261,-40,-225,-117,-97,255,175,-334,4,-1,154
14876,-702,378,-12,-29,1241,-8933,1691,-3388,-146,87,-4,-40,11,672,14978,889,-452,296,15067,1500,1460,1730,1753,-3,-368,-2,-327,-67,-308,255,149,-336,5,-1,155
14926,-865,246,-72,96,1129,-7224,-2703,-3082,-25,72,-4,-21,11,673,15022,931,-983,291,15022,1496,1482,1724,1744,16,-353,14,-328,34,-315,255,127,-319,6,-1,153
14976,-1344,189,165,16,1020,-1609,-2886,-2777,92,93,-4,-5,11,672,14978,945,-910,284,14933,1522,1439,1731,1740,-31,-505,-29,-478,-34,-527,234,147,-327,7,0,154
15026,-1020,-40,-27,-59,1101,-327,2362,-2228,64,10,-4,-4,3,672,14978,953,-665,287,14978,1514,1468,1732,1729,-79,-533,-75,-508,-143,-557,244,110,-376,8,0,153
15076,-527,232,161,91,1018,-1853,4132,-2716,48,45,-4,-1,2,672,14978,977,95,291,15022,1521,1474,1730,1726,39,-544,38,-532,-39,-569,183,119,-348,8,1,147
15126,-549,590,-112,-83,1018,1442,3278,-2533,131,50,-2,18,2,673,15022,1001,3041,291,15022,1486,1498,1737,1727,8,-566,8,-566,-66,-563,244,93,-475,9,7,149
13585,1021,-245,251,0,6,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15226,-176,639,13543,1036,44,155,13543,1484,1416,1703,1705,3,-107,3,-111,-130,-467,255,110,-431,10,8,153,,,,,,,,,,,,
15276,611,353,-4,95,927,23353,5841,-519,482,-104,-2,103,-26,638,13500,1061,212,155,13543,1491,1408,1709,1694,-162,-623,-172,-661,-208,-1001,244,26,-471,12,9,157
15326,1297,561,0,-38,902,23475,5170,-1434,483,-88,-2,118,-27,639,13543,3658,2817,155,13543,1482,1441,1685,1704,-102,-710,-375,-2597,-212,-1097,214,43,-555,13,17,161
15376,2560,1109,-39,66,747,25001,7001,-946,399,-49,0,121,-27,638,13500,1119,-179,155,13543,1492,1437,1685,1699,-147,-461,-164,-516,-232,-812,224,35,-538,14,17,159
15426,3104,1575,63,-6,1080,20790,4132,-1679,255,60,2,104,-16,638,13500,1150,726,152,13500,1503,1414,1686,1705,-183,-737,-211,-847,-160,-936,224,54,-487,15,18,158
15476,3281,1300,-107,23,1003,15846,2057,-2045,115,51,2,79,-10,656,14273,1175,861,192,13927,1508,1428,1704,1706,-130,-648,-153,-761,-100,-663,224,110,-503,17,22,160
15526,3036,513,179,-60,786,5775,6818,-1862,-24,55,0,50,-2,672,14978,1202,-469,287,14978,1526,1424,1714,1713,-169,-624,-203,-750,-194,-526,214,50,-546,18,24,156
15576,2881,1018,-47,8,1012,-2952,3705,-702,-124,66,-4,26,-3,673,15022,1044,-1092,291,15022,1514,1475,1730,1731,-88,-453,-92,-473,-108,-224,234,29,-555,20,24,157
15626,2467,1306,-31,125,1151,-8567,470,-1068,-177,102,-4,6,-2,671,14933,1225,-182,284,14933,1514,1474,1729,1732,-108,-378,-132,-463,-75,-101,234,18,-523,20,22,159
672,14978,1231,-342,284,14933,1529,1466,1725,1723,-125,-305,-154,-375,-58,-67,234,9,-537,21,21,154,,,,,,,,,,,,,,
15726,1083,816,-53,6,991,-8994,1813,-1251,-78,62,-4,4,0,672,14978,1252,151,287,14978,1515,1489,1728,1718,-109,-312,-136,-391,-144,-110,204,-11,-535,21,20,154
15776,471,707,-23,22,909,-8018,1996,-824,-21,59,-4,4,0,671,14933,1266,97,284,14933,1513,1495,1729,1712,-105,-225,-133,-285,-48,-57,234,8,-446,22,17,148
671,14933,1278,-483,284,14933,1532,1469,1722,1722,-66,-168,-84,-215,-51,-128,193,-7,-421,23,15,152,,,,,,,,,,,,,,
15876,141,817,-183,45,944,-2341,1630,884,8,52,-2,3,0,634,13332,245,-891,284,14933,1517,1495,1723,1715,-104,-160,-25,-39,-127,-76,214,-20,-391,23,11,148
15926,-269,591,31,-61,979,-3013,-1238,762,30,56,-54,2,0,634,13332,1305,-582,136,13332,1445,1405,1710,1710,-5,-186,-6,-243,48,-96,224,4,-364,23,10,146
604,12100,1311,942,11,12060,1442,1389,1670,1657,13,-196,17,-256,25,-143,214,-23,-351,23,9,148,,,,,,,,,,,,,,
16026,-689,670,-23,-6,886,-4966,-4229,7476,180,62,-29,24,0,602,12020,1320,331,7,12020,1481,1462,1622,1624,20,-44,26,-58,58,-66,244,-42,-323,22,7,145
16076,-523,693,101,-39,655,5470,-6243,3081,168,80,-2,25,0,603,12060,1335,-210,11,12060,1466,1419,1635,1656,19,-139,25,-186,86,-222,224,-120,-308,21,5,150
16126,354,937,-128,104,785,526,-5632,4119,37,69,-4,11,0,605,12140,1643,-406,20,12140,1464,1432,1643,1641,37,-20,60,-33,127,0,224,-162,-304,20,3,144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16526,445,91,-151,78,848,11085,-3069,2898,239,1,-56,53,2,675,15112,1276,-17,300,15112,1499,1471,1731,1747,41,-117,53,-149,76,-265,214,-138,-261,2,-19,150
16576,756,-113,181,-41,891,8156,775,5156,235,10,-182,60,0,675,15112,1263,-1226,291,15022,1467,1442,1760,1753,22,-92,29,-116,-58,-275,255,-148,-255,0,-20,153
16626,1250,-62,-43,65,1007,12855,1508,11077,232,-7,-236,66,0,674,15067,1255,-410,296,15067,1522,1488,1717,1729,29,-158,36,-198,9,-334,224,-118,-196,0,-20,154
16676,1776,323,38,-26,1105,9559,-994,9063,129,36,-87,57,0,673,15022,1243,-915,291,15022,1552,1496,1705,1712,62,-140,77,-174,57,-280,234,-132,-180,-1,-20,153
16726,1940,208,-18,-81,1101,5470,-2520,3325,41,17,-8,43,0,673,15022,1224,0,291,15022,1533,1508,1710,1717,9,-85,12,-104,33,-84,255,-135,-210,-2,-21,147
16776,1943,-220,-64,181,1094,-1304,-1299,1189,-24,-21,-8,26,0,672,14978,1210,1196,296,15067,1527,1508,1709,1722,12,-91,15,-110,38,29,234,-84,-161,-3,-22,153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16976,503,132,48,-82,1185,282,531,-92,32,26,-6,16,2,673,15022,1211,598,300,15112,1548,1498,1722,1703,-98,58,-119,70,-87,67,244,-61,-62,-4,-28,142
17026,996,380,76,-14,943,1686,2606,640,-5,41,-4,16,0,673,15022,1212,-829,291,15022,1523,1485,1724,1723,-66,53,-80,64,-86,67,244,-105,-48,-4,-30,144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17126,611,257,-42,59,995,2296,-261,396,186,-5,-4,46,-4,672,14978,1205,428,287,14978,1537,1508,1700,1716,-105,115,-126,139,-93,42,214,-66,24,-5,-32,147
17176,1148,259,18,-81,961,8949,-628,945,165,0,-4,54,-4,671,14933,1657,-15,291,15022,1552,1499,1702,1713,-97,79,-162,132,-124,-47,255,-108,11,-4,-34,148
17226,1480,49,203,26,869,8095,775,1738,269,-70,0,78,-19,671,14933,213,-2151,284,14933,1507,1529,1712,1715,-14,120,-3,25,-136,17,224,-110,36,-4,-34,147
17276,1838,306,-215,111,1133,16090,10663,945,279,-118,-2,85,-24,672,14978,1209,662,287,14978,1540,1508,1713,1701,-144,230,-174,279,-264,16,224,-61,116,-4,-36,158
17326,2086,554,45,36,1032,17799,8893,1738,254,-47,-2,85,-19,671,14933,1216,-316,284,14933,1548,1494,1716,1702,-172,39,-209,48,-279,-183,244,-103,99,-3,-36,155
17376,2459,763,14,-58,999,10902,3461,1677,181,-22,0,80,-18,672,14978,1870,317,284,14933,1531,1522,1696,1711,-125,138,-235,258,-152,59,244,-127,121,-2,-37,154
17426,2700,564,145,108,839,4127,-1909,1983,-37,44,0,37,-4,672,14978,431,-174,287,14978,1564,1496,1696,1705,-151,160,-65,69,-107,232,234,-127,163,-2,-37,152
17476,2761,647,-127,-22,1173,-7041,-1299,2166,-223,50,-2,5,0,672,14978,1217,563,287,14978,1525,1532,1698,1710,-97,266,-119,324,-51,572,173,-102,234,-1,-39,155
17526,2071,35,2,-67,919,-15708,836,1799,-177,3,0,4,0,672,14978,1223,111,287,14978,1522,1527,1713,1704,-85,378,-104,463,-74,691,224,-135,214,-1,-40,147
17576,969,84,34,-27,942,-10764,592,1921,-76,11,2,3,0,673,15022,1192,-637,284,14933,1547,1504,1705,1702,-166,514,-198,613,-174,640,214,-144,253,-1,-42,150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20576,1849,-1065,78,-153,991,15907,-3435,-519,231,-11,-2,80,14,672,14978,3352,1559,287,14978,1554,1460,1717,1719,343,-1294,1150,-4338,325,-1515,204,72,-1198,-44,36,164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1171,-105,287,1490,29,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21426,3297,19,190,0,1006,-33164,1630,-153,-287,30,-2,4,2,673,15022,2505,1079,291,15022,1522,1525,1707,1715,317,0,794,0,295,724,142,185,-581,-60,25,147
21476,1089,-38,-100,41,1088,-20286,-2092,1433,-150,-1,0,-9,2,673,15022,1184,685,291,15022,1571,1490,1701,1705,299,250,354,296,323,675,163,249,-404,-62,17,154
21526,204,94,-114,100,1193,-18760,-1787,1738,-241,9,2,-44,2,672,14978,1173,-207,287,14978,1544,1520,1695,1707,192,262,225,307,214,802,132,258,-306,-63,12,154
21576,-634,322,50,-69,1169,-28342,-1909,1128,-248,47,0,-57,2,672,14978,1175,-372,291,15022,1527,1532,1700,1709,275,355,323,417,309,898,153,248,-235,-63,4,154
21626,-1701,231,90,-10,1043,-26878,-3130,1189,-150,37,0,-57,1,673,15022,1160,106,291,15022,1540,1522,1692,1712,293,604,340,701,312,1042,142,215,-109,-64,-2,156
21676,-2464,-354,-90,11,1244,-19370,-5449,2898,-105,-26,2,-63,2,672,14978,1161,494,287,14978,1540,1530,1689,1709,241,604,280,701,271,957,204,247,43,-65,-11,156
21726,-2805,-446,-98,-101,1278,-17295,-1604,2593,-17,-33,0,-50,2,672,14978,1180,-570,287,14978,1525,1557,1687,1700,158,706,186,834,140,978,193,279,106,-65,-16,159
1,-64,-24,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21826,-2796,-483,155,-44,892,-4783,-2886,3020,119,-13,-2,-24,2,672,14978,2794,1118,287,14978,1556,1509,1699,1705,179,722,500,2018,168,714,173,178,264,-64,-28,158
21876,-2200,25,-107,-9,1153,-3257,-1543,4058,99,3,0,-18,2,672,14978,1173,-348,287,14978,1559,1522,1689,1699,116,844,136,990,125,889,224,223,370,-64,-35,152
21926,-1391,164,-193,-28,1340,-4905,-3679,3814,25,15,-2,-18,2,672,14978,1189,-611,287,14978,1550,1561,1665,1700,145,883,172,1050,207,952,142,237,416,-64,-40,157
21976,-1247,-405,165,132,1012,-4539,-2398,3081,28,-8,-2,-18,2,673,15022,1191,1413,287,14978,1558,1538,1677,1700,100,897,119,1069,117,928,204,223,663,-65,-55,157
22026,-1174,-386,178,108,1265,-3379,-750,2898,14,-5,-4,-19,2,98,-64,-57,156,,,,,,,,,,,,,,,,,,
22076,-939,-415,6,-136,986,-3989,4193,2715,-26,-31,-4,-18,1,672,14978,1190,722,291,15022,1546,1557,1696,1679,148,900,176,1071,-28,953,224,215,901,-65,-70,154
22126,-745,40,155,-29,765,-11130,8344,3630,-71,30,-2,-25,2,672,14978,1204,-209,287,14978,1549,1549,1691,1688,100,938,121,1129,-51,1064,173,221,947,-64,-72,155
22176,-753,622,-158,-9,1110,-13511,4315,3936,-68,49,-4,-25,2,673,15022,1211,455,287,14978,1558,1535,1693,1685,45,960,54,1162,-37,1119,183,292,993,-63,-74,154
22226,-723,870,-97,9,1228,-9666,4376,3936,-96,77,-4,-31,2,672,14978,1225,-218,287,14978,1540,1569,1682,1687,19,1014,24,1242,-25,1173,204,318,1019,-61,-76,154
22276,-981,595,81,180,1120,-10520,5292,2715,-57,72,-2,-31,2,672,14978,805,-1228,284,14933,1557,1543,1687,1684,-43,1114,-34,896,-85,1180,183,299,1043,-59,-76,157
223672,14978,1235,-325,287,14978,1581,1517,1691,1690,-113,1026,-139,1267,-162,1070,193,284,1051,-57,-78,163,,,,,,,,,,,,,,
22376,-1141,585,64,-112,927,-13572,4254,2288,-293,60,-4,-75,0,673,15022,1244,187,284,14933,1535,1553,1699,1680,21,1012,27,1259,-32,1305,153,213,1003,-55,-82,157
22426,-1661,528,177,36,877,-26267,5597,1494,-463,75,-4,-120,2,673,15022,141,-263,291,15022,1576,1516,1697,1685,19,1161,2,163,-38,1456,163,137,1035,-54,-85,155
672,14978,1271,227,291,15022,1545,1554,1696,1682,-40,1123,-51,1427,-92,1536,204,70,1046,-53,-89,160,,,,,,,,,,,,,,
22526,-3018,962,-116,-69,1006,-34873,2240,1677,-538,79,-2,-157,1,672,14978,1292,341,287,14978,1547,1531,1696,1696,-23,1173,-29,1515,0,1598,163,88,1061,-52,-92,159
22576,-3673,1072,-86,229,1180,-35300,-567,2410,-492,91,-4,-164,0,672,14978,1319,230,291,15022,1539,1539,1697,1697,-95,988,-125,1303,-42,1384,112,156,997,-51,-91,161
22626,-4268,818,9,118,1189,-35300,-2337,2288,-511,78,-4,-177,0,672,14978,1318,393,287,14978,1555,1541,1687,1690,38,943,50,1243,80,1251,112,165,1031,-50,-92,156
22676,-4780,426,28,-49,1043,-32310,-811,2227,-479,48,2,-177,1,670,14889,1323,398,280,14889,1541,1539,1702,1680,38,943,50,1248,80,1251,0,194,1029,-49,-94,153
22726,-5317,396,-107,-78,947,-26633,2973,1677,-377,25,0,-166,0,671,14933,1345,-20,284,14933,1544,1544,1684,1695,38,943,51,1269,80,1251,0,185,969,-48,-96,153
22776,-5370,-185,141,45,992,-20164,5658,762,-290,5,0,-152,2,648,13927,1359,417,284,14933,1539,1556,1683,1691,-1,733,-2,996,-61,739,112,123,954,-47,-98,151
22826,-5329,-107,111,-78,1179,-14548,4132,1372,-107,1,-2,-113,0,613,12463,1358,308,51,12463,1524,1473,1677,1636,-1,733,-2,996,-61,739,0,64,914,-47,-99,151
22876,-4376,380,25,33,833,-5271,1325,2349,-142,46,-2,-106,2,601,11980,1355,1033,7,12020,1494,1447,1626,1621,-100,700,-135,949,-87,487,132,-6,1038,-46,-108,155
