time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,,
16801000,204,-1419,130,-105,2017,-10076,19716,2440,-1656,-17549,599,-80,-1599,530,21,64
16849000,-47,-568,169,63,306,1276,11842,1646,-267,-12762,359,-80,-1519,528,21,64
16901000,-38,11,-127,89,-202,2741,11781,792,-240,-8998,480,-80,-1560,528,21,64
16949000,-113,679,-269,-6,810,-921,15748,914,-178,-3399,959,-119,-1160,529,21,64
17001000,-244,1204,102,5,2179,-1653,9706,1341,28,6072,3000,-240,-160,537,21,64
17049000,-367,1341,-93,33,945,-6658,6715,-733,1460,6872,7079,-80,-119,553,21,64
17101000,-662,1542,-164,19,218,-8123,8912,-3419,3385,8501,11400,-80,-80,575,21,64
17149000,-781,1576,-64,-34,2179,116,-3355,-6165,4086,9140,20399,-80,-39,575,21,64
17201000,-644,1273,147,-91,2179,116,-4392,-14222,3281,8795,28439,-80,239,595,21,64
17249000,-504,1188,47,-147,1827,-2630,1649,-18922,2266,10631,25919,-119,639,618,21,64
17301000,-494,885,-33,-1,1848,-3484,-10435,-16053,2176,11654,1439,-119,1119,716,21,64
17349000,-370,519,315,59,1294,-1409,-5369,2012,2028,11066,240,-39,1359,738,21,64
17401000,-291,698,86,97,1965,-2446,-730,4698,1231,18008,-360,-80,2400,744,21,64
17449000,-235,-30,252,-38,1817,-2752,-33689,1707,956,20610,0,-80,3359,751,21,64
17501000,-496,-684,176,6,1972,-12212,1161,2318,2419,15319,359,-80,3320,751,21,64
17549000,-769,-319,-301,89,1102,-6170,-7810,2257,3882,16657,359,-80,3159,752,21,64
17601000,-590,-1740,130,-10,1395,-2385,-39243,2623,2969,-1283,359,-80,1519,752,21,64
17649000,-594,-1829,115,50,1155,-7451,21547,1341,2885,-8254,599,-80,599,752,21,64
17701000,-654,-769,-547,196,1520,-1714,-1157,670,3339,-7493,599,-80,-520,743,21,64
17749000,-381,-1325,358,153,1526,-1958,-14402,1158,1864,-29867,2400,-80,-3880,706,21,64
17801000,-932,-396,59,18,508,-21856,45350,-2503,4954,-54388,13679,-80,-8960,610,21,64
17849000,-1143,1576,30,101,781,3168,44435,-4273,6323,-64510,17279,-119,-12400,567,21,64
17901000,-464,2743,-101,-29,783,8173,36744,-14039,1768,-60315,20399,-160,-13120,542,21,64
17949000,-433,3909,-22,154,-413,-7573,53468,-17274,-10452,-48358,21480,-2200,-12000,537,21,64
18001000,-901,5297,-84,65,2179,-13677,53163,-16968,-11033,-30122,24120,-2799,-10480,534,21,64
18049000,-1371,5988,-6,-161,1805,-17339,42421,-19959,-12444,-16731,29400,-3439,-8800,528,21,64
18101000,-1808,6176,303,13,1331,-18438,40224,-23682,-13434,-9203,32399,-4119,-7760,510,21,64
18149000,-1976,6051,4,-36,1612,-15813,34791,-27222,-9062,-4128,32279,-3520,-6799,512,21,64
18201000,-2186,5800,-56,-99,1188,-17644,26246,-28321,-2866,7907,26519,-2680,-4440,570,21,64
18249000,-2260,5292,-198,-38,1102,-8367,8790,-22034,-2083,13825,17039,-2640,-3040,630,21,64
18301000,-1820,4193,-131,-147,-59,3778,-5796,-9278,-4300,22983,6600,-2560,-240,675,21,64
18349000,-1156,3341,356,-78,472,10858,-2195,-3358,-5244,19984,2279,-2159,-39,701,21,64
18401000,-781,2022,-100,-6,369,-1165,-29234,-1588,-1965,39890,1679,-1119,4839,720,21,64
18449000,-536,716,-226,-88,965,16229,-17637,-1405,-2799,46808,2640,-1119,7200,722,21,64
18501000,525,-298,-311,-48,-1,29169,-44004,242,-4218,49649,4440,-199,8840,718,21,64
18549000,1092,-2304,-79,65,697,15131,-58042,242,-6684,40207,5879,-119,8920,706,21,64
18601000,1360,-2597,136,150,826,15802,-13792,-794,-8375,35821,6360,-80,8759,696,21,64
18649000,1987,-3114,-57,329,1408,25507,-68113,-1099,-11503,29487,6479,-80,7920,693,21,64
18701000,2067,-4732,-15,14,2179,-2507,-45408,2196,-12717,11552,7079,-119,6719,673,21,64
18749000,1192,-3958,-284,169,1051,-5620,673,853,-8112,8641,7920,-80,5680,653,21,64
18801000,1396,-3834,-76,69,1280,9821,-44126,-1527,-8349,-4150,15599,-39,3120,596,21,64
18849000,1137,-4298,29,90,360,-17705,-20872,-2808,-7853,-7189,16800,-80,3080,576,21,64
18901000,366,-3242,72,132,1343,-10381,7448,-8179,-2596,5800,16560,-80,4240,577,21,64
18949000,213,-2621,0,57,1092,-1836,-18552,-10010,-1952,9926,16199,-119,4319,591,21,64
19001000,-173,-2943,-29,-61,739,-18682,-16660,-9278,541,7303,12599,-80,4200,621,21,64
19049000,-679,-2331,-197,96,267,-8306,2321,-7325,3186,-67,8159,-80,2439,645,21,64
19101000,-558,-2419,258,96,1013,665,-25571,-4090,2780,-14294,4200,-80,-39,700,21,64
19149000,-885,-2432,105,132,991,-19963,16664,-2137,4069,-15883,2640,-80,-119,702,21,64
19201000,-1306,-1158,194,-28,1612,1337,7203,-1099,7129,-7898,2640,-80,-199,721,21,64
19249000,-664,-1603,-137,181,1707,12811,-13242,-1282,3800,-12715,2760,-119,-679,719,21,64
19301000,-764,-936,168,129,1164,-12212,35707,-1771,7699,-21019,6000,559,-2680,706,21,64
19349000,-892,279,-290,-261,752,10309,10255,-3602,33084,-21284,8159,4719,-3880,675,21,64
19401000,107,256,-8,-10,420,18976,12819,-5006,43089,-18740,12120,7520,-3480,655,21,64
19449000,470,1820,115,-68,1108,2435,49867,-6715,52245,-14448,14519,9440,-3960,636,21,64
19501000,1199,3012,-5,0,1522,37103,11781,-10194,63244,-2718,17279,12080,-3480,606,21,64
19549000,2839,2993,-48,-57,1089,48578,9828,-15015,75671,465,19080,15599,-2879,565,21,64
19601000,4080,3544,-45,-82,1301,44244,26430,-16358,71145,3863,21360,16320,-2879,503,21,64
19649000,4868,3824,-190,-32,1796,48273,16908,-20020,63329,5457,20880,15639,-2879,501,21,64
19701000,5725,3685,-147,51,950,53095,8729,-22462,18800,14212,18960,8959,-1239,505,21,64
19749000,6387,3221,49,0,1875,49127,1466,-22218,3584,13714,17039,6919,-959,534,21,64
19801000,6313,2575,-345,49,-596,27338,-1951,-17579,-12054,10318,13080,4240,-800,558,21,64
19849000,5600,2153,-53,-49,1063,10797,-5003,-14954,-20851,10966,7799,2160,-319,594,21,64
19901000,4541,1780,202,181,522,-676,-6040,-8118,-26863,9881,1920,-80,-80,650,21,64
19949000,3444,1286,279,25,1934,-9588,-7993,-3541,-21808,7702,480,-119,-80,667,21,64
20001000,2352,633,-33,54,608,-9893,-4575,-2747,-25999,3449,359,-2120,-39,677,21,64
20049000,1416,300,39,26,1144,-17644,-1585,-3175,-44600,1604,480,-6080,-80,677,21,64
20101000,55,-145,146,58,1302,-34856,-12510,-1954,-42408,-1541,240,-7240,-119,684,21,64
20149000,-1328,-40,249,116,1500,-36809,13002,-2747,-43688,-1684,-480,-8639,-160,682,21,64
20201000,-2411,178,-290,77,1448,-38579,-16904,-977,-28764,571,-2879,-7359,-80,683,21,64
20249000,-3490,-755,-56,-206,588,-40227,-18369,2501,-22502,-3858,-4679,-7200,-39,682,21,64
20301000,-4210,-221,-231,-138,-42,-31926,19288,5675,-9936,-1750,-7680,-5920,-80,682,21,64
20349000,-4286,-177,0,-20,871,-24297,-22886,6224,-3918,-973,-7799,-4960,-119,679,21,64
20401000,-4255,-549,160,52,795,-26677,12086,8604,2412,-3889,-7919,-3839,-119,649,21,64
20449000,-4251,511,-79,-80,1029,-16362,11598,12022,4672,2018,-11160,-3480,-39,648,21,64
20501000,-3593,-122,-127,111,891,-7573,-28928,12633,2750,-946,-18360,-3120,-39,650,21,64
20549000,-3357,-370,-186,15,1240,-20452,12025,15623,1592,-3082,-19320,-3079,-39,651,21,64
20601000,-3120,116,83,189,1292,-4216,-15928,18980,2561,209,-15480,-2680,-80,651,21,64
20649000,-2274,-918,203,180,1689,-5742,-30515,18736,-1253,-6734,-9240,-2600,-399,649,21,64
20701000,-2204,-615,-61,26,1873,-19658,14039,10863,12582,-9852,119,-39,-1080,629,21,64
20749000,-1540,269,-345,299,992,14826,-2683,5797,10079,-3465,599,-39,-800,627,21,64
20801000,-471,30,234,-24,1435,-127,-12144,4393,2507,-752,8040,-39,-160,604,21,64
20849000,-524,178,156,14,928,-9832,7631,-3175,2379,-39,10200,-80,-119,604,21,64
20901000,-187,257,32,126,1107,10858,-8421,-5433,860,798,8999,-39,-119,601,21,64
20949000,371,-116,-17,58,1354,5121,-9458,-4945,-1994,-1302,8280,-39,-119,590,21,64
21001000,244,361,-192,100,1376,-5620,7265,-4029,-1654,1402,7079,-39,-119,587,21,64
21049000,348,488,-160,51,1419,8478,-12754,-5311,-1777,2431,5399,0,-119,603,21,64
21101000,687,321,-87,2,-225,4633,-730,-2015,-3993,1639,480,0,-39,651,21,64
21149000,765,887,-41,-222,1607,1642,-3049,1158,-4833,4372,480,-80,-80,677,21,64
21201000,1116,346,-5,-53,578,8356,-17393,1646,-6957,1546,480,-80,-80,678,21,64
21249000,1124,657,-98,-114,1124,-2691,18190,242,-7483,-761,480,-119,-640,661,21,64
21301000,1054,1026,-76,85,636,6342,-15989,1280,-4503,-20072,3480,280,-4479,576,21,64
21349000,1276,503,-69,85,1968,2619,551,3477,5884,-37185,4799,2279,-6879,548,21,64
21401000,1129,1713,159,-48,888,-2568,39552,-62,10637,-50261,5879,2960,-10360,530,21,64
21449000,1022,3188,58,111,1399,6647,41749,-3602,10057,-44184,5399,2760,-10559,530,21,64
21501000,1108,4294,235,-117,1622,8478,40285,-5128,-862,-30604,4920,959,-9559,536,21,64
21549000,1157,5047,-91,71,915,3107,41261,-3968,-7232,-25183,4200,-80,-9280,538,21,64
21601000,1068,5522,133,98,462,360,34608,-3480,-6677,-20679,2879,-80,-9080,542,21,64
21649000,914,5884,45,-43,525,1032,37477,-1954,-5921,-7906,2160,-80,-7160,555,21,64
21701000,716,6114,11,-217,1820,1337,24415,609,-4631,19499,480,-80,-2760,598,21,64
21749000,586,5392,116,-42,1409,604,7326,670,-4036,31590,480,-80,-119,648,21,64
21801000,410,4641,-98,264,2179,2619,9401,1646,-2851,36515,359,-80,1640,686,21,64
21849000,591,3573,-165,-30,1632,8356,-17942,2379,-3900,46006,240,-119,4080,710,21,64
21901000,764,1942,6,-190,741,1215,-13792,1951,-4906,46403,119,-80,6040,715,21,64
21949000,825,1300,-75,24,1347,8173,-12937,2562,-5204,47561,119,-119,6719,716,21,64
22001000,1295,-618,-185,3,781,14215,-59263,3538,-8229,35234,-239,-119,6680,716,21,64
22049000,1331,-2059,-143,-242,752,-3118,-17515,3050,-8536,27047,-480,-80,6680,715,21,64
22101000,1106,-1530,-21,134,1256,10126,-13731,1829,-6895,29005,359,-80,6519,714,21,64
22149000,1736,-2590,-21,-138,1396,18427,-51755,2562,-9981,22302,359,-80,6159,704,21,64
22201000,1495,-3126,112,27,464,-12944,-669,548,-9158,8331,480,-80,4560,691,21,64
22249000,765,-2326,-517,-114,1171,1581,-9702,-794,-5184,1211,359,-80,2560,679,21,64
22301000,1301,-3346,237,-61,682,19037,-43272,-2137,-8032,-19687,359,-80,-39,660,21,64
22349000,1177,-3200,-457,-19,1087,-10198,15260,-4334,-7927,-20318,480,-80,-80,643,21,64
22401000,452,-1603,-17,10,1235,-4033,1222,-4395,-3097,-9785,480,-80,-80,635,21,64
22449000,718,-1894,358,128,859,8661,-27402,-5311,-4531,-10953,480,-119,-80,633,21,64
22501000,644,-1133,23,66,1926,-13921,27162,-3846,-4211,-7285,480,-80,-119,624,21,64
22549000,155,-147,-381,-118,266,-5498,-14829,-2991,-1600,-3019,359,-80,-360,570,21,64
22601000,321,-1155,268,-76,797,3168,-29111,-1954,-2568,-17645,359,-119,-1879,552,21,64
22649000,287,-753,93,48,956,-8245,21791,-3724,-2182,-20256,480,-39,-2519,554,21,64
22701000,-84,605,-235,-75,-508,-10625,5739,-3052,27,-17872,480,-80,-3680,561,21,64
22749000,-227,728,-38,-111,275,-4766,-6773,-1893,741,-18709,480,-80,-3960,602,21,64
22801000,-457,1406,237,-41,405,-8489,24599,-2320,2196,-12283,359,-80,-3520,671,21,64
22849000,-751,1833,-13,220,2089,-2507,-4331,-1710,3890,-7558,-119,-80,-3200,691,21,64
22901000,-621,839,34,101,320,-1531,-3721,-2320,3149,-14416,119,-80,-3320,689,21,64
22949000,-739,1437,-164,42,865,-7207,28688,-1099,3653,-11685,359,-80,-3279,690,21,64
23001000,-630,1208,-152,-231,979,7501,-25144,-2198,3433,-11343,480,-39,-3159,689,21,64
23049000,-289,177,243,29,764,-4033,-5308,-4884,1181,-13542,480,-80,-2560,688,21,64
23101000,-875,1135,-36,-233,1335,-16118,24904,-5128,4624,88,480,-80,-1119,678,21,64
23149000,-688,908,-7,262,2022,13605,-23801,-5860,4216,2810,359,-80,-599,675,21,64
23201000,-356,312,195,-42,1652,-10625,5250,-6837,1371,-738,480,-119,-440,630,21,64
23249000,-1059,1111,-3,-123,908,-19780,15016,-6593,4789,2685,599,-119,-559,573,21,64
23301000,-929,596,-205,-297,458,10248,-26243,-8179,4707,-718,2039,-119,-720,478,21,64
23349000,-317,107,-73,-4,965,10797,-1463,-11719,1900,-2241,2160,-80,-479,462,21,64
23401000,99,916,98,74,1098,3473,16237,-13367,-1044,4162,2039,-80,-199,447,21,64
23449000,260,1569,-224,-30,704,1337,5189,-14039,-1892,8097,1799,-80,-119,446,21,64
23501000,242,1678,133,-129,1229,-4094,-547,-14466,-1872,9289,1439,-80,-80,459,21,64
23549000,29,1722,248,-118,1288,-10015,2626,-14161,-916,9273,599,-80,-119,492,21,64
23601000,-313,1772,85,-72,355,-9771,-791,-12086,1359,9606,480,-80,-119,518,21,64
23649000,-520,1700,-28,-19,342,-6414,-8176,-8790,2493,9402,480,-80,-119,519,21,64
23701000,-645,1484,136,153,860,-6109,856,-10194,3287,7235,359,-80,-240,522,21,64
23749000,-674,1624,-157,-28,1216,-4461,-5979,-10010,3467,8309,-2999,-80,-199,543,21,64
23801000,-650,1206,-4,-131,612,-2263,-10496,-5555,3551,5851,-28680,-39,-199,603,21,64
23849000,-605,1274,-146,-31,-52,482,13368,10252,3442,5592,-36000,-39,-240,606,21,64
23901000,-390,1174,175,-254,1417,3107,-22642,17576,1807,5434,-38160,-80,-240,614,21,64
23949000,-399,141,-110,0,1791,-3301,-3355,19346,1807,540,-38519,-80,-119,614,21,64
24001000,-645,981,-102,112,1637,-66,23134,22764,3289,5005,-36960,-80,-119,614,21,64
24049000,-444,552,73,-183,1176,11163,-29234,22459,2600,3880,-24960,-80,-119,613,21,64
24101000,-383,-28,209,-85,1447,-2019,20265,11961,1762,-1325,-3599,-80,-199,614,21,64
24149000,-645,1240,77,-217,1664,2741,27406,5980,3267,4820,359,-80,-199,637,21,64
24201000,-281,1287,120,118,1591,13422,-11106,-3846,1173,7485,359,-80,0,750,21,64
24249000,-262,1222,-360,37,336,-3545,25087,-3541,775,5788,359,-80,-80,776,21,64
24301000,-228,2198,-364,84,656,20197,12330,-10926,1094,12545,359,-39,-39,794,21,64
24349000,925,1665,-87,160,745,28558,-8604,-4578,-4711,9976,359,-80,-80,794,21,64
24401000,1523,1235,239,-113,1236,8173,4518,-4578,-9322,-2583,480,-80,-1679,759,21,64
24449000,1537,1106,55,184,1418,9027,2748,-6470,-9603,-16557,359,-119,-3999,677,21,64
24501000,1686,892,195,-173,1227,4205,14223,-8424,657,-34572,-6239,1800,-6840,585,21,64
24549000,1291,1568,83,-74,1629,-7512,28200,-5311,30882,-40773,-12479,6680,-8440,571,21,64
24601000,909,2058,-7,243,738,-982,16054,670,46563,-28261,-37800,8920,-6920,572,21,64
24649000,996,2700,-121,-55,595,10980,36989,15257,40733,-16073,-39600,7960,-5279,573,21,64
24701000,1460,3418,-128,-193,1965,25507,5861,21788,20109,-8725,-33840,4920,-4920,574,21,64
24749000,2052,2836,134,259,676,20075,8058,23924,4999,-8057,-25679,2839,-4279,574,21,64
24801000,2007,3413,-13,137,542,2680,36256,17882,-12132,-152,-4200,-80,-3439,576,21,64
24849000,1640,3871,-79,138,1545,3229,11720,6834,-9977,2189,-119,-39,-3520,582,21,64
24901000,1327,3316,93,-23,667,-2385,2809,-428,-7946,5092,-119,-39,-2439,617,21,64
24949000,832,3230,7,-91,1856,-5620,9157,364,-5815,9863,-599,-80,-1519,619,21,64
25001000,471,2488,-94,-76,1579,-127,-21726,-1221,-3206,13067,-1199,-80,-240,633,21,64
25049000,274,1622,-17,216,311,-5620,-2012,914,-2357,9330,-4200,-80,-39,659,21,64
25101000,54,1831,121,160,1515,299,-10923,4210,-784,31109,-8640,-80,3520,690,21,64
25149000,240,177,199,-168,544,5060,-53220,6041,-1446,42943,-14400,-39,6840,710,21,64
25201000,-87,-1226,-271,-166,1317,-13189,-13914,10008,274,54253,-26160,-39,10559,719,21,64
25249000,-341,-2145,-318,100,1167,6342,-49680,12388,2080,45137,-28080,-39,9639,719,21,64
25301000,169,-4406,69,-179,1421,1337,-59080,16173,-1218,11121,-28920,-39,6319,705,21,64
25349000,-167,-5186,-34,-52,868,-12456,-31614,22093,56,-3564,-30239,-80,4519,681,21,64
25401000,-281,-5830,59,11,510,1093,-50291,23497,1171,-34124,-29639,-80,-39,655,21,64
25449000,-14,-6013,117,-72,-330,-1897,-13609,24290,-155,-35852,-26520,-39,-39,644,21,64
25501000,-149,-4638,97,-119,1494,-6109,-3233,25938,402,-27659,-25799,-80,-119,634,21,64
25549000,-265,-4338,144,-27,1179,-2996,-21238,24534,1083,-25805,-25920,-80,-80,621,21,64
25601000,-300,-3166,122,54,1246,-7268,21242,25206,1281,-20961,-25799,-80,-440,619,21,64
25649000,-436,-1710,-55,17,-331,-4705,4579,26182,1945,-17869,-24599,-80,-1239,620,21,64
25701000,-191,-1512,129,195,838,1154,1771,26243,649,-23208,-15360,-80,-2480,620,21,64
25749000,-231,-126,-60,-21,1438,-9038,34547,17271,734,-26166,-4920,-80,-4080,621,21,64
25801000,-44,1291,-15,-66,1549,7013,17518,9154,256,-19930,480,0,-4720,621,21,64
25849000,419,1773,-111,-15,1028,604,17763,4027,-2493,-22372,599,-39,-5520,621,21,64
25901000,315,2818,-188,28,890,-6536,32472,4149,-2064,-15239,3840,-39,-5440,591,21,64
25949000,422,3255,-138,-115,1288,5609,10377,914,-2635,-12981,4320,-80,-5479,565,21,64
26001000,745,3311,133,11,1245,2557,17030,-794,-4563,-12374,2160,-39,-5440,555,21,64
26049000,563,3778,16,-240,338,-7695,24171,-306,-3887,-6376,359,-39,-4800,591,21,64
26101000,171,3764,185,-2,2179,-3423,4762,2440,-1695,5142,-599,-119,-2879,645,21,64
26149000,2,3596,-257,-20,2016,-4400,20204,3111,-604,6360,-960,-80,-2480,661,21,64
26201000,-149,3785,-443,-131,1032,543,2504,3660,403,15030,-1919,-80,-1200,678,21,64
26249000,138,2879,-27,144,91,6281,-9763,4881,-932,14076,-2399,-80,-599,679,21,64
26301000,17,3033,89,-57,1247,-4338,18434,8055,-1263,17402,-2999,-199,-39,679,21,64
26349000,96,2269,75,176,1476,9027,-29905,4759,-8709,15851,-2040,-1440,199,678,21,64
26401000,156,808,25,167,1193,-6719,-6834,3843,-19277,7027,359,-3159,399,677,21,64
26449000,-487,931,-28,141,941,-13982,3297,5064,-18051,5094,599,-3480,-39,679,21,64
26501000,-673,-157,304,89,1472,299,-32896,3050,-14220,-1611,7319,-3120,-119,679,21,64
26549000,-1025,-846,285,42,1534,-23809,3724,-1710,-12722,-5553,7559,-3079,-80,679,21,64
26601000,-1838,-78,-96,24,1555,-10198,2687,-2320,-939,-689,4680,-2000,-39,714,21,64
26649000,-1230,-789,-129,-172,842,11530,-27769,1524,290,-4022,480,-1319,-80,733,21,64
26701000,-991,-649,147,251,1066,-16240,19716,3172,3669,-4007,480,-360,-39,735,21,64
26749000,-1084,159,-352,-187,1008,1398,-4331,4027,5810,2141,359,-160,199,740,21,64
26801000,207,-720,506,323,1723,21356,-20567,5247,-2134,694,359,-160,840,745,21,64
26849000,824,-307,-200,66,1452,-1958,18373,4515,-5894,1979,480,-199,840,750,21,64
26901000,703,128,91,-195,1171,3900,-21177,3477,-4784,1441,599,-119,120,749,21,64
26949000,794,-812,2,-91,478,3778,-17881,3721,-5153,-4590,4080,-80,-80,735,21,64
27001000,252,-36,-123,-53,1531,-13189,18251,2806,-1698,-910,8400,-39,-119,566,21,64
27049000,37,169,-120,61,1120,5670,-20811,-1282,8356,-896,17279,1440,-399,433,21,64
27101000,339,-856,-94,-36,242,3961,-29295,-5250,22206,-9627,19800,4159,-800,385,21,64
27149000,391,-1486,110,-42,1171,-2446,-18247,-9827,22080,-9562,20399,4200,-240,413,21,64
27201000,277,-1576,-95,108,-982,-3118,-3171,-12086,22570,-9862,22680,4159,-119,437,21,64
27249000,260,-1194,40,56,615,-371,5922,-13978,22926,-7934,23520,4200,-80,479,21,64
27301000,304,-527,194,117,494,4205,11232,-15321,22641,-3764,25800,4200,-119,544,21,64
27349000,410,129,-70,77,-1383,2680,14161,-18189,22141,-338,27240,4200,-80,556,21,64
27401000,702,816,28,25,539,11835,10011,-19105,20096,4283,19440,4159,-80,595,21,64
27449000,1101,1257,-17,18,1439,9271,13917,-12696,17836,6549,2640,4119,-80,632,21,64
27501000,1338,1643,2,-126,924,9271,8119,1646,16401,9323,119,4159,-39,632,21,64
27549000,1551,1583,151,-67,1008,12567,368,1097,15405,8897,-4079,4159,-80,635,21,64
27601000,1810,2001,-56,-80,556,9393,15138,3599,12027,11399,-6239,3880,-39,657,21,64
27649000,1896,2073,39,-254,1697,14398,-11045,5797,6565,12292,-7080,2999,-39,672,21,64
27701000,2075,1735,297,123,1174,11530,10011,6590,1655,9621,-3959,2360,-80,678,21,64
27749000,1870,2701,163,-183,1249,-371,22523,7261,1768,14697,-840,2239,-39,678,21,64
27801000,1888,2102,268,-78,1369,12933,-26853,5614,-5163,11990,480,999,-39,673,21,64
27849000,1765,1615,-217,37,965,-5742,25209,3538,-4381,8165,5520,1080,-119,638,21,64
27901000,1087,2794,136,67,1530,-6047,22035,3477,-45,15776,23400,1080,-80,556,21,64
27949000,1250,2376,224,79,1699,15802,-12388,-8973,1058,14493,30000,1359,-39,549,21,64
28001000,1193,1217,196,32,1446,-9465,-15134,-18739,1199,6610,30840,1400,-80,555,21,64
28049000,524,673,-143,-60,842,-8245,-4880,-24598,4541,4225,31800,1400,0,567,21,64
28101000,344,492,28,15,1030,4389,-5247,-24354,5904,2632,32880,1359,-39,575,21,64
28149000,460,88,-120,-54,725,3534,-9275,-24598,5258,683,30599,1359,-39,577,21,64
28201000,294,84,82,-14,1073,-1958,5739,-23316,5729,256,20160,1280,-39,584,21,64
28249000,170,-25,-36,-105,1996,-676,-12205,-17457,6432,-195,12599,1280,-80,586,21,64
28301000,154,-349,133,148,201,-1531,-181,-9339,7471,-2497,480,1440,-80,588,21,64
28349000,207,387,-35,108,306,787,15443,-1099,7544,1370,359,1480,-39,587,21,64
28401000,448,94,166,-44,1075,5365,-22581,1951,5993,547,-8400,1480,0,629,21,64
28449000,532,-219,75,-1,2055,-6414,17030,6956,4515,353,-14880,1319,360,667,21,64
28501000,396,663,-348,-209,665,55,8180,14464,1649,6877,-13320,680,520,694,21,64
28549000,641,-186,-119,203,595,7440,-34360,15623,-3595,3081,-10799,-39,520,708,21,64
28601000,489,-185,53,-71,1423,-11724,22890,11839,-3308,-1543,-4679,-80,-80,715,21,64
28649000,293,616,-86,290,1279,5182,62,10374,-2013,2692,-719,-80,-119,713,21,64
28701000,810,-393,-221,-240,1232,1520,-22520,7750,-14939,-14378,480,-1760,-2079,714,21,64
28749000,390,-53,402,-178,862,-22649,32228,6407,-33031,-19836,599,-5160,-3159,715,21,64
28801000,-81,738,10,-119,1987,-9649,-6528,7506,-48353,-15006,959,-8400,-3320,714,21,64
28849000,-618,-152,405,276,1414,-27959,-7993,10618,-56774,-15802,1920,-10240,-2680,715,21,64
28901000,-2190,475,-388,68,1315,-44133,33693,7384,-49116,-10719,4320,-10640,-2320,715,21,64
28949000,-2755,899,295,19,1544,-20025,-5674,4271,-55004,-6572,6719,-12200,-2120,712,21,64
29001000,-2993,375,-54,172,1320,-40166,14589,6590,-56767,-7581,8520,-12760,-1679,698,21,64
29049000,-4129,1726,74,158,1727,-45415,31129,4088,-58417,-247,12240,-14000,-1519,685,21,64
29101000,-4600,1755,63,-132,968,-28753,-16721,-2503,-47893,1603,12120,-12840,-1480,683,21,64
29149000,-5109,1495,61,75,1072,-49505,14223,-2137,-25824,-5703,11280,-9400,-2359,683,21,64
29201000,-5436,2659,-272,83,1638,-14653,16481,-977,16254,-4534,10079,-2640,-3439,682,21,64
29249000,-4192,1910,-18,-5,471,11957,-23374,-2137,25634,407,9720,-39,-2079,678,21,64
29301000,-2882,1643,-179,-63,824,-4094,23073,-428,32099,9318,12240,2639,-39,666,21,64
29349000,-1984,2186,263,-196,1568,15497,-364,-2503,33755,16530,17760,3599,599,640,21,64
29401000,269,891,397,42,1898,42536,-29417,-9583,20755,17274,27599,3840,2079,575,21,64
29449000,1608,161,259,184,1726,18976,-6956,-16846,12607,13090,27599,3640,2040,567,21,64
29501000,2173,66,136,-39,803,17572,-5552,-19227,2249,12013,27359,2560,2000,538,21,64
29549000,2805,-262,22,163,1531,24042,-14707,-22401,-4296,9765,26400,1960,1879,537,21,64
29601000,3241,-533,2,107,468,16718,-11289,-22401,-17678,7827,23280,199,1879,539,21,64
29649000,3192,-439,-38,-110,1679,8051,-12022,-21241,-19005,6259,18119,-39,1519,569,21,64
29701000,2683,-618,-25,56,417,4633,-13120,-15137,-16064,-1272,16560,-80,399,576,21,64
29749000,2003,-587,54,14,1259,-2813,917,-14771,-12919,-3823,16680,-80,-39,577,21,64
29801000,1198,-419,-118,-128,948,-2630,-3965,-14771,-7429,-2668,14519,-80,-39,577,21,64
29849000,678,-526,58,75,186,177,-1340,-13673,-4833,-3116,12960,-80,0,581,21,64
29901000,268,-12,-371,80,447,-1470,8363,-10865,-2024,-70,8159,-80,0,640,21,64
29949000,-15,-10,-180,73,2179,2252,-15134,-7203,-262,87,7680,-39,-39,664,21,64
30001000,-343,151,11,99,605,-3240,15932,-7569,1766,649,7079,-39,-39,678,21,64
30049000,-343,969,-219,-162,865,10553,-3660,-4578,1822,5350,7079,-80,0,684,21,64
30101000,-29,227,209,-90,752,5060,-17942,-4456,-293,1325,6120,-80,0,688,21,64
30149000,-322,824,129,-52,1577,-5864,33693,-4517,1304,7210,4440,-39,639,687,21,64
30201000,-216,1316,-101,66,724,10492,-16660,-3663,5211,14163,2519,680,1119,687,21,64
30249000,-36,294,-39,200,1009,1032,-8054,-489,4284,9324,1679,720,1199,686,21,64
30301000,-438,863,-150,-99,976,-4155,21486,1768,7197,12224,480,799,1240,687,21,64
30349000,-274,441,-350,-77,705,14642,-29295,-1,6704,8114,480,799,759,685,21,64
30401000,-106,-155,58,-90,1238,-5559,13307,1158,7127,-1133,359,1119,-39,679,21,64
30449000,-530,897,-32,-3,972,-554,18495,4027,8525,4182,240,959,-39,672,21,64
30501000,-110,399,-96,19,1048,15497,-18858,1829,4594,2089,240,680,-39,673,21,64
30549000,11,277,93,176,637,-5315,19227,2806,-445,475,359,-39,-80,672,21,64
30601000,111,711,213,-48,1470,13117,-10496,3599,-648,3436,480,0,-119,643,21,64
30649000,698,-226,77,-139,886,9210,-13914,5369,-3887,-1573,480,-39,-160,624,21,64
30701000,494,91,127,-160,417,-5864,22035,6285,-3107,-3888,480,-39,-759,577,21,64
30749000,453,287,-14,-88,1247,6525,-6406,5125,-2802,-3062,359,-39,-880,558,21,64
