time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,,
45001000,131,-2870,131,75,1426,-2080,-17149,-3724,-1229,-16917,7680,-80,-39,599,21,64
45049000,156,-2576,224,0,-227,-1104,1893,-4822,-1102,-16331,8040,-39,-119,625,21,64
45101000,311,-1542,-261,-27,1222,-1409,-5918,-2747,-2276,-9661,8040,-80,-119,661,21,64
45149000,466,-1158,-150,-140,1310,1154,-12266,-2869,-2978,-10285,7799,-80,-559,697,21,64
45201000,591,-225,-39,-156,63,2985,18434,-1405,-3671,-14561,7200,-39,-2280,708,21,64
45249000,614,70,21,40,750,2741,-17881,-2015,-2313,-24975,6719,199,-4440,713,21,64
45301000,679,-452,351,63,646,4938,4823,-2442,8839,-43785,6719,2200,-7079,712,21,64
45349000,793,1080,-472,-92,842,7318,48280,-367,8442,-40735,6840,2200,-7760,712,21,64
45401000,1222,1958,110,87,1240,14765,1771,-2137,3121,-35817,6360,1760,-8120,712,21,64
45449000,1491,2042,98,-10,1728,-5,38331,-2259,-1766,-34779,6239,1199,-7880,712,21,64
45501000,1197,3700,-97,-194,1209,726,47059,-733,-7191,-17320,6000,-39,-6680,713,21,64
45549000,1398,3557,132,170,1405,15436,-3049,-1160,-8202,-10258,5760,-80,-5479,711,21,64
45601000,1247,3393,29,129,1698,-9588,42421,-1466,-7950,-10033,4799,-119,-5120,694,21,64
45649000,519,4597,-129,-123,1195,-2080,32045,181,-3730,-5107,4680,-39,-5360,642,21,64
45701000,735,3880,-104,-165,975,12750,-6895,-3236,-4739,-8133,4680,-80,-5279,567,21,64
45749000,627,3315,25,57,534,-7024,22951,-2869,-4564,-9835,4440,-80,-4960,547,21,64
45801000,-109,4134,42,-99,1790,-15203,29542,-367,169,4734,4799,-80,-3320,538,21,64
45849000,-604,3945,39,-44,1479,-7756,-1035,-3052,2715,12049,5399,-80,-2000,538,21,64
45901000,-858,3199,162,74,837,-7146,-2378,-3358,1269,17901,5760,-640,-119,543,21,64
45949000,-1053,2891,-2,-61,1129,-8489,551,-3785,1310,16585,5879,-800,-80,547,21,64
46001000,-1085,2401,98,-79,413,-5559,-14829,-3785,1890,13492,5639,-759,-80,551,21,64
46049000,-996,1689,92,3,811,-7817,-11472,-3480,512,10190,5639,-920,-39,567,21,64
46101000,-946,1411,16,-44,2179,-5742,-7505,-3052,-1242,8205,4559,-1160,0,619,21,64
46149000,-886,771,118,-70,936,-3606,-24595,-1527,-8715,11480,4440,-2400,1040,643,21,64
46201000,-764,36,89,14,-38,-9710,-6467,-611,-9972,10443,4320,-2480,1760,681,21,64
46249000,-857,-242,-144,23,887,-6902,-20628,59,-9368,12051,4440,-2480,2200,693,21,64
46301000,-471,-1609,244,247,1686,5304,-34483,1768,-11443,5522,4559,-2439,2560,692,21,64
46349000,-406,-1456,-240,91,1245,-10686,15443,1158,-2784,4825,4440,-839,2479,677,21,64
46401000,-390,-838,-215,-4,1210,10004,-28440,242,1803,8846,3719,-80,2360,638,21,64
46449000,374,-2059,161,71,1485,16657,-32529,5003,-1945,-192,3600,-80,1840,634,21,64
46501000,414,-1845,47,87,1189,-6109,13612,3905,9916,6246,3480,2119,2920,634,21,64
46549000,226,-1793,-95,3,1608,4144,-25816,2989,13604,17985,3600,2560,4760,633,21,64
46601000,1020,-2984,96,25,2050,19769,-20261,1829,10809,14739,3480,2880,5520,641,21,64
46649000,1177,-2744,-181,20,542,2008,-6956,6773,4451,11448,3119,1960,4800,643,21,64
46701000,1148,-2943,-266,-142,289,14826,-31065,2623,-1329,7535,3000,920,4240,642,21,64
46749000,1502,-2983,-283,-108,-254,12506,-1707,1951,-4607,6083,2519,680,4159,642,21,64
46801000,1196,-1648,-101,211,1422,-4277,-5674,5430,-3698,14133,2400,559,4080,641,21,64
46849000,1072,-1739,334,43,1369,6891,-30942,5003,-4561,13811,2279,280,4040,642,21,64
46901000,1094,-1496,320,36,1177,-1165,7265,5186,-5431,9904,2039,160,3199,643,21,64
46949000,630,-855,-13,60,2094,-7512,-8970,6407,-2949,5890,1920,199,1879,646,21,64
47001000,690,-1598,153,56,-283,7745,-18064,6956,-2619,-9289,1920,239,0,658,21,64
47049000,614,-873,-245,62,173,-8794,28200,3721,-2746,-6905,1799,199,-80,669,21,64
47101000,231,-92,-360,-104,1032,2680,-10313,5858,978,-1234,1320,399,-119,683,21,64
47149000,504,-769,214,142,565,6769,-5613,8299,-163,-7496,1439,439,-559,682,21,64
47201000,184,544,-232,-280,220,-10198,37660,8543,785,-3114,1439,320,-1080,682,21,64
47249000,47,1078,-132,19,788,10431,-11838,3843,1598,-3251,1320,280,-1720,681,21,64
47301000,278,574,51,125,1092,116,9157,5491,10,-10146,1320,280,-2320,695,21,64
47349000,-163,1865,167,56,1209,-8611,37721,6529,287,-3052,1080,-39,-2159,695,21,64
47401000,124,1984,283,-97,1039,13971,-9824,4881,-956,-1017,1679,-39,-2159,668,21,64
47449000,294,1795,53,-47,1568,-5925,28810,4576,-1916,-7121,2879,0,-2920,598,21,64
47501000,-373,3229,177,-94,1023,-14837,36928,5186,2172,401,2519,0,-3159,516,21,64
47549000,-593,3545,174,-87,-130,-1470,10133,1036,2967,3159,1920,-80,-3040,504,21,64
47601000,-507,3132,-180,55,795,1337,7692,-2076,2483,1004,1080,-80,-2960,493,21,64
47649000,-609,2950,40,15,859,-4338,12819,-3541,2670,2125,959,-119,-2600,494,21,64
47701000,-820,2927,102,31,1488,-4766,9950,-1771,4304,4463,1920,-80,-2159,538,21,64
47749000,-942,2756,-199,-83,350,-5132,184,-1771,4897,5970,1799,-80,-1760,611,21,64
47801000,-861,2809,-281,-139,167,-2507,184,1890,4776,8660,1920,-39,-1319,665,21,64
47849000,-685,2803,-317,-94,-291,4816,-6345,1829,3544,9205,2039,-119,-1280,679,21,64
47901000,-309,2304,-116,-52,-3,4205,-10557,1463,1336,5953,2279,-80,-1280,679,21,64
47949000,-216,2186,61,-107,485,-1104,4213,1219,795,5807,2160,-80,-1200,678,21,64
48001000,-18,1673,68,-115,1106,8539,-22092,1036,-354,4148,2160,-80,-959,678,21,64
48049000,275,1097,176,-61,1607,-432,6593,3050,-1901,1614,2279,-80,-800,681,21,64
48101000,178,1696,-119,19,1094,-2630,3358,4271,-1500,7769,2279,-80,-360,695,21,64
48149000,583,843,-84,40,1528,15070,-30027,2989,-3205,4672,2279,-80,-240,694,21,64
48201000,704,736,-41,93,1251,-4705,19777,4271,-4561,3119,2400,-80,-199,694,21,64
48249000,453,1127,182,-82,1298,3351,-11594,6041,-3076,5982,2279,-80,-160,692,21,64
48301000,913,78,-115,89,1213,11347,-12998,5003,-6006,-705,2039,-119,-199,659,21,64
48349000,633,808,135,77,687,-12456,31740,6468,-4528,2035,2279,-39,-240,632,21,64
48401000,100,1100,234,162,1562,2374,-12327,3782,-816,5237,1560,-39,-199,586,21,64
48449000,386,339,89,223,1295,9027,-5003,4393,-2396,1142,1679,-80,-199,583,21,64
48501000,359,628,-83,3,2135,-5254,12636,3782,-2557,2493,1679,-80,-199,581,21,64
48549000,25,559,-175,-47,2103,-5010,-9092,3355,-1098,2547,1560,-119,-199,582,21,64
48601000,-48,29,226,128,1069,-3911,-2073,2806,-415,-755,1560,-119,-160,581,21,64
48649000,-198,19,-99,-151,2179,-6841,3847,4515,462,-1047,1799,-80,-199,570,21,64
48701000,-446,-289,-111,-111,1201,-4155,-9458,3050,2132,-2381,1560,-80,-119,545,21,64
48749000,-607,-670,13,79,907,-4094,-547,1707,2993,-4468,1560,-80,-119,541,21,64
48801000,-753,-428,114,-11,-594,-5376,6044,2379,3915,-3187,1679,-80,-119,541,21,64
48849000,-796,-377,-317,9,1302,-1836,-3721,1463,4153,-2772,1679,-80,-119,541,21,64
48901000,-802,-318,101,24,-18,-2813,2443,1158,4202,-2319,1679,-80,-80,567,21,64
48949000,-793,-25,-30,4,527,-2080,1710,2806,4389,-1064,1799,-39,-119,597,21,64
49001000,-706,-136,150,-106,1417,2313,-7078,3843,3642,-1025,1799,-80,-39,649,21,64
49049000,-658,-35,-105,128,1413,1093,4823,4210,3405,-983,1799,-80,-80,675,21,64
49101000,-508,28,-26,163,725,5060,-10068,4515,2490,-66,2039,-80,-39,696,21,64
49149000,-268,-315,-266,25,1123,4144,-4270,4942,1289,-2446,2279,-80,-80,702,21,64
49201000,-165,482,-568,91,813,7013,14284,7322,265,2573,2400,-119,-39,714,21,64
49249000,104,230,24,-52,238,3412,-23191,6712,-980,2068,2519,-80,-39,715,21,64
49301000,44,47,60,-157,1773,-4583,18129,6895,-721,-191,2640,-80,-80,722,21,64
49349000,222,627,0,133,1261,10553,-852,8299,-1169,3301,2760,-80,-80,722,21,64
49401000,967,-501,-7,392,1189,12018,-21238,10985,-6090,-3379,3000,-80,-80,709,21,64
49449000,1145,-274,-139,209,244,1154,16542,6834,-7213,-2855,2760,-80,-80,668,21,64
49501000,1192,113,-260,-195,1043,9393,-15684,7261,-7631,426,1920,-119,-39,582,21,64
49549000,1206,-655,202,-53,2153,1215,-23618,7506,-7413,-3713,1679,-39,-119,542,21,64
49601000,767,-803,-153,-25,875,-10137,-120,4759,-4696,-5368,959,-39,-119,527,21,64
49649000,225,-228,92,-54,-39,-13067,5800,5125,-2356,-2307,959,-80,-80,526,21,64
49701000,-395,-132,-97,-6,1426,-12395,-7932,5430,1601,-1234,1199,-119,-80,526,21,64
49749000,-836,-351,-298,12,388,-13494,-3233,3111,4011,-2521,1439,-80,-80,537,21,64
49801000,-1119,-222,-70,87,404,-6902,3053,4637,6045,-1993,1439,-80,-119,603,21,64
49849000,-1150,-218,-225,47,-538,-5132,-10130,5858,6237,-1592,1560,-80,-80,624,21,64
49901000,-847,-310,-44,-104,1660,4389,-3110,4881,4460,-2267,1799,-80,-80,634,21,64
49949000,-524,186,-303,24,2075,5060,551,7261,2942,118,1799,-80,-80,641,21,64
50001000,-189,91,248,-52,1366,7562,-17637,6773,635,65,1799,-80,-80,645,21,64
50049000,116,-178,-34,0,1817,7501,3114,7445,-853,-1792,1679,-80,-80,648,21,64
50101000,1321,1812,-1783,1502,1747,84528,161928,-1282,-8146,10069,1920,-80,-80,651,21,64
50149000,3944,5301,1034,-715,522,68964,54567,8726,-22180,28653,1920,-80,-119,655,21,64
50201000,4700,5767,635,-317,1061,27704,46510,9337,-27790,33061,1799,-80,-80,655,21,64
50249000,4423,6599,-32,237,730,16840,53834,11595,-26828,36865,1920,-119,-80,655,21,64
50301000,4197,5754,-115,18,1574,6769,-12876,1768,-24862,32983,1920,-80,-80,649,21,64
50349000,2965,4137,394,196,551,-26921,-8909,10863,-19501,24512,1799,-119,-119,645,21,64
50401000,1368,3213,340,-120,1185,-20147,-2256,7139,-8652,17983,1679,-119,-119,627,21,64
50449000,713,1499,-137,69,779,-11602,-48460,8726,-5061,10453,599,-80,-80,584,21,64
50501000,-214,-869,232,-41,1304,-33147,-29844,6163,779,-5518,359,-80,-80,530,21,64
50549000,-1504,-1366,181,97,1104,-38335,-2744,8848,6993,-8315,359,-80,-80,492,21,64
50601000,-2581,-1522,-197,-45,1243,-33086,-7871,6285,14542,-9317,359,-80,-80,478,21,64
50649000,-3472,-1841,-97,-118,1600,-33025,-14036,2073,19158,-10815,359,-39,-80,475,21,64
50701000,-4097,-2005,90,15,-180,-28264,-11350,-1160,23585,-11892,480,-39,-39,483,21,64
50749000,-4408,-2013,56,-12,1043,-28447,-12144,-1221,24862,-11884,359,-80,-39,504,21,64
50801000,-4527,-2241,-50,-27,1520,-19536,-12998,-123,25851,-13264,359,-80,-39,519,21,64
50849000,-4354,-2166,-65,22,874,-18743,-8909,1463,25037,-13073,359,-80,-39,542,21,64
50901000,-3951,-2050,-10,60,552,-6353,-10496,1707,22504,-12150,359,-80,-39,573,21,64
50949000,-3233,-1901,23,15,987,-554,-3721,975,19013,-11836,480,-80,-80,612,21,64
51001000,-2568,-1397,96,144,2179,-2141,-4087,2928,14695,-8589,480,-39,-80,629,21,64
51049000,-2033,-1579,-127,77,1169,3595,-18430,3355,11929,-9007,480,-80,-39,630,21,64
51101000,-631,-1433,-299,-2134,-1820,223749,65858,-21119,3207,-8567,480,-80,-39,630,21,64
51149000,8050,92,830,576,1385,139703,-28196,1707,-44199,249,359,-80,-39,628,21,64
51201000,8549,-445,-572,68,211,38934,14345,-38758,-50158,-2824,359,-80,-39,575,21,64
51249000,8281,1110,270,-135,292,22943,44008,3172,-49539,4559,359,-80,-39,543,21,64
51301000,6704,1750,304,-43,815,-10015,-4819,1585,-39437,9712,240,-80,-80,528,21,64
51349000,4658,1102,-360,-135,858,-39373,-8482,-3480,-29670,6660,359,-80,-39,508,21,64
51401000,2282,756,75,11,446,-46697,-6284,-2747,-13964,4166,359,-119,-39,505,21,64
51449000,362,576,-193,97,39,-43889,-5979,-2808,-4295,3622,359,-80,0,501,21,64
51501000,-1170,166,-47,127,-1111,-38457,-13364,-4884,6106,737,359,-119,-39,489,21,64
51549000,-1943,156,-63,9,-329,-39861,-14219,-4456,10603,65,359,-39,-80,430,21,64
51601000,-2516,571,-152,55,718,-39312,-11777,-3846,14394,3090,359,-39,-39,421,21,64
51649000,-2992,1179,95,66,1814,-40288,-5918,-4395,16362,6557,359,-80,0,392,21,64
51701000,-3559,1559,4,104,984,-38457,-11961,-5372,19993,8830,359,-119,-39,372,21,64
51749000,-4044,1308,1359,-1242,2179,-30278,-12815,-5860,22442,7694,480,-80,-80,315,21,64
51801000,5138,2622,-455,-376,361,100214,28200,-57191,-30331,14776,480,-80,-80,231,21,64
51849000,9323,2591,-76,949,-67,88129,-9641,5736,-51267,15107,839,-80,-80,176,21,64
51901000,10364,1977,62,372,242,31732,-17026,-3175,-60712,11031,1679,-80,-80,47,21,64
51949000,9808,1348,-169,-113,484,-6292,-17393,-17762,-58543,7954,4799,-80,-80,0,21,64
52001000,9114,1176,-832,1865,2143,-12212,71351,-45350,-53446,6375,4080,-80,-80,0,21,64
52049000,12702,3303,-126,262,271,55780,14894,-4090,-70347,17830,4080,-80,-119,0,21,64
52101000,17879,2145,446,-79,1177,71039,-54319,16295,-104394,11771,959,-80,-119,0,21,64
52149000,20710,2242,-275,713,880,31976,51637,-42969,-118333,10131,119,-39,-160,0,21,64
52201000,22623,4313,-261,527,865,23126,-6162,-15504,-131738,24376,0,-39,-119,0,21,64
52249000,23437,2755,278,379,774,-4277,-44981,20506,-136531,15555,0,-80,-360,0,21,64
52301000,23579,3399,-165,350,690,-25945,48036,-23743,-137529,18827,0,-80,-160,0,21,64
52349000,22799,4409,-106,479,888,-40105,-15440,20201,-133839,25144,-2160,-80,-119,0,21,64
52401000,21412,3039,247,452,1200,-71660,-22153,7322,-124701,17203,-5880,-39,-80,0,21,64
52449000,18849,3313,-235,223,868,-111272,22218,-10316,-113036,18156,-5880,-80,-39,0,21,64
52501000,14661,3016,81,409,1022,-162908,-35215,16356,-85919,17302,-5880,-119,-39,0,21,64
52549000,10430,2302,532,1865,980,55597,-12388,29173,-59751,13047,-5759,-80,-39,0,21,64
52601000,12715,2155,-206,-1322,-592,-31316,-3477,-2625,-74611,12296,-3120,-119,-39,0,21,64
52649000,12997,2623,316,64,1222,18976,32106,20872,-76217,14099,359,-80,-39,0,21,64
52701000,9483,2396,421,-89,821,6708,-26060,-10072,-55355,13230,359,-39,-119,0,21,64
52749000,7950,1327,-652,-238,249,-12029,11598,-17823,-48676,7442,359,-80,-80,0,21,64
52801000,6229,1469,301,150,1218,-6047,4640,13060,-36678,8079,480,-80,-80,0,21,64
52849000,4936,1068,-46,112,1361,5182,-9336,-14466,-30410,6443,359,-119,-80,0,21,64
52901000,3787,617,-173,-72,800,2985,5311,1463,-22483,3126,480,-80,-80,1,21,64
52949000,2945,848,-121,41,844,-432,7142,-1771,-18307,4338,359,-80,-80,0,21,64
53001000,2188,456,137,42,800,-1531,-11777,4332,-12952,1958,359,-39,-119,1,21,64
53049000,1699,288,206,-54,1033,2802,2199,-9339,-10696,1160,359,-80,-80,0,21,64
53101000,1181,524,-10,-152,1121,-493,1649,426,-7335,2581,240,-80,-80,0,21,64
53149000,853,176,-132,107,896,1093,-5552,-3052,-5663,1148,240,-80,-39,0,21,64
53201000,523,180,-26,-64,1010,-1043,6471,2989,-3737,348,0,-119,-119,0,21,64
53249000,312,375,52,64,1141,-859,-547,-5982,-2462,1795,0,-80,-80,0,21,64
53301000,133,57,53,20,974,2985,-5735,3721,-1243,-129,240,-80,-80,0,21,64
53349000,25,214,55,32,567,-2019,5800,-3297,-676,436,359,-80,-80,0,21,64
53401000,-81,364,129,-48,1116,-249,-4087,2440,-223,1888,359,-119,-39,0,21,64
53449000,-130,131,10,67,987,1459,-5125,364,349,257,480,-80,-119,1,21,64
53501000,-203,305,88,-56,958,1581,4762,1585,715,1313,359,-80,-80,0,21,64
