time_ms	imu_roll	imu_pitch	ax	ay	az	gx	gy	gz	Setpoint_rollRate	set_pitchRate	Setpoint_yawRate	Setpoint_roll	Setpoint_pitch	radio_3
21149000	2659	-3289	-29	-85	500	3334	-40128	-2463	-24198	11979	6719	-160	4400	545
21201000	1564	-4530	333	46	1184	-41587	-89	-388	-22904	254	6719	-1080	4560	538
21249000	352	-3635	157	28	1237	-16684	15352	4128	-18668	6360	6960	-1720	4479	538
21301000	344	-4920	145	164	588	-19919	-44400	6325	-15455	-6588	6960	-1440	4159	537
21349000	-690	-5362	193	-99	1904	-35178	27376	4616	446	-17054	6719	-440	3559	536
21401000	-669	-3629	-306	-59	745	15236	24141	3823	5448	-7873	6600	-39	2720	536
21449000	259	-3838	380	165	-385	-4538	-15042	-2768	5793	-12043	6479	880	2320	536
21501000	-289	-3282	269	-106	979	-17905	39522	-5759	23289	-10417	6600	2400	2079	538
21549000	549	-2375	150	-59	564	28359	-2530	2785	33618	-7067	6719	4159	1519	540
21601000	1800	-3441	252	85	1439	5654	-5094	4128	42258	-19413	6719	6680	1199	540
21649000	2282	-2296	168	61	2201	19692	50203	-3989	38697	-11427	6719	6600	1280	540
21701000	4095	-1607	5	72	929	36659	-8389	-6430	45241	-756	6719	9320	1519	539
21749000	4755	-2044	108	89	323	12917	22188	4067	41591	-4016	6600	9519	1640	539
21801000	5193	-710	61	104	544	35988	34151	7973	36777	9092	6600	9440	1760	539
21849000	6229	-1585	143	5	585	35561	-35062	-815	25450	8672	6719	9040	2239	539
21901000	6056	-2716	-107	114	911	5043	16878	-1120	6785	5570	6719	6840	3359	539
21949000	6036	-2134	-92	238	112	28603	5648	6630	-9545	20324	6719	4879	4479	539
22001000	6189	-3481	301	239	658	405	-32865	283	-32471	31506	6719	2439	7119	540
22049000	4694	-4438	-8	49	90	-36399	-760	-1120	-30384	38039	6600	1480	8800	540
22101000	3846	-4991	-148	-38	696	954	-42630	954	-19109	35064	6479	1640	9040	541
22149000	3577	-6797	339	-36	1472	-25779	-35794	3823	-18232	18415	6600	1600	8719	541
22201000	2163	-6398	159	128	1764	-29502	12728	527	-10772	13176	6600	920	7920	540
22249000	2287	-6355	229	-17	568	4067	-38846	832	-19313	11814	6600	-39	7560	541
22301000	2252	-7388	208	40	446	-31150	-15408	2358	-20548	-2670	6600	-119	7079	541
22349000	1138	-6142	-200	-179	742	-29013	26705	283	-11987	2464	6600	-119	6719	541
22401000	1419	-5956	106	244	1554	-144	-42020	-1547	-13335	4879	6600	-119	6519	545
22449000	1268	-6832	-52	19	1259	-32981	1925	9804	-13193	-3388	6600	-119	6480	568
22501000	187	-5184	-54	-150	1173	-17966	26644	5227	-2665	11220	6600	-119	6480	575
22549000	1184	-5642	92	212	1388	23415	-54349	-449	-8812	8447	6719	-80	6319	575
22601000	1551	-6669	332	122	2201	-23215	7845	6874	-7547	-16539	6719	680	4760	574
22649000	905	-4476	-95	-51	1071	-6491	39644	7119	12061	-5201	7200	2320	4279	571
22701000	2051	-4059	23	341	1992	25612	-27616	2358	28652	-8832	7319	5360	3039	563
22749000	2509	-4692	489	79	1787	-10581	6746	6447	45650	-17240	7319	7839	2760	554
22801000	2981	-2939	-378	-2	1472	43251	40499	3518	49001	-2594	7319	8640	2639	552
22849000	5332	-2708	-161	39	846	57411	-23099	-5576	32488	-2493	7440	8719	2279	552
22901000	6219	-3052	115	236	737	9377	18587	-876	22001	-9804	7799	8759	1919	542
22949000	6047	-1578	5	77	936	27504	28963	-1547	23120	-822	7920	8640	1679	535
23001000	7461	-2545	395	350	-241	46120	-34268	1564	2238	-7840	7799	7720	1640	534
23049000	7517	-2935	28	168	545	-3196	32564	771	-8791	-7774	7680	6640	2200	534
23101000	6443	-1543	12	218	1987	3884	15779	3029	-20466	8803	7319	4080	2560	540
23149000	6131	-2616	352	112	700	4311	-35550	-571	-36440	7796	7440	2000	3239	541
23201000	4509	-2999	-43	57	1413	-41831	20418	-998	-39743	15596	7200	-80	4800	543
23249000	2637	-2705	-55	-81	603	-24558	-21451	2541	-25609	25734	7319	-80	5560	544
23301000	2021	-4672	150	160	1689	-12656	-42691	832	-24780	18422	7079	-839	6800	546
23349000	778	-4762	327	182	167	-49033	17000	-2158	-16852	16952	6719	-880	6879	545
23401000	-272	-4697	101	138	1667	-9360	-37625	161	-5609	18551	6479	-920	6840	546
23449000	147	-6222	403	227	1324	-13816	-28470	4189	-9053	5116	6600	-920	6640	546
23501000	-794	-5560	-364	-87	1253	-41770	24324	1747	-741	5536	6840	-880	6199	546
23549000	-853	-5239	-19	-76	1388	5531	-27982	39	6616	3967	6600	-240	5560	545
23601000	184	-6080	371	258	716	-12961	-211	2907	-2293	-10048	6600	-80	4920	546
23649000	-339	-4587	81	70	1477	-28220	31038	5593	1086	-6240	6239	-119	4159	544
23701000	129	-4378	-377	-131	709	13588	-27982	4799	-1813	-12974	6239	-80	2880	546
23749000	926	-4824	258	160	123	-13266	6929	7851	-8268	-33854	6360	-39	999	544
23801000	109	-2931	-52	-259	1183	-24497	39278	7851	-1641	-25390	6360	-80	0	544
23849000	543	-2683	180	57	2201	17128	-11624	1442	-3827	-22886	6360	-80	-80	545
23901000	1260	-2950	517	118	1626	-9848	27620	3762	-11606	-26588	6479	-80	-119	545
23949000	1006	-1302	-68	52	1069	-11802	44710	9499	-9120	-13643	6360	-39	-39	546
24001000	1864	-1854	183	186	302	12245	-21512	8950	11218	-16057	6360	3159	0	546
24049000	2289	-2143	-24	-17	1536	-2402	43795	9621	22536	-19933	6479	4879	0	545
24101000	2875	-246	-407	-73	1026	32997	44283	9438	35028	-2132	6479	6919	0	545
24149000	4662	-779	196	-12	314	43190	-18521	-449	24565	-3186	6479	7240	160	545
24201000	5029	-1048	259	-23	1537	9499	38912	-2463	31610	-5965	6479	8680	360	546
24249000	5679	79	86	89	2083	48439	18831	7668	28934	3435	6239	8800	399	546
24301000	6975	-1094	53	136	1431	32204	-22916	4433	19607	-1515	6239	9240	920	546
24349000	6671	-1255	1	-145	200	7729	41109	3518	19746	-2499	6239	9040	1159	545
24401000	6989	-500	-277	-68	529	46486	-8023	7973	5287	7100	6360	7600	1319	546
24449000	7667	-2473	423	306	529	15968	-38968	7973	-8929	-4202	6360	6640	1640	546
24501000	6516	-2590	0	-94	1405	-9238	32686	5227	-19715	-3034	6360	4240	2239	545
24549000	6195	-1646	-150	-58	2201	21401	-943	6020	-28074	8788	6239	2920	2639	545
24601000	5585	-3106	389	-46	911	-28159	-29202	6997	-43864	2538	6120	520	3399	541
24649000	3553	-3052	220	53	1846	-38596	20906	-5576	-34148	6026	6000	-80	3919	537
24701000	2514	-2958	194	134	670	-9177	-33536	-2890	-22467	14219	6120	-80	4600	537
24749000	1916	-4508	149	98	880	-31882	-26151	6386	-18988	2843	6600	-80	4719	520
24801000	505	-3174	142	-44	1246	-33835	35555	6874	-4724	15465	6840	-39	4960	516
24849000	632	-3030	75	175	1409	3456	-36099	527	-5124	19276	6719	-80	5039	523
24901000	773	-5129	61	250	511	-30844	-34024	3456	-7740	-772	6600	-119	5039	541
24949000	-135	-4740	-60	-63	309	-27488	19014	-5393	-175	912	6479	-80	5039	546
25001000	685	-4964	223	180	225	8949	-42935	-6369	-6977	-1073	6479	-119	4839	552
25049000	842	-6096	216	163	1349	-32553	-7840	4738	-8684	-11747	6600	-39	4719	560
25101000	130	-4846	-99	107	613	-11985	14620	2419	8915	-2482	6960	1159	4560	562
25149000	1187	-5096	158	110	1097	19936	-43912	-3317	13422	-4198	7440	2520	4400	563
25201000	1562	-5412	59	2	725	-10947	18892	-3745	30464	-16738	8520	5079	3480	562
25249000	2004	-3765	-160	-57	360	30129	17794	161	42607	-9089	12120	6719	2920	560
25301000	3795	-4107	-8	124	1851	33119	-25113	-4538	29486	-21366	17160	7200	1640	561
25349000	3926	-3872	-26	-74	196	-754	28963	-8811	27682	-22568	20160	7200	1480	561
25401000	4526	-2600	-302	98	1362	43312	4000	-6552	20730	-10048	22680	6919	1440	562
25449000	5527	-3437	177	178	313	14443	-19742	-9177	9361	-15141	24240	6559	1519	561
25501000	5057	-2677	-131	-40	1189	832	40865	-9299	4008	-8985	24480	5520	1640	561
25549000	5090	-1667	-275	111	1411	18715	-4178	-10397	-681	1345	24720	4960	1800	563
25601000	4600	-2795	166	-41	1511	-20713	-8084	-9238	2770	-7580	28439	4920	1919	573
25649000	3485	-2003	-86	-58	976	2358	31343	-18454	10275	-2124	28560	4760	1960	575
25701000	4029	-2132	131	85	338	23720	-31583	-20712	6326	-1491	29760	4760	1960	581
25749000	3632	-3329	95	129	863	-20896	-4544	-10947	7709	-10263	29880	4719	2119	582
25801000	3065	-1969	-271	-298	782	17372	31221	-12106	10167	3725	31560	4240	2400	591
25849000	3948	-2193	-76	50	1800	19081	-32010	-20590	3522	3631	32040	4240	2400	593
25901000	3352	-2887	308	60	1394	-20224	13277	-19797	6648	-4218	30720	4119	2400	594
25949000	3036	-1697	-72	-80	1485	15846	17855	-11923	10363	5035	27720	4159	2400	594
26001000	3894	-3027	221	18	1626	7240	-43973	-8139	2297	-6125	26640	4159	2320	595
26049000	3338	-3383	160	96	502	-8933	28902	-11496	6235	-10249	24120	4159	2400	590
26101000	3710	-1939	-312	-13	-103	25612	8760	-8505	11514	6756	11999	5039	2720	524
26149000	4228	-2881	85	-2	745	710	-30850	-3989	20926	2899	8159	6680	2999	495
26201000	3723	-2602	144	44	1555	-5698	30489	-1731	32880	11405	4559	7520	3919	437
26249000	4049	-1946	-56	92	801	20424	-6192	5410	32149	24870	3959	7639	4800	433
26301000	4872	-3143	-115	57	1392	17006	-33963	3029	-21409	30975	4680	2400	6719	432
26349000	4657	-4112	106	209	233	-17295	-20658	283	-42122	25904	6000	-80	7000	438
26401000	3482	-4465	-33	-39	314	-32187	-15408	-4843	-37433	19526	7680	-839	6719	441
26449000	2698	-4710	-21	14	1287	-23642	-16446	-6308	-64032	18173	8400	-4600	6760	450
26501000	1885	-4979	-130	137	501	-39267	-12540	-8627	-69327	15761	15359	-6120	6800	454
26549000	328	-5073	164	35	1068	-65329	-10220	-10214	-66734	14387	17640	-7079	6719	456
26601000	-1293	-5140	55	85	170	-58127	-6986	-14914	-63274	13681	22440	-8600	6719	467
26649000	-2361	-5252	179	-79	1211	-60385	-8817	-18088	-54471	12402	25079	-8480	6680	475
26701000	-3394	-5289	-62	-63	122	-56845	-3507	-21445	-32261	11691	31439	-7120	6640	507
26749000	-3328	-5041	91	-94	-72	-31455	-394	-23154	-16092	9965	36000	-5279	6240	535
26801000	-2760	-4917	212	-63	644	-22300	-2042	-28342	23213	1411	36120	-80	5079	593
26849000	-1503	-4406	88	53	403	23293	18404	-29318	15400	4754	36240	-39	5079	612
26901000	374	-4510	1766	-884	2201	11086	-19437	-29502	15119	2854	36360	2119	4839	622
26949000	15967	551	1897	-2085	-229	485573	254732	-56845	-92619	33673	39240	2320	4920	622
27001000	29069	5035	-499	1398	1838	406105	123507	-12534	-234424	87254	41400	2000	5039	614
27049000	35772	5473	-2048	506	-1798	206215	4732	-58676	-297360	93041	42480	1080	5039	601
27101000	33645	3067	227	-672	2201	-27610	-70157	-95053	-291366	69174	42600	0	4920	541
27149000	26917	2441	163	104	1465	-28403	-7718	-106406	-240920	62645	39840	39	4839	531
27201000	21883	805	-62	112	978	-41831	-93045	-86997	-188122	47850	17039	160	4719	130
27249000	16222	-2344	193	224	989	-95847	-61551	-74484	-143386	13422	480	680	3480	0
27301000	9550	-3570	230	136	927	-134726	-21146	-68259	-74395	-9787	40080	959	2439	0
