c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850000,-523,288,-102,-85,849,-576,966,2438,24,28,-2,-239,39,0,0,70,32,-225,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903000,-471,34,76,44,1248,1376,-375,-2382,41,6,0,0,39,0,0,58,21,-240,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950000,-143,188,-139,10,899,-1187,2797,5368,12,19,0,0,39,0,0,82,10,-255,0,1153000,1168000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003000,-382,151,97,-65,1199,216,-1596,-4213,36,13,-2,39,0,0,0,36,-51,-270,0,1150000,1150000,1150000,1176000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050000,-14,-32,-17,111,877,-820,-2390,4025,1,0,0,0,39,0,0,65,-19,-285,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103000,124,368,35,-133,969,2780,-3000,-490,-10,32,-2,0,0,0,0,85,-53,-300,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150000,-123,154,52,-9,1031,155,600,-1772,7,13,0,-39,0,0,0,105,109,-315,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203000,355,482,-128,42,869,-454,4140,1645,-31,49,0,0,79,0,0,81,31,-330,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250000,-143,257,62,-199,1030,-1309,-314,-2443,12,22,2,0,0,0,0,67,12,-345,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303000,327,79,-112,204,1050,-1187,356,852,-28,10,2,0,39,0,0,38,-36,-360,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350000,195,310,-58,-152,1039,1559,-437,2194,-20,27,0,-39,0,0,0,36,-55,-375,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403000,-168,59,42,134,954,216,-1108,-2443,18,1,-2,39,-40,0,0,48,-60,-390,0,1150000,1150000,1150000,1150003450000,440,36,-27,122,884,399,51,1401,-38,6,3503000,-535,40,15,-181,893,-698,-559,-795,43,7,0,-39,39,0,0,86,24,-1600,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550000,-267,-59,64,205,1120,765,-986,-3603,19,1,0,-39,79,0,0,51,20,-405,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603000,-310,154,-87,-145,887,-1309,1210,5307,27,16,2,0,39,0,0,52,26,-420,0,1150000,1183000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650000,-643,-29,28,-29,1144,1193,-1291,-2504,56,-2,10,0,0,0,0,103,39,-435,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703000,-220,-78,-27,30,947,2413,-3061,1462,19,-3,-2,0,39,0,0,88,36,-450,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750000,-853,246,-24,-168,847,-1065,905,4697,74,25,-2,0,39,0,0,61,-2,-465,0,1150000,1183000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803000,-591,-2,67,133,1179,1864,-3244,-5739,51,3,0,0,39,0,0,66,-28,-480,0,1150000,1150000,1150000,1210000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850000,-578,197,-71,-112,816,338,-1108,5551,53,17,0,39,0,0,0,69,-28,-495,0,1158000,1170000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903000,-784,140,135,45,1080,1681,-2573,-5678,68,12,4,0,0,0,0,88,-47,-510,0,1150000,1150000,1150000,1193000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950000,-507,42,-51,-10,952,643,356,974,44,7,2,0,39,0,0,45,-44,-525,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
