803000,-253,547,-329,46,1052,-186,6275,14457,15,47,-2,-79,0,0,0,89,27,-1600,0,1295000,1293000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850000,25,145,313,28,1047,790,-2391,-4707,-5,16,0,-39,39,0,0,47,-1,-1600,0,1150000,1150000,1150000,1184000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903000,-223,710,-257,22,992,-1651,5115,7194,15,65,0,-39,39,0,0,43,-14,-1600,0,1164000,1220000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950000,322,-201,289,0,1026,1705,-5443,-9834,-31,-17,0,-39,0,0,0,47,-46,-1600,0,1150000,1150000,1155000,1297000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003000,-108,950,-185,97,943,668,3468,6950,5,82,0,-39,0,0,0,72,0,-1600,0,1204000,1174000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050000,257,-317,292,-88,1058,-369,-4649,-12337,-25,-24,-2,-39,39,0,0,54,26,-1600,0,1150000,1150000,1202000,1327000,1103000,35,807,-146,49,907,-491,2857,53,-3,73,-2,0,39,0,0,98,75,-1600,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150000,367,-437,213,-24,1084,-918,-3612,-2998,-39,-38,-2,-79,0,0,0,46,24,-1600,0,1150000,1150000,1150000,1191000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203000,85,666,7,140,940,1828,1514,2006,-10,58,0,-39,0,0,0,68,13,-1600,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250000,386,-419,129,-102,1184,-1162,-3856,-8674,-37,-29,0,-39,79,0,0,43,8,-1600,0,1150000,1150000,1150000,1271000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303000,226,820,77,162,1107,3292,538,-3670,-23,71,0,-39,0,0,0,49,25,-1600,0,1150000,1150000,1156000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350000,19,-493,111,-121,938,-2749,-1903,4813,-5,-39,-2,-39,39,0,0,92,20,-1600,0,1150000,1188000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403000,276,319,150,152,915,2072,538,-130,-24,24,0,0,-39,0,0,40,-40,-1600,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450000,38,-479,-163,-185,1006,-3787,-194,1151,-6,-41,0,-39,0,0,0,51,-34,-1600,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503000,557,-177,372,135,891,2987,-3795,-12703,-48,-11,-2,0,39,0,0,77,4,-1600,0,1150000,1150000,1215000,1326000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550000,-149,-248,-299,-167,1089,-4946,4688,10856,9,-21,0,-39,0,0,0,90,51,-1600,0,1190000,1299000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603000,492,-336,372,41,1035,363,-4588,-8858,-42,-29,-2,0,0,0,0,68,-25,-1600,0,1150000,1150000,1150000,1287000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650000,98,-163,-302,-202,941,-3237,2613,4874,-12,-10,-2,-39,39,0,0,59,-10,-1600,0,1150000,1198000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703000,475,-189,383,229,1209,4879,-6846,-8980,-48,-13,-2,-79,39,0,0,51,-27,-1600,0,1150000,1150000,1150000,1300000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
