c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36
44726,-1380,-939,15,104,956,-140,-3,-797,0,3,0,-26,17,427,6047,1041,-36,0,14403,1661,1618,1750,1721,25,59,26,61,25,-34,255,67,121,-17,-76,138
44776,-1197,-1083,76,78,892,7244,-1529,-125,-23,33,0,-28,24,429,6104,1031,-26,0,13584,1568,1527,1680,1670,22,-8,22,-8,101,-25,255,36,137,-17,-74,145
44826,-1005,-770,-26,51,1201,2728,-4215,850,-24,31,0,-23,20,428,6075,1048,52,0,10885,1489,1451,1625,1580,119,-7,124,-7,137,-51,255,77,103,-17,-73,146
44876,-759,-1287,-112,62,1060,2484,-64,-3,-51,22,0,-25,29,428,6075,1040,2,0,14991,1571,1549,1658,1657,126,-118,131,-122,204,-97,255,151,117,-17,-71,148
44926,-876,-1972,280,36,970,-1239,-614,423,-65,48,0,-29,39,428,6075,1049,-27,0,14528,1578,1552,1681,1673,101,-28,106,-30,169,-42,255,165,114,-16,-69,149
44976,-1123,-1749,-48,30,787,4254,-2811,545,-17,51,0,-24,42,428,6075,1040,-18,0,13742,1647,1601,1739,1722,142,-24,148,-25,161,-110,255,154,89,-16,-66,150
45026,-860,-1527,45,20,1192,5413,-4337,728,-13,101,0,-18,46,428,6075,1046,44,0,10260,1464,1370,1610,1567,268,-106,280,-111,307,-273,255,217,70,-17,-65,151
45076,-678,-1794,-27,38,805,13104,-3177,2254,-56,122,0,-25,56,425,5991,1032,-48,0,20134,1612,1608,1703,1680,224,-111,231,-115,388,-194,255,263,103,-17,-62,155
45126,-636,-2195,-14,-30,1056,1141,-7205,850,-34,107,0,-17,60,429,6104,1041,17,0,12126,1484,1508,1661,1639,315,-133,328,-138,446,-94,255,260,30,-17,-60,152
45176,-570,-1964,-98,62,1058,-262,-9342,1339,19,124,0,-7,60,428,6075,1050,26,0,13084,1556,1512,1645,1652,267,-103,280,-108,478,-196,244,330,9,-17,-58,150
45226,-862,-2472,-137,-89,1002,-18,-16300,2803,21,170,0,-9,79,428,6075,1054,48,0,11301,1581,1506,1669,1666,308,-40,325,-42,547,-151,255,372,46,-16,-57,151
45276,-871,-3116,21,167,1220,6207,-15079,1949,15,148,0,-15,83,428,6075,1064,45,0,12809,1500,1472,1606,1608,290,-90,309,-96,543,-101,255,328,44,-16,-55,151
45326,-1151,-3832,65,-131,954,1690,-13553,2071,26,42,0,-12,74,428,6075,1066,-10,0,15309,1608,1565,1683,1688,287,-102,306,-108,459,-87,255,295,46,-16,-54,153
45376,-946,-3949,153,-122,780,531,-9342,1217,26,2,0,-8,66,428,6075,1055,-20,0,14927,1575,1562,1691,1695,266,-52,280,-55,337,-59,255,207,3,-16,-53,146
45426,-759,-3356,-124,78,1225,5902,-675,-369,51,-64,0,-5,48,429,6104,1063,13,0,13692,1521,1502,1613,1604,259,-49,276,-52,262,-104,255,151,-47,-17,-53,150
45476,-225,-2397,-113,63,999,-2215,-1163,-736,65,-27,0,7,39,428,6075,1052,22,0,12645,1527,1501,1629,1628,137,3,144,3,176,-67,255,128,-97,-18,-54,145
45526,191,-1730,-124,69,1110,-2886,-6168,1522,22,32,0,6,39,429,6104,1059,17,0,14122,1574,1488,1632,1637,171,26,181,28,243,-33,255,132,-27,-18,-54,146
45576,294,-1618,-135,-18,1179,-628,-3116,728,-6,69,0,4,44,428,6075,1057,-52,0,17592,1578,1590,1714,1702,134,0,142,0,208,9,255,167,-21,-18,-55,142
45626,-73,-1660,15,-22,1342,-872,-1163,-980,7,104,0,0,50,430,6132,1058,20,0,12337,1481,1475,1583,1595,93,-44,98,-46,159,16,255,145,-36,-17,-55,143
45676,-225,-1789,132,-96,854,-2581,-4276,57,30,33,0,4,35,428,6075,1055,4,0,12972,1570,1533,1649,1661,54,-42,57,-45,84,-84,255,50,-109,-18,-55,142
45726,-406,-2326,277,-139,746,592,-1285,728,105,-55,0,17,22,427,6047,1042,-53,0,16617,1622,1572,1686,1699,56,-5,58,-5,42,-127,255,19,-132,-18,-56,146
45776,-635,-2142,-157,-165,1346,5169,4024,179,180,-71,0,26,26,429,6104,1038,-35,0,13492,1552,1512,1658,1645,52,-49,54,-50,-34,-229,244,52,-129,-18,-58,151
45826,-360,-1585,11,-41,1246,9686,5672,-1346,99,-19,0,13,24,428,6075,1021,-50,0,14218,1587,1535,1647,1650,44,-45,45,-46,0,-262,244,2,-106,-18,-58,146
45876,-69,-1517,88,-119,698,7733,3597,-1224,103,-57,0,22,13,429,6104,1014,-86,0,17546,1638,1626,1737,1744,31,13,32,13,-78,-187,255,-38,-146,-20,-59,148
45926,-85,-1486,-181,-46,1092,7550,5306,-919,103,-66,0,19,16,428,6075,1036,11,0,15027,1545,1475,1649,1619,6,-104,6,-108,-126,-303,244,21,-84,-20,-60,149
45976,691,-796,39,150,1059,12432,3353,606,-24,15,0,3,16,428,6075,1040,-5,0,17206,1583,1533,1660,1666,-24,-72,-25,-75,-86,-182,255,-19,-60,-20,-59,146
46026,710,-570,36,82,1203,592,-1407,545,-12,50,0,8,19,429,6104,1047,39,0,13820,1533,1496,1660,1654,-18,5,-19,5,-17,0,255,46,-31,-19,-60,136
46076,626,-406,-82,111,892,5108,1094,484,-64,105,0,-4,30,428,6075,1027,-17,0,14004,1644,1559,1711,1680,-25,24,-26,24,0,42,234,62,67,-18,-59,140
46126,771,-279,-125,16,1137,469,-3543,362,-132,98,0,-13,26,428,6075,1010,12,0,13248,1504,1484,1630,1613,0,-7,0,-7,58,87,244,54,31,-17,-59,138
46176,802,-580,-212,17,1323,-5816,-2933,1461,-130,68,0,-11,27,428,6075,1042,28,0,10916,1540,1526,1613,1604,-65,127,-67,132,0,208,255,103,67,-16,-60,148
46226,140,-1195,-158,102,990,-13018,-4398,1156,-123,75,0,-23,39,428,6075,1036,6,0,14442,1612,1572,1685,1677,-77,72,-80,75,0,177,255,146,109,-14,-60,148
46276,-102,-1054,-75,191,1246,-7769,-6046,1583,-114,144,0,-27,48,428,6075,1034,48,0,12048,1454,1376,1545,1532,-118,99,-122,103,9,270,255,90,203,-11,-58,152
46326,-880,-1081,43,15,1118,-10821,-5802,362,-100,36,0,-35,25,428,6075,1029,-25,0,17363,1599,1615,1696,1706,-88,0,-90,0,8,272,255,2,159,-10,-57,144
46376,-1471,-1530,83,-78,610,-14605,1339,-797,-50,-56,0,-32,13,428,6075,1037,8,0,12392,1600,1600,1699,1707,-126,130,-131,135,-250,259,244,-94,76,-10,-57,153
46426,-1915,-1439,23,-105,990,-5633,4146,2376,71,-145,0,-17,-3,428,6075,1020,-29,0,14372,1588,1496,1665,1644,-128,212,-130,216,-279,125,244,-113,76,-9,-58,155
46476,-1788,-807,-213,173,986,2056,8846,1827,75,-106,0,-20,-1,428,6075,1035,11,0,14360,1596,1559,1690,1657,-251,108,-260,111,-380,129,255,-155,124,-8,-58,154
46526,-1598,-240,-75,-73,1103,-2642,10433,1217,-5,-131,0,-28,-19,428,6075,1032,16,0,15956,1503,1524,1624,1613,-217,0,-224,0,-346,67,255,-226,68,-8,-57,151
46576,-1728,-250,58,-86,845,-2154,7442,3048,74,-165,0,-13,-29,428,6075,1033,30,0,12747,1589,1553,1641,1654,-281,124,-291,128,-489,25,255,-287,30,-8,-58,152
46626,-2164,-247,184,-230,925,4620,9761,1156,156,-214,0,-2,-41,429,6104,1029,8,0,14066,1513,1507,1630,1612,-274,-22,-282,-22,-476,-107,255,-295,-62,-9,-59,155
46676,-1877,208,-77,27,1217,6512,14217,1644,194,-184,0,4,-38,428,6075,1034,24,0,14824,1531,1524,1633,1591,-336,-47,-348,-49,-560,-161,255,-259,-77,-8,-60,154
46726,-1144,694,-137,91,1416,7122,13424,1156,140,-97,0,5,-28,429,6104,1060,42,0,13303,1542,1503,1622,1603,-314,-81,-333,-86,-490,-232,255,-223,-34,-7,-60,154
46776,-320,1288,86,124,1247,5108,5733,1949,25,12,0,-3,-21,428,6075,1060,30,0,13062,1532,1464,1612,1602,-220,-26,-233,-28,-297,-76,255,-213,6,-6,-59,148
46826,23,1379,126,34,1097,2545,1156,2254,-13,-8,0,-3,-28,428,6075,1038,-33,0,17009,1559,1587,1671,1666,-209,10,-217,11,-231,128,255,-250,10,-6,-59,147
46876,-465,242,187,-81,1021,-3253,5672,484,-9,-121,0,-8,-31,428,6075,1064,8,0,12758,1536,1537,1622,1625,-167,11,-178,12,-319,42,255,-272,-72,-7,-59,148
46926,-918,-136,83,-121,771,897,8846,2803,151,-171,0,16,-33,429,6104,1053,-5,0,14577,1528,1501,1619,1577,-189,62,-200,66,-396,17,255,-251,-108,-8,-60,150
46976,-715,1276,-112,-52,843,12371,10677,1217,142,-77,0,15,-34,428,6075,1062,17,0,14083,1545,1528,1664,1611,-115,2,-122,2,-245,-127,255,-217,-115,-9,-62,153
47026,-167,1536,-205,114,1088,2362,5062,1461,69,27,0,8,-17,429,6104,1049,-56,0,16706,1579,1553,1668,1634,-103,15,-108,15,-160,-50,255,-113,-47,-9,-63,150
47076,509,1122,82,121,1042,-8319,-552,850,-32,91,0,0,-3,428,6075,1043,-111,0,19301,1656,1659,1749,1757,-54,119,-56,124,34,214,255,-132,0,-9,-64,144
47126,149,615,64,-63,627,-6671,-4520,-736,-41,35,0,-2,-6,428,6075,1043,-34,0,14234,1636,1621,1754,1710,36,-32,37,-33,58,58,244,-62,-33,-10,-64,143
47176,285,918,-103,89,799,-4534,-5069,-369,-25,115,0,-1,8,429,6104,1055,9,0,11671,1527,1492,1633,1626,-50,-46,-53,-49,84,84,255,-43,45,-10,-64,143
47226,-232,-194,144,-43,716,-5999,-10135,911,-65,37,0,-15,6,428,6075,1057,32,0,12935,1544,1523,1639,1633,18,117,20,124,178,161,255,-8,32,-10,-65,145
47276,-418,-624,-56,-1,1070,-5267,-4093,-736,-10,31,0,-9,18,429,6104,1055,-5,0,16961,1607,1573,1698,1671,18,79,19,83,94,0,255,25,35,-11,-65,140
47326,-467,-495,-105,-194,944,-628,-4642,-2017,-7,43,0,-5,19,428,6075,1068,60,0,11083,1518,1496,1654,1632,-5,-28,-5,-30,67,-59,255,70,-3,-10,-65,145
47376,-168,-352,78,204,1294,-3558,-10318,-2628,-24,120,0,-10,28,424,5962,1059,-6,0,15950,1526,1474,1574,1618,88,-78,93,-82,299,-59,255,42,45,-10,-64,149
47426,23,-1189,113,131,1119,-567,-11295,-1590,-63,-7,0,-14,16,428,6075,1030,-62,0,17954,1613,1609,1697,1723,99,7,102,7,300,68,255,-5,42,-11,-63,144
47476,-276,-1654,97,-113,781,-1971,-736,-1895,-37,-92,0,-9,8,429,6104,1044,-38,0,14531,1570,1546,1703,1692,77,49,80,51,16,16,255,-4,-14,-13,-64,144
47526,-61,-1102,-182,-41,987,-1788,1705,-2322,-30,1,0,-6,23,428,6075,1062,48,0,11232,1474,1441,1601,1584,4,-116,4,-123,8,-137,255,86,25,-12,-63,144
47576,282,-1182,120,151,777,-6671,-5802,-1773,-77,44,0,-13,26,428,6075,1065,35,0,13148,1552,1520,1623,1673,67,-41,72,-44,170,59,255,63,26,-12,-61,146
47626,-428,-1349,84,209,1049,-6854,-8243,484,0,28,0,-11,27,428,6075,1045,18,0,13004,1527,1491,1634,1619,70,20,74,21,127,76,244,82,40,-13,-61,141
47676,-1048,-1284,61,-7,1262,164,-3421,-919,69,28,0,-4,27,428,6075,1077,77,0,12559,1541,1512,1645,1638,32,15,35,16,102,-42,255,55,0,-13,-61,140
47726,-788,-857,-35,-119,839,-2825,-3970,-247,43,55,0,-2,26,428,6075,1059,-12,0,14363,1564,1551,1699,1676,16,-58,16,-61,25,-51,255,62,-8,-12,-61,145
47776,-238,-118,-113,61,855,-4656,-2384,-3,5,95,0,-4,23,428,6075,1053,-38,0,15404,1556,1561,1705,1677,71,35,74,36,96,164,244,65,13,-12,-61,139
47826,-467,-457,27,51,1199,-4901,972,-1102,-20,65,0,-12,20,428,6075,1057,-37,0,15640,1514,1505,1643,1629,31,-81,32,-86,34,-17,255,15,9,-12,-60,143
47876,-449,-480,-99,-43,1100,-140,2254,-3,48,32,0,2,17,428,6075,1062,20,0,13095,1526,1519,1680,1652,95,-43,101,-45,76,-102,255,53,-52,-13,-59,142
47926,92,-202,-74,115,878,-3253,911,-2139,15,100,0,2,25,428,6075,1058,6,0,13608,1543,1566,1673,1650,44,-200,47,-211,48,-135,255,56,-41,-13,-58,143
47976,265,188,-74,7,1228,-3558,-1834,-1773,0,101,0,5,18,429,6104,1061,22,0,15568,1468,1501,1595,1596,22,-218,23,-232,68,-136,255,-10,-110,-13,-57,146
48026,83,-603,94,-61,1016,-2764,-7022,850,84,23,0,19,13,429,6104,1051,-43,0,17017,1587,1589,1682,1694,21,-138,22,-145,102,-153,255,-7,-150,-14,-56,147
48076,-53,-1231,157,-117,999,-2032,-1468,-308,122,-27,0,26,13,429,6104,1049,34,0,11693,1480,1462,1614,1595,35,-106,36,-112,0,-144,255,0,-135,-14,-56,149
48126,-472,-744,-163,-54,1068,3216,3902,728,135,-26,0,19,11,429,6104,1051,16,0,13765,1589,1603,1697,1666,97,-277,102,-292,48,-331,255,-21,-149,-15,-56,151
48176,131,-636,-81,80,827,7733,3719,57,122,-31,0,24,7,428,6075,1060,24,0,13998,1536,1524,1633,1634,10,-273,11,-290,0,-385,255,-52,-211,-16,-55,143
48226,846,-789,277,-149,1042,12188,1827,-369,133,-30,0,43,2,430,6132,1055,7,0,14961,1499,1499,1628,1609,40,-326,42,-344,19,-463,255,-55,-285,-17,-54,149
48276,1454,-506,72,-14,837,15606,850,728,147,-5,0,54,6,428,6075,1062,-11,0,15079,1564,1537,1660,1642,85,-240,90,-255,0,-519,244,27,-306,-18,-54,144
48326,1789,-308,-224,24,976,13592,-858,850,107,48,0,51,19,429,6104,1076,14,0,11925,1579,1556,1682,1658,25,-252,27,-271,48,-510,244,44,-289,-18,-54,147
48376,2223,-550,-26,318,1313,8038,-5679,179,83,60,0,50,21,429,6104,1056,48,0,13110,1470,1444,1572,1568,-75,-227,-79,-240,75,-404,255,-27,-227,-17,-54,150
48426,2438,-446,39,-2,1190,7550,-6107,1461,5,23,0,43,11,428,6075,1049,-45,0,18071,1624,1600,1719,1704,1,-299,1,-314,68,-369,255,1,-237,-17,-53,143
48476,2040,-842,104,-17,1127,4803,-2200,240,21,0,0,40,12,428,6075,1065,11,0,11029,1517,1522,1679,1665,-2,-313,-2,-334,0,-360,244,5,-270,-17,-52,144
48526,1896,-1318,-3,22,1121,2728,1522,972,74,-23,0,47,19,427,6047,1057,-23,0,17292,1493,1485,1610,1569,62,-298,66,-315,-42,-381,244,77,-225,-17,-51,148
48576,1384,-1497,69,11,1051,3582,3658,-186,61,51,0,36,35,427,6047,1050,-69,0,18917,1616,1591,1729,1711,18,-199,19,-209,-51,-345,244,109,-150,-16,-51,149
48626,1215,-1086,-6,45,695,3948,2071,423,26,73,0,25,34,428,6075,1058,24,0,11370,1544,1524,1653,1639,2,-236,2,-249,0,-299,255,102,-152,-15,-50,142
48676,1034,-1240,47,-157,718,1446,-2078,-430,35,64,0,29,33,429,6104,1054,-35,0,16642,1607,1578,1708,1686,-18,-236,-19,-249,8,-294,255,127,-148,-14,-49,151
48726,759,-1369,4,228,939,2911,-3604,667,58,94,0,20,42,428,6075,1045,-29,0,14824,1596,1517,1690,1663,6,-119,6,-125,17,-294,255,125,-83,-13,-48,143
48776,602,-1127,-11,-114,836,6207,-1529,-614,-2,73,0,12,34,429,6104,1058,-21,0,14973,1601,1617,1739,1704,-2,-235,-2,-249,9,-230,255,152,-126,-11,-47,149
48826,323,-1958,-121,128,1469,2301,-2261,1033,93,64,0,22,49,428,6075,1045,26,0,13487,1592,1520,1674,1648,16,-94,17,-98,25,-270,255,175,-65,-9,-47,146
48876,354,-1972,-25,77,804,7733,-2994,-430,5,22,0,4,40,429,6104,1052,79,0,10562,1446,1467,1595,1578,-29,-129,-31,-136,0,-180,255,106,-75,-7,-46,144
48926,690,-2455,41,15,504,-4473,-1651,2254,10,-42,0,14,33,429,6104,1068,23,0,13877,1504,1514,1605,1588,-23,-137,-25,-146,-9,-88,255,100,-92,-6,-45,147
48976,209,-2278,27,-103,651,958,4207,118,39,-69,0,14,26,428,6075,1073,-15,0,16860,1569,1597,1682,1665,-65,-48,-69,-52,-109,-42,255,27,-135,-5,-46,146
49026,370,-2363,93,-77,1231,3399,6343,-186,94,-106,0,26,19,428,6075,1072,-9,0,16114,1542,1517,1656,1627,-77,-49,-83,-53,-181,-138,255,14,-125,-4,-46,149
49076,717,-1692,-184,120,1223,6695,7198,606,71,-70,0,24,19,428,6075,1053,-46,0,14366,1588,1604,1707,1688,-92,49,-97,51,-212,-84,244,-11,-82,-3,-48,147
49126,731,-1345,329,-15,1027,1507,3597,-1651,6,-56,0,14,6,428,6075,1067,11,0,15923,1509,1510,1619,1626,-107,-10,-114,-11,-126,0,255,-83,-89,-3,-49,147
49176,475,-1009,79,0,890,2239,2559,545,30,-107,0,14,-5,429,6104,1043,-3,0,12779,1547,1523,1656,1645,-75,71,-78,74,-178,42,255,-125,-53,-3,-49,142
49226,545,-668,81,-4,1041,-1483,6588,-980,-4,-84,0,9,-5,429,6104,1049,-20,0,16177,1621,1580,1739,1689,0,91,0,95,-136,76,255,-87,-4,-4,-51,138
49276,452,-689,-40,166,1038,-994,8052,-247,-68,-47,0,-8,4,428,6075,1042,-10,0,14278,1573,1570,1697,1667,-118,108,-123,113,-151,261,255,-84,99,-3,-52,149
49326,-186,-602,107,-163,1441,-5694,2010,606,-76,-59,0,-15,-2,428,6075,1062,42,0,14582,1520,1502,1660,1642,1,149,2,158,-34,247,255,-87,73,-4,-52,145
49376,133,-940,-81,119,1015,-4412,4085,-64,-71,-74,0,-13,3,428,6075,1059,53,0,13228,1439,1456,1589,1570,-6,195,-7,206,-43,275,255,-29,134,-4,-53,145
49426,-429,-1372,41,-102,808,-5206,972,-552,-107,-30,0,-26,17,428,6075,1079,34,0,13295,1591,1580,1685,1671,-89,101,-96,109,-84,244,255,33,165,-4,-53,149
49476,-964,-1413,24,76,895,-6060,-919,-614,-94,-14,0,-37,21,428,6075,1067,-2,0,17881,1596,1578,1687,1678,-22,98,-23,105,0,237,244,22,204,-3,-52,144
49526,-1203,-1083,-136,62,1091,-5450,-1468,-1407,-91,-56,0,-40,10,429,6104,1088,39,0,14017,1547,1504,1636,1652,-6,220,-7,240,33,252,255,-24,188,-3,-53,151
49576,-790,-1488,-37,8,1264,-5755,-1651,-919,-75,-68,0,-28,13,427,6047,1058,62,0,11685,1423,1463,1592,1595,69,318,73,336,9,368,255,-3,188,-4,-54,145
49626,-748,-1277,41,60,946,-7342,-675,301,-100,-51,0,-34,11,428,6075,1084,-4,0,18556,1634,1612,1709,1696,19,216,20,234,8,316,224,-22,205,-4,-54,144
49676,-620,-1146,-3,-114,1540,-7647,1888,-2200,-124,-28,0,-33,14,428,6075,1068,-28,0,16858,1482,1488,1626,1598,-3,214,-3,228,8,329,244,35,172,-4,-55,149
49726,-761,-1543,171,0,903,-5694,-186,-1834,-107,5,0,-34,24,429,6104,1056,-63,0,13420,1564,1566,1644,1663,-72,130,-76,137,0,269,244,46,174,-3,-55,146
49776,-1230,-1631,277,-145,786,-3741,-3726,-186,-56,-28,0,-29,16,428,6075,1067,-51,0,16002,1629,1567,1711,1704,5,150,6,160,25,217,255,-4,90,-3,-55,147
49826,-591,-1161,-92,189,1095,2606,1949,-1346,0,-38,0,-14,14,428,6075,1040,-68,0,15418,1516,1535,1664,1623,90,128,93,134,33,185,255,-3,65,-3,-56,145
49876,-210,-873,82,132,875,-1422,2437,-1407,-53,0,0,-17,13,429,6104,1047,-106,0,17744,1696,1645,1769,1769,-16,93,-16,97,38,86,255,-53,65,-4,-57,144
49926,120,-511,-236,6,881,1751,-3726,-1102,-37,-24,0,-5,9,429,6104,1044,0,0,13211,1468,1463,1630,1598,87,244,91,255,69,268,244,8,19,-5,-59,139
49976,-64,-1044,53,220,1137,-445,484,1217,-56,6,0,-16,19,428,6075,1057,58,0,11972,1419,1386,1556,1543,18,205,19,217,67,261,244,4,154,-5,-60,140
50026,-1002,-666,-61,-197,1007,42,-1773,3109,-69,0,0,-27,13,428,6075,1052,-66,0,19498,1717,1699,1791,1777,72,199,76,210,77,280,244,-4,160,-6,-60,145
50076,-770,-656,-128,-164,1182,-4779,-247,-1956,-93,23,0,-29,18,428,6075,1077,62,0,9549,1470,1448,1609,1603,50,187,54,201,43,223,244,48,142,-6,-60,147
50126,-776,-1176,241,-42,1041,-7403,-1102,911,-114,49,0,-35,26,429,6104,1053,-1,0,15779,1541,1525,1620,1621,2,142,3,149,75,259,255,75,183,-5,-60,145
50176,-1251,-1149,-46,98,1155,-5633,-3055,606,-83,56,0,-40,32,428,6075,1062,21,0,15051,1579,1573,1689,1686,42,106,45,113,84,252,244,113,218,-4,-58,147
50226,-1924,-951,-184,-59,825,-5450,-3970,-125,-57,53,0,-43,31,428,6075,1038,-3,0,17190,1559,1532,1670,1659,32,113,33,118,68,197,255,70,217,-3,-57,147
50276,-1624,-1037,-146,-90,1132,-4840,-6473,-64,-54,59,0,-37,32,428,6075,1082,107,0,9339,1467,1463,1599,1606,75,177,81,191,135,250,255,144,184,-2,-57,150
50326,-1745,-1395,-143,145,911,-8380,-7633,57,-52,94,0,-44,46,428,6075,1075,61,0,11948,1547,1512,1611,1613,-13,132,-14,142,110,160,244,174,205,-1,-57,150
50376,-2164,-1535,-60,167,895,-4412,-11417,-186,-30,80,0,-48,43,428,6075,1087,3,0,16904,1628,1607,1678,1699,19,90,21,98,170,162,255,143,195,0,-57,146
50426,-2093,-1937,26,11,1070,-4962,-4825,-1834,-23,39,0,-41,41,428,6075,1080,36,0,12741,1523,1499,1631,1623,4,162,5,175,85,180,255,138,165,0,-56,145
50476,-1824,-1693,164,25,1248,-323,-675,240,15,48,0,-30,40,428,6075,1071,27,0,14063,1526,1510,1666,1639,-37,19,-39,21,0,0,255,124,120,2,-55,140
50526,-1175,-1020,-117,169,871,6756,-491,240,10,63,0,-23,33,428,6075,1097,-12,0,17625,1575,1556,1690,1701,-43,19,-47,21,0,0,255,60,104,3,-54,141
50576,-207,-1076,57,-46,689,5718,-2628,-736,-100,21,0,-23,21,428,6075,1079,-22,0,13156,1589,1546,1686,1684,31,-75,34,-81,0,-97,255,-29,66,3,-53,144
50626,197,-600,-99,-65,770,-445,728,423,-94,-3,0,-13,12,428,6075,1072,-35,0,15797,1598,1582,1721,1690,39,-10,42,-11,0,-8,255,10,6,3,-53,136
50676,428,-931,88,142,1342,3887,2437,301,-70,43,0,-9,24,428,6075,1080,-20,0,15029,1562,1493,1659,1630,-23,-65,-25,-70,0,-76,255,22,48,3,-52,140
50726,385,-792,58,-82,945,3887,1400,-1834,-62,17,0,-4,16,430,6132,1066,-23,0,13971,1505,1527,1649,1649,-12,-85,-13,-91,0,0,255,-7,-61,3,-51,140
50776,74,-1129,-23,-30,1103,-4595,2926,-675,24,-20,0,7,16,429,6104,1063,-90,0,18489,1675,1674,1761,1742,-28,-76,-30,-80,-50,-84,255,43,-99,4,-52,145
50826,76,-878,77,77,1460,1995,5062,-1834,56,28,0,11,20,429,6104,1062,-12,0,14346,1475,1443,1623,1611,13,-105,14,-111,-34,-162,255,-19,-87,4,-52,144
50876,192,-1234,-115,24,906,1080,972,-64,57,-68,0,14,10,428,6075,1067,-16,0,16725,1590,1596,1686,1686,1,-81,1,-87,-38,-165,255,-20,-102,4,-52,142
50926,15,-1288,-57,41,794,-2520,1705,-2139,45,-62,0,8,12,428,6075,1046,-32,0,16197,1557,1538,1664,1665,-69,-83,-72,-87,-84,-160,255,-21,-67,4,-52,146
50976,214,-1133,-45,-142,1030,3094,1094,728,37,-40,0,13,13,428,6075,1066,2,0,14552,1583,1542,1663,1680,-14,-149,-15,-159,-102,-231,255,-11,-83,5,-50,149
51026,-117,-1633,-102,-60,954,4071,-247,-919,44,-65,0,7,18,427,6047,1055,-22,0,16616,1574,1554,1695,1682,-105,-247,-111,-261,-120,-369,244,21,-73,6,-49,152
51076,596,-1045,185,78,1109,7550,3597,-1407,-1,21,0,8,19,429,6104,1059,5,0,15284,1540,1499,1661,1648,-86,-161,-91,-171,-92,-177,244,-43,-65,7,-47,146
51126,679,-663,-8,-119,917,3094,-858,-797,11,-28,0,16,6,429,6104,1066,43,0,12303,1516,1480,1657,1650,-68,-213,-73,-227,-78,-251,244,-57,-126,7,-47,147
51176,503,-513,78,-21,1155,1202,362,-1468,44,0,0,18,7,428,6075,1063,46,0,15073,1520,1504,1662,1628,-72,-255,-77,-271,-118,-211,255,-42,-130,8,-46,146
51226,790,-720,30,-64,987,4254,3414,-1773,36,-53,0,22,1,428,6075,1067,69,0,12537,1473,1483,1628,1631,-131,-219,-140,-234,-144,-228,234,-94,-203,8,-45,150
51276,629,-1170,176,-41,1288,836,2193,240,121,-124,0,36,-6,429,6104,1065,27,0,14735,1478,1510,1619,1631,-173,-245,-184,-261,-273,-334,244,-129,-269,8,-46,154
51326,218,-1096,14,5,984,6329,9395,-2567,201,-140,0,43,-8,428,6075,1075,70,0,10736,1483,1433,1597,1586,-145,-134,-156,-144,-295,-329,255,-123,-266,8,-46,153
51376,918,-491,-2,148,800,10723,9945,-369,171,-55,0,45,-1,429,6104,1076,-38,0,18239,1591,1563,1693,1664,-195,-201,-210,-216,-310,-319,255,-77,-248,9,-47,153
51426,1178,206,-52,324,1423,4925,4757,-1468,90,39,0,34,5,427,6047,1078,18,0,13704,1525,1526,1675,1663,-121,-314,-130,-338,-157,-354,255,-49,-185,10,-46,152
51476,1325,612,-135,-136,801,1385,3475,-2017,17,54,0,30,3,423,5934,1095,30,0,11665,1441,1426,1592,1598,-69,-133,-76,-145,-59,-186,244,-57,-160,10,-45,150
51526,1212,427,-78,91,795,-2581,-2689,911,34,100,0,26,14,429,6104,1092,-8,0,15214,1608,1566,1729,1683,2,-172,2,-187,-16,-202,244,35,-123,10,-45,144
51576,1437,178,14,136,1158,2972,-1834,-2567,-42,157,0,14,27,428,6075,1087,-27,0,12716,1539,1521,1685,1663,-69,-267,-75,-290,-9,-196,255,43,-76,12,-43,150
51626,923,-444,-22,-39,485,-3924,-4947,789,-15,84,0,15,25,428,6075,1088,-15,0,13848,1594,1591,1736,1700,-26,-188,-29,-205,25,-127,244,67,-114,13,-43,149
51676,1014,-110,-134,231,1146,-1055,-2384,-675,5,132,0,15,30,428,6075,1078,44,0,10723,1464,1411,1606,1578,-101,-213,-109,-230,38,-172,255,122,-69,15,-41,153
51726,879,-956,82,281,1035,-5511,-7755,1156,1,106,0,10,35,428,6075,1086,-13,0,16469,1503,1526,1640,1619,10,-154,11,-167,88,-53,255,78,-61,16,-40,145
51776,-10,-792,35,-4,708,-3070,-6961,-247,74,79,0,15,28,429,6104,1074,-63,0,16423,1628,1604,1728,1727,-59,-88,-64,-95,16,-236,244,24,-101,17,-39,145
51826,51,-926,-167,-220,816,2850,-2811,-1590,83,30,0,22,26,429,6104,1063,-22,0,13663,1593,1546,1728,1688,-23,-123,-24,-131,0,-300,255,102,-124,18,-40,150
51876,269,-903,-89,-79,767,2728,-2506,-1651,54,78,0,17,33,428,6075,1082,-4,0,16525,1583,1566,1693,1696,-26,-221,-28,-239,58,-331,255,45,-98,20,-38,147
51926,366,-820,-181,-127,1128,7000,-6351,-1224,68,41,0,21,25,428,6075,1072,13,0,12730,1541,1528,1679,1681,-107,-239,-115,-256,0,-342,255,42,-141,21,-37,152
