c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36
3676,145,75,-154,123,1113,-11187,-16726,-5194,-13,362,-2,-1,72,607,12220,554,886,27,12220,1525,1447,1609,1629,1012,89,561,49,1381,66,204,268,12,-109,27,152
3726,185,-798,-74,108,872,-3862,-22280,-5072,15,223,-2,4,58,603,12060,570,787,11,12060,1489,1471,1572,1668,1059,-29,603,-16,1380,76,204,334,52,-127,29,151
3776,44,-1899,143,10,840,-7708,-8181,-4888,84,-141,0,18,1,601,11980,590,674,7,12020,1508,1448,1619,1615,816,48,481,28,685,108,234,394,74,-144,35,145
3826,66,-1636,83,133,764,3827,11776,-5560,104,-136,-4,18,0,584,11312,624,571,0,11312,1499,1440,1621,1586,839,55,523,34,598,-16,255,387,95,-150,40,146
3876,155,-580,83,152,1150,6390,5368,-4888,86,-46,-2,16,0,575,10966,671,570,0,10966,1509,1419,1568,1589,819,-21,549,-14,787,-61,255,392,76,-162,49,146
3926,192,-762,206,29,687,-567,-5801,-3607,67,-28,0,16,1,573,10890,682,507,0,10890,1465,1432,1586,1601,814,-84,555,-57,861,-77,244,376,40,-173,56,145
3976,17,-839,-46,-63,843,-1360,-369,-3607,66,-73,0,15,1,572,10852,722,457,0,10814,1450,1457,1565,1597,737,-54,532,-39,722,-25,255,395,-15,-186,58,146
4026,-68,-643,188,-135,624,470,3598,-4949,61,-25,-2,15,0,570,10776,761,445,0,10776,1484,1397,1600,1577,707,-23,538,-17,639,-64,255,397,-50,-195,57,147
4076,528,116,-81,114,899,4132,2316,-4034,37,3,-2,13,0,570,10776,747,348,0,10776,1447,1428,1588,1596,722,-33,539,-24,738,-50,255,401,-33,-209,57,144
4126,1015,-346,103,141,470,-4290,-4885,-2752,10,0,0,14,1,571,10814,763,255,0,10814,1468,1447,1560,1592,660,-79,504,-60,742,8,255,426,-26,-215,58,145
4176,321,-270,44,-166,844,-8257,363,-5377,17,-15,-2,13,0,570,10776,805,263,0,10814,1467,1449,1570,1585,740,-73,596,-59,696,0,255,430,-20,-226,61,145
4226,-404,369,-31,-133,654,-933,5184,-5133,88,32,-2,14,1,600,11940,796,200,0,11940,1487,1431,1606,1575,754,-70,600,-55,692,-87,255,465,-38,-233,62,147
4276,-259,744,-132,18,889,3156,-796,-3790,92,51,-4,13,0,601,11980,816,143,0,11940,1498,1459,1612,1614,770,-40,628,-33,835,-144,255,512,13,-244,62,146
4326,-152,63,-60,180,1135,3095,-5618,-2874,104,9,-4,14,1,603,12060,782,34,11,12060,1505,1462,1609,1617,757,-58,592,-45,812,-143,255,574,54,-248,65,147
4376,-437,-64,-4,101,1106,775,1156,-3363,114,-3,-2,13,0,603,12060,804,9,20,12140,1518,1458,1631,1597,753,-85,606,-68,708,-145,255,618,72,-250,75,145
4426,-513,345,73,63,858,6513,2133,-3912,118,76,-2,12,7,605,12140,776,-29,20,12140,1512,1475,1627,1597,801,-114,621,-88,755,-220,255,594,47,-252,83,147
4476,-374,485,111,69,1122,9625,-1528,-3424,106,99,0,12,9,604,12100,766,-69,24,12180,1521,1456,1609,1622,827,-195,633,-149,899,-280,255,542,-35,-255,92,151
4526,17,-391,250,-52,964,8771,-3054,-3790,63,51,-4,13,11,607,12220,757,-153,27,12220,1506,1477,1605,1612,885,-311,670,-235,912,-378,255,561,-93,-263,99,152
4576,201,-394,42,1,895,6452,2011,-2691,51,17,-2,13,9,608,12261,747,-158,36,12301,1537,1459,1620,1606,893,-238,667,-178,780,-254,255,661,-162,-266,100,150
4626,574,-318,-126,8,936,3766,4330,-2386,52,11,0,20,11,608,12261,761,-201,31,12261,1508,1467,1631,1614,768,-142,584,-108,723,-222,255,679,-152,-264,96,151
4676,741,47,-59,159,1209,3888,-1712,-1531,50,125,-4,20,25,611,12382,757,-178,31,12261,1528,1462,1607,1621,1015,-118,768,-89,1069,-179,255,657,-154,-269,90,155
4726,1342,324,-10,71,931,1386,-7998,-799,-90,184,-2,4,30,629,13122,713,-223,116,13122,1541,1465,1642,1616,997,-87,711,-62,1159,-93,255,654,-164,-274,83,152
4776,1221,-142,110,106,841,-6914,-10073,-2264,-81,256,-2,3,50,636,13416,745,-195,143,13416,1529,1508,1653,1641,1108,-98,825,-73,1310,60,255,735,-153,-281,76,157
4826,839,-913,-161,159,1267,-7097,-16177,-2508,-51,321,0,2,81,638,13500,719,-200,152,13500,1571,1502,1627,1635,1070,-4,769,-3,1383,0,255,773,-67,-281,72,153
4876,152,-1549,-130,189,1153,-3801,-19351,-2935,22,316,0,4,91,639,13543,714,-173,152,13500,1515,1512,1656,1653,1070,-78,764,-56,1384,-67,255,728,-68,-283,70,157
4926,314,-1842,-44,-98,889,-444,-17276,-1654,9,344,0,9,101,639,13543,704,-141,155,13543,1559,1498,1655,1632,974,-57,686,-40,1268,-31,255,739,-99,-282,68,153
4976,251,-2195,-182,2,1104,-628,-19717,-3179,29,340,0,10,108,637,13458,693,-197,155,13543,1543,1503,1637,1660,1016,-95,704,-66,1432,-120,255,713,-112,-281,64,158
5026,162,-2936,228,-23,1028,3339,-22647,-1470,40,193,-2,11,84,638,13500,698,-133,152,13500,1552,1508,1620,1661,984,-149,687,-104,1372,-164,255,731,-27,-279,67,159
5076,-282,-3589,252,-122,1000,4559,-10989,-2569,70,104,0,11,78,636,13416,698,-131,152,13500,1557,1481,1671,1627,889,-25,620,-17,991,-117,255,636,-87,-276,67,157
5126,294,-2712,-128,109,785,5475,-1956,-3729,21,1,-2,6,51,639,13543,663,-107,155,13543,1561,1501,1635,1648,742,-62,492,-41,805,-178,255,591,-139,-273,63,153
5176,736,-2491,16,-57,677,-2214,-1956,-4034,-47,15,-2,5,46,640,13585,671,-120,155,13543,1530,1519,1654,1640,648,-43,435,-28,661,50,255,518,-147,-266,56,152
5226,626,-2047,-81,79,1180,-3557,1889,-3485,64,1,0,23,38,639,13543,648,-113,155,13543,1527,1527,1660,1634,631,-50,409,-32,568,18,255,483,-139,-265,51,150
5276,309,-1435,-120,215,1199,3644,-1040,-1959,103,22,-4,22,32,639,13543,647,-94,155,13543,1536,1503,1643,1659,465,-18,301,-12,501,-152,255,533,-38,-253,45,155
5326,-203,-1939,69,-287,1080,9076,-918,-1348,264,-68,0,53,19,639,13543,650,-58,155,13543,1528,1520,1656,1639,482,-81,313,-52,433,-196,244,486,31,-244,47,153
5376,127,-1750,-12,-172,897,17621,6344,-1898,273,-62,4,59,19,640,13585,614,-73,159,13585,1580,1484,1641,1642,267,-23,163,-14,128,-394,244,434,-9,-228,46,153
5426,1168,-1927,144,15,802,16095,8053,-2386,205,-62,0,60,18,639,13543,672,-53,155,13543,1537,1525,1647,1636,216,-5,145,-4,103,-188,255,391,-4,-217,47,150
5476,1109,-1180,134,-170,1026,5841,8419,-2691,183,-1,0,59,18,639,13543,643,13,155,13543,1571,1479,1671,1620,149,161,96,103,42,-8,255,262,-63,-206,41,149
5526,1930,-305,-64,78,943,9442,4513,-1959,53,54,-2,42,18,640,13585,644,3,159,13585,1546,1508,1654,1636,120,131,77,84,64,32,255,258,-29,-198,35,143
5576,1789,-125,178,-88,657,-17,3231,-2752,4,112,-2,35,19,640,13585,660,-5,159,13585,1546,1516,1663,1624,56,358,37,236,19,380,255,148,-2,-190,24,144
5626,1871,376,-104,281,1216,-1360,-247,-4156,46,123,0,36,19,640,13585,648,14,159,13585,1558,1509,1646,1633,37,369,24,239,75,328,255,151,23,-185,14,147
5676,1754,-45,172,203,1026,3034,-3665,-2447,-23,112,-4,22,19,637,13458,664,9,152,13500,1565,1489,1661,1623,-8,405,-5,269,42,376,255,64,91,-180,3,145
5726,1828,150,-224,-16,1134,-1970,-3665,-1226,-95,96,2,13,20,637,13458,647,77,148,13458,1526,1508,1664,1646,17,454,11,294,34,546,255,56,94,-178,-4,147
5776,1359,-439,15,227,1098,-9234,-918,-616,-34,29,-2,13,13,638,13500,664,115,152,13500,1515,1541,1651,1634,-69,613,-46,407,-84,759,255,79,249,-171,-15,151
5826,177,-474,-88,-88,1053,-2153,4574,-1898,44,-10,0,13,8,638,13500,692,173,152,13500,1547,1524,1655,1618,-104,535,-72,370,-231,518,255,77,285,-165,-20,152
5876,371,-119,-132,264,1242,3827,5368,-799,98,-20,0,21,0,637,13458,663,143,152,13500,1537,1532,1645,1630,-195,590,-129,391,-283,508,255,112,366,-152,-22,153
5926,-190,-263,96,-243,764,2850,5062,115,101,-2,0,23,2,638,13500,691,193,152,13500,1509,1532,1665,1628,-216,608,-149,420,-323,655,255,71,411,-142,-23,150
5976,-325,277,-147,51,1095,4254,3414,360,147,20,-2,22,2,636,13416,683,147,143,13416,1576,1495,1631,1631,-307,639,-210,436,-340,510,255,23,447,-130,-23,151
6026,-47,-586,319,-82,765,3888,1339,54,106,-5,0,22,1,636,13416,708,187,143,13416,1538,1500,1654,1638,-280,687,-198,486,-291,574,255,25,507,-121,-23,148
6076,-56,-535,78,-37,793,8283,5612,-311,112,-36,-2,21,0,635,13374,690,77,139,13374,1535,1519,1661,1614,-392,805,-270,555,-502,655,255,-85,545,-111,-20,151
6126,285,-114,152,37,1223,9381,6466,-1287,93,3,-2,22,0,635,13374,726,110,139,13374,1552,1502,1650,1622,-415,730,-301,530,-502,589,255,-88,520,-103,-21,151
6176,581,-298,45,84,887,2973,4879,-1348,70,-19,-2,22,0,633,13290,727,183,132,13290,1535,1522,1649,1616,-370,853,-269,620,-438,938,255,-165,606,-95,-21,151
6226,770,65,97,59,1103,775,3231,787,45,13,0,21,0,634,13332,737,239,136,13332,1548,1482,1658,1632,-432,938,-318,691,-490,880,255,-188,614,-91,-24,145
6276,936,407,-151,106,1057,3705,4391,-738,36,26,0,21,1,632,13248,744,218,132,13290,1521,1535,1650,1616,-395,939,-294,699,-410,983,255,-193,695,-85,-26,151
6326,860,672,-2,69,1145,958,546,-494,45,59,-2,23,0,632,13248,749,139,128,13248,1525,1523,1646,1624,-419,1035,-314,775,-391,1106,255,-233,674,-82,-28,149
6376,1023,396,-202,136,1117,-1360,-2749,-250,32,21,0,22,0,634,13332,783,187,132,13290,1533,1526,1643,1621,-342,1006,-268,787,-312,1037,255,-175,745,-78,-33,156
6426,909,214,-81,229,1325,-5999,-613,787,45,16,-2,22,0,634,13332,807,251,136,13332,1510,1526,1653,1631,-351,1048,-284,845,-326,1169,255,-177,814,-74,-34,153
6476,1095,362,-24,-99,783,-1421,-1223,421,0,33,-2,22,0,633,13290,801,192,136,13332,1533,1514,1649,1629,-367,1064,-294,852,-368,1147,255,-260,815,-71,-37,153
6526,1113,288,-41,10,1069,-3435,-3665,726,8,23,-2,21,0,634,13332,805,139,136,13332,1545,1517,1631,1634,-385,1204,-310,970,-314,1208,255,-225,873,-68,-41,153
6576,1378,274,108,116,878,-3252,-796,299,-2,40,-2,21,0,633,13290,828,140,132,13290,1541,1513,1651,1617,-402,1241,-333,1027,-391,1414,255,-265,943,-64,-42,154
6626,1081,387,75,-59,914,-3496,180,238,3,46,-4,21,0,633,13290,821,127,132,13290,1536,1532,1642,1614,-390,1247,-320,1024,-393,1368,255,-267,938,-62,-43,151
6676,941,281,-157,172,1014,-2276,-2810,-128,-22,10,0,9,0,633,13290,804,79,132,13290,1542,1517,1641,1623,-408,1244,-328,1000,-348,1302,255,-209,1026,-58,-45,156
6726,942,168,39,289,1280,-7097,-1284,1336,-46,22,-2,3,0,633,13290,825,156,132,13290,1510,1532,1660,1617,-351,1184,-290,977,-383,1406,255,-223,1086,-53,-42,155
6776,656,275,-85,-89,784,-7525,241,848,-94,20,-2,-4,1,612,12423,836,148,60,12545,1506,1495,1633,1613,-505,1324,-422,1107,-510,1453,255,-249,1101,-45,-43,153
6826,539,-255,8,144,1232,-11797,-2139,970,-156,-21,2,-23,0,613,12463,858,179,51,12463,1509,1484,1617,1628,-392,1385,-337,1188,-376,1507,255,-170,1155,-39,-44,158
6876,508,-346,89,190,1162,-11492,1705,115,-201,-58,0,-33,-6,610,12341,877,195,40,12341,1532,1476,1632,1589,-477,1300,-418,1140,-553,1543,255,-184,1181,-29,-39,159
6926,250,-396,89,98,464,-16619,5551,-616,-465,-133,-4,-91,-23,608,12261,906,172,31,12261,1516,1492,1627,1594,-426,1321,-386,1197,-579,1662,255,-271,1166,-24,-38,161
6976,-508,-679,-124,7,676,-27483,6771,-616,-380,-200,-2,-83,-23,607,12220,888,57,36,12301,1478,1525,1619,1603,-545,1320,-484,1172,-755,1786,244,-363,1140,-18,-40,162
7026,-2202,-469,150,-181,1221,-26567,9457,-738,-193,-159,0,-72,-25,607,12220,888,66,27,12220,1492,1512,1613,1601,-520,1455,-462,1292,-650,1853,255,-338,1130,-16,-45,165
7076,-3237,-257,84,-39,1218,-9234,8541,-372,-57,-110,0,-67,-18,605,12140,869,18,24,12180,1518,1477,1629,1588,-502,1200,-436,1043,-603,1309,255,-313,1107,-9,-45,160
7126,-2437,487,-101,87,1044,-2459,5673,-494,11,24,-2,-42,-1,601,11980,886,37,4,11980,1423,1540,1630,1590,-562,1190,-498,1055,-613,1285,255,-387,1084,-5,-44,156
7176,-1828,903,-13,-55,855,958,-3970,-6,146,63,-4,-2,-3,613,12463,876,-4,51,12463,1527,1483,1607,1623,-371,1140,-325,998,-290,1000,255,-352,1036,-5,-38,152
7226,-1358,-269,107,-34,600,9198,-7327,-860,105,-16,-2,-2,-2,632,13248,900,-22,128,13248,1540,1494,1635,1608,-340,1111,-306,1000,-307,931,255,-363,1002,-6,-37,159
7276,-781,-839,-92,127,860,653,3292,-1470,74,-101,-2,-2,-2,635,13374,898,2,128,13248,1501,1548,1657,1610,-445,1043,-400,937,-582,1046,255,-350,994,-5,-38,154
7326,-1010,-459,-89,-64,912,-3679,6527,-1898,70,-57,-4,-2,0,634,13332,908,-24,136,13332,1543,1510,1648,1628,-479,1069,-435,970,-533,1011,255,-392,998,-3,-37,157
7376,-969,-389,24,-8,461,6452,1339,-1531,76,-33,-2,-2,0,636,13416,883,-99,143,13416,1542,1506,1648,1637,-427,1113,-377,983,-484,934,255,-458,956,-5,-36,152
7426,-461,47,45,-211,1226,6207,1950,-2874,15,0,0,-2,-1,637,13458,867,-123,148,13458,1537,1507,1665,1626,-439,951,-381,824,-484,858,255,-439,914,-7,-35,151
7476,347,-36,124,116,611,-3435,-1406,-2203,-20,10,-2,-1,-1,638,13500,870,-88,148,13458,1505,1541,1652,1638,-350,927,-305,806,-350,1069,255,-480,880,-13,-31,156
7526,-131,227,-27,-181,636,-6792,-2871,-1898,-23,20,-2,0,0,636,13416,866,-78,143,13416,1559,1486,1658,1634,-369,1049,-320,909,-349,997,255,-439,876,-16,-32,156
7576,614,322,140,144,1116,-3740,485,-2020,-57,41,0,-2,0,639,13543,864,-94,155,13543,1516,1493,1677,1650,-324,905,-280,782,-322,934,255,-368,898,-20,-27,152
7626,586,-36,77,-24,889,-4107,-2261,-2447,-60,6,0,0,0,639,13543,874,-44,155,13543,1520,1506,1667,1642,-368,818,-321,715,-381,906,255,-289,849,-20,-23,150
7676,814,-79,-52,188,1108,-6975,424,-4034,-61,-12,-2,0,0,639,13543,880,-5,155,13543,1523,1520,1662,1637,-429,745,-377,656,-427,864,255,-265,890,-15,-16,152
7726,96,-170,88,-42,872,-3496,729,-3057,-18,-1,-2,0,0,638,13500,879,15,152,13500,1541,1494,1665,1639,-421,836,-370,734,-459,816,255,-275,850,-14,-11,149
7776,214,-284,108,112,1003,-933,-796,-1654,-8,-13,2,0,0,639,13543,887,70,152,13500,1519,1487,1666,1659,-376,695,-333,616,-366,665,255,-309,783,-11,0,149
7826,-145,-469,42,-83,894,5170,1889,-2020,2,-37,-2,0,0,639,13543,891,91,155,13543,1524,1477,1677,1651,-337,631,-300,563,-369,573,255,-291,684,-10,3,148
7876,158,-701,134,-41,691,5902,3414,-3118,-21,-47,-2,0,0,639,13543,877,22,155,13543,1514,1488,1677,1654,-324,601,-284,527,-341,579,255,-368,617,-10,9,150
7926,68,-509,44,-242,792,3156,1461,-3363,-38,-36,-2,0,0,638,13500,891,60,152,13500,1530,1486,1673,1644,-312,532,-278,474,-342,477,255,-340,551,-13,10,150
7976,916,-125,42,178,1217,-2092,-64,-5865,-71,-7,0,0,0,638,13500,905,67,152,13500,1503,1511,1669,1651,-310,407,-280,368,-272,497,255,-289,562,-13,17,149
8026,548,-110,68,-93,905,-6853,-5984,-3240,-65,3,-2,0,0,639,13543,902,131,155,13543,1532,1488,1657,1657,-320,563,-289,508,-256,573,255,-262,569,-13,19,151
8076,405,-781,212,116,908,-6670,-2139,-2813,-29,-45,0,0,0,639,13543,903,161,155,13543,1505,1502,1670,1658,-222,409,-200,369,-256,487,255,-290,498,-13,29,153
8126,-147,-854,139,-92,981,775,6161,-2813,0,-64,-2,0,0,639,13543,922,206,155,13543,1538,1471,1682,1640,-369,541,-341,499,-498,479,255,-272,462,-12,29,150
8176,331,-556,72,-36,741,2179,9640,-1593,-37,-40,0,0,0,639,13543,932,193,155,13543,1498,1498,1681,1656,-365,366,-340,341,-492,399,255,-351,390,-11,33,150
8226,313,219,-137,-217,862,-8501,4025,-3973,-60,1,2,0,0,637,13458,926,181,148,13458,1508,1506,1675,1647,-337,295,-312,274,-400,400,255,-321,386,-11,34,151
8276,377,362,44,-19,898,-5327,485,-4644,-38,37,2,0,0,638,13500,917,174,155,13543,1512,1522,1669,1638,-269,243,-247,223,-255,340,255,-266,357,-12,40,148
8326,267,246,-130,75,1202,-7830,-1223,-2447,-27,11,2,-1,0,638,13500,956,239,152,13500,1500,1515,1665,1654,-250,224,-239,214,-205,308,255,-210,393,-11,45,153
8376,-167,-412,37,-67,811,-4961,119,-1409,7,-35,2,0,0,638,13500,954,259,152,13500,1502,1503,1676,1650,-211,281,-202,268,-212,298,255,-224,307,-11,51,149
8426,-18,-375,-170,111,1039,2667,1461,-1837,10,-50,2,0,0,638,13500,1001,277,152,13500,1511,1493,1664,1663,-265,111,-265,111,-247,85,255,-219,284,-10,54,152
8476,-545,-911,-3,-228,831,1874,729,-2020,18,-81,0,0,0,638,13500,997,271,152,13500,1499,1508,1676,1648,-161,177,-160,177,-193,125,255,-251,176,-13,56,150
8526,-711,-963,-125,-106,944,-322,4391,-3302,48,-101,0,0,0,638,13500,989,197,152,13500,1507,1514,1671,1642,-189,18,-187,18,-255,7,255,-242,177,-14,58,150
8576,-689,-562,39,-86,978,2911,5307,-3118,50,-51,0,0,0,639,13543,1029,308,152,13500,1497,1520,1672,1644,-145,31,-150,32,-230,0,255,-206,141,-17,62,147
8626,-1062,-712,-159,71,1171,-567,-125,-2386,97,-77,0,0,0,638,13500,1047,330,152,13500,1502,1505,1666,1663,-128,-19,-134,-19,-107,-116,255,-162,175,-17,66,155
8676,-764,-829,118,136,794,1935,851,-1104,82,-55,-4,0,0,637,13458,1073,352,155,13543,1536,1484,1669,1648,-139,-172,-149,-184,-204,-292,255,-154,75,-19,77,154
8726,-250,-539,-204,137,1194,12067,6344,-738,39,-68,-2,0,0,638,13500,1064,322,152,13500,1551,1466,1676,1638,-73,-58,-78,-62,-161,-340,255,-142,65,-20,82,153
8776,104,-403,-48,170,1063,9320,6649,-616,7,-43,2,0,0,639,13543,1084,292,152,13500,1493,1507,1690,1640,-133,-111,-144,-121,-222,-174,255,-164,-81,-22,86,153
8826,183,-292,35,-87,1245,2911,5917,-1409,-22,-22,2,0,0,639,13543,1074,318,155,13543,1538,1479,1678,1637,-60,-89,-64,-95,-156,-214,255,-157,-77,-24,88,151
8876,517,-43,116,31,934,11029,4025,-1043,-41,7,0,0,0,638,13500,1123,355,152,13500,1529,1498,1671,1637,-39,-179,-44,-201,-68,-248,255,-169,-142,-29,90,150
8926,41,-354,-86,-86,1013,836,1950,-1409,-15,-37,0,0,0,607,12220,1112,298,27,12220,1490,1487,1650,1611,-30,-122,-33,-135,-96,-193,255,-144,-121,-32,91,151
8976,454,-353,226,8,1002,3766,5368,-2325,-41,-7,0,0,0,573,10890,1131,264,0,10928,1480,1419,1602,1576,34,-221,39,-250,-51,-215,255,-88,-141,-37,94,146
9026,-31,-555,-54,11,1032,714,241,238,0,-54,-2,0,0,574,10928,1149,179,0,10928,1456,1463,1571,1589,-21,-248,-24,-285,-8,-298,255,-54,-134,-38,97,144
9076,-698,-657,-127,-141,483,4193,2316,-738,31,-85,0,0,0,572,10852,1168,180,0,10814,1473,1426,1598,1570,108,-175,126,-205,0,-236,255,-15,-156,-41,102,150
9126,-235,80,-207,-145,851,9503,10006,177,4,-21,-2,0,0,571,10814,1152,137,0,10814,1476,1390,1638,1553,153,-62,177,-71,-9,-225,255,4,-174,-45,101,145
9176,-11,181,-54,133,903,6757,-247,3778,15,13,0,0,0,569,10738,1187,76,0,10776,1463,1425,1590,1583,5,-210,6,-249,59,-299,255,6,-169,-46,103,139
9226,230,-48,203,38,1201,-1970,-3176,2313,-21,14,0,0,0,579,11119,1187,59,0,11119,1455,1440,1594,1573,80,-170,95,-202,152,-135,255,6,-190,-48,103,145
9276,172,832,-200,35,1012,2973,3842,-372,-10,56,2,0,0,603,12060,1196,7,7,12020,1493,1477,1637,1586,160,-100,191,-119,145,-205,255,34,-162,-54,101,146
9326,326,891,-125,-33,871,3949,-3970,-67,-31,66,2,0,0,602,12020,1199,-7,7,12020,1528,1460,1611,1601,167,-142,201,-170,289,-238,255,15,-165,-59,102,147
9376,45,534,-45,81,866,3888,-5313,787,3,44,0,0,0,602,12020,1186,-100,11,12060,1494,1456,1636,1607,221,-169,262,-201,289,-144,255,50,-228,-67,103,145
9426,49,32,9,-121,585,4620,-491,1458,-23,4,14,0,0,610,12341,1180,-134,40,12341,1522,1461,1630,1611,191,-122,226,-144,200,-184,255,97,-259,-71,100,146
9476,267,-576,109,-20,748,3461,-3359,604,-52,-31,4,-5,0,613,12463,1156,-220,51,12463,1533,1438,1628,1631,291,-219,337,-253,272,-247,255,233,-247,-77,100,153
9526,427,-1071,-31,282,1120,-933,790,2557,-16,-95,2,0,0,613,12463,1160,-259,51,12463,1519,1496,1621,1607,315,-115,365,-133,283,-154,255,302,-161,-79,98,152
9576,15,-531,-46,20,1270,-994,5978,-494,0,-53,-2,0,0,624,12914,1135,-295,67,12626,1521,1466,1655,1609,316,-136,358,-154,255,-178,255,308,-146,-81,98,149
9626,33,-396,96,-81,826,4071,424,-67,-18,-23,0,-1,0,625,12956,1120,-322,100,12956,1523,1498,1618,1649,294,-215,330,-241,376,-291,255,297,-159,-82,99,149
9676,-182,-842,117,-164,1256,3461,-3176,-860,0,-60,0,0,0,633,13290,1110,-307,136,13332,1575,1469,1641,1635,437,-186,485,-206,467,-246,255,318,-237,-86,98,154
9726,656,-960,137,117,992,3583,1217,-67,-48,-72,-4,0,0,635,13374,1093,-318,139,13374,1526,1497,1656,1645,374,-137,409,-149,383,-199,255,370,-225,-87,95,152
9776,336,-1312,287,-59,1032,3949,1461,-1043,-37,-86,-4,0,0,636,13416,1062,-363,148,13458,1558,1485,1657,1633,459,-116,487,-123,505,-223,255,360,-226,-93,92,156
9826,485,-624,-180,165,987,3400,-3970,-616,-28,-68,-4,0,0,636,13416,1042,-336,143,13416,1546,1482,1653,1647,525,-89,547,-93,578,-229,255,365,-269,-98,88,153
9876,1026,-708,-20,178,997,2118,-7205,-2142,-72,-62,-2,0,0,636,13416,1043,-319,143,13416,1541,1481,1651,1654,515,-26,538,-27,696,-50,255,413,-187,-103,80,154
9926,1139,-671,-92,47,1008,-1604,-8181,-1654,-107,-65,0,-2,0,636,13416,1028,-249,143,13416,1549,1466,1651,1661,575,-33,591,-34,691,-9,255,430,-161,-107,76,155
9976,660,-692,-199,95,1223,-4046,-6167,-1287,-157,-72,0,-20,0,638,13500,1024,-234,143,13416,1536,1473,1648,1666,604,92,618,94,704,169,255,562,-63,-111,71,154
10026,-148,-1517,206,-170,808,-6548,-2383,-1531,-237,-105,0,-45,0,637,13458,997,-287,148,13458,1535,1468,1662,1664,591,47,589,46,635,214,255,552,-21,-112,68,157
10076,-816,-806,50,-202,797,-9905,546,-2569,-257,-65,0,-60,0,638,13500,992,-266,148,13458,1557,1445,1658,1662,642,159,637,158,630,291,255,559,-49,-116,61,154
10126,-551,-655,43,67,1089,-17778,-1712,-4888,-325,-53,0,-74,0,638,13500,966,-276,152,13500,1505,1510,1656,1665,697,130,674,126,747,475,255,580,38,-117,57,155
10176,-1702,-440,-84,-136,794,-18877,-674,-4522,-202,-46,-2,-65,0,639,13543,966,-215,152,13500,1519,1492,1652,1669,691,225,668,217,721,398,255,625,97,-119,52,158
10226,-2339,-986,137,-114,1012,-5755,-796,-2996,79,-73,-2,-23,0,638,13500,942,-265,152,13500,1526,1472,1657,1677,652,189,614,178,708,203,255,643,120,-118,50,157
10276,-2314,-923,18,-214,826,7916,-979,-2996,113,-83,0,-13,0,638,13500,921,-300,148,13458,1554,1451,1658,1661,791,144,728,132,719,-59,255,598,53,-122,48,153
10326,-1052,-732,134,102,999,4620,912,-4705,99,-48,2,-1,0,637,13458,912,-302,148,13458,1501,1478,1671,1675,716,83,653,76,746,15,255,663,110,-122,47,148
10376,-1369,-569,39,-168,794,4254,-857,-2996,95,-24,-2,-1,4,639,13543,876,-319,152,13500,1527,1469,1665,1667,834,306,731,268,890,156,255,638,135,-125,45,153
10426,-552,-611,-45,6,714,9931,-2993,-4156,43,-59,0,-2,0,638,13500,881,-279,152,13500,1537,1461,1658,1674,815,199,718,175,891,67,255,673,115,-125,44,149
10476,-187,-598,-15,-147,689,-628,-674,-4278,-15,-58,0,-2,0,640,13585,865,-275,148,13458,1493,1476,1681,1668,905,352,782,304,889,359,255,670,107,-128,39,153
10526,-239,-490,-14,46,990,-2276,-2810,-3057,18,-43,4,-1,0,638,13500,850,-245,152,13500,1523,1453,1666,1680,866,430,736,365,912,437,255,734,208,-128,36,152
10676,-138,-842,124,188,882,1752,-6411,-1593,24,-57,4,-2,0,638,13500,800,-310,152,13500,1517,1444,1686,1671,916,412,733,330,1007,495,255,723,248,-131,29,153
10726,-394,-741,-31,-53,1291,-4595,-6961,-1776,-149,7,0,-35,14,638,13500,792,-293,152,13500,1549,1429,1660,1682,949,385,751,305,1063,399,255,717,238,-131,28,157
10776,-282,-1226,186,38,783,-10698,-8486,-1409,-257,-1,2,-56,16,638,13500,774,-303,152,13500,1514,1464,1661,1684,1018,499,788,386,1143,819,255,697,245,-132,25,159
10826,-1000,-1319,98,-143,720,-19854,-5496,-2935,-253,-55,0,-62,9,638,13500,753,-305,152,13500,1522,1463,1648,1691,917,590,690,444,984,873,255,734,272,-133,21,159
10876,-1970,-1223,67,0,1352,-15398,485,-1837,-180,-100,2,-69,0,637,13458,746,-218,152,13500,1529,1473,1665,1662,925,453,690,338,908,693,255,727,324,-132,18,156
10926,-1957,-1042,137,-142,1056,-6914,2987,-1959,-219,-77,0,-75,0,638,13500,753,-166,152,13500,1518,1488,1655,1667,916,450,690,339,887,660,255,678,254,-132,16,159
10976,-2662,-990,-108,160,1148,-19060,-247,-2813,-134,-97,-2,-75,0,638,13500,751,-152,152,13500,1492,1517,1645,1677,975,523,732,392,963,793,255,735,320,-131,13,160
11026,-2984,-545,-103,134,1118,-8806,2560,-1043,-71,-52,0,-69,1,639,13543,741,-118,155,13543,1509,1496,1671,1655,968,445,717,330,900,687,255,701,316,-131,13,157
11076,-3039,-249,-130,-242,959,-7647,1583,-1715,29,-33,0,-42,0,641,13628,724,-91,159,13585,1524,1502,1649,1667,948,463,686,335,951,485,255,674,241,-130,10,155
11126,-3035,-270,-85,-103,973,-628,-1895,-1104,140,-32,-4,-23,0,643,13713,710,-106,172,13713,1518,1497,1653,1669,968,402,687,285,1035,393,255,670,255,-130,9,157
