101000 5471 7551 13 12 989 380 274 -383 
201000 3792 4787 15 10 1005 319 335 -261 
301000 2881 3176 19 7 994 258 335 -139 
401000 2243 2142 26 10 1010 74 396 165 
501000 1883 1536 13 3 1000 74 274 165 
601000 1669 1204 18 15 1005 135 91 287 
701000 1510 967 16 7 1000 -108 30 226 
801000 1413 787 23 4 998 -169 91 43 
901000 1393 640 24 9 999 13 152 43 
1001000 1363 512 24 3 989 74 274 -78 
1101000 1360 560 31 8 984 135 152 -139 
1201000 1324 560 24 8 1005 135 152 -78 
1301000 1337 537 16 10 1009 -108 91 -200 
1401000 1278 512 28 9 994 74 91 -17 
1501000 1296 537 26 10 1010 135 91 -17 
1601000 1325 560 16 7 1001 -47 30 104 
1701000 1377 551 19 5 1001 -47 152 226 
1801000 1422 598 28 9 992 74 274 226 
1901000 1396 557 16 10 1000 74 213 165 
2001000 1382 614 17 11 991 135 152 104 
2101000 1371 565 25 15 988 74 152 -78 
2201000 1379 546 19 11 997 74 91 -78 
2301000 1346 579 18 12 1006 13 152 -139 
2401000 1334 581 21 12 995 13 91 -200 
2501000 1333 610 24 17 993 74 152 -17 
2601000 1395 593 26 3 988 258 335 104 
2701000 1387 541 31 5 998 197 213 -17 
2801000 1294 533 27 16 1000 74 91 -78 
2901000 1294 500 20 6 987 74 213 -78 
3001000 1353 521 32 6 1003 13 213 -17 
3101000 1344 545 26 5 986 13 91 -78 
3201000 1381 564 30 10 1002 -47 -30 -139 
3301000 1335 551 26 4 981 -108 -213 -322 
3401000 1302 534 21 9 997 -47 -30 -139 
3501000 1281 535 16 10 999 -47 152 104 
3601000 1298 528 26 6 1008 -108 152 -17 
3701000 1364 594 18 9 996 -169 91 409 
3801000 1311 595 13 8 987 -230 30 348 
3901000 1326 641 16 11 1006 -169 30 470 
4001000 1305 614 19 3 996 -169 -91 409 
4101000 1329 589 32 15 1001 -47 -91 104 
4201000 1278 588 24 11 997 -169 -152 -78 
4301000 1277 607 26 13 996 -108 -152 -200 
4401000 1289 598 24 9 1002 -47 -30 -261 
4501000 1311 548 16 5 997 135 91 -78 
4601000 1363 528 18 10 994 13 152 43 
4701000 1347 566 27 7 994 74 91 104 
4801000 1329 572 27 4 999 -47 -30 104 
4901000 1355 547 17 10 1009 -169 -30 43 
5001000 1308 586 29 7 1001 -108 30 -17 
