IMU,SETUP,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,,
18201000,5000,10000,0,-165,-944,-27694,999,-8,-1,0,1138000,1145000,1139000,1140000,1498000,1499000,1141000,1496000,1999000,996000,0,0,0,0,0,0
18401000,5000,10000,0,138,-882,-27699,999,-7,1,0,1142000,1147000,1140000,1133000,1497000,1498000,1141000,1496000,1998000,996000,0,0,0,0,0,0
18601000,5000,10000,0,304,-713,-27698,999,-6,2,0,1141000,1148000,1142000,1131000,1497000,1499000,1141000,1496000,1999000,995000,0,0,0,0,0,0
18801000,5000,10000,0,193,-997,-27693,999,-8,1,0,1142000,1151000,1144000,1133000,1498000,1499000,1143000,1496000,1998000,997000,0,0,0,0,0,0
19001000,5000,10000,0,127,-1029,-27696,999,-8,1,0,1138000,1152000,1139000,1136000,1498000,1499000,1142000,1495000,2000000,998000,0,0,0,0,0,0
19201000,5000,10000,0,-182,-1232,-27701,999,-10,-1,0,1136000,1150000,1143000,1137000,1498000,1499000,1142000,1496000,1999000,998000,0,0,0,0,0,0
19401000,5000,10000,0,-229,-1242,-27697,999,-10,-2,0,1135000,1141000,1148000,1143000,1497000,1499000,1142000,1496000,2000000,998000,0,0,0,0,0,0
19601000,5000,10000,0,37,-1050,-27687,999,-9,0,0,1141000,1145000,1145000,1135000,1497000,1499000,1142000,1496000,1998000,998000,0,0,0,0,0,0
19801000,5000,10000,0,318,-834,-27695,999,-7,2,0,1139000,1156000,1144000,1130000,1498000,1499000,1143000,1496000,1998000,997000,0,0,0,0,0,0
20001000,5000,10000,0,-274,-1363,-27698,999,-11,-2,0,1126000,1157000,1146000,1137000,1498000,1499000,1142000,1495000,1998000,997000,0,0,0,0,0,0
20201000,5000,10000,0,-629,-1688,-27697,999,-14,-5,0,1141000,1142000,1146000,1136000,1498000,1499000,1142000,1496000,2000000,998000,0,0,0,0,0,0
20401000,5000,10000,0,272,-772,-27701,999,-6,2,0,1151000,1136000,1144000,1135000,1497000,1499000,1142000,1496000,1998000,998000,0,0,0,0,0,0
20601000,5000,10000,0,587,-506,-27696,999,-4,5,0,1131000,1159000,1142000,1134000,1497000,1498000,1142000,1497000,1998000,998000,0,0,0,0,0,0
20801000,5000,10000,0,-274,-1403,-27696,999,-12,-2,0,1121000,1161000,1143000,1141000,1497000,1499000,1142000,1497000,1998000,996000,0,0,0,0,0,0
21001000,5000,10000,0,-779,-1851,-27682,999,-16,-6,0,1142000,1149000,1144000,1135000,1498000,1499000,1143000,1497000,1998000,997000,0,0,0,0,0,0
21201000,5000,10000,0,52,-1090,-27703,999,-9,0,0,1149000,1134000,1143000,1139000,1498000,1499000,1142000,1496000,1998000,998000,0,0,0,0,0,0
21401000,5000,10000,0,644,-671,-27701,999,-5,5,0,1137000,1142000,1150000,1137000,1498000,1499000,1142000,1497000,1999000,998000,0,0,0,0,0,0
21601000,5000,10000,0,396,-900,-27692,999,-7,3,0,1133000,1148000,1148000,1137000,1497000,1499000,1142000,1497000,1999000,998000,0,0,0,0,0,0
21801000,5000,10000,0,-65,-1349,-27690,999,-11,0,0,1134000,1155000,1142000,1135000,1497000,1498000,1142000,1497000,1998000,998000,0,0,0,0,0,0
22001000,5000,10000,0,-238,-1541,-27693,999,-13,-2,0,1138000,1148000,1145000,1135000,1498000,1498000,1142000,1497000,1998000,996000,0,0,0,0,0,0
22201000,5000,10000,0,-77,-1217,-27689,999,-10,0,0,1146000,1152000,1143000,1133000,1499000,1498000,1144000,1497000,1998000,996000,0,0,0,0,0,0
22401000,5000,10000,0,537,-876,-27705,999,-7,4,0,1149000,1150000,1143000,1128000,1499000,1498000,1143000,1496000,1998000,998000,0,0,0,0,0,0
22601000,5000,10000,0,214,-1157,-27709,999,-10,1,0,1129000,1156000,1146000,1135000,1498000,1498000,1142000,1497000,1999000,998000,0,0,0,0,0,0
22801000,5000,10000,0,-443,-1789,-27682,999,-15,-3,0,1128000,1154000,1145000,1139000,1498000,1499000,1142000,1497000,1999000,998000,0,0,0,0,0,0
23001000,5000,10000,0,-409,-1731,-27697,999,-15,-3,0,1148000,1145000,1143000,1134000,1497000,1499000,1143000,1497000,1998000,998000,0,0,0,0,0,0
23201000,5000,10000,0,283,-1058,-27704,999,-9,2,0,1150000,1134000,1148000,1143000,1498000,1498000,1144000,1497000,1998000,997000,0,0,0,0,0,0
23401000,5000,10000,0,434,-926,-27699,999,-8,3,0,1136000,1152000,1146000,1140000,1498000,1499000,1144000,1497000,1998000,997000,0,0,0,0,0,0
23601000,5000,10000,0,-213,-1320,-27693,999,-11,-1,0,1137000,1158000,1146000,1137000,1498000,1499000,1145000,1495000,1998000,998000,0,0,0,0,0,0
