time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,Setpoint_heightRate,height_PID_output
22001000,-567,25,126,30,1322,-13956,5618,-1858,2833,-1014,359,-80,-199,689,810,-633,356,689
22050000,-1026,307,-223,-205,478,-6571,-6893,-2102,5501,-302,119,-80,-360,689,789,-484,356,689
22101000,-1033,373,-311,-162,-143,-895,8059,582,5307,-1316,119,-119,-599,688,783,-580,352,688
22150000,-1359,935,-58,-97,262,-12980,-546,-1187,-14881,1253,119,-3919,-720,688,743,-620,352,688
22201000,-1704,692,-126,7,1023,-13895,-1766,1742,-20087,-1320,240,-5160,-920,688,735,-437,352,688
22250000,-2318,1422,-467,-38,916,-21952,12637,1437,-16981,1990,119,-5240,-1080,689,743,-356,356,689
22301000,-2793,1189,-218,-287,1608,-14689,-17269,460,-7476,404,119,-4080,-1119,689,726,-136,356,689
22350000,-3018,1525,111,371,1166,-13590,17398,521,5690,2126,240,-2040,-1160,690,696,-505,359,690
22401000,-3067,1864,-217,-145,1910,-5961,-11715,-1614,16665,4326,119,-199,-1119,688,705,-80,352,688
22450000,-2695,1734,-341,-241,1213,1851,9646,1315,15202,5196,240,-80,-839,688,704,-122,352,688
22501000,-2342,2213,-110,-283,1840,-285,-9152,-332,13152,12404,240,-80,-80,688,706,171,352,688
22550000,-1986,1533,-118,11,1100,5025,-10433,765,11312,8447,119,-39,-80,688,702,-260,352,688
22601000,-1611,1747,80,90,1641,2949,8181,-698,12157,9457,240,480,-119,689,703,100,356,689
22650000,-1306,1187,-251,-134,1497,6856,-19284,888,9688,6436,240,360,-80,689,686,64,356,689
22701000,-1035,1194,-48,-104,1315,2095,9097,1864,5786,6480,240,-39,-80,688,687,117,352,688
22750000,-935,1335,345,-153,1567,2339,-12142,-759,5434,7067,240,0,-119,689,688,-16,356,689
22801000,-770,813,437,292,1508,4963,5068,-698,3782,4263,119,-119,-80,688,676,54,352,688
22850000,-564,1327,-328,154,1933,5635,8975,1742,2582,7254,240,-119,-80,688,682,-25,352,688
22901000,-503,956,-63,-14,1933,5208,-23068,2169,2464,5093,240,-80,-80,689,690,165,356,689
22950000,-426,1135,296,-25,929,6672,20877,94,2016,5903,240,-80,-119,689,687,104,356,689
23001000,-356,1594,-2,54,1868,1912,-10311,-942,1605,8571,119,-80,-119,689,669,-191,356,689
23050000,-287,962,-149,18,1465,10945,1040,2963,1203,4894,119,-80,-119,688,673,-177,352,688
23101000,-209,1600,-93,174,1024,5086,17581,5770,754,8838,119,-80,-80,688,663,-168,352,688
23150000,-98,1254,490,49,1522,7283,-15194,949,109,6595,240,-80,-119,689,675,126,356,689
23201000,-33,1224,-361,258,1933,1240,19412,1742,-38,6419,240,-39,-119,689,671,-121,356,689
23250000,-116,1575,211,-125,911,1790,-11593,94,214,8690,240,-80,-80,688,684,125,352,688
23301000,-106,1030,89,-39,40,1607,2200,338,384,5293,240,-39,-119,689,698,-119,356,712
23350000,-264,1630,-231,-7,669,-1017,6961,643,1072,9015,240,-80,-80,689,680,220,356,696
23401000,-281,1026,69,-116,326,81,-15011,399,1401,5502,119,-39,-80,688,699,96,352,702
23450000,-339,1274,89,130,1434,-4496,18496,-393,1511,6477,240,-80,-160,688,676,61,352,705
23501000,-309,1215,-386,7,717,-1383,-17330,-1492,1102,6833,240,-119,-39,688,692,19,352,708
23550000,-381,688,78,-190,256,-5717,3,277,1985,3301,240,-39,-119,688,695,172,352,701
23601000,-477,1586,46,94,1059,-4069,2749,704,2076,8758,119,-119,-80,630,692,175,119,689
23650000,-489,1389,93,357,1491,-4618,-13424,1132,2150,7609,0,-119,-80,578,704,253,0,678
23701000,-553,1869,-282,-134,1368,-4740,14102,1803,2752,10401,119,-80,-80,578,724,324,0,674
23750000,-504,1994,115,172,953,-3519,-8969,-2285,2464,11127,119,-80,-80,579,721,139,0,683
23801000,-548,1743,422,438,1635,-11454,8181,-1126,2955,9202,0,-39,-160,579,727,124,0,683
23850000,-622,1934,35,-110,1741,-3336,-5551,704,3154,10779,0,-80,-80,578,715,115,0,683
23901000,-676,1512,320,-58,1269,-4618,-13424,521,3465,8328,119,-80,-80,578,722,42,0,687
23950000,-843,1473,-249,129,629,-2177,7144,-637,4670,8098,0,-39,-80,578,756,68,0,685
24001000,-808,950,-153,-280,453,-2848,-20932,-1370,4233,4826,119,-80,-119,579,767,91,0,684
24050000,-883,757,391,149,605,-8768,14529,155,4668,3939,119,-80,-80,579,759,317,0,672
24101000,-776,851,-166,140,1933,1240,-6710,1681,4280,3322,0,-39,-279,578,769,130,0,681
24150000,-682,359,-382,-123,1084,-101,-5123,4550,3500,-2096,0,-80,-720,578,761,-106,0,693
24201000,-562,881,-105,-177,1453,1729,-546,4428,2336,-2778,0,-160,-1360,578,762,-36,0,690
24250000,-298,459,11,244,469,-285,-3353,1803,1039,-10583,0,-119,-2280,578,764,-140,0,695
24301000,-209,859,-97,40,1082,-7059,24234,3268,522,-11977,119,-119,-2920,578,778,-33,0,690
24350000,-255,1270,-278,-186,782,-1627,-2255,5099,1252,-17490,119,-39,-4279,579,760,-37,0,690
24401000,4,1456,-141,97,789,4231,22769,6259,-490,-15949,0,-80,-4200,578,776,13,0,688
24450000,56,2375,-288,217,473,-4740,20449,6015,-794,-15485,-119,-80,-5039,578,774,112,0,683
24501000,140,2123,-375,-328,1589,4353,857,8334,-1514,-20438,0,-119,-5640,578,785,193,0,678
24550000,240,3040,510,151,1303,-223,35647,6564,-1631,-22783,119,-39,-6960,578,811,372,0,668
24601000,263,3510,1,-20,1836,-1871,7205,6137,-1995,-27958,119,-80,-8320,578,813,381,0,667
24650000,369,3231,86,128,1933,2705,29360,7113,-2615,-43994,119,-80,-10800,578,814,312,0,670
24701000,507,4012,526,192,1904,1423,31619,8517,-3416,-45496,119,-80,-11840,579,828,305,0,669
24750000,617,4248,16,182,1573,2827,24539,5892,-4056,-48775,119,-80,-12640,579,854,363,0,665
24801000,655,5165,85,66,1933,-1200,48281,9371,-4276,-41122,0,-80,-12240,578,836,396,0,663
24850000,541,5375,154,0,1933,4658,19717,7235,-3380,-37110,0,-39,-11760,578,863,55,0,680
24901000,433,5134,128,201,1718,-651,37539,7601,-2985,-38278,0,-80,-11720,578,871,233,0,670
24950000,296,5168,-301,118,1399,4902,29788,8151,-1956,-32503,119,-39,-10760,578,884,156,0,674
25001000,266,4708,-128,-64,1933,447,26736,8090,-2243,-16111,119,-119,-7480,579,875,211,0,670
25050000,101,4792,73,160,1700,996,20388,9555,-1055,26924,119,-80,-160,579,901,87,0,676
25101000,102,3411,-349,-20,1401,3010,-16171,9188,-1063,28434,0,-80,1480,578,869,45,0,678
25150000,112,2218,-142,-41,98,3804,3909,9860,-1119,39403,0,-80,4560,579,869,-135,0,687
25201000,146,1395,-87,251,1154,3499,-31552,6930,-1082,39034,119,-39,5320,578,857,-26,0,682
25250000,251,136,-433,-16,970,1790,-22274,9677,-1694,47526,0,-39,8039,578,834,-99,0,686
25301000,349,-763,332,-3,-234,-712,-36251,9555,-2030,46249,119,0,8719,579,859,-42,0,683
25350000,445,-2690,-315,-186,832,-529,-55416,6198,-2125,68529,119,79,14480,579,839,-91,0,686
25401000,283,-3857,-172,103,605,1790,-49435,8578,2537,65701,119,720,15160,579,823,-216,0,693
25450000,276,-5285,183,139,952,3255,-72079,7113,21,34611,0,280,11240,578,795,-189,0,692
25501000,254,-6450,173,-77,992,-1383,-38876,6930,-2178,4354,119,-119,7200,578,808,-166,0,691
25550000,64,-6196,205,-233,72,1118,-36740,7174,-1073,-31602,119,-119,759,578,806,-318,0,699
25601000,68,-6158,-236,171,1023,3621,-16293,6930,-863,-36029,119,-80,-39,579,786,-89,0,688
25650000,64,-4599,-22,-29,668,-1139,3359,8029,-839,-26970,119,-80,-39,579,783,-254,0,697
25701000,-60,-3620,-353,-147,843,386,-16598,5892,-113,-21511,0,-80,-80,578,783,39,0,682
25750000,-42,-2579,77,-13,1052,20,6900,6442,-218,-15459,0,-80,-80,578,772,-44,0,687
25801000,-261,-1187,328,319,1219,-4252,-11715,5404,1286,-7366,0,-39,-80,578,780,-31,0,686
25850000,-354,-486,-63,210,1933,4536,8425,6198,14153,-3294,0,2079,-80,578,781,-50,0,687
25901000,-418,534,-85,46,1443,4902,-5184,6198,34284,2639,119,5480,-80,578,771,6,0,684
25950000,76,581,-178,290,656,22725,-5184,5526,38149,2914,119,6640,-80,578,803,78,0,680
26001000,885,1423,-370,263,1490,18635,3421,5343,19266,7811,0,4200,-80,578,784,104,0,679
26050000,1291,1286,-71,-71,276,16316,-12203,7235,861,6317,119,1440,-199,578,788,-262,0,698
26101000,1550,1664,-366,49,457,12349,16299,5892,-9011,8743,0,0,-160,578,772,-46,0,687
26150000,1418,2097,15,99,608,630,-11959,8151,-8475,11262,0,-39,-160,579,779,-9,0,685
26201000,917,1721,105,198,53,3132,6106,7723,-5797,9540,119,-80,-80,578,776,-190,0,695
26250000,672,2005,-441,41,683,-2360,369,7357,-4371,11194,0,-80,-80,578,762,-4,0,686
26301000,360,1345,454,-294,1158,-1627,-16903,9555,-2561,7121,119,-80,-119,579,762,-148,0,693
26350000,156,1639,-425,25,1628,20,9829,5404,-1609,9063,119,-119,-80,579,747,-147,0,693
26401000,-76,1661,-432,-196,1431,-2848,-18856,6930,-9783,9191,0,-1760,-80,578,743,-59,0,689
26450000,-280,1658,493,-124,677,-7304,4702,6625,-21855,107,0,-4040,-1640,578,754,-204,0,697
26501000,-643,2051,-92,51,1027,-13102,1895,7418,-22998,1459,0,-4600,-1799,578,731,-223,0,698
26550000,-950,1718,377,153,1499,-13041,491,8334,-23304,-9307,119,-4960,-3320,578,744,-69,0,691
26601000,-1332,2100,-251,-76,790,-22074,15933,7846,-20851,-10346,119,-4920,-3880,578,750,-148,0,695
26650000,-1595,2159,174,151,1497,-17619,2932,7662,-19327,-11161,119,-4920,-4080,578,742,-107,0,693
26701000,-1764,2637,-85,206,1851,-17374,27163,6381,-17874,-10941,119,-4839,-4520,579,743,12,0,687
26750000,-2084,2823,-182,-43,1417,-17741,4336,9310,-6485,-9628,119,-3200,-4479,579,737,-225,0,700
26801000,-2291,2809,426,-9,1085,-12431,16543,7601,1229,-12968,119,-2079,-5039,578,714,-175,0,698
26850000,-2222,3299,-643,-14,229,-8280,23684,6930,12921,-9881,119,0,-5000,578,737,-168,0,698
26901000,-1785,3128,169,-1,713,-3703,7388,9249,10148,-12042,0,-39,-5200,578,757,-23,0,691
26950000,-1442,3578,0,50,1933,-2909,31741,6686,23263,-4312,119,2560,-4320,579,746,48,0,687
27001000,-904,3592,-13,-313,1555,10457,1528,7846,29906,-5157,119,4240,-4479,579,750,135,0,682
27050000,-253,3473,77,-34,1047,17842,23562,4977,35185,-17711,119,5799,-6519,579,763,-109,0,695
27101000,275,4133,-634,122,993,19185,24661,4122,36761,-15036,0,6600,-6720,578,724,-202,0,700
27150000,1048,4072,180,-64,1016,31941,11721,7846,11808,-16087,0,3080,-6840,578,735,-312,0,706
27201000,1671,4436,39,-47,334,14546,28994,7662,-9715,-10946,119,0,-6319,578,729,-350,0,709
27250000,1664,4292,-378,-325,1310,6978,4153,4000,-10138,-11322,0,-80,-6240,578,751,-60,0,695
27301000,1675,4358,619,77,1445,10823,26553,5160,-11365,-3494,119,-279,-4960,579,749,-103,0,697
27350000,1464,4625,-182,-79,1933,1118,-2255,3329,-15257,5496,119,-1160,-3680,579,759,-139,0,699
27401000,820,4218,270,59,1385,-9501,3298,3512,-22904,6851,0,-3120,-3040,578,739,-212,0,703
27450000,72,4417,-322,-183,1210,-9806,-1156,4122,-30647,10564,0,-5200,-2600,578,733,-349,0,711
27501000,-825,3640,334,195,993,-17985,-14157,4977,-28216,6045,0,-5679,-2600,578,747,-77,0,698
27550000,-1696,3667,-126,0,1031,-18534,8609,3207,-21295,7599,119,-5360,-2359,578,739,-248,0,707
27601000,-2327,2780,-420,132,1076,-17313,-21542,1925,4463,1980,119,-1560,-2439,579,749,-96,0,699
27650000,-2382,2377,138,-347,-128,-2299,5007,3573,13383,5218,0,-80,-1480,579,772,24,0,693
27701000,-1921,2214,285,140,1134,-3275,-18429,3451,11166,5895,0,0,-1200,578,762,-50,0,697
27750000,-1701,1453,-158,-38,1933,-1871,-17330,3939,9658,1705,0,-39,-1160,578,743,-69,0,698
27801000,-1320,1318,-83,5,1628,1423,-17330,3024,7445,923,0,-39,-1160,578,748,-18,0,696
27850000,-955,643,434,178,1242,2278,-22274,3207,5551,-4163,119,0,-1360,579,774,177,0,686
27901000,-666,1054,-376,211,1621,6123,1528,1681,4106,-5028,119,39,-1920,579,777,231,0,682
27950000,-338,1056,-74,-257,435,10090,-25204,4733,19407,-7343,119,2999,-2320,579,785,20,0,693
28001000,59,1200,128,-45,1779,15156,-2438,3268,24298,-6741,0,4240,-2359,578,762,165,0,685
28050000,597,1436,-42,243,1121,23701,-16049,-637,41401,-7693,0,7720,-2760,578,771,-157,0,702
28101000,1442,1017,-170,-278,929,31331,-6283,1803,45092,-11757,0,9200,-3040,578,775,-14,0,695
28150000,2201,1346,-207,-309,-811,35359,-2011,3573,41146,-9148,119,9280,-2920,578,784,-208,0,705
28201000,2868,884,192,156,489,37434,-12142,1071,26340,-12065,119,7400,-2960,579,764,-199,0,705
28250000,3222,1126,-260,-244,589,26448,6716,-88,-5246,-7401,0,2320,-2400,579,787,-161,0,703
28301000,3073,975,128,-140,863,17781,-20504,2291,-13913,-7580,0,680,-2280,578,781,13,0,695
28350000,2625,1134,-241,33,852,8198,10928,1254,-15723,-3871,0,-80,-1799,578,787,8,0,695
28401000,1989,1188,-79,168,1613,5208,-19161,94,-12027,-1694,0,-80,-1480,578,793,131,0,688
28450000,1558,895,-244,-94,1933,3193,-2438,1315,-9991,-2002,119,-160,-1239,578,799,-218,0,706
28501000,915,1271,554,512,1672,-5045,-10189,1681,-10437,1114,119,-880,-1080,579,825,69,0,692
28550000,614,694,-174,-22,1567,996,-11471,765,-10312,-2006,119,-1160,-1039,579,838,71,0,691
28601000,269,1171,-160,219,1933,-6022,10134,2719,-8075,-165,119,-1119,-1200,578,841,322,0,678
28650000,-244,970,-38,-23,1317,-6693,-21786,-149,-12762,-1801,119,-2439,-1280,578,847,54,0,691
28701000,-781,795,133,146,928,-13285,8120,399,-17081,-3513,119,-3719,-1399,578,848,132,0,687
28750000,-1286,1174,-301,-100,1891,-12553,-8175,521,-31814,-2006,240,-6760,-1519,578,859,-54,0,697
28801000,-2012,735,-304,-31,1665,-25004,-5978,1254,-33409,-10140,240,-7760,-2480,579,895,198,0,684
28850000,-2775,1407,27,-171,1334,-30436,20877,-1858,-31997,-8559,240,-8280,-2879,578,857,-250,0,706
28901000,-3342,1458,252,46,640,-26896,-13363,4244,-30795,-10585,240,-8639,-3279,577,875,-37,0,696
28950000,-3813,1538,118,20,1650,-33488,18618,1559,-29915,-10822,240,-8960,-3400,578,873,119,0,688
29001000,-4313,2286,-155,-301,1750,-31046,4214,5343,-32587,-5540,119,-9920,-3240,578,886,347,0,676
29050000,-4570,2008,451,183,964,-31351,-2499,6686,-28535,-3668,119,-9480,-2640,577,908,271,0,679
29101000,-5003,2666,143,19,1933,-35075,19778,4550,-11371,-309,119,-6960,-2719,578,922,155,0,684
29150000,-4822,2569,-137,29,1933,-9806,-8053,2169,21754,-2038,240,-1080,-2920,578,913,69,0,688
29201000,-3935,2467,197,28,1933,-2665,17947,2597,22408,-4722,240,-80,-3279,579,919,77,0,688
29250000,-3029,2575,-148,-256,1258,1668,4946,4244,17143,-3399,240,-80,-3159,579,929,-52,0,694
29301000,-2056,1837,101,63,681,3804,5007,4855,11720,-7686,240,-39,-3159,578,915,-46,0,694
29350000,-1324,2286,-349,33,1289,1301,25637,4489,7232,-659,480,-80,-2400,578,923,80,0,688
29401000,-693,1986,-106,111,1811,6672,-13180,4794,3567,-2402,359,-80,-2400,584,934,213,0,680
29450000,-165,1744,-415,-117,494,5452,22463,4183,494,-3577,240,-80,-2359,608,913,-54,31,695
29501000,251,2393,-63,37,534,1057,5984,4672,-1924,-37,240,-80,-2400,609,934,-35,36,695
29550000,609,1788,-375,312,1202,4963,4397,4977,-4007,-3788,359,-80,-2439,607,929,3,27,693
29601000,861,2349,-171,-107,1231,8259,23440,4550,-5473,-755,2400,-80,-2480,608,935,85,31,689
29650000,887,2340,87,57,298,-2421,-3353,1925,-5393,-1276,6960,-39,-2560,608,950,83,31,0
29701000,719,2126,-261,130,1132,5025,20755,521,-4647,-2286,13439,-80,-2519,607,939,126,27,0
29750000,1166,3024,188,6,1701,28767,45474,-3872,-7242,3630,18000,-80,-2400,608,962,269,31,0
29801000,2704,4993,278,-44,1634,54402,71353,-8389,-15953,15074,19920,-39,-2400,608,957,173,31,0
29850000,5063,7380,-292,-2,857,80403,96987,-10525,-29900,29181,28439,-80,-2359,608,960,241,31,0
29901000,8579,10343,-235,-7,1487,119954,115908,-12051,-50565,46171,32520,-119,-2400,608,992,449,31,0
29950000,12242,13239,279,-205,1863,146992,122378,-13211,-71397,63008,33360,-39,-2400,608,1055,711,31,0
30001000,16374,16370,-419,-507,-497,172261,136782,-14370,-95876,82602,19920,-119,-2159,609,1164,738,36,0
30050000,20310,19092,72,404,281,192402,148867,-14370,-118523,107958,240,-80,-520,609,1304,998,36,0
30101000,24736,21713,-77,108,872,215108,149478,-18399,-144250,127146,119,-80,160,607,1679,2670,27,0
30150000,28591,23827,379,226,-814,225117,151065,-19863,-166663,176402,0,-80,6519,527,2256,5029,0,0
30201000,32366,25281,-430,44,1209,231343,140322,-21939,-188601,209268,240,-80,10720,300,1120,-1241,-399,0
30250000,35281,26130,273,-170,1664,241963,128787,-22671,-205782,267216,6239,-119,19840,0,1177,-2075,-1600,0
30301000,37962,26379,-460,14,87,242146,117495,-27554,-221364,268662,19920,-119,19840,0,1259,-1238,-1600,0
30350000,40119,26138,-19,-151,897,250020,99612,-28958,-233905,267265,,,,,,,,
time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,Setpoint_heightRate,height_PID_output
