time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,Setpoint_heightRate,height_PID_output
50000,-43,37,8,-6,1003,-40,64,94,-213,-246,240,-80,-80,0,144,663,-1600,0
101000,-78,47,4,-2,998,-40,3,33,-9,-420,240,-80,-119,0,161,680,-1600,0
150000,-83,53,6,8,985,-40,-57,33,23,-153,119,-80,-80,0,114,343,-1600,0
201000,-78,51,-5,5,1003,81,3,33,-10,-167,119,-80,-80,0,123,284,-1600,0
250000,-66,50,3,-2,1000,20,-57,-27,156,-401,240,-39,-119,0,89,20,-1600,0
301000,-54,46,-9,4,1000,-40,64,-27,-147,-429,240,-80,-119,0,132,164,-1600,0
350000,-45,47,7,-4,996,-40,64,94,33,-422,240,-39,-119,0,68,-131,-1600,0
401000,-32,42,4,-4,1002,-101,-57,94,-276,-217,119,-80,-80,0,126,100,-1600,0
450000,-25,37,5,-2,998,-101,3,33,-317,-244,119,-80,-80,0,104,-21,-1600,0
501000,-19,27,-1,2,1000,20,64,33,-353,-73,240,-80,-39,0,107,-18,-1600,0
550000,-20,24,-1,-7,999,-101,3,33,-579,-91,240,-119,-39,0,106,-50,-1600,0
601000,-26,28,5,-2,993,20,-57,33,-541,-299,119,-119,-80,0,90,-84,-1600,0
650000,-35,32,-4,4,1016,81,-119,33,-258,-277,119,-80,-80,0,120,34,-1600,0
701000,-38,38,-6,-4,997,-40,-57,33,-238,-471,119,-80,-119,0,147,141,-1600,0
750000,-45,40,0,-8,990,20,3,33,32,-231,119,-39,-80,0,140,89,-1600,0
801000,-54,32,6,-1,994,-40,3,33,-150,-277,240,-80,-80,0,147,132,-1600,0
850000,-56,21,-5,3,1003,20,-57,33,-135,-105,119,-80,-39,0,125,-16,-1600,0
901000,-54,22,-3,7,1000,20,3,-27,-150,-335,240,-80,-80,0,121,-52,-1600,0
950000,-54,25,-9,0,998,-40,3,-27,-148,-18683,119,-80,-3240,0,81,-138,-1600,0
1001000,-54,33,-1,7,997,-40,-57,-27,86,-14686,119,-39,-2560,0,87,-98,-1600,0
1050000,-55,41,7,2,1001,-40,3,94,-140,-225,240,-80,-80,0,106,-10,-1600,0
1101000,-52,44,0,-1,1006,20,64,33,-162,-206,119,-80,-80,0,95,6,-1600,0
1150000,-42,45,-4,-10,1016,20,3,33,17,-432,240,-39,-119,0,140,70,-1600,0
1201000,-44,47,-5,1,990,-40,3,33,-204,-421,119,-80,-119,0,119,20,-1600,0
1250000,-50,49,1,8,985,-40,-57,33,-173,-175,119,-80,-80,0,122,22,-1600,0
1301000,-45,55,-2,0,1002,20,3,94,-199,89,240,-80,-39,0,103,-65,-1600,0
1350000,-41,52,0,-4,999,-40,-119,33,-456,71,119,-119,-39,0,137,105,-1600,0
1401000,-43,45,0,-2,996,-40,3,94,-443,-198,240,-119,-80,0,141,95,-1600,0
1450000,-47,37,2,-5,1001,-40,-57,33,41,-480,240,-39,-119,0,80,-82,-1600,0
1501000,-54,23,0,1,994,20,3,33,82,-559,240,-39,-119,0,138,106,-1600,0
1550000,-62,16,-5,4,996,-40,3,33,132,-369,240,-39,-80,0,163,199,-1600,0
1601000,-68,12,4,-4,995,-40,-57,-27,167,-622,240,-39,-119,0,151,136,-1600,0
1650000,-71,0,5,-3,1008,-40,3,-27,-47,-464,240,-80,-80,0,105,-62,-1600,0
1701000,-68,-11,5,2,992,20,-57,-27,-66,-533,240,-80,-80,0,109,-15,-1600,0
1750000,-61,-14,-8,2,994,20,-57,33,-108,-549,240,-80,-80,0,129,41,-1600,0
1801000,-49,-7,-2,0,1005,-40,-57,-27,-176,-741,119,-80,-119,0,113,-37,-1600,0
1850000,-44,2,5,1,1005,-40,3,94,-438,-450,240,-119,-80,0,123,89,-1600,0
1901000,-39,13,6,1,998,-40,3,33,-467,-385,119,-119,-80,0,146,83,-1600,0
1950000,-28,13,-3,3,991,20,-57,-88,-296,-387,240,-80,-80,0,121,-19,-1600,0
2001000,-14,17,7,7,989,20,3,-27,-380,-362,119,-80,-80,0,96,-113,-1600,0
2050000,-4,18,0,1,1003,20,-57,94,-437,-357,119,-80,-80,0,96,-124,-1600,0
2101000,2,24,3,-2,1009,-40,64,-27,-482,-323,240,-80,-80,0,109,-24,-1600,0
2150000,4,29,3,0,1004,20,3,33,-259,-528,240,-39,-119,0,123,91,-1600,0
2201000,2,32,-10,-4,986,81,3,94,-710,-277,240,-119,-80,0,120,13,-1600,0
2250000,-3,37,-1,0,998,20,3,33,-679,-482,240,-119,-119,0,156,245,-1600,0
2301000,0,43,1,-2,1002,-40,64,33,-463,-675,119,-80,-160,0,129,34,-1600,0
2350000,-6,47,0,-1,1000,-101,-57,33,-427,-190,119,-80,-80,0,96,-99,-1600,0
2401000,-15,49,0,2,1000,-101,3,94,-609,-178,240,-119,-80,0,79,-149,-1600,0
2450000,-16,49,-1,-6,993,20,-57,33,-366,-175,119,-80,-80,16,116,50,-1536,16
2501000,-20,49,2,5,993,-101,3,94,-344,-176,119,-80,-80,65,133,72,-1340,65
2550000,-21,47,-1,5,996,81,3,155,-339,-191,119,-80,-80,84,109,-28,-1264,84
2601000,-19,39,-13,2,1004,20,3,-27,-353,-465,0,-80,-119,84,127,25,-1264,84
2650000,-13,43,1,-5,1003,20,-57,33,-389,-212,119,-80,-80,84,111,-63,-1264,84
2701000,-11,48,-1,1,987,20,3,33,-399,-181,240,-80,-80,84,142,72,-1264,84
2750000,-11,53,-5,-10,1002,-40,3,-88,-629,-156,119,-119,-80,85,132,63,-1260,85
2801000,-20,59,8,-9,996,20,3,33,-579,-119,240,-119,-80,94,150,104,-1224,94
2850000,-31,54,3,-5,990,20,3,94,-279,85,240,-80,-39,115,123,-16,-1140,115
2901000,-42,39,6,-1,991,-101,3,-27,-215,-1,119,-80,-39,147,70,-231,-1011,147
2950000,-56,26,8,7,1066,142,-485,827,-138,-79,0,-80,-39,169,106,-28,-924,169
3001000,-61,17,124,54,51,-8280,-363,6503,-105,-133,119,-80,-39,168,91,-167,-928,168
3050000,-62,31,11,193,956,-1444,-3048,-5581,-103,-48,119,-80,-39,169,160,132,-924,169
3101000,-48,6,-38,0,1349,3193,64,4061,-180,-192,240,-80,-39,171,160,217,-916,171
3150000,-55,3,13,-36,956,1423,1162,-5764,-143,-210,240,-80,-39,191,120,-34,-836,191
3201000,-47,78,-36,6,950,-590,64,4672,-187,-241,119,-80,-119,194,150,77,-824,194
3250000,-22,29,-6,85,992,264,552,-6008,-102,-291,119,-39,-80,194,92,-174,-824,194
3301000,6,74,-77,-49,1029,-590,491,6259,-501,198,240,-80,-39,194,96,-98,-824,194
3350000,32,50,183,26,840,1668,-1766,-4238,-656,-168,119,-80,-80,195,146,195,-820,195
3401000,21,-43,-20,6,1422,5513,-1583,643,-590,-486,119,-80,-39,194,141,78,-824,194
3450000,12,-23,97,173,1023,6672,-2011,949,-534,-370,119,-80,-39,194,105,-77,-824,194
3501000,20,-107,0,103,857,5147,-2804,-1736,-351,-857,119,-39,-39,196,130,-29,-816,196
3550000,-10,-130,-97,-151,920,-1810,1345,-2896,-402,-759,240,-80,0,221,123,191,-716,221
3601000,-5,-102,150,-321,546,-7426,-5917,3817,-430,-828,240,-80,-39,232,123,215,-672,232
3650000,-53,-106,-202,80,801,-1078,-2072,-1858,-389,-1082,480,-119,-80,254,134,185,-584,254
3701000,-81,-41,-402,285,1101,1973,1712,2108,9,-708,240,-80,-80,272,98,116,-511,272
3750000,-96,66,-79,56,1829,1118,-1828,19686,95,-75,240,-80,-80,300,125,119,-399,300
3801000,-69,135,357,-15,730,-40,1406,-9854,-294,322,240,-119,-80,317,123,-51,-332,317
3850000,-23,124,173,-38,511,2461,857,-7962,-561,488,240,-119,-39,332,92,-141,-272,332
3901000,70,232,-32,57,1004,447,-57,-2957,-641,889,240,-39,-80,334,101,-182,-264,334
3950000,125,222,148,-66,929,-346,-119,-576,-1196,1062,119,-80,-39,342,135,123,-231,342
4001000,154,278,173,-1,902,1179,3421,-698,-1362,1387,119,-80,-39,341,112,148,-236,341
4050000,158,184,-321,-50,772,-468,-5612,1315,-1385,604,240,-80,-80,342,76,-166,-231,342
4101000,156,105,140,45,840,1668,4580,-2957,-1604,145,240,-119,-80,343,103,-14,-228,343
4150000,93,166,-49,-48,894,-1261,-1889,1376,-1239,268,240,-119,-119,343,113,39,-228,343
4201000,74,57,94,24,732,935,-5917,2536,-898,-360,240,-80,-119,348,118,26,-208,348
4250000,65,95,-16,-57,1142,-2177,4641,94,-843,90,240,-80,-80,373,111,-46,-108,373
4301000,91,170,-179,-97,1127,-1139,-2072,2719,-766,523,240,-39,-80,387,106,-32,-52,387
4350000,116,35,-94,-43,1038,-101,857,-2102,-1374,-261,359,-119,-80,405,100,-75,0,405
4401000,107,159,-91,-101,1351,-3886,-2438,3512,-1092,463,240,-80,-80,420,100,59,0,420
4450000,97,-13,-99,-66,1837,386,-2865,338,-1032,-544,119,-80,-80,454,108,4,0,454
4501000,145,26,-113,-165,1506,5269,918,3024,-1308,-309,240,-80,-80,467,157,391,0,467
4550000,190,-85,82,-50,1790,11616,-5429,-1736,-1802,-962,359,-119,-80,474,137,56,0,474
4601000,152,-200,264,102,577,-6876,-3964,-1370,-1119,-1632,240,-39,-80,484,108,1,0,484
4650000,122,-123,224,67,1287,1484,-14523,3329,-1176,-1182,359,-80,-80,505,136,44,0,505
4701000,156,-252,-396,-18,1299,3865,12149,-149,-1373,-2163,240,-80,-119,532,126,107,0,532
4750000,239,-60,358,-14,647,2522,918,-5520,-1855,-586,359,-80,-39,546,121,94,0,546
4801000,267,-392,240,-55,1597,6001,16604,-1370,-2252,-2284,359,-119,0,547,152,74,0,547
4850000,286,49,3,4,1489,-4252,-16049,827,-1899,-176,359,-39,-80,548,90,-271,0,548
4901000,77,-465,-182,-129,-269,-9440,11904,3634,-915,-3170,240,-80,-80,547,109,-845,0,547
4950000,188,298,77,-138,383,11799,-7687,-1126,-1563,1268,240,-80,-80,547,137,-543,0,547
5001000,273,-265,-127,-50,1736,-6327,4702,6381,-2055,-1778,240,-80,-39,548,118,-175,0,548
5050000,199,425,-214,-127,395,10274,10989,5343,-1622,2241,240,-80,-39,561,117,49,0,561
5101000,225,-461,-101,-117,48,-9135,-12509,8029,-1545,-2916,359,-39,-39,571,124,-230,0,571
5150000,-179,268,-18,-5,1049,7466,20632,6930,343,1330,359,-119,-39,574,50,-693,0,574
5201000,369,-230,125,194,823,10823,-23190,155,-2842,-1573,240,-119,-39,577,114,-335,0,577
5250000,164,-209,-134,53,1115,-8768,26004,6320,-1420,-1679,240,-80,-80,587,159,29,0,587
5301000,309,895,-389,38,1205,1729,979,9432,-2265,4738,240,-80,-80,600,113,-343,0,600
5350000,647,636,242,65,1933,1912,-12203,13583,-4229,3467,240,-80,-39,606,122,-195,24,606
5401000,808,571,-171,-111,-607,-3092,-4574,5282,-4934,2626,240,-39,-119,609,129,-859,36,609
5450000,843,688,-103,76,847,-4313,552,4306,-5370,3535,119,-80,-80,612,156,-316,47,612
5501000,1111,718,48,132,1765,3926,-6527,9188,-7159,3712,359,-119,-80,618,148,-284,71,618
5550000,1043,662,-36,-78,1732,-7304,-6466,7113,-6532,3383,359,-80,-80,623,136,9,92,623
5601000,889,618,-46,219,1471,-1444,-13912,9432,-5400,2897,359,-39,-119,627,157,292,107,627
5650000,802,563,-228,-108,772,-4496,-9457,11386,-5129,2811,240,-80,-80,630,150,-197,119,630
5701000,862,550,-395,45,552,5147,-2438,8883,-5478,2503,240,-80,-119,636,122,-37,143,636
5750000,908,720,-42,39,1207,-6144,3237,7174,-5512,3725,240,-39,-80,640,137,-25,159,640
5801000,558,420,362,62,574,-4069,-12081,9738,-3711,1747,240,-80,-119,646,121,-291,184,646
5850000,541,503,-54,-216,302,4170,-1278,7968,-3845,2227,240,-119,-119,648,117,-97,192,648
5901000,182,600,163,2,364,-11454,-11898,9066,-1527,2790,359,-80,-119,650,189,92,199,650
5950000,87,84,53,-98,1605,1484,-5429,5221,-738,-669,240,-39,-199,650,157,347,199,650
6001000,170,502,-170,-55,1302,-4374,2566,9982,-1225,-1727,240,-39,-800,648,138,256,192,648
6050000,-313,584,3,-36,183,-11149,-5307,8090,1359,-11251,240,-80,-2519,649,160,13,195,649
6101000,-180,1181,-113,120,248,5757,21975,6991,352,-11733,240,-119,-3200,648,137,120,192,648
6150000,-314,1300,149,-64,494,-12431,-3903,9677,1597,-15692,359,-39,-3999,649,189,342,195,649
6201000,-770,1476,8,16,413,-2360,12026,7235,4015,-17689,240,-80,-4520,649,180,100,195,649
6250000,-617,2175,29,5,1142,-285,8364,5099,3125,-18045,240,-80,-5279,649,217,191,195,649
6301000,-981,2187,-262,-108,1198,-6693,13186,4428,5240,-20998,240,-80,-5800,647,250,442,188,647
6350000,-1115,3003,-538,-20,157,6184,31924,7357,6482,-24161,119,0,-7160,647,261,-12,188,647
6401000,-924,3385,84,161,372,-1017,13430,9310,4908,-24963,119,-80,-7680,646,294,159,184,646
6450000,-805,4125,6,-82,1292,1607,31069,7540,4449,-20660,119,-39,-7680,646,307,192,184,646
6501000,-376,4805,-28,240,1538,7344,19168,7052,1955,-14148,119,-39,-7240,647,344,409,188,647
6550000,-28,5081,242,67,1069,4414,12149,7235,-66,2798,119,-39,-4600,647,371,433,188,647
6601000,187,5197,-178,57,1933,8259,11843,3634,4955,16494,0,1040,-2359,646,385,560,184,646
6650000,540,4447,-5,-179,849,15523,-13912,5831,4994,23757,0,1400,-360,646,395,326,184,646
6701000,822,3893,-43,103,1756,8137,-1461,5587,6379,22167,240,1919,-80,647,411,528,188,647
6750000,1074,3301,150,234,1645,12288,-17758,3146,10260,18958,119,2839,-39,646,416,338,184,646
6801000,1643,2417,12,-38,1429,15645,-2438,3085,14861,15446,119,4200,239,647,434,419,188,647
6850000,1871,2333,214,-66,733,15828,-10861,8029,18881,15654,119,5120,360,647,447,271,188,647
6901000,2251,1269,345,-46,944,19185,-21115,9310,15977,9241,0,5000,320,646,454,106,184,646
6950000,2478,1130,-126,-75,1651,16011,4092,5953,-4177,6336,0,1760,-39,646,493,150,184,646
7001000,2467,655,-210,-80,958,12349,-21359,5892,-15043,3579,119,-119,-39,647,491,296,188,647
7050000,2082,404,274,-39,669,2217,3543,5343,-12802,1884,119,-119,-80,647,491,129,188,647
7101000,1587,786,-68,154,1933,2339,-6710,6259,-9459,3875,119,-39,-119,648,535,454,192,648
7150000,1419,160,232,-66,777,4048,-13729,8395,-8714,469,119,-80,-80,647,509,-166,188,647
7201000,912,407,343,105,1284,-7975,7144,6991,-6004,2138,240,-119,-39,647,525,221,188,647
7250000,556,-225,-162,-162,1436,569,-20748,4489,-3702,-1775,359,-80,-80,649,527,165,195,649
7301000,403,-513,106,146,1933,-2787,11233,5770,-2812,-3452,359,-80,-80,648,528,359,192,648
7350000,109,-39,-108,-97,1398,-1810,-14584,6137,-4592,-928,240,-679,-119,648,531,-272,192,648
7401000,-8,-211,-32,-4,467,-4374,-851,6137,-6230,-2858,240,-1080,-279,649,558,-49,195,649
7450000,-144,392,-81,-157,170,-4435,9280,6625,-5671,-4460,359,-1119,-1160,648,556,-97,192,648
7501000,-408,420,-419,5,1359,-3519,-9762,6991,-8555,-2670,5039,-1879,-880,648,565,155,192,648
7550000,-658,1024,-28,138,878,-8524,11721,2780,-7330,608,7319,-1920,-920,647,581,-146,188,647
7601000,-867,1250,-692,10,1402,-8768,-10617,1193,-6348,2155,7799,-1959,-880,649,574,113,195,649
7650000,-920,1144,48,112,641,-5228,1406,1620,-4184,1306,15720,-1640,-920,648,573,-9,192,648
7701000,-1057,1576,243,-27,1115,-13529,-302,-6558,-3388,2418,17039,-1640,-1160,647,583,-61,188,647
7750000,-1113,1592,-241,-94,1933,-8036,-8908,-8999,-1665,2516,20760,-1399,-1160,646,579,-280,184,646
7801000,-1107,2013,171,-185,0,-5411,1712,-10403,854,4960,25679,-959,-1160,646,598,-276,184,646
7850000,-1267,1887,-315,-102,-314,-13224,-2438,-19192,2949,4463,32760,-759,-1119,648,595,-385,192,648
7901000,-1189,1713,-518,74,1928,-590,4824,-21817,2029,3682,34560,-839,-1080,649,616,172,195,649
7950000,-900,1621,513,-149,1624,-8463,-10861,-23159,4070,-1036,40920,-199,-1799,649,602,50,195,649
8001000,-1161,1397,-310,-260,953,-8341,-1034,-31155,5591,-6525,47160,-199,-2519,650,618,-112,199,650
8050000,-929,1384,407,125,623,2766,857,-35122,4240,-14505,47520,-199,-3880,649,603,-105,195,649
8101000,-788,1430,42,-45,1841,-9074,10379,-35183,3653,-25396,40560,-160,-5800,646,625,235,184,646
8150000,-770,2008,161,-179,874,-1261,10684,-27432,3313,-34826,3600,-199,-7999,647,601,171,188,647
8201000,-515,2270,-150,-376,-28,508,12332,-9060,2297,-41211,359,-119,-9360,647,618,193,188,647
8250000,-459,2907,26,170,706,-3214,30703,-5947,1739,-49133,119,-160,-11360,646,604,-12,184,646
8301000,-445,3961,-531,-180,1197,2522,20388,-4238,1662,-43705,240,-160,-11480,646,602,34,184,646
8350000,-224,4607,-492,29,-66,4841,35159,-1248,377,-37159,240,-160,-11000,647,606,-85,188,647
8401000,-50,5959,-155,-298,96,-223,36868,33,-638,-19533,119,-160,-9320,646,606,57,184,646
8450000,100,5829,-121,-364,-273,-1017,7754,1132,-1283,-1456,119,-119,-6080,647,607,-73,188,647
8501000,149,5906,-360,-157,386,2461,23440,1559,-1796,11080,240,-160,-3999,647,598,-92,188,647
8550000,351,5600,42,-145,294,1118,-12997,1315,-2273,24646,359,-39,-1360,647,599,-116,188,647
8601000,486,4504,-120,-171,744,-1810,-1950,3085,-3526,24790,2279,-119,-240,646,599,-88,184,646
8650000,543,4005,25,211,909,-1322,-6466,-332,-3625,22816,13320,-80,-80,646,577,-56,184,646
8701000,599,2615,308,188,1088,1790,-23983,-8450,-3951,14503,17039,-80,-119,646,573,-58,184,646
8750000,570,1709,-197,-211,-340,-1017,-2316,-10769,-3780,9469,23040,-80,-80,648,559,-109,192,648
8801000,361,1093,164,-35,-749,-2665,-14279,-13577,-2568,5660,26640,-80,-119,648,554,-185,192,648
8850000,257,394,-13,99,1268,-1810,-7321,-16323,-1726,1829,31080,-39,-80,649,558,-290,195,649
8901000,160,196,-272,-44,1174,-651,-9274,-20291,-1164,212,33960,-39,-160,649,540,-304,195,649
