[17:06:15:584] HHello Junta. Starting Potato Controller now␊
[17:06:18:459] imu.begin()-IMU comm & initialize completed ␊
[17:06:18:925] imu.dmpBegin() suceeded␊
[17:06:21:927] IMU SETUP COMPLETED␊
[17:06:22:929] Motor starting Now␊
[17:06:46:732] -0.378309 -0.231480 -27.180439 1441.000000 1441.000000 1526.000000 1526.000000 -0.304878 0.121951 0.365854 ␊
[17:06:46:932] -0.262561 0.105743 -27.183609 1484.000000 1484.000000 1483.000000 1483.000000 0.000000 0.121951 -0.060976 ␊
[17:06:47:174] -0.245695 -0.229937 -27.188324 1467.000000 1467.000000 1502.000000 1502.000000 0.060976 0.182927 -0.121951 ␊
[17:06:47:331] -0.036587 -0.140983 -27.179049 1433.000000 1433.000000 1532.000000 1532.000000 -0.060976 -0.182927 0.060976 ␊
[17:06:47:531] -0.224538 -0.329646 -27.182348 1348.000000 1348.000000 1449.000000 1449.000000 -0.121951 0.060976 0.365854 ␊
[17:06:47:731] -0.163276 -0.113593 -27.187807 1348.000000 1348.000000 1447.000000 1447.000000 -0.060976 -0.000000 -0.243902 ␊
[17:06:47:931] 0.036546 -0.080852 -27.192007 1349.000000 1349.000000 1448.000000 1448.000000 -0.060976 0.182927 -0.000000 ␊
[17:06:48:131] 0.209894 -0.167123 -27.196323 1350.000000 1350.000000 1451.000000 1451.000000 -0.243902 -0.243902 -0.182927 ␊
[17:06:48:331] 0.290310 -0.254803 -27.196079 1353.000000 1353.000000 1452.000000 1452.000000 0.060976 0.182927 0.182927 ␊
[17:06:48:531] 0.289588 -0.194407 -27.197083 1378.000000 1378.000000 1479.000000 1479.000000 -0.121951 0.182927 0.182927 ␊
[17:06:48:731] 0.105563 -0.470426 -27.200039 1382.000000 1382.000000 1483.000000 1483.000000 0.182927 0.365854 0.487805 ␊
[17:06:48:931] 0.154181 -0.430598 -27.206503 1392.000000 1392.000000 1493.000000 1493.000000 -0.060976 0.243902 0.304878 ␊
[17:06:49:131] 0.216242 -0.361453 -27.202991 1392.000000 1392.000000 1493.000000 1493.000000 -0.060976 0.182927 -0.000000 ␊
[17:06:49:332] -0.170107 -0.565962 -27.202534 1392.000000 1392.000000 1493.000000 1493.000000 -0.304878 0.121951 -0.182927 ␊
[17:06:49:532] -0.264070 -0.592397 -27.204838 1395.000000 1395.000000 1496.000000 1496.000000 -0.243902 -0.060976 0.243902 ␊
[17:06:49:732] -0.237920 -0.552747 -27.200497 1400.000000 1400.000000 1501.000000 1501.000000 -0.121951 -0.000000 0.060976 ␊
[17:06:49:932] -0.386086 -0.487565 -27.202772 1451.000000 1451.000000 1448.000000 1448.000000 -0.060976 0.060976 0.243902 ␊
[17:06:50:132] -0.267045 -0.900111 -27.201872 1449.000000 1449.000000 1450.000000 1450.000000 0.121951 0.121951 0.182927 ␊
[17:06:50:331] -0.011546 -0.520194 -27.195606 1449.000000 1449.000000 1448.000000 1448.000000 0.121951 0.304878 0.060976 ␊
[17:06:50:531] -0.496348 -0.967598 -27.196503 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.121951 -0.060976 ␊
[17:06:50:731] -0.535615 -1.109271 -27.195101 1100.000000 1100.000000 1100.000000 1100.000000 0.060976 0.304878 0.304878 ␊
[17:06:50:931] -0.364357 -1.045897 -27.196404 1100.000000 1100.000000 1100.000000 1100.000000 0.121951 0.182927 -0.060976 ␊
[17:06:51:131] -1.113042 -1.334351 -27.190008 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.060976 -0.000000 ␊
[17:06:51:331] -1.117795 -1.163403 -27.193523 1100.000000 1100.000000 1100.000000 1100.000000 0.000000 0.121951 0.182927 ␊
