4146	2.34
4166	2.52
4187	2.79
4207	3.06
4228	3.42
4248	3.78
4269	4.23
4289	4.68
4310	5.04
4330	5.31
4350	5.49
4371	5.58
4391	5.85
4413	6.12
4433	6.39
4454	6.57
4474	6.75
4495	6.93
4515	7.11
4536	7.38
4556	7.65
4577	8.01
4597	8.28
4618	8.64
4638	9.09
4659	9.45
4679	9.90
4700	10.35
4721	10.80
4742	11.25
4762	11.61
4783	12.06
4803	12.42
4824	12.87
4844	13.41
4865	13.95
4885	14.49
4905	15.12
4927	15.75
4947	16.38
4968	16.92
4988	17.55
5009	18.00
5029	18.45
5050	18.99
5070	19.53
5091	20.07
5112	20.70
5133	21.42
5153	22.05
5174	22.77
5194	23.40
5215	23.94
5235	24.57
5256	25.20
5276	25.83
5297	26.46
5318	27.09
5339	27.54
5359	28.17
5380	28.71
5400	29.52
5421	30.33
5441	31.14
5462	31.95
5483	32.85
5504	33.75
5524	34.65
5544	35.55
5565	36.36
5585	37.26
5606	38.16
5626	38.97
5647	39.78
5668	40.68
5689	41.49
5709	42.39
5730	43.38
5750	44.28
5771	45.27
5791	46.17
5812	46.98
5832	47.79
5854	48.60
5874	49.50
5895	50.22
5915	50.94
5936	51.39
5956	51.75
5977	52.02
5997	52.38
6019	52.74
6039	53.01
6060	53.28
6080	53.46
6100	53.55
6121	53.64
6141	53.82
6162	54.00
6182	54.18
6204	54.18
6224	54.27
6245	54.27
6265	54.27
6286	54.27
6306	54.27
6327	54.18
6347	54.18
6368	54.09
6389	54.00
6410	53.91
6430	53.82
6451	53.73
6471	53.64
6492	53.55
6512	53.46
6533	53.37
6553	53.37
6575	53.28
6595	53.19
6616	53.19
6636	53.19
6657	53.10
6677	53.10
6697	53.10
6718	53.01
6738	53.01
6760	52.92
6780	52.92
6801	52.92
6821	52.92
6842	52.83
6862	52.83
6883	52.74
6903	52.74
6924	52.65
6945	52.65
6966	52.65
6986	52.65
7007	52.65
7027	52.56
7048	52.56
7068	52.56
7089	52.56
7109	52.56
7131	52.47
7151	52.47
7172	52.38
7192	52.29
7213	52.20
7233	52.11
7254	52.11
7274	52.02
7294	51.93
7316	51.93
7336	51.84
7357	51.84
7377	51.75
7398	51.75
7418	51.75
7439	51.75
7459	51.75
7480	51.66
7501	51.66
7522	51.66
7542	51.66
7563	51.66
7583	51.66
7604	51.66
7624	51.66
7645	51.66
7665	51.66
7687	51.66
7707	51.66
7728	51.66
7748	51.66
7769	51.66
7789	51.66
7810	51.66
7830	51.66
7851	51.66
7872	51.66
7892	51.66
7913	51.66
7933	51.66
7954	51.66
7974	51.66
7995	51.66
8015	51.66
8036	51.66
8057	51.66
8078	51.66
8098	51.66
8119	51.75
8139	51.75
8160	51.84
8180	51.84
8201	51.93
8221	51.93
8243	51.93
8263	51.93
8284	51.93
8304	51.93
8325	51.84
8345	51.84
8366	51.75
8386	51.66
8407	51.57
8428	51.48
8449	51.30
8469	51.12
8489	51.03
8510	50.85
8530	50.58
8551	50.31
8571	50.04
8592	49.68
8613	49.32
8634	48.96
8654	48.51
8675	48.06
8695	47.70
8716	47.34
8736	46.89
8757	46.26
8777	45.63
8799	45.00
8819	44.37
8840	43.74
8860	43.20
8881	42.57
8901	42.03
8922	41.40
8942	40.68
8963	39.87
8984	38.97
9005	38.16
9025	37.35
9046	36.54
9066	35.64
9086	34.56
9107	33.39
9127	31.95
9148	30.42
9169	28.89
9190	27.18
9210	25.47
9231	23.58
9251	21.60
9272	19.44
9292	17.19
9313	14.94
9334	12.69
9355	10.53
9375	8.28
9396	6.30
9416	4.86
9437	3.87
9457	3.06
9478	2.43
9498	2.07
9519	1.98
9539	2.07
9560	2.34
9581	2.70
9602	2.97
9622	3.33
9643	3.60
9663	3.78
9683	4.05
9704	4.32
9724	4.50
9745	4.68
9765	4.86
9786	4.95
9806	5.04
9827	5.13
9847	5.31
9868	5.49
9889	5.67
9910	6.03
9930	6.39
9951	6.84
9971	7.29
9992	7.74
10012	8.19
10033	8.73
10053	9.18
10074	9.63
10094	10.08
10115	10.44
10136	10.80
10157	11.07
10177	11.25
10198	11.43
10218	11.52
10238	11.52
10259	11.43
10280	11.34
10301	11.16
10321	10.98
10342	10.89
10362	10.89
10383	10.89
10404	11.07
10425	11.43
10445	12.06
10466	13.05
10486	14.22
10507	15.48
10527	16.83
10549	18.27
10569	19.89
10590	21.60
10610	23.40
10631	25.20
10651	26.82
10673	28.17
10693	29.34
10714	29.97
10734	30.15
10755	29.88
10775	29.16
10797	28.17
10817	26.64
10838	24.84
10858	22.50
10878	19.89
10899	17.10
10920	14.04
10941	10.89
10961	7.83
10982	4.77
11002	1.80
11023	-0.90
11044	-3.42
11065	-5.67
11085	-7.56
11106	-9.09
11126	-10.17
11147	-10.80
11167	-10.98
11188	-10.71
11209	-9.99
11230	-8.91
11250	-7.38
11271	-5.49
11291	-3.24
11312	-0.72
11332	1.98
11353	4.86
11374	7.74
11395	10.71
11415	13.68
11436	16.47
11456	19.08
