,,,,,,,,
22801000,-124,14,-2,9,1001,-205,277,-2219
22849000,-137,-46,-2,0,1009,-510,154,1931
22901000,-148,-90,-4,-4,1016,99,-150,-1792
22949000,-138,-84,1,1,1026,466,-455,832
23001000,-134,-81,-2,0,1012,99,-150,100
23049000,-88,-99,-2,-6,1031,-205,93,-1120
23101000,-80,-119,2,-4,1023,-266,32,1320
23149000,-104,-146,3,-7,1042,38,32,-1792
23201000,-91,-155,4,-3,1022,343,-394,1747
23249000,-65,-65,0,1,1010,282,-150,-1364
23301000,-58,-60,3,0,1002,-388,216,1198
23349000,-93,-58,1,5,1018,-388,216,-388
23401000,-96,-116,0,-6,1019,38,-150,-571
23449000,-123,-127,3,-10,1018,405,-333,1137
23501000,-156,-80,0,2,1023,99,32,-1303
23549000,-121,-112,0,-3,1007,-144,-89,1381
23601000,-87,-103,2,-6,1011,-327,216,-1303
23649000,-126,-138,-9,-5,1021,38,-28,832
23701000,-131,-105,-3,7,1024,466,-333,-693
23749000,-133,-108,-6,-6,1014,221,-211,-22
23801000,-95,-87,5,1,1022,-266,216,588
23849000,-92,-88,-7,0,1022,-266,154,-1242
23901000,-115,-143,-10,-4,1019,160,-211,1259
23949000,-126,-110,0,0,1018,282,-150,-1181
24001000,-97,-97,0,-1,1021,160,-211,1076
24049000,-50,-70,6,-2,1016,-144,-28,-632
24101000,-96,-94,-10,-8,1012,-266,93,-144
24149000,-132,-123,0,0,1005,-22,-28,527
24201000,-141,-117,-8,-2,1019,343,-333,-754
24249000,-106,-129,-3,-3,1013,221,-211,1076
24301000,-78,-104,-5,-7,1032,-205,216,-1059
24349000,-64,-130,0,-4,1001,-144,32,893
24401000,-63,-111,1,0,1027,221,-89,-815
24449000,-86,-92,6,0,1015,282,-272,466
24501000,-78,-78,-1,0,1024,99,-150,161
24549000,-82,-82,-6,-7,1044,-144,93,-571
24601000,-37,-121,2,-2,1007,-266,216,649
24649000,-63,-155,-1,-7,1019,160,-150,-937
24701000,-56,-168,0,9,1024,282,-333,832
24749000,-90,-111,-12,-6,1023,38,-89,-815
24801000,-110,-123,4,-3,1013,-205,32,649
24849000,-86,-141,-4,-11,1010,-144,154,-266
24901000,-118,-182,-5,-7,1033,99,-28,-205
24949000,-146,-192,-3,3,1025,282,-150,466
25001000,-121,-141,9,1,1008,99,-150,-510
25049000,-82,-135,-1,-7,1004,-144,93,771
25101000,-109,-145,-14,0,1015,-205,154,-754
25149000,-123,-151,-2,-9,1019,160,-150,588
25201000,-119,-105,2,0,1024,282,-150,-571
25249000,-98,-59,0,-3,1024,38,-150,222
25301000,-80,-47,0,2,1022,-266,154,39
25349000,-101,-122,-8,-9,1012,-144,32,-449
25401000,-112,-135,0,-1,1008,160,-272,283
25449000,-93,-129,3,3,1005,160,-150,-693
25501000,-90,-59,1,2,1017,99,-150,588
25549000,-112,-70,-6,-1,1022,-205,93,-449
25601000,-138,-87,-5,-2,1011,-22,32,466
25649000,-132,-70,-9,0,1003,221,-211,-266
25701000,-111,-63,1,-2,1022,221,-211,-83
25749000,-234,76,-11,13,1110,160,643,466
25801000,-54,-125,-19,14,1020,343,1558,-388
25849000,-140,-94,-21,12,1038,-388,-28,344
25901000,-77,-220,19,-18,1045,-22,-638,-632
25949000,-109,-99,-6,12,1013,38,32,222
26001000,-160,3,11,-2,1025,-693,-1187,-205
26049000,-15,-172,10,-3,1019,160,704,161
26101000,-118,-56,-2,10,1014,527,-760,-144
26149000,-163,-54,4,-7,1021,-327,-1187,-327
26201000,-52,-150,-15,7,1060,-205,1070,405
26249000,-75,7,-18,-1,1037,282,-150,-22
26301000,4,-124,5,-2,1015,221,-150,222
26349000,-32,-122,2,-6,1003,-571,216,-266
26401000,-39,-99,24,-6,987,-22,-1187,-205
26449000,-64,-84,-1,-9,1010,405,-394,-22
26501000,-118,-49,-13,5,1037,-449,521,-266
26549000,-79,-60,-12,-3,1052,99,399,466
26601000,-69,-12,-12,-4,1035,649,93,-144
26649000,-85,-33,3,1,1014,-388,93,283
26701000,-3,-64,17,2,996,-266,-211,-205
26749000,-81,-40,1,-1,1010,221,-821,-22
26801000,-95,-109,-1,1,1022,-144,-89,-22
26849000,-106,-121,-11,3,1027,38,521,-205
26901000,-80,-86,0,4,1015,405,-272,283
26949000,-92,-97,-1,-1,1012,160,93,-205
27001000,-115,-101,-3,-4,1009,-266,399,283
27049000,-112,-101,1,-4,1000,160,-577,-266
27101000,-177,-53,-10,0,1014,221,-333,100
27149000,-160,-76,-4,-8,1024,-266,338,-144
27201000,-136,-75,-4,5,1011,99,93,39
