Hello Junta. Starting Potato Controller now
21000 -656 -1410 -17 -39 1013 449 75 69 
41000 -818 -1664 -13 -33 988 -99 -717 252 
61000 -497 -2114 -5 -45 989 -221 -534 252 
81000 -662 -2335 -21 -34 991 83 380 -113 
101000 -794 -2273 -16 -43 1002 83 563 -113 
121000 -1009 -1930 -16 -25 993 -38 75 -235 
141000 -1030 -2079 -18 -40 1003 -344 -351 -113 
161000 -865 -2284 -12 -37 994 -99 -473 496 
181000 -623 -2259 -6 -39 986 83 -229 313 
201000 -741 -2415 -19 -41 1007 144 319 -297 
221000 -1046 -2297 -20 -39 996 -221 258 -480 
241000 -867 -1934 1 -29 998 -160 -229 -52 
261000 -376 -1624 -2 -24 992 -160 -229 69 
281000 -116 -1786 0 -43 1005 205 -46 69 
301000 -667 -2377 -20 -52 1006 388 197 435 
321000 -1228 -2338 -30 -40 1005 388 380 618 
341000 -1264 -2081 -18 -31 1007 -99 197 69 
361000 -1053 -2333 -10 -50 1005 -527 -229 -907 
381000 -562 -2491 -1 -46 1009 -221 -290 -602 
401000 -592 -2431 28 -63 1028 510 -46 -1944 
421000 -1220 -1456 -61 5 1042 205 1113 3059 
441000 -533 -1003 -39 -49 1058 -466 -351 2266 
461000 -1172 -1082 -38 -51 940 -1320 -656 801 
481000 -1465 -4177 -54 -104 1015 -893 258 -3959 
501000 -775 -3164 -24 -50 1173 144 1357 -2555 
521000 326 957 -26 80 867 571 624 2998 
541000 -544 -914 0 -27 790 -1198 -2060 1717 
561000 -1492 -3209 21 -109 879 -588 -1999 -663 
581000 -905 -2548 -20 -30 889 1059 258 -785 
601000 109 -1859 -37 -3 1066 632 2638 -663 
621000 -520 -638 -2 -6 1041 -588 2638 -1700 
641000 -412 -901 -6 -57 967 -2297 1052 374 
661000 -992 -2315 -45 -84 1033 -1076 -1572 3120 
681000 -73 -3113 23 -41 829 1242 -1999 2754 
701000 -799 -3473 -13 -73 958 1670 -351 -2555 
721000 451 -1133 39 28 967 1914 -168 -2189 
741000 325 -29 1 -2 878 -1503 2272 -113 
761000 -836 -1523 -11 -37 1064 -2114 2577 374 
781000 -544 -1841 13 -45 981 -1625 -2487 2510 
801000 -970 -3427 -36 -37 810 -160 -1389 -602 
821000 -1583 -1835 -45 -2 1026 3867 -168 -1395 
841000 -848 -1423 -34 21 1033 2036 929 -1029 
861000 -1008 -51 18 13 1071 -1564 -901 374 
881000 -266 -1285 -43 -67 1080 -2602 -595 2815 
901000 -1982 -4275 -35 -117 989 -771 1296 -968 
921000 -1566 -2520 -35 -48 1129 1914 502 801 
941000 -1794 -2911 -27 -46 855 1853 -840 -3043 
961000 335 -8 22 -19 1017 1364 -534 -1334 
981000 681 -1197 -17 -83 1012 -1869 -1694 1289 
1001000 -339 -2425 -54 -61 1015 -2419 -290 740 
1021000 -242 -2676 -12 -43 936 510 1235 1656 
1041000 -1626 -3236 18 -8 910 1181 -107 -2067 
1061000 -1852 -1706 -34 -18 1025 2585 -1389 130 
1081000 -328 -2129 0 -72 950 83 -2426 -846 
1101000 -195 -2460 -8 -71 1136 510 441 2449 
1121000 -911 -3041 -14 -111 952 -1015 746 2449 
1141000 -3496 -2900 -119 -41 996 449 1601 69 
1161000 -1435 -1519 -46 -39 1031 632 -412 -113 
1181000 -2176 -2429 -85 -54 1126 1364 -840 -1944 
1201000 155 -961 0 -13 1069 1486 -1755 1289 
1221000 1020 -2511 -15 -53 1006 -405 75 313 
1241000 -330 -1761 -36 9 1060 -405 991 496 
1261000 -1244 -2749 -32 -80 1067 -1686 807 -1212 
1281000 -1448 -2412 31 -10 1036 83 502 -1944 
1301000 -872 -2444 -27 -84 1027 144 -1023 -358 
1321000 -1425 -2634 -10 -5 934 693 -46 -297 
1341000 -425 -1578 -19 -61 1054 1181 -168 3487 
1361000 -1224 -3074 -28 -90 913 -1320 197 -52 
1381000 -989 -2715 -18 -39 982 -344 -168 -52 
1401000 -174 -2754 -2 -25 917 -1076 75 -1517 
1421000 -307 -2465 43 -14 1061 1181 75 -785 
1441000 506 -2077 46 -93 1091 1181 -779 2144 
1461000 -459 -1780 9 -30 1027 83 -168 -541 
1481000 -657 -1287 -31 -24 1019 144 -534 1717 
1501000 -781 -2574 -33 -32 910 -832 1052 -785 
1521000 -155 -1848 0 -7 962 449 807 -663 
1541000 -956 -1873 -30 -23 975 -649 -107 -1212 
1561000 -786 -1978 13 16 1040 754 -779 -724 
1581000 633 -1236 13 -7 963 327 -779 1289 
1601000 -978 -2354 -24 4 948 -344 319 -663 
1621000 298 -1714 44 -38 983 205 319 1289 
1641000 -1293 -2105 -23 -46 935 -1320 746 -1517 
1661000 -1562 -1574 -20 -13 1052 693 -107 862 
1681000 121 -1509 11 -22 965 -99 -901 374 
1701000 -1083 -2345 11 8 939 1059 -351 374 
1721000 -700 -2230 7 -62 957 144 -168 1228 
1741000 -1871 -2379 -20 -43 1022 -649 563 -1700 
1761000 -1829 -1151 -43 19 942 571 319 1595 
1781000 -1898 -2325 -79 -66 828 -710 380 -846 
1801000 -744 -2464 12 -18 1039 571 -290 252 
1821000 -657 -1913 -31 -41 1036 -221 -473 -663 
1841000 -1072 -2478 4 -60 1129 22 258 -1334 
1861000 -393 -2000 24 -43 884 -710 -46 69 
1881000 -1733 -2805 -78 -64 879 -160 197 -724 
1901000 -304 -1331 -49 -72 1035 1181 136 2876 
1921000 -186 -1988 10 -11 969 -954 -107 -1639 
1941000 -905 -1756 13 8 1042 83 -779 8 
1961000 -959 -2591 -43 -84 1096 -527 14 313 
1981000 -1206 -2127 -47 -30 1043 327 563 130 
2001000 -642 -992 -3 0 978 266 75 1961 
2021000 -763 -2118 11 -2 953 205 14 -785 
2041000 -195 -2322 19 -43 835 327 -290 557 
2061000 -987 -2836 -13 -93 911 -588 -290 -2189 
2081000 -459 -1716 -10 -7 990 693 -290 740 
2101000 -46 -2601 -59 -61 899 -221 258 8 
2121000 -496 -2565 -13 -9 1028 -38 502 -907 
2141000 -254 -2290 8 -77 960 -832 380 618 
2161000 -568 -3352 -17 -93 1128 -466 -107 -1578 
2181000 448 -2343 8 -63 1188 571 -595 1350 
2201000 253 -2813 0 -58 981 -283 -107 -968 
